balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games
50184,776423,2025-09-07,147,141,NYY,TOR,New York Yankees,Toronto Blue Jays,Yankees,Blue Jays,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,143,144,80,82,63,62,0.559,0.569,750,717,607,667,143,50,5.24,4.98,4.24,4.63,1.0,0.35,0.0,0.0,0.0,0.0,0.559,0.569,0.0,0.0,43,45,29,24,37,37,34,38,W1,L1,0,0,0.0,0.0,0.0,0.0,80-63,82-62,43-29,45-24,37-34,37-38,0-0,0-0,80-63,82-62,7-3,5-5
50186,776422,2025-09-07,118,142,KC,MIN,Kansas City Royals,Minnesota Twins,Royals,Twins,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,145,144,75,64,70,80,0.517,0.444,566,609,558,693,8,-84,3.9,4.23,3.85,4.81,0.06,-0.58,0.0,0.0,0.0,0.0,0.517,0.444,0.0,0.0,42,36,34,36,33,28,36,44,W3,L6,0,0,0.0,0.0,0.0,0.0,75-70,64-80,42-34,36-36,33-36,28-44,0-0,0-0,75-70,64-80,6-4,2-8
50182,776426,2025-09-07,146,143,MIA,PHI,Miami Marlins,Philadelphia Phillies,Marlins,Phillies,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,143,145,65,85,78,60,0.455,0.586,612,695,719,589,-107,106,4.28,4.79,5.03,4.06,-0.75,0.73,0.0,0.0,0.0,0.0,0.455,0.586,0.0,0.0,31,47,39,24,34,38,39,36,L5,W3,0,0,0.0,0.0,0.0,0.0,65-78,85-60,31-39,47-24,34-39,38-36,0-0,0-0,65-78,85-60,3-7,7-3
50185,776418,2025-09-07,140,117,TEX,HOU,Texas Rangers,Houston Astros,Rangers,Astros,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,143,143,73,78,70,65,0.51,0.545,610,607,530,586,80,21,4.27,4.24,3.71,4.1,0.56,0.15,0.0,0.0,0.0,0.0,0.51,0.545,0.0,0.0,43,43,28,32,30,35,42,33,L1,W1,0,0,0.0,0.0,0.0,0.0,73-70,78-65,43-28,43-32,30-42,35-33,0-0,0-0,73-70,78-65,7-3,5-5
50177,776425,2025-09-07,116,145,DET,CWS,Detroit Tigers,Chicago White Sox,Tigers,White Sox,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,147,145,85,54,62,91,0.578,0.372,723,584,615,670,108,-86,4.92,4.03,4.18,4.62,0.73,-0.59,0.0,0.0,0.0,0.0,0.578,0.372,0.0,0.0,47,30,29,44,38,24,33,47,W1,L1,0,0,0.0,0.0,0.0,0.0,85-62,54-91,47-29,30-44,38-33,24-47,0-0,0-0,85-62,54-91,4-6,6-4
50180,776419,2025-09-07,134,158,PIT,MIL,Pittsburgh Pirates,Milwaukee Brewers,Pirates,Brewers,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,144,146,65,90,79,56,0.451,0.616,528,744,585,566,-57,178,3.67,5.1,4.06,3.88,-0.4,1.22,0.0,0.0,0.0,0.0,0.451,0.616,0.0,0.0,42,46,32,26,23,44,47,30,L2,W2,0,0,0.0,0.0,0.0,0.0,65-79,90-56,42-32,46-26,23-47,44-30,0-0,0-0,65-79,90-56,6-4,5-5
50189,776417,2025-09-07,115,135,COL,SD,Colorado Rockies,San Diego Padres,Rockies,Padres,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,145,143,41,77,104,66,0.283,0.538,547,603,922,560,-375,43,3.77,4.22,6.36,3.92,-2.59,0.3,0.0,0.0,0.0,0.0,0.283,0.538,0.0,0.0,24,43,52,25,17,34,52,41,L1,W1,0,0,0.0,0.0,0.0,0.0,41-104,77-66,24-52,43-25,17-52,34-41,0-0,0-0,41-104,77-66,2-8,3-7
50187,776416,2025-09-07,138,137,STL,SF,St. Louis Cardinals,San Francisco Giants,Cardinals,Giants,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,149,142,76,72,73,70,0.51,0.507,661,615,686,588,-25,27,4.44,4.33,4.6,4.14,-0.17,0.19,0.0,0.0,0.0,0.0,0.51,0.507,0.0,0.0,42,35,34,34,34,37,39,36,W1,L1,0,0,0.0,0.0,0.0,0.0,76-73,72-70,42-34,35-34,34-39,37-36,0-0,0-0,76-73,72-70,6-4,8-2
50190,776415,2025-09-07,109,111,AZ,BOS,Arizona Diamondbacks,Boston Red Sox,D-backs,Red Sox,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,144,148,72,82,72,66,0.5,0.554,710,741,683,632,27,109,4.93,5.01,4.74,4.27,0.19,0.74,0.0,0.0,0.0,0.0,0.5,0.554,0.0,0.0,38,48,33,28,34,34,39,38,W4,L3,0,0,0.0,0.0,0.0,0.0,72-72,82-66,38-33,48-28,34-39,34-38,0-0,0-0,72-72,82-66,8-2,5-5
50191,776414,2025-09-07,108,133,LAA,ATH,Los Angeles Angels,Athletics,Angels,Athletics,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,142,143,66,66,76,77,0.465,0.462,604,665,725,734,-121,-69,4.25,4.65,5.11,5.13,-0.85,-0.48,0.0,0.0,0.0,0.0,0.465,0.462,0.0,0.0,34,29,37,40,32,37,39,37,L3,W2,0,0,0.0,0.0,0.0,0.0,66-76,66-77,34-37,29-40,32-39,37-37,0-0,0-0,66-76,66-77,4-6,5-5
50183,776428,2025-09-07,144,136,ATL,SEA,Atlanta Braves,Seattle Mariners,Braves,Mariners,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,145,142,66,74,79,68,0.455,0.521,639,649,652,633,-13,16,4.41,4.57,4.5,4.46,-0.09,0.11,0.0,0.0,0.0,0.0,0.455,0.521,0.0,0.0,35,41,34,27,31,33,45,41,L1,W1,0,0,0.0,0.0,0.0,0.0,66-79,74-68,35-34,41-27,31-45,33-41,0-0,0-0,66-79,74-68,4-6,3-7
