balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games
54209,776212,2025-09-23,136,115,SEA,COL,Seattle Mariners,Colorado Rockies,Mariners,Rockies,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,156,159,87,44,69,115,0.558,0.277,741,590,673,1006,68,-416,4.75,3.71,4.31,6.33,0.44,-2.62,0.0,0.0,0.0,0.0,0.558,0.277,0.0,0.0,48,26,27,57,39,18,42,58,W4,W1,0,0,0.0,0.0,0.0,0.0,87-69,44-115,48-27,26-57,39-42,18-58,0-0,0-0,87-69,44-115,9-1,3-7
68833,776208,2025-09-23,133,117,ATH,HOU,Athletics,Houston Astros,Athletics,Astros,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,156,156,73,84,83,72,0.468,0.538,709,659,789,642,-80,17,4.54,4.22,5.06,4.12,-0.51,0.11,0.0,0.0,0.0,0.0,0.468,0.538,0.0,0.0,33,46,42,35,40,38,41,37,L2,L3,0,0,0.0,0.0,0.0,0.0,73-83,84-72,33-42,46-35,40-41,38-37,0-0,0-0,73-83,84-72,7-3,5-5
54205,776223,2025-09-23,110,139,BAL,TB,Baltimore Orioles,Tampa Bay Rays,Orioles,Rays,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,162,156,75,76,87,80,0.463,0.487,697,696,806,647,-109,49,4.3,4.46,4.98,4.15,-0.67,0.31,0.0,0.0,0.0,0.0,0.463,0.487,0.0,0.0,39,41,42,40,36,35,45,40,L2,W1,0,0,0.0,0.0,0.0,0.0,75-87,76-80,39-42,41-40,36-45,35-40,0-0,0-0,75-87,76-80,4-6,4-6
54202,776218,2025-09-23,114,116,CLE,DET,Cleveland Guardians,Detroit Tigers,Guardians,Tigers,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,162,160,88,88,74,72,0.543,0.55,648,775,643,683,5,92,4.0,4.84,3.97,4.27,0.03,0.58,0.0,0.0,0.0,0.0,0.543,0.55,0.0,0.0,42,47,34,36,46,41,40,36,L1,L6,0,0,0.0,0.0,0.0,0.0,88-74,88-72,42-34,47-36,46-40,41-36,0-0,0-0,88-74,88-72,9-1,1-9
54204,776224,2025-09-23,113,134,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,Reds,Pirates,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,160,157,81,68,79,89,0.506,0.433,706,569,681,634,25,-65,4.41,3.62,4.26,4.04,0.16,-0.41,0.0,0.0,0.0,0.0,0.506,0.433,0.0,0.0,45,44,36,37,36,24,43,52,W5,W2,0,0,0.0,0.0,0.0,0.0,81-79,68-89,45-36,44-37,36-43,24-52,0-0,0-0,81-79,68-89,6-4,3-7
54203,776215,2025-09-23,143,146,PHI,MIA,Philadelphia Phillies,Miami Marlins,Phillies,Marlins,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,159,157,94,76,65,81,0.591,0.484,773,693,653,781,120,-88,4.86,4.41,4.11,4.97,0.75,-0.56,0.0,0.0,0.0,0.0,0.591,0.484,0.0,0.0,53,36,25,42,41,40,40,39,L2,W6,0,0,0.0,0.0,0.0,0.0,94-65,76-81,53-25,36-42,41-40,40-39,0-0,0-0,94-65,76-81,6-4,9-1
54201,776216,2025-09-23,147,145,NYY,CWS,New York Yankees,Chicago White Sox,Yankees,White Sox,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,157,158,89,58,68,100,0.567,0.367,821,626,673,723,148,-97,5.23,3.96,4.29,4.58,0.94,-0.61,0.0,0.0,0.0,0.0,0.567,0.367,0.0,0.0,45,33,31,50,44,25,37,50,W2,L2,0,0,0.0,0.0,0.0,0.0,89-68,58-100,45-31,33-50,44-37,25-50,0-0,0-0,89-68,58-100,7-3,2-8
54200,776217,2025-09-23,141,111,TOR,BOS,Toronto Blue Jays,Boston Red Sox,Blue Jays,Red Sox,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,158,161,90,89,68,72,0.57,0.553,773,804,723,682,50,122,4.89,4.99,4.58,4.24,0.32,0.76,0.0,0.0,0.0,0.0,0.57,0.553,0.0,0.0,50,50,25,32,40,39,43,40,W1,L1,0,0,0.0,0.0,0.0,0.0,90-68,89-72,50-25,50-32,40-43,39-40,0-0,0-0,90-68,89-72,6-4,4-6
54206,776219,2025-09-23,144,120,ATL,WSH,Atlanta Braves,Washington Nationals,Braves,Nationals,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,161,161,77,64,84,97,0.478,0.398,731,673,726,899,5,-226,4.54,4.18,4.51,5.58,0.03,-1.4,0.0,0.0,0.0,0.0,0.478,0.398,0.0,0.0,38,31,39,50,39,33,45,47,W10,L1,0,0,0.0,0.0,0.0,0.0,77-84,64-97,38-39,31-50,39-45,33-47,0-0,0-0,77-84,64-97,10-0,3-7
54208,776209,2025-09-23,112,121,CHC,NYM,Chicago Cubs,New York Mets,Cubs,Mets,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,158,159,89,80,69,79,0.563,0.503,756,748,636,702,120,46,4.78,4.7,4.03,4.42,0.76,0.29,0.0,0.0,0.0,0.0,0.563,0.503,0.0,0.0,47,49,30,33,42,31,39,46,L4,L2,0,0,0.0,0.0,0.0,0.0,89-69,80-79,47-30,49-33,42-39,31-46,0-0,0-0,89-69,80-79,5-5,4-6
