balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games
26963,777430,2025-06-20,115,109,COL,AZ,Colorado Rockies,Arizona Diamondbacks,Rockies,D-backs,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,78,75,18,37,60,38,0.231,0.493,267,378,475,388,-208,-10,3.42,5.04,6.09,5.17,-2.67,-0.13,0.0,0.0,0.0,0.0,0.231,0.493,0.0,0.0,8,20,28,18,10,17,32,20,L1,W1,0,0,0.0,0.0,0.0,0.0,18-60,37-38,8-28,20-18,10-32,17-20,0-0,0-0,18-60,37-38,5-5,6-4
26961,777434,2025-06-20,142,158,MIN,MIL,Minnesota Twins,Milwaukee Brewers,Twins,Brewers,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,76,75,39,40,37,35,0.513,0.533,328,327,314,307,14,20,4.32,4.36,4.13,4.09,0.18,0.27,0.0,0.0,0.0,0.0,0.513,0.533,0.0,0.0,21,23,12,15,18,17,25,20,W1,W1,0,0,0.0,0.0,0.0,0.0,39-37,40-35,21-12,23-15,18-25,17-20,0-0,0-0,39-37,40-35,3-7,5-5
26958,777437,2025-06-20,143,121,PHI,NYM,Philadelphia Phillies,New York Mets,Phillies,Mets,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,77,76,46,45,31,31,0.597,0.592,360,337,332,270,28,67,4.68,4.43,4.31,3.55,0.36,0.88,0.0,0.0,0.0,0.0,0.597,0.592,0.0,0.0,25,27,14,10,21,18,17,21,W2,L6,0,0,0.0,0.0,0.0,0.0,46-31,45-31,25-14,27-10,21-17,18-21,0-0,0-0,46-31,45-31,8-2,4-6
26960,777433,2025-06-20,138,113,STL,CIN,St. Louis Cardinals,Cincinnati Reds,Cardinals,Reds,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,81,77,45,40,36,37,0.556,0.519,396,354,349,322,47,32,4.89,4.6,4.31,4.18,0.58,0.42,0.0,0.0,0.0,0.0,0.556,0.519,0.0,0.0,24,21,14,18,21,19,22,19,W4,L1,0,0,0.0,0.0,0.0,0.0,45-36,40-37,24-14,21-18,21-22,19-19,0-0,0-0,45-36,40-37,5-5,7-3
26962,777436,2025-06-20,112,136,CHC,SEA,Chicago Cubs,Seattle Mariners,Cubs,Mariners,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,74,73,45,37,29,36,0.608,0.507,397,317,291,315,106,2,5.36,4.34,3.93,4.32,1.43,0.03,0.0,0.0,0.0,0.0,0.608,0.507,0.0,0.0,24,20,13,19,21,17,16,17,L1,L1,0,0,0.0,0.0,0.0,0.0,45-29,37-36,24-13,20-19,21-16,17-17,0-0,0-0,45-29,37-36,5-5,5-5
26956,777435,2025-06-20,141,145,TOR,CWS,Toronto Blue Jays,Chicago White Sox,Blue Jays,White Sox,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,75,76,40,23,35,53,0.533,0.303,321,266,333,343,-12,-77,4.28,3.5,4.44,4.51,-0.16,-1.01,0.0,0.0,0.0,0.0,0.533,0.303,0.0,0.0,24,16,14,22,16,7,21,31,L1,L9,0,0,0.0,0.0,0.0,0.0,40-35,23-53,24-14,16-22,16-21,7-31,0-0,0-0,40-35,23-53,5-5,1-9
26955,777438,2025-06-20,147,110,NYY,BAL,New York Yankees,Baltimore Orioles,Yankees,Orioles,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,75,78,44,32,31,46,0.587,0.41,384,315,279,412,105,-97,5.12,4.04,3.72,5.28,1.4,-1.24,0.0,0.0,0.0,0.0,0.587,0.41,0.0,0.0,23,16,15,20,21,16,16,26,W1,W1,0,0,0.0,0.0,0.0,0.0,44-31,32-46,23-15,16-20,21-16,16-26,0-0,0-0,44-31,32-46,4-6,6-4
26966,777428,2025-06-20,108,117,LAA,HOU,Los Angeles Angels,Houston Astros,Angels,Astros,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,74,75,36,43,38,32,0.486,0.573,303,321,363,269,-60,52,4.09,4.28,4.91,3.59,-0.81,0.69,0.0,0.0,0.0,0.0,0.486,0.573,0.0,0.0,15,27,16,13,21,16,22,19,L1,L1,0,0,0.0,0.0,0.0,0.0,36-38,43-32,15-16,27-13,21-22,16-19,0-0,0-0,36-38,43-32,6-4,7-3
26959,777432,2025-06-20,134,140,PIT,TEX,Pittsburgh Pirates,Texas Rangers,Pirates,Rangers,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,77,75,31,36,46,39,0.403,0.48,253,270,310,254,-57,16,3.29,3.6,4.03,3.39,-0.74,0.21,0.0,0.0,0.0,0.0,0.403,0.48,0.0,0.0,19,23,19,16,12,13,27,23,L1,L3,0,0,0.0,0.0,0.0,0.0,31-46,36-39,19-19,23-16,12-27,13-23,0-0,0-0,31-46,36-39,4-6,6-4
26954,777439,2025-06-20,146,144,MIA,ATL,Miami Marlins,Atlanta Braves,Marlins,Braves,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,73,74,29,34,44,40,0.397,0.459,295,311,384,288,-89,23,4.04,4.2,5.26,3.89,-1.22,0.31,0.0,0.0,0.0,0.0,0.397,0.459,0.0,0.0,15,22,23,15,14,12,21,25,L2,W3,0,0,0.0,0.0,0.0,0.0,29-44,34-40,15-23,22-15,14-21,12-25,0-0,0-0,29-44,34-40,5-5,7-3
26967,777426,2025-06-20,135,118,SD,KC,San Diego Padres,Kansas City Royals,Padres,Royals,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,74,77,40,38,34,39,0.541,0.494,312,264,291,278,21,-14,4.22,3.43,3.93,3.61,0.28,-0.18,0.0,0.0,0.0,0.0,0.541,0.494,0.0,0.0,21,20,12,19,19,18,22,20,W1,W3,0,0,0.0,0.0,0.0,0.0,40-34,38-39,21-12,20-19,19-22,18-20,0-0,0-0,40-34,38-39,3-7,4-6
26957,777431,2025-06-20,139,116,TB,DET,Tampa Bay Rays,Detroit Tigers,Rays,Tigers,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,75,79,41,50,34,29,0.547,0.633,346,392,281,295,65,97,4.61,4.96,3.75,3.73,0.87,1.23,0.0,0.0,0.0,0.0,0.547,0.633,0.0,0.0,25,27,22,13,16,23,12,16,L1,W1,0,0,0.0,0.0,0.0,0.0,41-34,50-29,25-22,27-13,16-12,23-16,0-0,0-0,41-34,50-29,6-4,5-5
26968,777427,2025-06-20,119,120,LAD,WSH,Los Angeles Dodgers,Washington Nationals,Dodgers,Nationals,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,76,77,46,31,30,46,0.605,0.403,420,312,345,392,75,-80,5.53,4.05,4.54,5.09,0.99,-1.04,0.0,0.0,0.0,0.0,0.605,0.403,0.0,0.0,28,16,13,25,18,15,17,21,L1,W1,0,0,0.0,0.0,0.0,0.0,46-30,31-46,28-13,16-25,18-17,15-21,0-0,0-0,46-30,31-46,7-3,1-9
26964,777425,2025-06-20,137,111,SF,BOS,San Francisco Giants,Boston Red Sox,Giants,Red Sox,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,75,80,42,42,33,38,0.56,0.525,315,392,272,359,43,33,4.2,4.9,3.63,4.49,0.57,0.41,0.0,0.0,0.0,0.0,0.56,0.525,0.0,0.0,23,25,13,17,19,17,20,21,W1,W1,0,0,0.0,0.0,0.0,0.0,42-33,42-38,23-13,25-17,19-20,17-21,0-0,0-0,42-33,42-38,5-5,8-2
67607,777429,2025-06-20,133,114,ATH,CLE,Athletics,Cleveland Guardians,Athletics,Guardians,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,77,76,31,39,46,37,0.403,0.513,328,297,454,313,-126,-16,4.26,3.91,5.9,4.12,-1.64,-0.21,0.0,0.0,0.0,0.0,0.403,0.513,0.0,0.0,14,20,25,15,17,19,21,22,W1,L1,0,0,0.0,0.0,0.0,0.0,31-46,39-37,14-25,20-15,17-21,19-22,0-0,0-0,31-46,39-37,5-5,4-6
