balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games
41657,776833,2025-08-08,145,114,CWS,CLE,Chicago White Sox,Cleveland Guardians,White Sox,Guardians,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,117,119,42,62,75,57,0.359,0.521,448,476,523,491,-75,-15,3.83,4.0,4.47,4.13,-0.64,-0.13,0.0,0.0,0.0,0.0,0.359,0.521,0.0,0.0,24,30,34,27,18,32,41,30,L4,W3,0,0,0.0,0.0,0.0,0.0,42-75,62-57,24-34,30-27,18-41,32-30,0-0,0-0,42-75,62-57,4-6,7-3
41660,776821,2025-08-08,140,143,TEX,PHI,Texas Rangers,Philadelphia Phillies,Rangers,Phillies,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,116,117,60,67,56,50,0.517,0.573,477,552,407,475,70,77,4.11,4.72,3.51,4.06,0.6,0.66,0.0,0.0,0.0,0.0,0.517,0.573,0.0,0.0,36,39,21,22,24,28,35,28,L1,L1,0,0,0.0,0.0,0.0,0.0,60-56,67-50,36-21,39-22,24-35,28-28,0-0,0-0,60-56,67-50,4-6,5-5
41665,776822,2025-08-08,137,120,SF,WSH,San Francisco Giants,Washington Nationals,Giants,Nationals,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,115,117,58,45,57,72,0.504,0.385,481,490,465,657,16,-167,4.18,4.19,4.04,5.62,0.14,-1.43,0.0,0.0,0.0,0.0,0.504,0.385,0.0,0.0,28,22,26,38,30,23,31,34,W2,L1,0,0,0.0,0.0,0.0,0.0,58-57,45-72,28-26,22-38,30-31,23-34,0-0,0-0,58-57,45-72,4-6,3-7
41664,776823,2025-08-08,119,141,LAD,TOR,Los Angeles Dodgers,Toronto Blue Jays,Dodgers,Blue Jays,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,115,118,66,68,49,50,0.574,0.576,593,581,519,542,74,39,5.16,4.92,4.51,4.59,0.64,0.33,0.0,0.0,0.0,0.0,0.574,0.576,0.0,0.0,36,38,23,19,30,30,26,31,L1,W3,0,0,0.0,0.0,0.0,0.0,66-49,68-50,36-23,38-19,30-26,30-31,0-0,0-0,66-49,68-50,5-5,5-5
41663,776824,2025-08-08,136,139,SEA,TB,Seattle Mariners,Tampa Bay Rays,Mariners,Rays,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,116,116,63,57,53,59,0.543,0.491,531,522,501,475,30,47,4.58,4.5,4.32,4.09,0.26,0.41,0.0,0.0,0.0,0.0,0.543,0.491,0.0,0.0,34,32,25,30,29,25,28,29,W4,W2,0,0,0.0,0.0,0.0,0.0,63-53,57-59,34-25,32-30,29-28,25-29,0-0,0-0,63-53,57-59,7-3,4-6
41661,776820,2025-08-08,135,111,SD,BOS,San Diego Padres,Boston Red Sox,Padres,Red Sox,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,116,121,64,68,52,53,0.552,0.562,477,616,443,518,34,98,4.11,5.09,3.82,4.28,0.29,0.81,0.0,0.0,0.0,0.0,0.552,0.562,0.0,0.0,36,43,19,22,28,25,33,31,W2,L1,0,0,0.0,0.0,0.0,0.0,64-52,68-53,36-19,43-22,28-33,25-31,0-0,0-0,64-52,68-53,8-2,8-2
41662,776825,2025-08-08,109,115,AZ,COL,Arizona Diamondbacks,Colorado Rockies,D-backs,Rockies,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,116,117,54,31,62,86,0.466,0.265,558,430,570,758,-12,-328,4.81,3.68,4.91,6.48,-0.1,-2.8,0.0,0.0,0.0,0.0,0.466,0.265,0.0,0.0,27,17,30,43,27,14,32,43,L2,L4,0,0,0.0,0.0,0.0,0.0,54-62,31-86,27-30,17-43,27-32,14-43,0-0,0-0,54-62,31-86,3-7,3-7
41656,776826,2025-08-08,138,112,STL,CHC,St. Louis Cardinals,Chicago Cubs,Cardinals,Cubs,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,122,114,63,66,59,48,0.516,0.579,552,588,552,473,0,115,4.52,5.16,4.52,4.15,0.0,1.01,0.0,0.0,0.0,0.0,0.516,0.579,0.0,0.0,34,36,24,22,29,30,35,26,W1,W1,0,0,0.0,0.0,0.0,0.0,63-59,66-48,34-24,36-22,29-35,30-26,0-0,0-0,63-59,66-48,4-6,5-5
41658,776827,2025-08-08,142,118,MIN,KC,Minnesota Twins,Kansas City Royals,Twins,Royals,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,116,118,56,59,60,59,0.483,0.5,494,441,520,450,-26,-9,4.26,3.74,4.48,3.81,-0.22,-0.08,0.0,0.0,0.0,0.0,0.483,0.5,0.0,0.0,31,30,24,28,25,29,36,31,W2,W1,0,0,0.0,0.0,0.0,0.0,56-60,59-59,31-24,30-28,25-36,29-31,0-0,0-0,56-60,59-59,4-6,6-4
41652,776829,2025-08-08,134,113,PIT,CIN,Pittsburgh Pirates,Cincinnati Reds,Pirates,Reds,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,117,120,51,61,66,59,0.436,0.508,422,530,470,504,-48,26,3.61,4.42,4.02,4.2,-0.41,0.22,0.0,0.0,0.0,0.0,0.436,0.508,0.0,0.0,33,34,27,28,18,27,39,31,W1,L2,0,0,0.0,0.0,0.0,0.0,51-66,61-59,33-27,34-28,18-39,27-31,0-0,0-0,51-66,61-59,6-4,4-6
