balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games
30495,777253,2025-07-03,119,145,LAD,CWS,Los Angeles Dodgers,Chicago White Sox,Dodgers,White Sox,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,87,87,55,28,32,59,0.632,0.322,488,298,392,386,96,-88,5.61,3.43,4.51,4.44,1.1,-1.01,0.0,0.0,0.0,0.0,0.632,0.322,0.0,0.0,32,19,14,25,23,9,18,34,W3,L2,0,0,0.0,0.0,0.0,0.0,55-32,28-59,32-14,19-25,23-18,9-34,0-0,0-0,55-32,28-59,8-2,4-6
30488,777261,2025-07-03,144,108,ATL,LAA,Atlanta Braves,Los Angeles Angels,Braves,Angels,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,86,85,39,42,47,43,0.453,0.494,351,366,339,416,12,-50,4.08,4.31,3.94,4.89,0.14,-0.59,0.0,0.0,0.0,0.0,0.453,0.494,0.0,0.0,24,20,18,20,15,22,29,23,W1,L1,0,0,0.0,0.0,0.0,0.0,39-47,42-43,24-18,20-20,15-29,22-23,0-0,0-0,39-47,42-43,4-6,6-4
30491,777263,2025-07-03,146,142,MIA,MIN,Miami Marlins,Minnesota Twins,Marlins,Twins,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,84,88,38,43,46,45,0.452,0.489,356,372,429,384,-73,-12,4.24,4.23,5.11,4.36,-0.87,-0.14,0.0,0.0,0.0,0.0,0.452,0.489,0.0,0.0,18,23,25,17,20,20,21,28,L1,W1,0,0,0.0,0.0,0.0,0.0,38-46,43-45,18-25,23-17,20-21,20-28,0-0,0-0,38-46,43-45,8-2,4-6
30494,777264,2025-07-03,115,117,COL,HOU,Colorado Rockies,Houston Astros,Rockies,Astros,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,89,86,20,52,69,34,0.225,0.605,309,361,545,312,-236,49,3.47,4.2,6.12,3.63,-2.65,0.57,0.0,0.0,0.0,0.0,0.225,0.605,0.0,0.0,9,32,35,14,11,20,34,20,L2,W3,0,0,0.0,0.0,0.0,0.0,20-69,52-34,9-35,32-14,11-34,20-20,0-0,0-0,20-69,52-34,2-8,8-2
30489,777258,2025-07-03,120,116,WSH,DET,Washington Nationals,Detroit Tigers,Nationals,Tigers,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,89,91,36,57,53,34,0.404,0.626,381,471,472,349,-91,122,4.28,5.18,5.3,3.84,-1.02,1.34,0.0,0.0,0.0,0.0,0.404,0.626,0.0,0.0,17,31,27,15,19,26,26,19,L1,W1,0,0,0.0,0.0,0.0,0.0,36-53,57-34,17-27,31-15,19-26,26-19,0-0,0-0,36-53,57-34,4-6,7-3
30492,777260,2025-07-03,141,147,TOR,NYY,Toronto Blue Jays,New York Yankees,Blue Jays,Yankees,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,87,87,48,49,39,38,0.552,0.563,394,445,392,338,2,107,4.53,5.11,4.51,3.89,0.02,1.23,0.0,0.0,0.0,0.0,0.552,0.563,0.0,0.0,28,27,16,17,20,22,23,21,W4,L3,0,0,0.0,0.0,0.0,0.0,48-39,49-38,28-16,27-17,20-23,22-21,0-0,0-0,48-39,49-38,7-3,4-6
30490,777257,2025-07-03,121,158,NYM,MIL,New York Mets,Milwaukee Brewers,Mets,Brewers,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,89,87,49,49,40,38,0.551,0.563,383,414,351,352,32,62,4.3,4.76,3.94,4.05,0.36,0.71,0.0,0.0,0.0,0.0,0.551,0.563,0.0,0.0,30,27,14,17,19,22,26,21,L1,W1,0,0,0.0,0.0,0.0,0.0,49-40,49-38,30-14,27-17,19-26,22-21,0-0,0-0,49-40,49-38,3-7,7-3
30493,777259,2025-07-03,112,114,CHC,CLE,Chicago Cubs,Cleveland Guardians,Cubs,Guardians,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,86,87,51,42,35,45,0.593,0.483,463,328,355,371,108,-43,5.38,3.77,4.13,4.26,1.26,-0.49,0.0,0.0,0.0,0.0,0.593,0.483,0.0,0.0,27,21,15,20,24,21,20,25,W2,L6,0,0,0.0,0.0,0.0,0.0,51-35,42-45,27-15,21-20,24-20,21-25,0-0,0-0,51-35,42-45,5-5,3-7
30497,777256,2025-07-03,109,137,AZ,SF,Arizona Diamondbacks,San Francisco Giants,D-backs,Giants,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,87,87,43,46,44,41,0.494,0.529,452,359,444,334,8,25,5.2,4.13,5.1,3.84,0.09,0.29,0.0,0.0,0.0,0.0,0.494,0.529,0.0,0.0,22,25,22,17,21,21,22,24,L1,W1,0,0,0.0,0.0,0.0,0.0,43-44,46-41,22-22,25-17,21-22,21-24,0-0,0-0,43-44,46-41,4-6,3-7
30496,777251,2025-07-03,136,118,SEA,KC,Seattle Mariners,Kansas City Royals,Mariners,Royals,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,86,89,45,41,41,48,0.523,0.461,392,298,377,330,15,-32,4.56,3.35,4.38,3.71,0.17,-0.36,0.0,0.0,0.0,0.0,0.523,0.461,0.0,0.0,22,21,20,24,23,20,21,24,W1,L1,0,0,0.0,0.0,0.0,0.0,45-41,41-48,22-20,21-24,23-21,20-24,0-0,0-0,45-41,41-48,6-4,2-8
