balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games
20868,777711,2025-05-30,118,116,KC,DET,Kansas City Royals,Detroit Tigers,Royals,Tigers,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,58,59,31,39,27,20,0.534,0.661,194,305,195,207,-1,98,3.34,5.17,3.36,3.51,-0.02,1.66,0.0,0.0,0.0,0.0,0.534,0.661,0.0,0.0,19,22,11,8,12,17,16,12,W1,W4,0,0,0.0,0.0,0.0,0.0,31-27,39-20,19-11,22-8,12-16,17-12,0-0,0-0,31-27,39-20,5-5,6-4
20872,777708,2025-05-30,119,147,LAD,NYY,Los Angeles Dodgers,New York Yankees,Dodgers,Yankees,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,56,56,34,36,22,20,0.607,0.643,314,310,249,193,65,117,5.61,5.54,4.45,3.45,1.16,2.09,0.0,0.0,0.0,0.0,0.607,0.643,0.0,0.0,19,19,8,9,15,17,14,11,L1,W5,0,0,0.0,0.0,0.0,0.0,34-22,36-20,19-8,19-9,15-14,17-11,0-0,0-0,34-22,36-20,5-5,9-1
20871,777713,2025-05-30,136,142,SEA,MIN,Seattle Mariners,Minnesota Twins,Mariners,Twins,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,55,57,30,32,25,25,0.545,0.561,250,230,238,201,12,29,4.55,4.04,4.33,3.53,0.22,0.51,0.0,0.0,0.0,0.0,0.545,0.561,0.0,0.0,14,19,13,8,16,13,12,17,L2,L1,0,0,0.0,0.0,0.0,0.0,30-25,32-25,14-13,19-8,16-12,13-17,0-0,0-0,30-25,32-25,4-6,5-5
20873,777707,2025-05-30,135,134,SD,PIT,San Diego Padres,Pittsburgh Pirates,Padres,Pirates,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,54,57,31,21,23,36,0.574,0.368,233,183,215,243,18,-60,4.31,3.21,3.98,4.26,0.33,-1.05,0.0,0.0,0.0,0.0,0.574,0.368,0.0,0.0,18,13,9,16,13,8,14,20,L1,W2,0,0,0.0,0.0,0.0,0.0,31-23,21-36,18-9,13-16,13-14,8-20,0-0,0-0,31-23,21-36,4-6,6-4
20874,777710,2025-05-30,109,120,AZ,WSH,Arizona Diamondbacks,Washington Nationals,D-backs,Nationals,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,56,58,27,26,29,32,0.482,0.448,279,246,285,297,-6,-51,4.98,4.24,5.09,5.12,-0.11,-0.88,0.0,0.0,0.0,0.0,0.482,0.448,0.0,0.0,14,13,15,15,13,13,14,17,L2,W2,0,0,0.0,0.0,0.0,0.0,27-29,26-32,14-15,13-15,13-14,13-17,0-0,0-0,27-29,26-32,3-7,7-3
20870,777714,2025-05-30,117,139,HOU,TB,Houston Astros,Tampa Bay Rays,Astros,Rays,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,56,56,30,29,26,27,0.536,0.518,233,239,207,209,26,30,4.16,4.27,3.7,3.73,0.46,0.54,0.0,0.0,0.0,0.0,0.536,0.518,0.0,0.0,20,18,11,19,10,11,15,8,L1,W2,0,0,0.0,0.0,0.0,0.0,30-26,29-27,20-11,18-19,10-15,11-8,0-0,0-0,30-26,29-27,6-4,8-2
20866,777717,2025-05-30,146,137,MIA,SF,Miami Marlins,San Francisco Giants,Marlins,Giants,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,54,56,22,31,32,25,0.407,0.554,229,242,305,203,-76,39,4.24,4.32,5.65,3.62,-1.41,0.7,0.0,0.0,0.0,0.0,0.407,0.554,0.0,0.0,13,17,15,9,9,14,17,16,W1,L3,0,0,0.0,0.0,0.0,0.0,22-32,31-25,13-15,17-9,9-17,14-16,0-0,0-0,22-32,31-25,5-5,4-6
20861,777719,2025-05-30,144,111,ATL,BOS,Atlanta Braves,Boston Red Sox,Braves,Red Sox,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,56,62,26,30,30,32,0.464,0.484,233,309,220,282,13,27,4.16,4.98,3.93,4.55,0.23,0.44,0.0,0.0,0.0,0.0,0.464,0.484,0.0,0.0,16,19,9,14,10,11,21,18,L1,L4,0,0,0.0,0.0,0.0,0.0,26-30,30-32,16-9,19-14,10-21,11-18,0-0,0-0,26-30,30-32,3-7,4-6
20863,777718,2025-05-30,121,115,NYM,COL,New York Mets,Colorado Rockies,Mets,Rockies,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,57,59,34,10,23,49,0.596,0.169,247,183,191,370,56,-187,4.33,3.1,3.35,6.27,0.98,-3.17,0.0,0.0,0.0,0.0,0.596,0.169,0.0,0.0,21,7,7,23,13,3,16,26,L1,L5,0,0,0.0,0.0,0.0,0.0,34-23,10-49,21-7,7-23,13-16,3-26,0-0,0-0,34-23,10-49,5-5,1-9
20860,777721,2025-05-30,114,108,CLE,LAA,Cleveland Guardians,Los Angeles Angels,Guardians,Angels,American League,American League,AL,AL,Unknown,Unknown,Unknown,Unknown,2025,2025,58,55,32,25,26,30,0.552,0.455,242,224,251,280,-9,-56,4.17,4.07,4.33,5.09,-0.16,-1.02,0.0,0.0,0.0,0.0,0.552,0.455,0.0,0.0,16,10,10,15,16,15,16,15,W1,L5,0,0,0.0,0.0,0.0,0.0,32-26,25-30,16-10,10-15,16-16,15-15,0-0,0-0,32-26,25-30,5-5,5-5
