game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
265823,2010-09-03,147,141,NYY,TOR,Yankees,Blue Jays,New York Yankees,Toronto Blue Jays,0,0,regular,regular,2010,2010,137,135,34,32,7,3,11,6,4,2,1,0,0,1,7,3,17,11,5,6,8,5,0,1,.270,.249,.352,.313,.446,.453,.798,.766,1,0,0,1,3.85,4.15,9.0,8.0,6,11,3,7,1,0,6,5,5,8,.000,.000,1.29,1.33,0,0,2010-09-03
265820,2010-09-03,112,121,CHC,NYM,Cubs,Mets,Chicago Cubs,New York Mets,0,0,regular,regular,2010,2010,136,137,33,37,7,6,11,10,1,2,0,0,2,2,7,6,18,18,1,6,5,7,0,0,.263,.247,.323,.313,.415,.378,.738,.691,1,0,0,1,4.38,3.70,9.0,8.0,10,11,6,7,2,2,6,1,7,5,.000,.000,1.43,1.38,0,0,2010-09-03
265824,2010-09-03,134,120,PIT,WSH,Pirates,Nationals,Pittsburgh Pirates,Washington Nationals,0,0,regular,regular,2010,2010,135,136,32,34,8,5,11,8,4,3,0,0,1,1,8,4,18,14,3,5,7,11,0,0,.240,.256,.303,.322,.370,.399,.673,.721,1,0,0,1,5.18,4.25,9.0,8.0,8,11,5,8,1,1,5,3,11,7,.000,.000,1.50,1.40,1,0,2010-09-03
265822,2010-09-03,110,139,BAL,TB,Orioles,Rays,Baltimore Orioles,Tampa Bay Rays,0,0,regular,regular,2010,2010,136,135,31,33,1,4,7,9,2,1,0,1,0,0,1,4,9,12,3,5,5,9,0,0,.256,.250,.313,.336,.387,.402,.700,.738,0,1,1,0,4.80,3.66,9.0,9.0,9,7,4,1,0,0,5,3,9,5,.000,.000,1.47,1.23,0,0,2010-09-03
265819,2010-09-03,143,158,PHI,MIL,Phillies,Brewers,Philadelphia Phillies,Milwaukee Brewers,0,0,regular,regular,2010,2010,138,134,27,28,1,0,4,3,1,0,0,0,0,0,1,0,5,3,2,3,6,10,0,0,.255,.263,.325,.335,.406,.428,.731,.763,1,0,0,1,3.75,4.91,9.0,8.0,3,4,0,1,0,0,3,2,10,6,.000,.000,1.25,1.49,0,0,2010-09-03
265813,2010-09-03,146,144,FLA,ATL,Marlins,Braves,Florida Marlins,Atlanta Braves,0,0,regular,regular,2010,2010,136,135,29,34,6,1,7,7,4,1,2,0,0,0,6,1,15,8,8,4,8,11,2,0,.256,.261,.323,.342,.407,.408,.730,.750,1,0,0,1,3.96,3.54,9.0,8.0,7,7,1,6,0,0,4,8,11,8,.000,.000,1.34,1.27,1,0,2010-09-03
265817,2010-09-03,118,116,KC,DET,Royals,Tigers,Kansas City Royals,Detroit Tigers,0,0,regular,regular,2010,2010,135,139,40,43,5,9,9,13,1,0,1,1,1,1,5,8,15,18,6,5,6,6,0,0,.274,.270,.329,.340,.394,.417,.723,.757,0,1,1,0,5.06,4.32,11.0,11.0,13,9,7,5,1,1,5,6,6,6,.000,.000,1.49,1.39,1,0,2010-09-03
265825,2010-09-03,142,140,MIN,TEX,Twins,Rangers,Minnesota Twins,Texas Rangers,0,0,regular,regular,2010,2010,137,134,32,32,4,3,8,9,2,0,0,0,0,0,4,3,10,9,2,3,6,1,1,1,.278,.275,.345,.337,.427,.421,.772,.758,1,0,0,1,3.85,3.89,9.0,8.0,9,8,3,4,0,0,3,2,1,6,.000,.000,1.27,1.31,1,0,2010-09-03
265826,2010-09-03,138,113,STL,CIN,Cardinals,Reds,St. Louis Cardinals,Cincinnati Reds,0,0,regular,regular,2010,2010,133,134,28,31,3,2,6,6,1,2,1,0,0,1,3,2,9,11,0,5,3,8,0,0,.264,.272,.333,.339,.409,.438,.742,.777,1,0,0,1,3.50,4.07,9.0,8.0,6,6,2,3,1,0,5,0,8,3,.000,.000,1.29,1.35,0,0,2010-09-03
265818,2010-09-03,109,117,AZ,HOU,D-backs,Astros,Arizona Diamondbacks,Houston Astros,0,0,regular,regular,2010,2010,135,134,30,37,4,3,8,11,2,2,1,0,0,0,4,2,12,13,4,1,5,8,0,0,.253,.247,.329,.303,.422,.360,.751,.663,1,0,0,1,4.96,4.08,9.0,8.0,11,8,3,4,0,0,1,4,8,5,.000,.000,1.46,1.39,0,0,2010-09-03
