game_pk,home_bp_era_rolling_5,away_bp_era_rolling_5,home_bp_era_rolling_10,away_bp_era_rolling_10
380537,,,,
380538,0.0,0.0,0.0,0.0
380546,,7.105300554213444,,7.105300554213444
380540,,,,
380541,,,,
380542,,,,
380543,,,,
380544,,,,
380545,,,,
380547,,,,
380548,,,,
380549,,,,
380550,1.0,,1.0,
380551,,,,
380552,,,,
380553,,,,
380554,0.0,0.0,0.0,0.0
380556,0.0,12.272615703493605,0.0,12.272615703493605
380557,0.0,8.590948140673367,0.0,8.590948140673367
380558,,,,
380559,12.6,4.5,12.6,4.5
380560,20.24974687816402,0.0,20.24974687816402,0.0
380561,3.9705999135291576,7.2,3.9705999135291576,7.2
380562,0.0,9.0,0.0,9.0
380555,6.0,0.0,6.0,0.0
380563,3.6,2.25,3.6,2.25
380564,0.0,0.0,0.0,0.0
380565,0.0,4.5,0.0,4.5
380566,7.363669834862885,0.0,7.363669834862885,0.0
380567,1.5,7.941129758060246,1.5,7.941129758060246
380568,0.0,4.5,0.0,4.5
380569,0.0,5.55883987894082,0.0,5.55883987894082
380570,0.0,0.0,0.0,0.0
380571,7.714395919941714,0.0,7.714395919941714,0.0
380572,7.560030240120961,5.684240443370755,7.560030240120961,5.684240443370755
380573,12.0,0.0,12.0,0.0
380574,3.375008437521094,6.75,3.375008437521094,6.75
380575,0.0,0.0,0.0,0.0
380576,0.0,6.7499662501687485,0.0,6.7499662501687485
380577,13.500135001350014,6.75,13.500135001350014,6.75
380578,2.5714285714285716,0.0,2.5714285714285716,0.0
380579,1.9285714285714286,2.25,1.9285714285714286,2.25
380580,0.75,5.5861876338357455,0.75,5.5861876338357455
380582,4.909046281397442,5.399973000135,4.909046281397442,5.399973000135
380583,4.263180332528067,2.25,4.263180332528067,2.25
380584,7.0,2.5714285714285716,7.0,2.5714285714285716
380585,2.755107663485027,5.785734949053389,2.755107663485027,5.785734949053389
380586,0.0,2.454590083456063,0.0,2.454590083456063
380587,1.0,6.428571428571429,1.0,6.428571428571429
380588,9.947420775898822,3.857142857142857,9.947420775898822,3.857142857142857
380589,3.7241636149214825,10.8,3.7241636149214825,10.8
380590,8.02698363792628,5.823529411764706,8.02698363792628,4.714285714285714
380591,2.7,1.4210601108426888,2.7,1.4210601108426888
380592,1.8,1.7419411030358163,1.8,1.7419411030358163
380593,3.85711530631924,7.838659105425125,3.85711530631924,7.838659105425125
380594,10.607180739931215,3.1153726331821807,10.607180739931215,3.1153726331821807
380595,0.0,3.0,0.0,3.0
380596,0.7714263673532362,7.593726269605408,0.7714263673532362,7.593726269605408
380597,7.2,1.227278305810481,7.2,1.227278305810481
380598,2.5116337479854605,8.217462760545745,2.5116337479854605,8.217462760545745
380599,0.6,0.8181818181818182,0.6,0.8181818181818182
380601,4.395359058974556,5.108121913843011,4.395359058974556,5.108121913843011
380602,1.588235294117647,4.695693006026139,1.588235294117647,4.695693006026139
380603,0.75,5.108121913843011,0.75,5.108121913843011
380604,5.744705296618283,7.714285714285714,5.744705296618283,7.714285714285714
380605,7.534848675122441,8.4375,7.534848675122441,5.76
380606,2.5714285714285716,1.7419411030358163,2.5714285714285716,1.7419411030358163
380607,2.7,3.0,2.7,3.0
380608,2.25,5.926814812646798,2.25,5.926814812646798
380609,9.486512125708447,2.7,9.486512125708447,2.7
380610,3.3749894531579585,1.9285783163511299,3.3749894531579585,1.9285783163511299
380611,0.6,8.774956125219374,0.6,8.774956125219374
380612,6.06123685966706,0.9642891581755649,6.06123685966706,0.9642891581755649
380613,3.7058823529411766,5.55883987894082,3.7058823529411766,5.55883987894082
380614,0.5,2.4,0.5,2.4
380615,4.2,2.769230769230769,4.2,2.769230769230769
380616,3.3157894736842106,3.634622374273796,2.953129614265022,3.634622374273796
380617,1.4210526315789473,9.58067606669699,1.4210526315789473,9.58067606669699
380618,1.2,4.86001944007776,1.2,4.86001944007776
380619,5.033915369204641,7.2,5.033915369204641,7.2
380620,4.108677788357442,8.042536079710468,5.684180609575739,6.333333333333333
380621,1.9285679847000274,1.459463403955146,1.9285679847000274,1.459463403955146
380622,5.837853615820584,3.5,5.837853615820584,3.5
380623,3.3749894531579585,6.136349690114341,3.3749894531579585,6.136349690114341
380624,8.357142857142858,5.7272727272727275,8.357142857142858,5.7272727272727275
380625,2.5961438609851504,1.1739155954686857,2.5961438609851504,1.1739155954686857
380626,1.4727299504180915,7.788431582955451,1.4727299504180915,7.788431582955451
380627,4.595764237294627,3.176479930823326,5.303590369965607,3.176479930823326
380628,3.3157894736842106,4.725011812529531,3.3157894736842106,4.725011812529531
380629,0.5192317677533995,3.7058823529411766,0.4426236764322564,3.7058823529411766
380630,3.5,2.63413991673191,3.5,2.63413991673191
380631,1.8305053720247932,1.8,3.1153846153846154,3.15
380632,2.0454545454545454,7.071428571428571,2.0454545454545454,7.071428571428571
380633,1.102043065394011,5.303590369965607,1.0,5.303590369965607
380634,5.5862165279595315,4.909113223241924,5.815402508930797,7.269244748547592
380635,2.918926807910292,4.295444783080038,2.5116337479854605,3.374993973225048
380636,3.857127113766883,7.071428571428571,4.90906859514275,6.319135491201083
380637,7.615384615384615,5.7272727272727275,6.6,4.846153846153846
380639,7.524565493227892,2.5,6.8507258187289,3.0
380641,5.6841955679064,2.5116337479854605,5.6841955679064,1.8
380642,2.4999861111882713,2.2978821186473137,2.368408587323225,4.790338033348495
380638,3.857164898085132,1.227278305810481,4.021293707632799,1.0188717693274314
380643,3.0681748450571704,4.378390211865438,2.5471650053490467,6.872739768617761
380644,1.2857142857142858,8.590889566160076,3.272727272727273,6.107142857142857
380645,2.076923076923077,3.0,2.1176470588235294,2.8636363636363638
380646,3.681809814068605,6.75,4.438344004536973,6.051703269988724
380647,7.534848675122442,6.230769230769231,6.5,4.764705882352941
380648,0.8307679526646883,6.075015187537969,2.793103448275862,6.075015187537969
380649,3.0566153079822946,7.363649752090458,4.068498723970855,6.567585317798157
380650,0.51922877219703,0.0,1.6874947265789793,0.402985676098024
380651,1.588239965411663,5.142857142857143,1.3500033750084375,6.750012980794193
380652,3.4285714285714284,2.1093782959035874,3.5217391304347827,1.7763181267343773
380653,2.9077012544653984,4.235294117647059,2.661979329519238,3.6
380654,6.171410938825889,3.6818098140686044,5.926814812646798,2.6619680817350964
380655,2.647043252686749,4.1087045841404,2.1428469388241007,5.323958659038476
380640,3.6610293594215575,5.170201765528159,2.700006750016875,3.5735241565821227
380656,2.6999946000108004,2.25,2.0769198816617207,6.136363636363637
380657,1.317069958365955,9.0,3.130434782608696,5.845366850893661
380658,6.0,3.4468011770187723,4.432842437078264,2.769230769230769
380659,4.909079752091472,4.090909090909091,6.333309876630087,5.906231543026427
380660,6.074969625151874,7.147079844352483,5.571428571428571,5.4
380661,1.2461519289970324,7.105300554213444,2.727272727272727,5.744705296618283
380662,3.0000000000000004,8.15092801711695,3.857142857142857,6.585373884602298
380663,0.51922877219703,1.4210601108426888,1.4794480015123246,1.0945975529663594
380664,4.050010125025312,0.5400021600086401,4.576286699276947,1.2461576804851708
380665,2.918926807910292,4.153846153846154,2.755107663485027,6.051734571956158
380666,7.105263157894737,0.53999892000216,6.662329009962325,2.625
380667,4.1087045841404,1.8837253109890955,3.292686942301149,1.9058845951583472
380668,3.5000194445524695,4.909079752091472,2.4269717460039235,3.155840057350575
380669,6.0,3.9512098750978653,5.399989200021601,2.454542266828225
380670,4.576263430061983,6.428571428571429,3.2926748959148884,5.810133936878401
380671,0.574466862836462,5.869577977343429,2.5714285714285716,5.845366850893661
380672,7.2,3.3157894736842106,4.808225764692828,3.3370749021630313
380673,9.899999999999999,3.9375246095288094,7.6056230906717035,2.3225881373810884
380674,1.7142857142857142,7.043447637184187,3.4838709677419355,6.387096774193548
380675,1.2461519289970324,5.023267495970921,1.705261362882776,2.7613667742804253
380676,4.5,0.48214457908778247,5.704241420398367,1.0945975529663594
380677,5.7272727272727275,1.3846153846153846,4.153854142027196,5.238813789274312
380678,5.571428571428571,1.4210526315789473,6.252624997236845,3.2142857142857144
380679,4.8,3.767450621978191,3.6818223657072338,2.5851091330948224
380680,5.0625,3.767450621978191,4.280493024991494,3.1263124986184225
380681,1.9756049375489326,5.2826201796090855,5.25,4.453612838776122
380682,7.499999999999999,3.705904152377367,6.749991562510547,2.5471794233185787
380683,1.148933725672924,3.7799924400151204,2.4545454545454546,5.516111238350844
380684,3.4615384615384617,6.89364635594194,2.892857142857143,5.661308584866403
380685,8.026983637926282,8.774956125219374,6.206896551724138,6.545454545454546
380686,3.6268710848822168,8.437473632894896,5.551396680937682,5.785703954100082
380687,3.5,1.459457487219612,5.823529411764706,2.5384615384615383
380688,6.456535775077771,8.775021937554845,6.075015187537969,4.0212808737030565
380689,2.7,0.0,5.625,4.443043598789365
380690,1.4464259885250206,1.8,1.753244476305875,3.0
380691,0.4909099834726972,3.5217467864060574,0.9759059660384725,2.359225591481157
380692,7.363636363636363,3.292674895914888,5.142857142857143,2.197671863172252
380693,2.5714285714285716,1.07999784000432,2.793103448275862,3.5454545454545454
380694,6.17141093882589,0.9,4.090909090909091,1.588235294117647
380695,5.4,3.600024000160001,4.280493024991494,3.0
380696,4.8,5.711549445287394,5.896551724137931,4.458719686898795
380697,7.199999999999999,4.200028000186668,7.137931034482759,3.4363792562693467
380698,1.125,4.021268039855234,1.4516129032258065,4.064503017732201
380699,1.6363636363636365,8.027048721753303,2.892857142857143,5.641799465372336
380700,5.651136506341831,6.187461328366698,5.454545454545454,5.858479512302807
380701,3.0000000000000004,8.027048721753303,5.1652084083332035,5.869565217391305
380702,2.0,1.8305053720247932,4.811876423884729,2.5603426203942927
380703,6.0,7.8,5.457452614311292,3.896911233929107
380704,2.076923076923077,0.5294148789110524,4.821428571428571,4.064529240416904
380705,1.8409049070343022,2.4,2.2771056902341082,3.0
380706,0.6279084369963651,2.5116337479854605,0.9101144047514714,2.2293598434493975
380707,3.75,3.970564879030123,4.695652173913044,2.277105690234108
380708,1.5,1.0588173010746995,2.7,2.755099229490582
