game_pk,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10
380537,,,,
380538,3.0,3.0,3.0,3.0
380546,,0.75,,0.75
380540,,,,
380541,,,,
380542,,,,
380543,,,,
380544,,,,
380545,,,,
380547,,,,
380548,,,,
380549,,,,
380550,1.8,,1.8,
380551,,,,
380552,,,,
380553,,,,
380554,,,,
380556,1.0,,1.0,
380557,4.0,1.0,4.0,1.0
380558,,,,
380559,2.0,1.0,2.0,1.0
380560,1.0,,1.0,
380561,1.8333333333333333,6.0,1.8333333333333333,6.0
380562,,1.0,,1.0
380555,5.0,1.0,5.0,1.0
380563,,5.0,,5.0
380564,1.0,,1.0,
380565,1.0,3.0,1.0,3.0
380566,1.1666666666666667,1.4,1.1666666666666667,1.4
380567,1.5,,1.5,
380568,,0.5,,0.5
380569,2.0,1.1818181818181819,2.0,1.1818181818181819
380570,,,,
380571,0.0,,0.0,
380572,2.5,1.0,2.5,1.0
380573,1.5,4.0,1.5,4.0
380574,2.142857142857143,4.0,2.142857142857143,4.0
380575,1.0,3.0,1.0,3.0
380576,7.0,2.0,7.0,2.0
380577,1.25,8.0,1.25,8.0
380578,1.0,,1.0,
380579,2.0,2.1666666666666665,2.0,2.1666666666666665
380580,2.0,4.333333333333333,2.0,4.333333333333333
380582,1.6,2.25,1.6,2.25
380583,1.75,2.3333333333333335,1.75,2.3333333333333335
380584,1.1666666666666667,6.0,1.1666666666666667,6.0
380585,2.25,4.5,2.25,4.5
380586,2.0,1.0,2.0,1.0
380587,2.6666666666666665,1.75,2.6666666666666665,1.75
380588,2.0,7.5,2.0,7.5
380589,1.5714285714285714,2.0,1.5714285714285714,2.0
380590,3.2,1.7,3.2,1.8181818181818181
380591,6.0,7.0,6.0,7.0
380592,0.0,1.5,0.0,1.5
380593,0.75,1.125,0.75,1.125
380594,1.4285714285714286,1.2,1.4285714285714286,1.2
380595,8.0,8.0,8.0,8.0
380596,1.5714285714285714,1.6666666666666667,1.5714285714285714,1.6666666666666667
380597,1.125,4.0,1.125,4.0
380598,2.142857142857143,0.875,2.142857142857143,0.875
380599,3.0,3.3333333333333335,3.0,3.3333333333333335
380601,1.3636363636363635,3.6666666666666665,1.3636363636363635,3.6666666666666665
380602,2.3333333333333335,1.4,2.3333333333333335,1.4
380603,1.8,2.2,1.8,2.2
380604,1.75,2.4444444444444446,1.75,2.4444444444444446
380605,3.4,1.2,3.4,1.4
380606,5.75,4.333333333333333,5.75,4.333333333333333
380607,1.6666666666666667,2.0,1.6666666666666667,2.0
380608,2.0,0.9090909090909091,2.0,0.9090909090909091
380609,1.625,1.4,1.625,1.4
380610,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
380611,2.5714285714285716,1.7142857142857142,2.5714285714285716,1.7142857142857142
380612,1.4545454545454546,2.6,1.4545454545454546,2.6
380613,1.7777777777777777,1.1,1.7777777777777777,1.1
380614,2.0,2.0,2.0,2.0
380615,1.7142857142857142,1.625,1.7142857142857142,1.625
380616,2.0,6.0,2.0833333333333335,6.0
380617,2.0,1.3333333333333333,2.0,1.3333333333333333
380618,2.2,1.625,2.2,1.625
380619,2.5,2.5555555555555554,2.5,2.5555555555555554
380620,3.2,1.4444444444444444,4.2,1.6
380621,5.2,4.25,5.2,4.25
380622,1.75,1.8333333333333333,1.75,1.8333333333333333
380623,1.8333333333333333,0.9166666666666666,1.8333333333333333,0.9166666666666666
380624,2.0,1.1428571428571428,2.0,1.1428571428571428
380625,6.25,4.25,6.25,4.25
