game_pk,home_bp_bb_per_9_rolling_5,away_bp_bb_per_9_rolling_5
380537,,
380538,2.25,3.857197959970857
380546,,11.36848088674151
380540,,
380541,,
380542,,
380543,,
380544,,
380545,,
380547,,
380548,,
380549,,
380550,5.0,
380551,,
380552,,
380553,,
380554,0.0,0.0
380556,3.0,0.0
380557,3.0,11.04550475229433
380558,,
380559,5.4,6.75
380560,16.874789065136685,0.0
380561,4.764719896234989,1.8
380562,0.0,6.0
380555,3.0,13.5
380563,0.0,2.25
380564,4.5,0.0
380565,2.25,4.5
380566,7.363669834862885,6.428571428571429
380567,3.0,0.0
380568,0.0,9.0
380569,3.857142857142857,8.735319809764146
380570,0.0,0.0
380571,3.857197959970857,0.0
380572,4.320017280069121,8.526360665056133
380573,9.0,1.8
380574,4.725011812529531,2.25
380575,4.5,4.5
380576,1.5882259516120492,4.049979750101249
380577,10.80010800108001,2.25
380578,3.857142857142857,0.0
380579,3.857142857142857,4.5
380580,3.0,2.7930938169178727
380582,6.136307851746803,5.399973000135
380583,5.684240443370755,6.75
380584,6.0,1.2857142857142858
380585,4.408172261576044,1.9285783163511299
380586,4.5,7.363770250368189
380587,3.0,5.142857142857143
380588,5.684240443370755,2.5714285714285716
380589,6.517286326112594,6.3
380590,3.6486289263301277,5.294117647058823
380591,2.7,1.4210601108426888
380592,3.6,3.4838822060716326
380593,7.71423061263848,6.967696982600112
380594,6.750024107228954,5.192287721970301
380595,1.1739079395306977,1.5
380596,5.399984571472653,5.062484179736939
380597,7.2,3.681834917431443
380598,4.395359058974556,9.391386012052278
380599,2.4,2.4545454545454546
380601,6.906992806960017,2.189195105932719
380602,3.176470588235294,5.869616257532674
380603,3.75,3.6486585098878646
380604,4.5957642372946275,5.785714285714286
380605,3.139520281301017,5.625
380606,2.5714285714285716,2.6129116545537245
380607,2.7,2.4
380608,4.5,7.243884771012754
380609,5.837853615820584,4.5
380610,2.531242089868469,2.8928674745266947
380611,4.2,4.724976375118125
380612,6.06123685966706,4.821445790877825
380613,4.764705882352941,7.941199827058315
380614,3.5,3.6
380615,4.2,5.538461538461538
