game_pk,home_batting_hr_per_g_rolling_5,away_batting_hr_per_g_rolling_5
718767,,
718768,,
718769,,
718770,,
718772,,
718773,,
718774,,
718775,,
718776,,
718777,,
718778,,
718779,,
718780,,
718781,,
718782,,
718763,1.0,0.0
718764,1.0,1.0
718765,1.0,0.0
718766,0.0,3.0
718771,1.0,0.0
718746,0.5,0.0
718749,1.0,0.5
718750,0.0,2.0
718751,0.0,0.0
718752,2.0,1.0
718753,0.0,0.0
718754,2.0,0.0
718755,1.5,0.5
718756,1.0,1.0
718757,0.0,0.0
718758,0.0,0.0
718759,2.0,0.0
718760,1.0,0.5
718761,0.0,2.0
718762,2.0,0.0
718733,0.3333333333333333,1.6666666666666667
718734,0.5,0.5
718735,0.3333333333333333,0.6666666666666666
718736,2.0,0.6666666666666666
718737,1.0,0.0
718738,0.5,0.0
718739,2.5,0.5
718740,0.6666666666666666,1.0
718741,1.3333333333333333,0.6666666666666666
718742,1.5,0.0
718743,0.5,2.0
718744,2.0,0.5
718745,0.0,0.0
718747,2.0,1.0
718748,2.0,2.5
718718,1.75,1.5
718719,0.6666666666666666,0.0
718720,0.5,1.3333333333333333
718721,0.3333333333333333,0.75
718722,0.75,0.5
718723,0.5,0.3333333333333333
718724,1.6666666666666667,0.6666666666666666
718725,2.3333333333333335,0.3333333333333333
718726,2.0,2.3333333333333335
718727,2.0,1.3333333333333333
718728,2.0,1.0
718729,1.0,0.6666666666666666
718730,1.25,0.6666666666666666
718731,0.0,0.75
718732,0.3333333333333333,1.3333333333333333
718703,2.0,1.2
718705,0.6,0.75
718706,0.4,1.5
718707,1.0,0.8
718708,0.75,0.25
718709,1.5,2.25
718710,2.25,0.25
718711,1.75,1.75
718712,0.5,0.6
718713,2.0,1.25
718714,0.8,1.5
718715,0.5,1.75
718716,1.75,1.0
718717,1.2,0.8
718689,0.8,1.0
718691,1.0,1.2
718692,0.8,0.4
718694,1.6,2.2
718695,1.2,2.25
718696,0.6,0.8
718697,1.4,1.8
718698,1.4,0.6
718699,2.0,0.6
718701,0.8,1.2
718702,1.6,1.4
718704,0.4,2.2
718681,2.0,1.8
718682,0.6,0.4
718683,0.8,2.4
718686,0.8,0.6
718687,1.0,2.0
718690,0.8,1.6
718670,1.4,1.0
718671,0.6,2.4
718673,0.4,0.2
718674,1.8,1.2
718675,0.8,1.4
718676,1.4,2.2
718677,1.0,1.0
718678,2.2,1.2
718679,1.4,1.0
718680,3.0,1.0
718684,1.2,1.0
718685,0.6,2.0
718688,1.8,1.8
718693,0.8,0.8
718656,0.8,2.0
718657,1.4,1.2
718658,0.4,0.6
718659,1.6,2.0
718660,2.0,1.2
718661,1.2,0.8
718662,1.8,1.4
718663,0.6,1.2
718664,1.2,1.6
718665,3.0,1.4
718666,1.2,1.0
718667,1.0,1.2
718668,1.0,1.8
718669,0.8,0.8
718672,2.6,1.0
718639,1.2,2.2
718642,1.0,0.6
718643,2.8,1.4
718644,1.4,1.6
718645,0.4,0.6
718646,0.4,1.0
718647,1.4,1.0
718648,1.0,1.8
718649,1.2,1.4
718650,2.0,0.8
718651,0.8,1.2
718652,1.0,1.4
718653,1.8,1.0
718654,0.8,1.8
718655,3.4,1.4
718627,0.8,2.0
718628,0.8,1.2
718629,0.8,0.6
718630,0.6,1.2
718631,1.8,0.6
718632,1.2,1.4
718633,1.2,1.4
718634,1.4,1.8
718635,0.6,0.8
718636,0.6,1.0
718637,0.2,1.4
718638,3.4,1.4
718640,0.4,0.8
718641,1.6,1.6
718611,1.0,1.0
718613,0.8,0.6
718614,2.0,0.6
718615,0.8,1.4
718616,0.4,1.0
718617,0.6,0.6
718618,0.8,0.8
718619,1.4,1.4
718620,0.6,0.8
718621,1.4,1.2
718622,1.6,0.4
718623,1.0,1.2
718624,1.6,1.6
718625,2.8,1.4
718626,0.0,1.2
718595,0.8,1.2
718598,1.0,1.2
718599,1.4,0.6
718600,3.2,1.4
718601,0.8,0.4
718602,2.0,0.6
718603,2.4,0.4
718604,0.0,1.2
718605,0.8,1.2
718606,1.0,1.0
718607,1.4,1.0
718608,1.4,1.0
718609,1.4,1.4
718610,1.0,1.0
718612,1.0,1.4
718589,1.2,1.0
718590,1.2,0.8
718591,1.6,1.0
718593,2.0,0.8
718594,2.4,1.2
718596,1.4,0.6
718597,0.4,1.0
718574,1.4,1.4
718575,1.6,1.2
718577,1.2,1.4
718578,1.0,0.8
718579,1.0,0.8
718580,0.6,1.8
718581,1.4,1.0
718582,1.2,1.2
718583,0.6,1.8
718584,1.4,1.0
718585,0.6,1.2
718586,0.2,1.2
718587,1.8,2.2
718588,1.4,1.2
718592,0.2,0.2
718560,1.0,1.6
718561,1.4,1.4
718562,1.4,1.2
718563,0.4,1.8
718564,1.6,1.8
718565,1.6,0.6
718566,0.2,1.2
718567,1.2,0.6
718568,1.2,1.2
718569,1.4,2.0
718570,0.8,1.6
718571,0.8,1.4
718572,1.4,1.6
718573,0.2,0.4
718576,0.6,1.2
718545,1.4,1.0
718546,1.6,1.0
718547,1.6,1.8
718548,1.2,1.4
718549,1.4,1.6
718550,1.0,0.6
718551,0.4,2.0
718552,1.2,1.2
718553,1.0,1.4
718554,0.6,0.6
718555,0.2,0.6
718556,1.2,2.0
718557,1.8,1.6
718559,1.0,0.6
718532,1.2,1.6
718533,1.2,2.0
718534,1.2,1.0
718535,1.0,0.8
718536,1.4,2.2
718537,1.2,0.2
718538,0.8,0.6
718539,0.4,0.8
718540,1.2,0.4
718542,0.4,1.4
718544,0.8,1.6
718516,1.8,1.8
718517,1.2,1.2
718519,1.0,1.8
718520,1.2,0.6
718521,0.6,1.2
718522,0.4,1.0
718523,1.0,2.2
718524,1.0,1.2
718525,1.2,0.8
718526,0.6,1.4
718527,0.4,1.0
718528,0.6,1.4
718529,1.8,0.4
718530,1.0,0.6
718531,0.6,0.8
718541,1.0,0.8
718543,1.0,1.0
718501,0.8,1.0
718502,0.8,1.2
718504,1.6,0.6
718505,0.8,1.4
718506,0.6,2.0
718507,0.6,2.2
718508,1.6,1.4
718509,0.6,1.2
718510,1.0,0.8
718511,0.6,1.2
718512,1.0,0.8
718513,0.8,0.6
718514,0.2,1.2
718515,0.6,1.8
718518,0.6,0.8
718494,1.2,0.6
718496,1.4,0.6
718497,0.8,1.2
718498,1.0,0.4
718499,1.2,1.4
718500,1.6,0.6
718503,1.4,1.4
718480,1.4,1.6
718481,0.8,1.4
718482,1.0,0.6
718483,0.6,0.8
718484,1.2,0.6
718485,0.4,0.4
718486,1.6,1.0
718487,0.8,0.8
718489,1.2,0.6
718490,1.2,0.0
718491,1.2,2.0
718492,1.6,0.2
718493,1.0,0.6
718495,0.6,1.2
718464,0.8,1.4
718466,0.6,0.4
718467,1.0,0.6
718468,1.2,0.6
718469,1.4,0.4
718470,0.8,0.8
718471,1.0,0.8
718472,0.8,1.0
718473,0.6,0.6
718474,1.6,0.2
718475,0.8,0.8
718476,0.6,1.2
718477,2.0,1.0
718478,1.0,1.2
718479,1.6,1.8
718488,0.4,0.6
718450,1.2,1.4
718451,1.4,2.0
718452,1.2,0.2
718453,2.0,0.6
718454,1.4,0.8
718455,1.4,1.2
718456,0.8,0.8
718457,2.0,1.2
718458,1.2,0.6
718459,0.6,1.0
718460,0.4,0.6
718461,1.0,1.2
718462,1.2,1.2
718463,1.2,0.0
718465,0.6,1.4
718437,1.6,0.8
718438,1.2,0.8
718441,1.2,0.8
718442,1.6,0.8
718443,1.2,0.8
718444,1.4,1.2
718445,0.0,1.8
718446,1.4,1.8
718447,0.6,1.8
718448,0.6,0.4
718449,2.2,0.8
718422,0.8,1.0
718425,2.2,1.8
718426,1.6,1.0
