game_pk,home_pitching_k_bb_ratio_rolling_10,away_pitching_k_bb_ratio_rolling_10
718767,,
718768,,
718769,,
718770,,
718772,,
718773,,
718774,,
718775,,
718776,,
718777,,
718778,,
718779,,
718780,,
718781,,
718782,,
718763,,5.0
718764,9.0,6.5
718765,,2.4
718766,17.0,10.0
718771,1.0,6.0
718746,1.625,4.5
718749,13.0,1.5
718750,6.25,5.0
718751,2.25,2.2
718752,6.5,1.3333333333333333
718753,1.1666666666666667,1.25
718754,2.0,2.3333333333333335
718755,1.4444444444444444,5.666666666666667
718756,1.2222222222222223,2.5
718757,2.0,3.0
718758,2.4,1.25
718759,3.6666666666666665,1.3333333333333333
718760,10.0,2.3333333333333335
718761,0.8888888888888888,3.0
718762,5.333333333333333,8.0
718733,4.428571428571429,1.7272727272727273
718734,1.5,2.4285714285714284
718735,2.0,4.0
718736,23.0,1.4736842105263157
718737,1.4615384615384615,2.0
718738,2.7777777777777777,3.0
718739,4.0,1.6666666666666667
718740,5.333333333333333,2.4166666666666665
718741,1.2,4.833333333333333
718742,3.2,2.2
718743,1.875,2.2857142857142856
718744,2.090909090909091,2.5555555555555554
718745,2.8333333333333335,1.6
718747,4.833333333333333,5.0
718748,1.4615384615384615,3.4
718718,29.0,1.8461538461538463
718719,2.3636363636363638,1.9
718720,1.75,2.6
718721,1.75,4.375
718722,5.125,1.6956521739130435
718723,4.333333333333333,2.1666666666666665
718724,1.9333333333333333,2.4166666666666665
718725,5.125,2.1666666666666665
718726,3.5,2.6666666666666665
718727,1.7857142857142858,1.6666666666666667
718728,2.5,2.3333333333333335
718729,1.3157894736842106,1.9230769230769231
718730,2.2777777777777777,3.1
718731,2.5555555555555554,3.727272727272727
718732,1.6153846153846154,5.0
718703,10.25,1.9444444444444444
718705,3.8461538461538463,1.7647058823529411
718706,1.7727272727272727,2.4285714285714284
718707,1.8125,4.0
718708,2.0,2.3076923076923075
718709,3.3333333333333335,3.1
718710,6.0,1.5714285714285714
718711,1.7894736842105263,1.7333333333333334
718712,2.1333333333333333,2.473684210526316
718713,2.1666666666666665,2.0526315789473686
718714,1.2173913043478262,2.5714285714285716
718715,1.8571428571428572,5.428571428571429
718716,2.533333333333333,2.411764705882353
718717,5.444444444444445,1.6071428571428572
718689,2.0526315789473686,3.6
718691,1.88,3.0714285714285716
718692,2.1578947368421053,2.642857142857143
718694,3.066666666666667,3.5454545454545454
718695,1.9230769230769231,3.0
718696,4.357142857142857,1.8
718697,2.3,2.0
718698,2.3333333333333335,2.380952380952381
718699,6.666666666666667,1.826086956521739
718701,1.375,3.2
718702,2.1818181818181817,2.2
718704,1.8333333333333333,4.888888888888889
718681,1.95,3.375
718682,1.9130434782608696,1.95
718683,1.7,8.0
718686,2.238095238095238,2.4444444444444446
718687,1.8,3.3076923076923075
718690,1.8181818181818181,2.0384615384615383
718670,2.9444444444444446,2.6666666666666665
718671,1.6388888888888888,6.222222222222222
718673,2.08,2.2857142857142856
718674,2.2222222222222223,2.5714285714285716
718675,2.6842105263157894,3.388888888888889
718676,1.8888888888888888,2.652173913043478
718677,3.05,1.8709677419354838
718678,3.4,1.7407407407407407
718679,2.3636363636363638,1.8
718680,2.9444444444444446,2.8095238095238093
718684,3.625,4.375
718685,1.9230769230769231,2.142857142857143
718688,4.0,6.0
718693,2.3076923076923075,1.7307692307692308
718656,1.5333333333333334,5.545454545454546
718657,3.1578947368421053,2.3846153846153846
718658,1.9310344827586208,2.4347826086956523
718659,1.878787878787879,2.2580645161290325
718660,2.0869565217391304,2.0689655172413794
718661,2.2333333333333334,1.4736842105263157
718662,2.4583333333333335,1.8604651162790697
718663,2.9166666666666665,2.088235294117647
718664,3.3529411764705883,4.555555555555555
718665,3.75,1.606060606060606
718666,4.111111111111111,4.1
718667,1.6538461538461537,2.0
718668,1.935483870967742,2.16
718669,2.8181818181818183,3.5
718672,3.1578947368421053,2.576923076923077
718639,1.56,6.090909090909091
718642,2.4285714285714284,3.590909090909091
718643,3.5,3.0
718644,3.0434782608695654,2.413793103448276
718645,2.129032258064516,2.48
718646,3.08,1.975
718647,2.1142857142857143,1.5609756097560976
718648,1.9210526315789473,2.5
718649,4.7894736842105265,3.52
718650,2.111111111111111,2.21875
718651,2.909090909090909,4.090909090909091
718652,1.9696969696969697,2.4642857142857144
718653,2.1666666666666665,1.8695652173913044
718654,1.4375,2.057142857142857
718655,3.6842105263157894,1.3846153846153846
718627,1.490909090909091,2.0606060606060606
718628,2.6,1.9148936170212767
718629,1.945945945945946,2.3823529411764706
718630,3.3846153846153846,3.2962962962962963
718631,2.962962962962963,2.2
718632,2.466666666666667,3.5
718633,1.8333333333333333,1.7674418604651163
718634,2.025,2.41025641025641
718635,3.217391304347826,1.326086956521739
718636,1.975609756097561,2.5161290322580645
718637,2.903225806451613,4.04
718638,3.95,2.2777777777777777
718640,4.454545454545454,1.88
718641,4.0,5.133333333333334
718611,1.6666666666666667,2.0555555555555554
718613,1.7894736842105263,2.4444444444444446
718614,2.9655172413793105,2.392857142857143
718615,3.607142857142857,3.0714285714285716
718616,4.333333333333333,1.88
718617,2.6363636363636362,1.836734693877551
718618,3.269230769230769,1.4081632653061225
718619,1.826086956521739,1.925
718620,2.236842105263158,2.5277777777777777
718621,1.8863636363636365,2.128205128205128
718622,2.4705882352941178,1.4864864864864864
718623,2.1315789473684212,3.0
718624,4.136363636363637,4.823529411764706
718625,4.045454545454546,2.3421052631578947
718626,2.8181818181818183,3.088235294117647
718595,3.3,2.7096774193548385
718598,1.8085106382978724,2.3333333333333335
718599,3.2962962962962963,1.3725490196078431
718600,3.875,3.0
718601,2.1,2.3095238095238093
718602,2.5806451612903225,2.2
718603,2.5,1.5897435897435896
718604,2.6363636363636362,2.8181818181818183
718605,5.35,2.2954545454545454
718606,2.5675675675675675,2.0
718607,1.6904761904761905,2.4857142857142858
718608,2.142857142857143,2.875
718609,2.0,1.95
718610,1.9333333333333333,1.9761904761904763
718612,3.44,3.8181818181818183
718589,1.826086956521739,2.0588235294117645
718590,2.4857142857142858,5.944444444444445
718591,3.2142857142857144,1.864864864864865
718593,2.6666666666666665,1.605263157894737
718594,4.086956521739131,3.0
718596,3.0,1.4583333333333333
718597,2.857142857142857,2.097560975609756
718574,1.58,2.34375
718575,3.4583333333333335,2.6857142857142855
718577,2.0930232558139537,2.1621621621621623
718578,1.4791666666666667,1.7083333333333333
718579,3.1481481481481484,2.41025641025641
718580,3.0689655172413794,2.892857142857143
718581,2.588235294117647,3.5517241379310347
718582,2.90625,1.972972972972973
718583,2.395348837209302,3.2222222222222223
718584,2.4285714285714284,1.9333333333333333
718585,1.75,2.9655172413793105
718586,2.8055555555555554,1.9545454545454546
718587,2.638888888888889,3.68
718588,2.3333333333333335,7.333333333333333
718592,2.225806451612903,2.75
718560,1.3888888888888888,2.607142857142857
718561,2.1904761904761907,2.1
718562,2.6285714285714286,3.433333333333333
718563,3.75,2.5526315789473686
718564,3.259259259259259,2.84375
718565,1.1475409836065573,1.7446808510638299
718566,2.5641025641025643,2.230769230769231
718567,2.6875,1.8571428571428572
718568,3.1724137931034484,2.34375
718569,2.764705882352941,2.903225806451613
718570,2.1956521739130435,2.966666666666667
718571,1.9696969696969697,3.2758620689655173
718572,2.263157894736842,7.333333333333333
718573,1.9444444444444444,2.5454545454545454
718576,2.903225806451613,2.6129032258064515
718545,2.3157894736842106,2.073170731707317
718546,1.1,2.0
718547,2.9,3.2413793103448274
718548,2.6470588235294117,2.1315789473684212
718549,1.6,2.2058823529411766
718550,2.935483870967742,2.081081081081081
718551,3.3846153846153846,2.5641025641025643
718552,2.6176470588235294,3.2
718553,2.0625,2.65625
