Date,Fav Team,Dog Team,Away,Home,Fav Home?,Fav Moneyline Odds,Dog Moneyline Odds,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home Spread Odds,Away Score,Home Score,Home/Away +/-,Favorite Starting Pitcher Name,Underdog Starting Pitcher Name,Favorite Starting Pitcher Games Started,Underdog Starting Pitcher Games Started,Favorite Starting Pitcher Innings Pitched,Underdog Starting Pitcher Innings Pitched,Favorite Starting Pitcher Wins,Underdog Starting Pitcher Wins,Favorite Starting Pitcher Losses,Underdog Starting Pitcher Losses,Favorite Starting Pitcher ERA,Underdog Starting Pitcher ERA,Favorite Starting Pitcher WHIP,Underdog Starting Pitcher WHIP,Favorite Starting Pitcher Strikeouts,Underdog Starting Pitcher Strikeouts,Favorite Starting Pitcher Walks,Underdog Starting Pitcher Walks,Favorite Starting Pitcher K/9,Underdog Starting Pitcher K/9,Favorite Starting Pitcher BB/9,Underdog Starting Pitcher BB/9,Favorite Starting Pitcher H/9,Underdog Starting Pitcher H/9,Favorite Starting Pitcher K/BB Ratio,Underdog Starting Pitcher K/BB Ratio,Favorite Starting Pitcher Hits Allowed,Underdog Starting Pitcher Hits Allowed,Favorite Starting Pitcher Runs Allowed,Underdog Starting Pitcher Runs Allowed,Favorite Starting Pitcher Earned Runs,Underdog Starting Pitcher Earned Runs,Favorite Starting Pitcher Home Runs Allowed,Underdog Starting Pitcher Home Runs Allowed,Favorite Starting Pitcher Batters Faced,Underdog Starting Pitcher Batters Faced,Favorite Starting Pitcher Opponent Batting Average,Underdog Starting Pitcher Opponent Batting Average,Favorite Starting Pitcher Pitch Count,Underdog Starting Pitcher Pitch Count,Favorite Starting Pitcher Strikes,Underdog Starting Pitcher Strikes,Favorite Starting Pitcher Wild Pitches,Underdog Starting Pitcher Wild Pitches
2025-04-27,OAK,CHW,CHW,OAK,1,,,,,,3,2,1,,1,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27,MIL,STL,MIL,STL,0,,,,,,7,1,6,,1,,,7,1,-6,Jose Quintana,Erick Fedde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,CIN,STL,STL,CIN,1,,,,,,3,1,2,,1,,,1,3,2,Andre Pallante,Nick Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,BAL,NYY,NYY,BAL,1,,,,,,4,3,1,,1,,,3,4,1,Will Warren,Tomoyuki Sugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,NYM,WSH,NYM,WSH,0,,,,,,19,5,14,,1,,,19,5,-14,Trevor Williams,Griffin Canning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,MIN,CLE,MIN,CLE,0,,,,,,11,1,10,,1,,,11,1,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,ATL,COL,ATL,COL,0,,,,,,6,3,3,,1,,,6,3,-3,Ryan Feltner,Bryce Elder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,NYY,BAL,NYY,BAL,0,,,,,,15,3,12,,1,,,15,3,-12,Kyle Gibson,Carlos Rodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,LAD,MIA,MIA,LAD,1,,,,,,7,6,1,,1,,,6,7,1,Edward Cabrera,Dustin May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,OAK,TEX,OAK,TEX,0,,,,,,2,1,1,,1,,,2,1,-1,Patrick Corbin,JP Sears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,HOU,DET,DET,HOU,1,,,,,,8,5,3,,1,,,5,8,3,Ronel Blanco,Jack Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,CLE,MIN,MIN,CLE,1,,,,,,2,1,1,,1,,,1,2,1,Tanner Bibee,Chris Paddack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,BOS,TOR,BOS,TOR,0,,,,,,10,2,8,,1,,,10,2,-8,Garrett Crochet,Bowden Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,PHI,WSH,WSH,PHI,1,,,,,,7,6,1,,1,,,6,7,1,MacKenzie Gore,Zack Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,KC,TB,KC,TB,0,,,,,,3,1,2,,1,,,3,1,-2,Michael Lorenzen,Taj Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,NYM,ARI,ARI,NYM,1,,,,,,8,3,5,,1,,,3,8,5,David Peterson,Eduardo Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,MIL,CHW,MIL,CHW,0,,,,,,7,2,5,,1,,,7,2,-5,Freddy Peralta,Tyler Gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,CHC,PIT,CHC,PIT,0,,,,,,9,0,9,,1,,,9,0,-9,Andrew Heaney,Shota Imanaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,TEX,OAK,OAK,TEX,1,,,,,,15,2,13,,1,,,2,15,13,Jacob Lopez,Jacob deGrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,LAD,MIA,MIA,LAD,1,,,,,,12,7,5,,1,,,7,12,5,Jack Dreyer,Sandy Alcantara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,HOU,DET,DET,HOU,1,,,,,,6,4,2,,1,,,4,6,2,Ryan Gusto,Reese Olson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,ATL,COL,ATL,COL,0,,,,,,8,2,6,,1,,,8,2,-6,German Marquez,AJ Smith-Shawver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,SEA,LAA,LAA,SEA,1,,,,,,5,3,2,,1,,,3,5,2,Jack Kochanowicz,Bryce Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,SD,SF,SF,SD,1,,,,,,7,4,3,,1,,,4,7,3,Logan Webb,Nick Pivetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,LAD,MIA,MIA,LAD,1,,,,,,15,2,13,,1,,,2,15,13,Jack Dreyer,Sandy Alcantara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,STL,CIN,STL,CIN,0,,,,,,6,0,6,,1,,,6,0,-6,Miles Mikolas,Brady Singer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,DET,HOU,DET,HOU,0,,,,,,7,4,3,,1,,,7,4,-3,Reese Olson,Ryan Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,COL,ATL,ATL,COL,1,,,,,,2,1,1,,1,,,1,2,1,AJ Smith-Shawver,German Marquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,ARI,NYM,ARI,NYM,0,,,,,,4,3,1,,1,,,4,3,-1,Corbin Burnes,Huascar Brazoban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,CLE,MIN,MIN,CLE,1,,,,,,4,2,2,,1,,,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,BAL,NYY,NYY,BAL,1,,,,,,5,4,1,,1,,,4,5,1,Cade Povich,Carlos Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,PIT,CHC,CHC,PIT,1,,,,,,4,3,1,,1,,,3,4,1,Carmen Mlodzinski,Matthew Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,STL,CIN,STL,CIN,0,,,,,,9,1,8,,1,,,9,1,-8,Miles Mikolas,Brady Singer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,PHI,WSH,WSH,PHI,1,,,,,,7,2,5,,1,,,2,7,5,Cristopher Sanchez,Jake Irvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,KC,TB,KC,TB,0,,,,,,3,0,3,,1,,,3,0,-3,Drew Rasmussen,Noah Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,TOR,BOS,BOS,TOR,1,,,,,,7,6,1,,1,,,6,7,1,Yariel Rodriguez,Lucas Giolito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,MIL,CHW,MIL,CHW,0,,,,,,6,4,2,,1,,,6,4,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,SD,SF,SF,SD,1,,,,,,5,3,2,,1,,,3,5,2,Logan Webb,Nick Pivetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,SEA,LAA,LAA,SEA,1,,,,,,9,3,6,,1,,,3,9,6,Jack Kochanowicz,Bryce Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,KC,TB,KC,TB,0,,,,,,8,2,6,,1,,,8,2,-6,Seth Lugo,Shane Baz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,OAK,TEX,OAK,TEX,0,,,,,,7,1,6,,1,,,7,1,-6,Nathan Eovaldi,Luis Severino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,CHC,PIT,CHC,PIT,0,,,,,,8,3,5,,1,,,8,3,-5,Colin Rea,Paul Skenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,CIN,STL,STL,CIN,1,,,,,,9,1,8,,1,,,1,9,8,Andrew Abbott,Matthew Liberatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,ARI,NYM,ARI,NYM,0,,,,,,4,2,2,,1,,,4,2,-2,Zac Gallen,Kodai Senga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,CLE,MIN,MIN,CLE,1,,,,,,4,3,1,,1,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,CHW,MIL,MIL,CHW,1,,,,,,8,0,8,,1,,,0,8,8,Sean Burke,Chad Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,OAK,TEX,OAK,TEX,0,,,,,,3,0,3,,1,,,3,0,-3,Nathan Eovaldi,Luis Severino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,WSH,PHI,WSH,PHI,0,,,,,,4,2,2,,1,,,4,2,-2,Taijuan Walker,Brad Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,TOR,BOS,BOS,TOR,1,,,,,,4,2,2,,1,,,2,4,2,Tanner Houck,Jose Berrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,BAL,KC,KC,BAL,1,,,,,,3,0,3,,1,,,0,3,3,Dean Kremer,Michael Wacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,DET,LAA,DET,LAA,0,,,,,,10,4,6,,1,,,10,4,-6,Casey Mize,Yusei Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,COL,SF,COL,SF,0,,,,,,4,3,1,,1,,,4,3,-1,Justin Verlander,Kyle Freeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,CIN,WSH,WSH,CIN,1,,,,,,6,1,5,,1,,,1,6,5,Mitchell Parker,Hunter Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,PHI,ARI,ARI,PHI,1,,,,,,3,2,1,,1,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,SD,PIT,SD,PIT,0,,,,,,9,4,5,,1,,,9,4,-5,Mitch Keller,Dylan Cease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,NYY,TB,TB,NYY,1,,,,,,3,0,3,,1,,,0,3,3,Ryan Pepiot,Max Fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,BOS,MIN,MIN,BOS,1,,,,,,6,1,5,,1,,,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,OAK,MIA,OAK,MIA,0,,,,,,6,1,5,,1,,,6,1,-5,Gunnar Hoglund,Valente Bellozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,LAD,ATL,LAD,ATL,0,,,,,,2,1,1,,1,,,2,1,-1,Grant Holmes,Yoshinobu Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,CHW,HOU,HOU,CHW,1,,,,,,7,3,4,,1,,,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,TOR,CLE,CLE,TOR,1,,,,,,5,3,2,,1,,,3,5,2,Logan Allen,Chris Bassitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,TB,NYY,TB,NYY,0,,,,,,3,2,1,,1,,,3,2,-1,Ryan Yarbrough,Zack Littell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,SEA,TEX,SEA,TEX,0,,,,,,13,1,12,,1,,,13,1,-12,Jack Leiter,Bryan Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,CLE,TOR,CLE,TOR,0,,,,,,5,3,2,,1,,,5,3,-2,Kevin Gausman,Gavin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,CHC,MIL,CHC,MIL,0,,,,,,10,0,10,,1,,,10,0,-10,Tyler Alexander,Ben Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,NYM,STL,NYM,STL,0,,,,,,9,3,6,,1,,,9,3,-6,Sonny Gray,Clay Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,DET,LAA,DET,LAA,0,,,,,,9,1,8,,1,,,9,1,-8,Jose Soriano,Tarik Skubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,SF,COL,COL,SF,1,,,,,,4,0,4,,1,,,0,4,4,Antonio Senzatela,Robbie Ray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,HOU,CHW,HOU,CHW,0,,,,,,8,3,5,,1,,,8,3,-5,Davis Martin,Hunter Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,PHI,ARI,ARI,PHI,1,,,,,,7,2,5,,1,,,2,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,SD,PIT,SD,PIT,0,,,,,,2,1,1,,1,,,2,1,-1,Bailey Falter,Randy Vasquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,MIN,BOS,MIN,BOS,0,,,,,,4,3,1,,1,,,4,3,-1,Bailey Ober,Hunter Dobbins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,MIA,OAK,OAK,MIA,1,,,,,,9,6,3,,1,,,6,9,3,Osvaldo Bido,Max Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,WSH,CIN,WSH,CIN,0,,,,,,11,6,5,,1,,,11,6,-5,Trevor Williams,Nick Lodolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,SEA,TEX,SEA,TEX,0,,,,,,2,1,1,,1,,,2,1,-1,Jack Leiter,Bryan Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,KC,BAL,KC,BAL,0,,,,,,4,0,4,,1,,,4,0,-4,Kris Bubic,Tomoyuki Sugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,SF,COL,COL,SF,1,,,,,,6,3,3,,1,,,3,6,3,Antonio Senzatela,Robbie Ray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,CHC,MIL,CHC,MIL,0,,,,,,6,2,4,,1,,,6,2,-4,Tyler Alexander,Ben Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,SD,PIT,SD,PIT,0,,,,,,4,0,4,,1,,,4,0,-4,Andrew Heaney,Stephen Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,MIN,BOS,MIN,BOS,0,,,,,,5,4,1,,1,,,5,4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,KC,BAL,KC,BAL,0,,,,,,11,6,5,,1,,,11,6,-5,Kyle Gibson,Michael Lorenzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,OAK,MIA,OAK,MIA,0,,,,,,3,2,1,,1,,,3,2,-1,JP Sears,Edward Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,LAD,ATL,LAD,ATL,0,,,,,,10,3,7,,1,,,10,3,-7,Spencer Schwellenbach,Roki Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,LAA,DET,DET,LAA,1,,,,,,5,2,3,,1,,,2,5,3,Jack Flaherty,Kyle Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,CLE,TOR,CLE,TOR,0,,,,,,5,4,1,,1,,,5,4,-1,Tanner Bibee,Bowden Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,STL,NYM,NYM,STL,1,,,,,,6,5,1,,1,,,5,6,1,Blade Tidwell,Erick Fedde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,TB,NYY,TB,NYY,0,,,,,,7,5,2,,1,,,7,5,-2,Taj Bradley,Will Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,ATL,LAD,LAD,ATL,1,,,,,,4,3,1,,1,,,3,4,1,Roki Sasaki,Spencer Schwellenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,DET,LAA,DET,LAA,0,,,,,,13,1,12,,1,,,13,1,-12,Kyle Hendricks,Jack Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,ARI,PHI,ARI,PHI,0,,,,,,11,9,2,,1,,,11,9,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,MIL,CHC,CHC,MIL,1,,,,,,4,0,4,,1,,,0,4,4,Shota Imanaga,Freddy Peralta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,WSH,CIN,WSH,CIN,0,,,,,,4,1,3,,1,,,4,1,-3,Nick Martinez,MacKenzie Gore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,STL,NYM,NYM,STL,1,,,,,,5,4,1,,1,,,4,5,1,Blade Tidwell,Erick Fedde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,SF,COL,COL,SF,1,,,,,,9,3,6,,1,,,3,9,6,Logan Webb,German Marquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,TEX,SEA,SEA,TEX,1,,,,,,8,1,7,,1,,,1,8,7,Logan Evans,Jacob deGrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,CHW,HOU,HOU,CHW,1,,,,,,5,4,1,,1,,,4,5,1,Bryse Wilson,Lance McCullers Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,KC,CHW,CHW,KC,1,,,,,,3,0,3,,1,,,0,3,3,Shane Smith,Cole Ragans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,LAD,MIA,LAD,MIA,0,,,,,,7,4,3,,1,,,7,4,-3,Sandy Alcantara,Jack Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,ATL,CIN,CIN,ATL,1,,,,,,4,0,4,,1,,,0,4,4,AJ Smith-Shawver,Brady Singer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,MIL,HOU,HOU,MIL,1,,,,,,5,1,4,,1,,,1,5,4,Ronel Blanco,Tobias Myers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,CHC,SF,SF,CHC,1,,,,,,9,2,7,,1,,,2,9,7,Landen Roupp,Matthew Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,STL,PIT,PIT,STL,1,,,,,,6,3,3,,1,,,3,6,3,Carmen Mlodzinski,Miles Mikolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,SD,NYY,SD,NYY,0,,,,,,4,3,1,,1,,,4,3,-1,Carlos Rodon,Nick Pivetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,TEX,BOS,TEX,BOS,0,,,,,,6,1,5,,1,,,6,1,-5,Nathan Eovaldi,Lucas Giolito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,NYM,ARI,NYM,ARI,0,,,,,,5,4,1,,1,,,5,4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,OAK,SEA,SEA,OAK,1,,,,,,7,6,1,,1,,,6,7,1,Bryce Miller,Luis Severino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,WSH,CLE,CLE,WSH,1,,,,,,10,9,1,,1,,,9,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,NYY,SD,SD,NYY,1,,,,,,12,3,9,,1,,,3,12,9,Clarke Schmidt,Michael King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,MIA,LAD,LAD,MIA,1,,,,,,5,4,1,,1,,,4,5,1,Cal Quantrill,Tony Gonsolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,PHI,TB,PHI,TB,0,,,,,,8,4,4,,1,,,8,4,-4,Zack Wheeler,Drew Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,KC,CHW,CHW,KC,1,,,,,,4,3,1,,1,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,CLE,WSH,CLE,WSH,0,,,,,,9,1,8,,1,,,9,1,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,ATL,CIN,CIN,ATL,1,,,,,,2,1,1,,1,,,1,2,1,Andrew Abbott,Chris Sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,MIL,HOU,HOU,MIL,1,,,,,,4,3,1,,1,,,3,4,1,Chad Patrick,Hayden Wesneski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,SF,CHC,SF,CHC,0,,,,,,14,5,9,,1,,,14,5,-9,Justin Verlander,Colin Rea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,STL,PIT,PIT,STL,1,,,,,,2,1,1,,1,,,1,2,1,Paul Skenes,Matthew Liberatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,MIN,BAL,BAL,MIN,1,,,,,,9,1,8,,1,,,1,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,SF,CHC,SF,CHC,0,,,,,,3,1,2,,1,,,3,1,-2,Robbie Ray,Ben Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,LAA,TOR,TOR,LAA,1,,,,,,8,3,5,,1,,,3,8,5,Jose Urena,Tyler Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,ARI,NYM,NYM,ARI,1,,,,,,5,1,4,,1,,,1,5,4,David Peterson,Zac Gallen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,SEA,OAK,SEA,OAK,0,,,,,,5,3,2,,1,,,5,3,-2,Jeffrey Springs,Emerson Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,CLE,WSH,CLE,WSH,0,,,,,,8,6,2,,1,,,8,6,-2,Michael Soroka,Logan Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,HOU,MIL,HOU,MIL,0,,,,,,9,1,8,,1,,,9,1,-8,Framber Valdez,Quinn Priester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,SEA,OAK,SEA,OAK,0,,,,,,6,5,1,,1,,,6,5,-1,Jeffrey Springs,Emerson Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,STL,PIT,PIT,STL,1,,,,,,5,0,5,,1,,,0,5,5,Mitch Keller,Sonny Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
