Date,Fav Team,Dog Team,Away,Home,Fav Home?,Fav Moneyline Odds,Dog Moneyline Odds,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home Spread Odds,Away Score,Home Score,Home/Away +/-,Favorite Starting Pitcher Name,Underdog Starting Pitcher Name,Favorite Starting Pitcher Games Started,Underdog Starting Pitcher Games Started,Favorite Starting Pitcher Innings Pitched,Underdog Starting Pitcher Innings Pitched,Favorite Starting Pitcher Wins,Underdog Starting Pitcher Wins,Favorite Starting Pitcher Losses,Underdog Starting Pitcher Losses,Favorite Starting Pitcher ERA,Underdog Starting Pitcher ERA,Favorite Starting Pitcher WHIP,Underdog Starting Pitcher WHIP,Favorite Starting Pitcher Strikeouts,Underdog Starting Pitcher Strikeouts,Favorite Starting Pitcher Walks,Underdog Starting Pitcher Walks,Favorite Starting Pitcher K/9,Underdog Starting Pitcher K/9,Favorite Starting Pitcher BB/9,Underdog Starting Pitcher BB/9,Favorite Starting Pitcher H/9,Underdog Starting Pitcher H/9,Favorite Starting Pitcher K/BB Ratio,Underdog Starting Pitcher K/BB Ratio,Favorite Starting Pitcher Hits Allowed,Underdog Starting Pitcher Hits Allowed,Favorite Starting Pitcher Runs Allowed,Underdog Starting Pitcher Runs Allowed,Favorite Starting Pitcher Earned Runs,Underdog Starting Pitcher Earned Runs,Favorite Starting Pitcher Home Runs Allowed,Underdog Starting Pitcher Home Runs Allowed,Favorite Starting Pitcher Batters Faced,Underdog Starting Pitcher Batters Faced,Favorite Starting Pitcher Opponent Batting Average,Underdog Starting Pitcher Opponent Batting Average,Favorite Starting Pitcher Pitch Count,Underdog Starting Pitcher Pitch Count,Favorite Starting Pitcher Strikes,Underdog Starting Pitcher Strikes,Favorite Starting Pitcher Wild Pitches,Underdog Starting Pitcher Wild Pitches
2025-06-16,PHI,MIA,PHI,MIA,0,,,,,,5,2,3,,1,,,5,2,-3,Sandy Alcantara,Mick Abel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-16,TB,BAL,BAL,TB,1,,,,,,7,1,6,,1,,,1,7,6,Ryan Pepiot,Zach Eflin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-16,LAA,NYY,LAA,NYY,0,,,,,,1,0,1,,1,,,1,0,-1,Jose Soriano,Clarke Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,DET,PIT,PIT,DET,1,,,,,,7,3,4,,1,,,3,7,4,Bailey Falter,Casey Mize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,BOS,SEA,BOS,SEA,0,,,,,,2,0,2,,1,,,2,0,-2,Lucas Giolito,Logan Gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,OAK,HOU,HOU,OAK,1,,,,,,3,1,2,,1,,,1,3,2,Ryan Gusto,Mitch Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,MIA,PHI,PHI,MIA,1,,,,,,8,3,5,,1,,,3,8,5,Cal Quantrill,Jesus Luzardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,COL,WSH,COL,WSH,0,,,,,,10,6,4,,1,,,10,6,-4,Antonio Senzatela,Michael Soroka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,LAD,SD,SD,LAD,1,,,,,,6,3,3,,1,,,3,6,3,Shohei Ohtani,Dylan Cease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,STL,CHW,STL,CHW,0,,,,,,12,2,10,,1,,,12,2,-10,Matthew Liberatore,Shane Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,CIN,MIN,MIN,CIN,1,,,,,,6,5,1,,1,,,5,6,1,David Festa,Andrew Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,TOR,ARI,ARI,TOR,1,,,,,,5,4,1,,1,,,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,LAA,NYY,LAA,NYY,0,,,,,,4,0,4,,1,,,4,0,-4,Kyle Hendricks,Will Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,ATL,NYM,NYM,ATL,1,,,,,,5,4,1,,1,,,4,5,1,Spencer Schwellenbach,David Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-17,BAL,TB,BAL,TB,0,,,,,,5,1,4,,1,,,5,1,-4,Zack Littell,Dean Kremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,BOS,SEA,BOS,SEA,0,,,,,,3,1,2,,1,,,3,1,-2,Walker Buehler,Bryan Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,KC,TEX,KC,TEX,0,,,,,,6,1,5,,1,,,6,1,-5,Seth Lugo,Jack Leiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,CHC,MIL,MIL,CHC,1,,,,,,5,3,2,,1,,,3,5,2,Chad Patrick,Ben Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,SEA,BOS,BOS,SEA,1,,,,,,8,0,8,,1,,,0,8,8,Bryan Woo,Walker Buehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,HOU,OAK,HOU,OAK,0,,,,,,13,3,10,,1,,,13,3,-10,JP Sears,Jason Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,LAD,SD,SD,LAD,1,,,,,,8,6,2,,1,,,6,8,2,Jack Dreyer,Randy Vasquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,CLE,SF,CLE,SF,0,,,,,,3,2,1,,1,,,3,2,-1,Robbie Ray,Slade Cecconi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,PHI,MIA,PHI,MIA,0,,,,,,4,2,2,,1,,,4,2,-2,Ranger Suarez,Adam Mazur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,LAA,NYY,LAA,NYY,0,,,,,,3,2,1,,1,,,3,2,-1,Ryan Yarbrough,Jack Kochanowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,TOR,ARI,ARI,TOR,1,,,,,,8,1,7,,1,,,1,8,7,Eric Lauer,Eduardo Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,CIN,MIN,MIN,CIN,1,,,,,,4,2,2,,1,,,2,4,2,Bailey Ober,Nick Lodolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,TB,BAL,BAL,TB,1,,,,,,12,8,4,,1,,,8,12,4,Taj Bradley,Trevor Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,COL,WSH,COL,WSH,0,,,,,,3,1,2,,1,,,3,1,-2,German Marquez,Mitchell Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-18,ATL,NYM,NYM,ATL,1,,,,,,5,0,5,,1,,,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,DET,PIT,PIT,DET,1,,,,,,9,2,7,,1,,,2,9,7,Tarik Skubal,Andrew Heaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,KC,TEX,KC,TEX,0,,,,,,6,3,3,,1,,,6,3,-3,Patrick Corbin,Kris Bubic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,HOU,OAK,HOU,OAK,0,,,,,,11,4,7,,1,,,11,4,-7,Luis Severino,Framber Valdez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,LAD,SD,SD,LAD,1,,,,,,4,3,1,,1,,,3,4,1,Stephen Kolek,Emmet Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,MIN,CIN,MIN,CIN,0,,,,,,12,5,7,,1,,,12,5,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,NYY,LAA,LAA,NYY,1,,,,,,7,3,4,,1,,,3,7,4,Carlos Rodon,Tyler Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,WSH,COL,COL,WSH,1,,,,,,4,3,1,,1,,,3,4,1,Chase Dollander,Trevor Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,CLE,SF,CLE,SF,0,,,,,,4,2,2,,1,,,4,2,-2,Justin Verlander,Logan Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,STL,CHW,STL,CHW,0,,,,,,5,4,1,,1,,,5,4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,ARI,TOR,ARI,TOR,0,,,,,,9,5,4,,1,,,9,5,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,SF,CLE,CLE,SF,1,,,,,,2,1,1,,1,,,1,2,1,Logan Allen,Justin Verlander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,STL,CHW,STL,CHW,0,,,,,,8,6,2,,1,,,8,6,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,PIT,DET,PIT,DET,0,,,,,,8,4,4,,1,,,8,4,-4,Andrew Heaney,Tarik Skubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,PHI,MIA,PHI,MIA,0,,,,,,2,1,1,,1,,,2,1,-1,Edward Cabrera,Cristopher Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,KC,TEX,KC,TEX,0,,,,,,4,1,3,,1,,,4,1,-3,Patrick Corbin,Kris Bubic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,ATL,NYM,NYM,ATL,1,,,,,,7,1,6,,1,,,1,7,6,Spencer Strider,Clay Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,BAL,TB,BAL,TB,0,,,,,,4,1,3,,1,,,4,1,-3,Charlie Morton,Drew Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19,MIL,CHC,MIL,CHC,0,,,,,,8,7,1,,1,,,8,7,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,BAL,NYY,BAL,NYY,0,,,,,,5,3,2,,1,,,5,3,-2,Max Fried,Tomoyuki Sugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,OAK,HOU,HOU,OAK,1,,,,,,6,4,2,,1,,,4,6,2,Colton Gordon,Jacob Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,SD,LAD,SD,LAD,0,,,,,,5,3,2,,1,,,5,3,-2,Yoshinobu Yamamoto,Ryan Bergert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,SEA,CHC,SEA,CHC,0,,,,,,9,4,5,,1,,,9,4,-5,Matthew Boyd,George Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,TEX,PIT,TEX,PIT,0,,,,,,6,2,4,,1,,,6,2,-4,Jacob deGrom,Mike Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,PHI,NYM,NYM,PHI,1,,,,,,10,2,8,,1,,,2,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,CHW,TOR,CHW,TOR,0,,,,,,7,1,6,,1,,,7,1,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,MIA,ATL,ATL,MIA,1,,,,,,6,2,4,,1,,,2,6,4,Didier Fuentes,Janson Junk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,STL,CIN,CIN,STL,1,,,,,,6,1,5,,1,,,1,6,5,Andre Pallante,Brady Singer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,TB,DET,DET,TB,1,,,,,,14,8,6,,1,,,8,14,6,Shane Baz,Jack Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,NYY,BAL,BAL,NYY,1,,,,,,9,0,9,,1,,,0,9,9,Clarke Schmidt,Zach Eflin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,MIL,MIN,MIL,MIN,0,,,,,,17,6,11,,1,,,17,6,-11,Joe Ryan,Jacob Misiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,ARI,COL,ARI,COL,0,,,,,,14,8,6,,1,,,14,8,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,HOU,LAA,HOU,LAA,0,,,,,,3,2,1,,1,,,3,2,-1,Yusei Kikuchi,Hunter Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,KC,SD,KC,SD,0,,,,,,6,5,1,,1,,,6,5,-1,Michael Lorenzen,Nick Pivetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,LAD,WSH,WSH,LAD,1,,,,,,6,5,1,,1,,,5,6,1,MacKenzie Gore,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,TB,DET,DET,TB,1,,,,,,8,3,5,,1,,,3,8,5,Brant Hurter,Ryan Pepiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,OAK,CLE,CLE,OAK,1,,,,,,5,1,4,,1,,,1,5,4,Tanner Bibee,Jeffrey Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,BOS,SF,BOS,SF,0,,,,,,7,5,2,,1,,,7,5,-2,Hunter Dobbins,Hayden Birdsong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,CHC,SEA,SEA,CHC,1,,,,,,10,7,3,,1,,,7,10,3,Cade Horton,Emerson Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,MIL,MIN,MIL,MIN,0,,,,,,9,0,9,,1,,,9,0,-9,Joe Ryan,Jacob Misiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,STL,CIN,CIN,STL,1,,,,,,6,5,1,,1,,,5,6,1,Brent Suter,Sonny Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,SD,KC,KC,SD,1,,,,,,5,1,4,,1,,,1,5,4,Nick Pivetta,Michael Lorenzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,NYM,PHI,NYM,PHI,0,,,,,,11,4,7,,1,,,11,4,-7,Griffin Canning,Mick Abel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,ATL,MIA,ATL,MIA,0,,,,,,7,0,7,,1,,,7,0,-7,Grant Holmes,Eury Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,SF,BOS,BOS,SF,1,,,,,,3,2,1,,1,,,2,3,1,Hayden Birdsong,Hunter Dobbins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,TEX,PIT,TEX,PIT,0,,,,,,3,2,1,,1,,,3,2,-1,Mitch Keller,Kumar Rocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-21,TOR,CHW,CHW,TOR,1,,,,,,7,1,6,,1,,,1,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,ARI,COL,ARI,COL,0,,,,,,5,3,2,,1,,,5,3,-2,Merrill Kelly,Carson Palmquist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,CLE,OAK,CLE,OAK,0,,,,,,4,2,2,,1,,,4,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,WSH,LAD,WSH,LAD,0,,,,,,7,3,4,,1,,,7,3,-4,Dustin May,Jake Irvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,NYY,BAL,BAL,NYY,1,,,,,,4,2,2,,1,,,2,4,2,Will Warren,Dean Kremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,DET,TB,DET,TB,0,,,,,,9,3,6,,1,,,9,3,-6,Zack Littell,Casey Mize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,PIT,TEX,TEX,PIT,1,,,,,,8,3,5,,1,,,3,8,5,Bailey Falter,Jack Leiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,CHW,TOR,CHW,TOR,0,,,,,,4,2,2,,1,,,4,2,-2,Adrian Houser,Chris Bassitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,MIA,ATL,ATL,MIA,1,,,,,,5,3,2,,1,,,3,5,2,Bryce Elder,Sandy Alcantara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,MIL,MIN,MIL,MIN,0,,,,,,9,8,1,,1,,,9,8,-1,Danny Coulombe,Quinn Priester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,LAA,HOU,HOU,LAA,1,,,,,,9,1,8,,1,,,1,9,8,Brandon Walter,Jose Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,HOU,LAA,HOU,LAA,0,,,,,,8,7,1,,1,,,8,7,-1,Jose Soriano,Brandon Walter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,SEA,CHC,SEA,CHC,0,,,,,,14,6,8,,1,,,14,6,-8,Colin Rea,Logan Gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,PHI,NYM,NYM,PHI,1,,,,,,7,1,6,,1,,,1,7,6,David Peterson,Jesus Luzardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,SD,KC,KC,SD,1,,,,,,3,2,1,,1,,,2,3,1,Randy Vasquez,Seth Lugo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,LAD,WSH,WSH,LAD,1,,,,,,13,7,6,,1,,,7,13,6,Jake Irvin,Dustin May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,CLE,OAK,CLE,OAK,0,,,,,,3,0,3,,1,,,3,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,SF,BOS,BOS,SF,1,,,,,,9,5,4,,1,,,5,9,4,Lucas Giolito,Robbie Ray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,COL,ARI,ARI,COL,1,,,,,,4,2,2,,1,,,2,4,2,Carson Palmquist,Merrill Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,CIN,STL,CIN,STL,0,,,,,,4,1,3,,1,,,4,1,-3,Miles Mikolas,Andrew Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,CIN,NYY,NYY,CIN,1,,,,,,6,1,5,,1,,,1,6,5,Allan Winans,Nick Lodolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,BAL,TEX,TEX,BAL,1,,,,,,6,0,6,,1,,,0,6,6,Trevor Rogers,Patrick Corbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,ATL,NYM,ATL,NYM,0,,,,,,3,2,1,,1,,,3,2,-1,Paul Blackburn,Spencer Schwellenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,PIT,MIL,PIT,MIL,0,,,,,,5,4,1,,1,,,5,4,-1,Braxton Ashcraft,Chad Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,ARI,CHW,ARI,CHW,0,,,,,,10,0,10,,1,,,10,0,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,STL,CHC,CHC,STL,1,,,,,,8,2,6,,1,,,2,8,6,Ben Brown,Matthew Liberatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,SEA,MIN,SEA,MIN,0,,,,,,11,2,9,,1,,,11,2,-9,Bailey Ober,Bryan Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,DET,OAK,OAK,DET,1,,,,,,11,4,7,,1,,,4,11,7,Tarik Skubal,Luis Severino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,LAA,BOS,BOS,LAA,1,,,,,,9,5,4,,1,,,5,9,4,Jack Kochanowicz,Walker Buehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,TOR,CLE,TOR,CLE,0,,,,,,10,6,4,,1,,,10,6,-4,Eric Lauer,Logan Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,WSH,SD,WSH,SD,0,,,,,,10,6,4,,1,,,10,6,-4,Mitchell Parker,Stephen Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,TEX,BAL,TEX,BAL,0,,,,,,6,5,1,,1,,,6,5,-1,Charlie Morton,Jacob Latz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,ATL,NYM,ATL,NYM,0,,,,,,7,4,3,,1,,,7,4,-3,Frankie Montas,Spencer Strider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,TB,KC,TB,KC,0,,,,,,5,1,4,,1,,,5,1,-4,Kris Bubic,Taj Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,ARI,CHW,ARI,CHW,0,,,,,,4,1,3,,1,,,4,1,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,MIL,PIT,PIT,MIL,1,,,,,,9,3,6,,1,,,3,9,6,Freddy Peralta,Andrew Heaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,SEA,MIN,SEA,MIN,0,,,,,,6,5,1,,1,,,6,5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,STL,CHC,CHC,STL,1,,,,,,8,7,1,,1,,,7,8,1,Michael McGreevy,Jameson Taillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,CIN,NYY,NYY,CIN,1,,,,,,5,4,1,,1,,,4,5,1,Chase Burns,Carlos Rodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,HOU,PHI,PHI,HOU,1,,,,,,1,0,1,,1,,,0,1,1,Ranger Suarez,Framber Valdez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,LAD,COL,LAD,COL,0,,,,,,9,7,2,,1,,,9,7,-2,German Marquez,Jack Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,LAA,BOS,BOS,LAA,1,,,,,,3,2,1,,1,,,2,3,1,Garrett Crochet,Tyler Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,SD,WSH,WSH,SD,1,,,,,,4,3,1,,1,,,3,4,1,Ryan Bergert,Trevor Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,MIA,SF,MIA,SF,0,,,,,,4,2,2,,1,,,4,2,-2,Justin Verlander,Cal Quantrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,CHW,ARI,ARI,CHW,1,,,,,,7,3,4,,1,,,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,MIL,PIT,PIT,MIL,1,,,,,,4,2,2,,1,,,2,4,2,Jacob Misiorowski,Paul Skenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,SD,WSH,WSH,SD,1,,,,,,1,0,1,,1,,,0,1,1,Ryan Bergert,Trevor Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,LAA,BOS,BOS,LAA,1,,,,,,5,2,3,,1,,,2,5,3,Garrett Crochet,Tyler Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,MIN,SEA,SEA,MIN,1,,,,,,2,0,2,,1,,,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,OAK,DET,OAK,DET,0,,,,,,3,0,3,,1,,,3,0,-3,Jack Flaherty,Jacob Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,CHC,STL,CHC,STL,0,,,,,,8,0,8,,1,,,8,0,-8,Erick Fedde,Matthew Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25,TB,KC,TB,KC,0,,,,,,3,0,3,,1,,,3,0,-3,Michael Wacha,Drew Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
