Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2015-07-20,ATL,LAD,7,5,121,-131,125,-135,8.0,8.0,7.5,7.5,100,-120,-107,-103
2015-07-20,CIN,CHC,5,4,-105,-105,-109,-101,8.0,8.0,9.0,9.0,-115,-105,-117,107
2015-07-20,DET,SEA,5,4,-112,102,-112,102,8.0,8.0,9.5,9.5,-130,110,-105,-105
2015-07-20,WAS,NYM,7,2,-107,-103,-128,118,6.5,6.5,7.0,7.0,-120,100,-103,-107
2015-07-20,LAA,BOS,11,1,-141,131,-160,150,8.0,8.0,7.5,7.5,100,-120,-107,-103
2015-07-20,COL,TEX,8,7,-127,117,-136,126,11.0,11.0,10.5,10.5,100,-120,105,-115
2015-07-20,KC,PIT,7,10,-121,111,-135,125,7.5,7.5,7.0,7.0,110,-130,-115,105
2015-07-20,PHI,TB,5,3,140,-150,112,-122,7.5,7.5,8.0,8.0,-120,100,-105,-105
2015-07-20,LAA,BOS,11,1,-135,125,-116,106,7.5,7.5,8.0,8.0,-115,-105,-110,100
2015-07-20,SD,SF,4,2,-119,109,107,-117,7.0,7.0,7.0,7.0,-110,-110,-112,102
2015-07-20,ARI,MIA,3,1,-132,122,-135,125,9.0,9.0,8.0,8.0,100,-120,-107,-103
