Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2015-07-01,CIN,MIN,2,1,-190,180,-190,180,7.0,7.0,7.0,7.0,-110,-110,-110,-110
2015-07-01,TOR,BOS,11,2,-148,138,-135,125,9.0,9.0,8.5,8.5,100,-120,-105,-115
2015-07-01,SD,SEA,0,7,-146,136,-107,-103,7.0,7.0,7.0,7.0,-110,-110,100,-120
2015-07-01,TB,CLE,1,8,100,-110,139,-149,7.0,7.0,7.0,7.0,-120,100,100,-110
2015-07-01,ATL,WAS,4,1,118,-128,128,-138,7.0,7.0,7.5,7.5,-105,-115,100,-120
2015-07-01,BAL,TEX,4,2,-155,145,-176,166,8.5,8.5,8.5,8.5,-110,-110,-103,-107
2015-07-01,HOU,KC,6,5,-115,105,-110,100,8.0,8.0,7.5,7.5,-110,-110,-105,-105
2015-07-01,LAA,NYY,1,3,-126,116,-103,-107,8.0,8.0,8.0,8.0,-110,-110,-120,100
2015-07-01,ARI,LAD,3,4,113,-123,112,-122,8.5,8.5,8.5,8.5,-115,-105,-105,-115
2015-07-01,NYM,CHC,0,2,110,-120,110,-120,7.0,7.0,7.0,7.0,105,-125,-115,105
2015-07-01,DET,PIT,3,9,-116,106,-110,100,8.0,8.0,8.5,8.5,100,-120,-115,-105
2015-07-01,MIA,SF,6,5,-105,-105,115,-125,7.0,7.0,7.0,7.0,-125,105,110,-130
2015-07-01,SLC,CHW,1,7,-155,145,-150,140,7.0,7.0,6.5,6.5,-105,-115,104,-114
2015-07-01,OAK,COL,4,1,-160,150,-190,180,7.5,7.5,7.5,7.5,-110,-110,-120,100
2015-07-01,PHI,MIL,5,9,118,-128,104,-114,8.0,8.0,7.5,7.5,-110,-110,-105,-115
