Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2015-08-20,DET,TEX,4,0,-113,103,-108,-102,9.0,9.0,9.5,9.5,-105,-115,-115,-105
2015-08-20,CHC,ATL,7,1,-264,241,-290,260,7.5,7.5,8.0,8.0,-110,-110,-120,100
2015-08-20,NYY,CLE,2,3,-155,145,-146,136,8.5,8.5,8.5,8.5,-115,-105,-110,100
2015-08-20,CIN,ARI,4,5,121,-131,109,-119,8.0,8.0,7.5,7.5,-120,100,100,-120
2015-08-20,LAA,CHW,2,8,-115,105,-123,113,7.5,7.5,7.5,7.5,-114,-106,100,-120
2015-08-20,MIA,PHI,9,7,-143,133,-151,141,8.0,8.0,7.5,7.5,-120,100,100,-120
2015-08-20,BAL,MIN,2,15,-156,146,-167,157,8.5,8.5,8.5,8.5,-115,-105,-130,110
2015-08-20,HOU,TB,0,1,-109,-101,-114,104,7.0,7.0,7.0,7.0,-115,-105,100,-120
2015-08-20,PIT,SF,4,0,-124,114,-130,120,7.5,7.5,8.0,8.0,-115,-105,100,-120
2015-08-20,BOS,KC,4,1,100,-110,-110,100,9.0,9.0,9.0,9.0,-125,105,-110,-110
2015-08-20,COL,WAS,3,2,179,-189,188,-205,10.0,10.0,10.5,10.5,-115,-105,-120,100
