Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2015-04-10,TEX,HOU,1,5,-118,108,-111,101,8.5,8.5,8.0,8.0,-110,-110,-105,-115
2015-04-10,COL,CHC,5,1,-128,118,-136,126,9.5,9.5,10.0,10.0,-105,-115,-110,-110
2015-04-10,CHW,MIN,0,6,-140,130,-110,100,9.0,9.0,9.0,9.0,100,-120,-110,-110
2015-04-10,MIA,TB,10,9,-150,140,-117,107,7.5,7.5,7.5,7.5,-120,100,101,-111
2015-04-10,LAA,KC,2,4,-147,137,-129,119,7.5,7.5,7.5,7.5,-115,-105,100,-120
2015-04-10,SD,SF,1,0,-107,-103,-116,106,7.0,7.0,6.5,6.5,100,-120,-115,105
2015-04-10,ARI,LAD,4,3,112,-122,104,-114,8.5,8.5,8.5,8.5,-130,110,-120,100
2015-04-10,CLE,DET,4,8,-106,-104,-120,110,8.0,8.0,8.5,8.5,-115,-105,-110,-110
2015-04-10,MIL,PIT,2,6,-133,123,-133,123,8.0,8.0,7.5,7.5,100,-120,-120,100
2015-04-10,CIN,SLC,5,4,106,-116,116,-126,7.5,7.5,8.0,8.0,-120,100,-102,-108
2015-04-10,BAL,TOR,5,12,-139,129,-115,105,7.0,7.0,8.5,8.5,-115,-105,-115,105
2015-04-10,OAK,SEA,12,0,-118,108,-109,-101,7.0,7.0,7.0,7.0,105,-125,110,-130
2015-04-10,NYY,BOS,5,6,-114,104,-105,-105,7.0,7.0,8.0,8.0,-115,-105,-113,103
2015-04-10,PHI,WAS,4,1,149,-159,149,-159,7.5,7.5,7.5,7.5,100,-120,103,-113
2015-04-10,ATL,NYM,5,3,-108,-102,105,-115,7.0,7.0,7.0,7.0,100,-120,-110,-110
