Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2015-07-17,ATL,CHC,4,2,116,-126,118,-128,7.0,7.0,7.5,7.5,100,-120,110,-120
2015-07-17,PHI,MIA,6,3,127,-137,168,-178,7.5,7.5,6.5,6.5,105,-125,-125,115
2015-07-17,SLC,NYM,3,2,-140,130,-137,127,7.0,7.0,7.0,7.0,105,-125,-125,105
2015-07-17,DET,BAL,7,3,-115,105,101,-111,8.0,8.0,8.0,8.0,-115,-105,-115,105
2015-07-17,OAK,MIN,0,5,-155,145,-170,160,7.0,7.0,6.5,6.5,100,-120,-110,100
2015-07-17,CIN,CLE,6,1,-110,100,-101,-109,8.0,8.0,8.5,8.5,-110,-110,-115,105
2015-07-17,LAA,BOS,1,0,-130,120,-130,120,8.0,8.0,8.0,8.0,100,-120,-105,-115
2015-07-17,SD,COL,4,2,-138,128,-135,125,6.5,6.5,7.0,7.0,-115,-105,-110,-110
2015-07-17,NYY,SEA,4,3,-148,138,-162,152,7.5,7.5,8.0,8.0,-115,-105,-105,-105
2015-07-17,CHW,KC,2,4,121,-131,108,-118,8.5,8.5,9.0,9.0,-110,-110,100,-120
2015-07-17,MIL,PIT,4,1,-112,102,-110,100,8.0,8.0,8.5,8.5,-115,-105,-110,100
2015-07-17,HOU,TEX,3,2,-150,140,-148,138,8.0,8.0,8.0,8.0,-120,100,-105,-115
2015-07-17,ARI,SF,5,6,-109,-101,-113,103,8.5,8.5,8.5,8.5,-110,-110,100,-120
2015-07-17,TOR,TB,6,2,-130,120,-141,131,8.5,8.5,8.5,8.5,100,-120,100,-120
2015-07-17,WAS,LAD,5,3,-120,110,-132,124,8.0,8.0,8.0,8.0,-110,-110,-115,105
