Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2015-09-04,SD,LAD,4,8,100,-110,105,-115,7.0,7.0,7.0,7.0,110,-130,-105,-115
2015-09-04,KC,CHW,1,12,-175,165,-180,170,8.5,8.5,8.5,8.5,-110,-110,-110,-110
2015-09-04,TOR,BAL,2,10,-169,159,-166,156,9.5,9.5,9.0,9.0,110,-130,100,-120
2015-09-04,WAS,ATL,5,2,-200,185,-158,148,8.0,8.0,8.0,8.0,-105,-115,-115,-105
2015-09-04,COL,SF,2,1,-105,-105,-123,113,10.5,10.5,10.5,10.5,-125,105,-115,-105
2015-09-04,HOU,MIN,8,0,-178,168,-195,183,8.5,8.5,8.0,8.0,110,-130,-125,105
2015-09-04,MIA,NYM,6,5,170,-180,160,-170,7.0,7.0,7.5,7.5,-120,100,100,-120
2015-09-04,NYY,TB,5,2,-150,140,-165,155,8.0,8.0,8.0,8.0,100,-120,-115,-105
2015-09-04,DET,CLE,1,8,155,-165,132,-142,8.0,8.0,8.5,8.5,-110,-110,-110,-110
2015-09-04,BOS,PHI,7,5,-200,185,-220,200,9.5,9.5,9.0,9.0,110,-130,105,-125
2015-09-04,LAA,TEX,5,2,-155,145,-152,142,8.0,8.0,7.5,7.5,110,-130,-125,105
2015-09-04,OAK,SEA,8,11,-108,-102,-148,138,7.5,7.5,8.5,8.5,-110,-110,105,-125
2015-09-04,CHC,ARI,14,5,-245,225,-205,188,8.0,8.0,7.5,7.5,100,-120,-105,-105
2015-09-04,SLC,PIT,3,9,-151,141,-144,134,7.5,7.5,7.5,7.5,105,-125,115,-135
