game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
346787,,,,
346183,,,,
346184,,,,
346185,,,,
346186,,,,
346187,,,,
346188,,,,
346189,,,,
346190,,,,
346191,,,,
346752,,,,
346753,,,,
346755,,,,
346754,,,,
346756,0.0,2.0,0.0,2.0
346757,6.0,2.0,6.0,2.0
346758,8.0,2.0,8.0,2.0
346759,5.0,4.0,5.0,4.0
346760,,,,
346761,4.0,0.0,4.0,0.0
346762,1.0,3.0,1.0,3.0
346763,4.0,7.0,4.0,7.0
346764,2.0,8.0,2.0,8.0
346765,1.0,3.0,1.0,3.0
346766,2.0,4.0,2.0,4.0
346767,1.0,0.0,1.0,0.0
346768,2.0,0.0,2.0,0.0
346769,7.0,5.0,7.0,5.0
346770,11.0,2.0,11.0,2.0
346771,0.5,4.5,0.5,4.5
346772,3.5,4.0,3.5,4.0
346773,4.0,4.5,4.0,4.5
346774,1.0,4.0,1.0,4.0
346775,4.5,6.0,4.5,6.0
346776,2.0,1.5,2.0,1.5
346777,3.0,3.5,3.0,3.5
346778,6.0,7.0,6.0,7.0
346779,3.0,7.5,3.0,7.5
346780,2.0,1.5,2.0,1.5
346781,2.5,3.0,2.5,3.0
346782,3.0,1.0,3.0,1.0
346783,2.5,0.0,2.5,0.0
346784,8.0,3.5,8.0,3.5
346785,9.5,3.0,9.5,3.0
346786,2.3333333333333335,3.6666666666666665,2.3333333333333335,3.6666666666666665
346788,1.5,3.5,1.5,3.5
346789,4.333333333333333,3.6666666666666665,4.333333333333333,3.6666666666666665
346790,5.333333333333333,2.0,5.333333333333333,2.0
346791,5.0,5.0,5.0,5.0
346792,6.666666666666667,0.3333333333333333,6.666666666666667,0.3333333333333333
346793,6.666666666666667,4.333333333333333,6.666666666666667,4.333333333333333
346794,2.6666666666666665,3.3333333333333335,2.6666666666666665,3.3333333333333335
346795,2.6666666666666665,3.75,2.6666666666666665,3.75
346796,6.333333333333333,2.6666666666666665,6.333333333333333,2.6666666666666665
346797,2.3333333333333335,3.25,2.3333333333333335,3.25
346798,2.6666666666666665,5.666666666666667,2.6666666666666665,5.666666666666667
346799,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665
346800,3.0,1.6666666666666667,3.0,1.6666666666666667
346801,4.333333333333333,5.666666666666667,4.333333333333333,5.666666666666667
346802,4.0,5.666666666666667,4.0,5.666666666666667
346803,2.3333333333333335,2.0,2.3333333333333335,2.0
346804,4.0,3.25,4.0,3.25
346805,3.25,5.0,3.25,5.0
346806,5.0,1.75,5.0,1.75
346807,4.75,3.75,4.75,3.75
346808,6.25,2.0,6.25,2.0
346809,7.25,4.5,7.25,4.5
346810,4.0,3.25,4.0,3.25
346811,2.75,4.6,2.75,4.6
346812,2.5,1.5,2.5,1.5
346813,6.0,2.5,6.0,2.5
346814,3.5,4.2,3.5,4.2
346815,2.25,4.25,2.25,4.25
346816,6.5,2.75,6.5,2.75
346817,4.25,5.75,4.25,5.75
346818,3.25,4.5,3.25,4.5
346819,4.0,4.2,4.0,4.2
346820,5.2,2.4,5.2,2.4
346821,5.0,3.0,5.0,3.0
346822,6.4,2.2,6.4,2.2
346823,6.8,4.8,6.8,4.8
346824,4.8,3.4,4.8,3.4
346825,2.8,5.8,2.8,4.833333333333333
346826,2.2,1.2,2.2,1.2
346827,6.0,2.6,6.0,2.6
346828,3.6,4.4,3.6,4.0
346829,2.4,4.6,2.4,4.6
346830,6.4,3.6,6.4,3.6
346831,4.4,4.6,4.4,4.6
346832,3.4,4.2,3.4,4.2
346833,3.0,5.8,3.0,5.8
346834,5.6,6.0,6.0,6.166666666666667
346835,3.0,7.0,2.5,6.5
346836,2.0,3.4,2.1666666666666665,3.6666666666666665
346837,6.0,5.2,5.0,4.666666666666667
346838,4.8,4.4,4.666666666666667,4.0
346839,6.2,1.4,6.166666666666667,1.3333333333333333
346840,5.0,4.2,4.5,4.166666666666667
346841,7.0,7.4,6.166666666666667,6.333333333333333
346842,4.0,5.0,4.166666666666667,6.0
346843,2.8,4.8,2.3333333333333335,5.166666666666667
346844,3.6,1.8,3.857142857142857,2.8333333333333335
346845,3.8,4.2,3.5,3.6666666666666665
346846,3.2,5.8,2.7142857142857144,5.857142857142857
346847,2.4,2.6,2.3333333333333335,2.8333333333333335
346848,2.8,4.0,2.4285714285714284,4.142857142857143
346849,6.2,4.8,4.714285714285714,4.142857142857143
346850,5.4,5.8,4.857142857142857,5.0
346851,4.2,7.4,4.0,5.428571428571429
346852,6.6,1.8,5.714285714285714,1.8571428571428572
346853,4.6,3.4,4.571428571428571,4.142857142857143
346854,4.0,4.2,4.0,3.6666666666666665
346855,4.0,4.8,3.857142857142857,6.142857142857143
346856,2.8,3.4,2.0,4.714285714285714
346857,6.6,9.0,5.857142857142857,7.285714285714286
346858,3.8,1.8,3.75,2.4285714285714284
346859,4.8,4.8,5.571428571428571,5.428571428571429
346860,4.8,4.6,4.142857142857143,4.142857142857143
346861,4.0,5.6,3.5,5.875
346862,3.4,3.2,3.2857142857142856,2.857142857142857
346864,7.0,4.0,5.0,4.125
346866,4.4,8.0,4.142857142857143,5.875
346867,5.6,2.6,5.625,2.375
346868,5.0,3.0,4.75,3.75
346869,5.0,4.4,4.428571428571429,3.5714285714285716
346870,5.8,8.2,5.75,6.5
346871,5.2,5.2,4.375,5.75
346872,3.0,4.0,2.0,4.5
346873,5.2,5.0,4.333333333333333,4.125
346874,5.4,5.2,5.5,5.75
346875,4.6,4.8,4.25,3.875
346876,3.6,3.4,3.25,3.0
346878,4.6,8.6,4.25,6.444444444444445
346879,3.4,5.8,2.875,4.222222222222222
346880,5.8,4.0,4.625,4.125
346881,4.2,4.4,4.2,4.222222222222222
346882,6.0,4.8,4.555555555555555,4.888888888888889
346883,7.8,4.0,6.125,5.444444444444445
346884,4.0,4.2,4.375,3.888888888888889
346885,3.0,5.2,2.3333333333333335,5.777777777777778
346886,3.6,4.6,3.111111111111111,5.222222222222222
346887,8.6,6.4,6.6,5.333333333333333
346888,4.4,6.0,3.888888888888889,4.555555555555555
346889,7.0,3.4,6.111111111111111,3.0
346890,3.0,4.8,3.6666666666666665,5.444444444444445
346891,4.4,6.6,3.2222222222222223,4.5
346893,5.0,3.4,4.777777777777778,3.7777777777777777
346894,1.6,5.8,1.7777777777777777,4.666666666666667
346895,7.8,4.0,6.222222222222222,4.0
346896,4.2,4.4,4.3,4.2
