game_pk,home_pitching_era_rolling_5,away_pitching_era_rolling_5,home_pitching_era_rolling_10,away_pitching_era_rolling_10
346787,,,,
346183,,,,
346184,,,,
346185,,,,
346186,,,,
346187,,,,
346188,,,,
346189,,,,
346190,,,,
346191,,,,
346752,,,,
346753,,,,
346755,,,,
346754,,,,
346756,2.0,0.0,2.0,0.0
346757,2.0,5.625,2.0,5.625
346758,2.0,7.875,2.0,7.875
346759,3.6,4.655156361529787,3.6,4.655156361529787
346760,,,,
346761,0.0,4.5,0.0,4.5
346762,2.076923076923077,0.6923076923076923,2.076923076923077,0.6923076923076923
346763,7.0,3.0,7.0,3.0
346764,8.0,2.0,8.0,2.0
346765,3.0,1.0,3.0,1.0
346766,4.0,2.0,4.0,2.0
346767,0.0,1.125,0.0,1.125
346768,0.0,2.25,0.0,2.25
346769,5.0,7.875,5.0,7.875
346770,2.0,12.375,2.0,12.375
346771,4.5,0.5,4.5,0.5
346772,4.0,3.176470588235294,4.0,3.176470588235294
346773,4.5,3.7058823529411766,4.5,3.7058823529411766
346774,3.0,1.0,3.0,1.0
346775,5.684210526315789,4.339277965575062,5.684210526315789,4.339277965575062
346776,0.5,2.1176470588235294,0.5,2.1176470588235294
346777,2.4545454545454546,2.1093782959035874,2.4545454545454546,2.1093782959035874
346778,7.0,5.823529411764706,7.0,5.823529411764706
346779,7.5,3.0,7.5,3.0
346780,1.5,2.1176470588235294,1.5,2.1176470588235294
346781,3.0,2.5961588387669976,3.0,2.5961588387669976
346782,0.5,3.375,0.5,3.375
346783,0.0,2.25,0.0,2.25
346784,3.5,9.0,3.5,9.0
346785,2.0,10.125,2.0,10.125
346786,3.6666666666666665,2.423076923076923,3.6666666666666665,2.423076923076923
346788,2.25,1.35,2.25,1.35
346789,2.423076923076923,2.7613667742804253,2.423076923076923,2.7613667742804253
346790,3.0,2.076923076923077,3.0,2.076923076923077
346791,6.666666666666667,3.857142857142857,6.666666666666667,3.857142857142857
346792,2.0,3.375,2.0,3.375
346793,4.846153846153846,2.0,4.846153846153846,2.0
346794,4.618427129509381,5.666666666666667,4.618427129509381,5.666666666666667
346795,4.333333333333333,3.25,4.333333333333333,3.25
346796,3.9036097546870425,6.84,3.9036097546870425,6.84
346797,1.0,3.9705882352941178,1.0,3.9705882352941178
346798,1.7307692307692308,4.453612838776122,1.7307692307692308,4.453612838776122
346799,2.903225806451613,0.3333333333333333,2.903225806451613,0.3333333333333333
346800,5.76,2.52,5.76,2.52
346801,4.0344827586206895,3.4615384615384617,4.0344827586206895,3.4615384615384617
346802,6.107142857142857,4.5,6.107142857142857,4.5
346803,1.3333333333333333,2.0,1.3333333333333333,2.0
346804,2.3142857142857145,2.8928597257676123,2.3142857142857145,2.8928597257676123
346805,5.108108108108108,3.7674418604651163,5.108108108108108,3.7674418604651163
346806,2.5,2.6470588235294117,2.5,2.6470588235294117
346807,5.0,3.5,5.0,3.5
346808,2.25,3.8181818181818183,2.25,3.8181818181818183
346809,4.885714285714286,3.857142857142857,4.885714285714286,3.857142857142857
346810,4.194178829299834,6.428571428571429,4.194178829299834,6.428571428571429
346811,4.5,3.2,4.5,3.2
346812,1.0,2.3142857142857145,1.0,2.3142857142857145
346813,3.1909061900852818,5.7272727272727275,3.1909061900852818,5.7272727272727275
346814,2.4324324324324325,4.5,2.4324324324324325,4.5
346815,1.2857142857142858,3.5702508845048633,1.2857142857142858,3.5702508845048633
346816,2.25,3.857142857142857,2.25,3.857142857142857
346817,4.2631578947368425,3.6,4.2631578947368425,3.6
346818,7.676470588235294,2.911764705882353,7.676470588235294,2.911764705882353
346819,3.272727272727273,3.107915904975471,3.272727272727273,3.107915904975471
346820,3.0,3.401577481557072,3.0,3.401577481557072
346821,4.0,4.090909090909091,4.0,4.090909090909091
346822,2.2,4.390243902439025,2.2,4.390243902439025
346823,4.909090909090909,3.8863636363636362,4.909090909090909,3.8863636363636362
346824,4.153849349114884,6.488372093023256,4.153849349114884,6.488372093023256
346825,4.2,3.4,4.2,3.1666666666666665
346826,0.8,2.0930232558139537,0.8,2.0930232558139537
346827,3.1532823698668833,5.7073170731707314,3.1532823698668833,5.7073170731707314
346828,2.347826086956522,5.441860465116279,2.347826086956522,4.5
346829,2.25,3.4662185582557825,2.25,3.4662185582557825
346830,3.0,3.717391304347826,3.0,3.717391304347826
346831,3.4468085106382977,3.9767441860465116,3.4468085106382977,3.9767441860465116
346832,6.6976744186046515,3.164060028078103,6.6976744186046515,3.164060028078103
346833,5.478260869565218,3.4615384615384617,5.478260869565218,3.4615384615384617
346834,3.558139534883721,5.113636363636363,3.2884615384615383,4.754716981132075
346835,3.8,2.4,3.9056603773584904,2.7987787812324507
346836,4.354842221646953,6.127659574468085,3.7549693741519032,5.684210526315789
346837,4.534347683704058,3.6818181818181817,4.006449028097402,3.7358490566037736
346838,3.8863636363636362,4.813953488372093,3.3962264150943398,5.365384615384615
346839,4.166666666666667,2.7857142857142856,3.857142857142857,2.823529411764706
346840,2.4,5.2,3.2264150943396226,5.5
346841,3.039737112408684,3.25531914893617,3.3942876538786595,3.0
346842,6.954545454545454,2.4,7.096153846153846,2.3333333333333335
346843,4.790326443811648,2.2,4.378381336744146,2.6666666666666665
346844,6.023081556216582,5.6,4.402176305530601,5.0
346845,5.0,2.872340425531915,4.166666666666667,2.4107142857142856
346846,4.2,2.4545454545454546,3.629032258064516,3.0159558425766795
346847,5.2682926829268295,1.2,6.428571428571429,1.0
346848,5.102366222335608,5.361702127659575,4.247193397299661,5.454545454545454
346849,3.6268629650276383,3.9767441860465116,3.5604376041551626,3.6885245901639343
346850,5.785714285714286,4.604651162790698,4.354838709677419,5.459016393442623
346851,4.790326443811648,2.2,3.8098182882320786,2.857142857142857
346852,4.0,3.0,4.0,2.55
346853,3.2,4.909090909090909,3.338709677419355,5.516129032258065
346854,5.192311686393605,5.170212765957447,4.643315059436343,4.821428571428571
346855,6.4,2.4,7.081967213114754,2.2857142857142856
346856,4.677169037140974,1.8,4.0114308636747795,2.2857142857142856
346857,4.827817766766733,2.872340425531915,4.410893272719442,2.739130434782609
346858,4.669176442989807,4.909090909090909,3.8388643786087107,4.790322580645161
346859,2.9302325581395348,4.090909090909091,2.9508196721311477,4.573770491803279
346860,6.4,4.108695652173913,4.571428571428571,3.09375
346861,5.2,3.7674418604651163,3.9295774647887325,3.8207529147391908
346862,4.285714285714286,2.8636363636363638,5.896551724137931,2.1774193548387095
346864,4.231340125865578,5.571428571428571,3.617223149653995,4.173913043478261
