game_pk,home_batting_avg_rolling_10,away_batting_avg_rolling_10
346787,,
346183,,
346184,,
346185,,
346186,,
346187,,
346188,,
346189,,
346190,,
346191,,
346752,,
346753,,
346755,,
346754,,
346756,0.1,0.16129032258064516
346757,0.4166666666666667,0.16666666666666666
346758,0.28125,0.1875
346759,0.23529411764705882,0.3
346760,,
346761,0.23333333333333334,0.13333333333333333
346762,0.07142857142857142,0.13333333333333333
346763,0.2,0.34210526315789475
346764,0.18181818181818182,0.325
346765,0.0967741935483871,0.18181818181818182
346766,0.22857142857142856,0.2571428571428571
346767,0.25,0.21875
346768,0.19230769230769232,0.10344827586206896
346769,0.30303030303030304,0.2777777777777778
346770,0.34210526315789475,0.12903225806451613
346771,0.1,0.21212121212121213
346772,0.26865671641791045,0.22727272727272727
346773,0.18032786885245902,0.2647058823529412
346774,0.13793103448275862,0.21212121212121213
346775,0.25,0.3333333333333333
346776,0.15254237288135594,0.21875
346777,0.1232876712328767,0.189873417721519
346778,0.3076923076923077,0.32432432432432434
346779,0.22058823529411764,0.34177215189873417
346780,0.15,0.13114754098360656
346781,0.2,0.23529411764705882
346782,0.26229508196721313,0.18181818181818182
346783,0.2037037037037037,0.12280701754385964
346784,0.2878787878787879,0.2638888888888889
346785,0.29577464788732394,0.16129032258064516
346786,0.18681318681318682,0.1958762886597938
346788,0.13846153846153847,0.22666666666666666
346789,0.2621359223300971,0.22608695652173913
346790,0.22105263157894736,0.12087912087912088
346791,0.28421052631578947,0.2672413793103448
346792,0.2549019607843137,0.16666666666666666
346793,0.3,0.23232323232323232
346794,0.23529411764705882,0.23711340206185566
346795,0.17204301075268819,0.225
346796,0.35344827586206895,0.17204301075268819
346797,0.25263157894736843,0.2076923076923077
346798,0.20833333333333334,0.24603174603174602
346799,0.1553398058252427,0.23529411764705882
346800,0.2571428571428571,0.17708333333333334
346801,0.18181818181818182,0.32432432432432434
346802,0.2524271844660194,0.2777777777777778
346803,0.17582417582417584,0.14444444444444443
346804,0.2826086956521739,0.2191780821917808
346805,0.2462686567164179,0.26282051282051283
346806,0.216,0.13333333333333333
346807,0.2698412698412698,0.22916666666666666
346808,0.26277372262773724,0.2047244094488189
346809,0.3197278911564626,0.24444444444444444
346810,0.2462686567164179,0.2248062015503876
346811,0.1937984496124031,0.23717948717948717
346812,0.19008264462809918,0.1271186440677966
346813,0.32653061224489793,0.1796875
346814,0.2518518518518518,0.23214285714285715
346815,0.20967741935483872,0.22077922077922077
346816,0.2413793103448276,0.21551724137931033
346817,0.22058823529411764,0.3157894736842105
346818,0.2589928057553957,0.2571428571428571
346819,0.27586206896551724,0.2430939226519337
346820,0.24375,0.18012422360248448
346821,0.27388535031847133,0.21839080459770116
346822,0.2694610778443114,0.22699386503067484
346823,0.31521739130434784,0.25
346824,0.29239766081871343,0.21875
346825,0.20245398773006135,0.24742268041237114
346826,0.2052980132450331,0.11724137931034483
346827,0.3163841807909605,0.19135802469135801
346828,0.24539877300613497,0.22388059701492538
346829,0.21019108280254778,0.23809523809523808
346830,0.25263157894736843,0.22151898734177214
346831,0.2261904761904762,0.2777777777777778
346832,0.23353293413173654,0.24561403508771928
346833,0.25595238095238093,0.2864321608040201
346834,0.29411764705882354,0.30092592592592593
346835,0.22395833333333334,0.3333333333333333
346836,0.17525773195876287,0.2744186046511628
346837,0.2644230769230769,0.2358974358974359
346838,0.2534562211981567,0.24242424242424243
346839,0.29338842975206614,0.11931818181818182
346840,0.27450980392156865,0.25133689839572193
346841,0.2608695652173913,0.2599118942731278
346842,0.25961538461538464,0.25757575757575757
346843,0.25125628140703515,0.23809523809523808
346844,0.2184873949579832,0.1989795918367347
346845,0.22395833333333334,0.22959183673469388
346846,0.23076923076923078,0.3168724279835391
346847,0.20408163265306123,0.23076923076923078
346848,0.18614718614718614,0.28174603174603174
346849,0.270042194092827,0.23788546255506607
346850,0.256,0.2584745762711864
346851,0.25,0.2565217391304348
346852,0.28102189781021897,0.1262135922330097
346853,0.27350427350427353,0.24434389140271492
346854,0.2815533980582524,0.22277227722772278
346855,0.24369747899159663,0.2564102564102564
346856,0.22807017543859648,0.24444444444444444
346857,0.24427480916030533,0.27137546468401486
346858,0.21348314606741572,0.20087336244541484
346859,0.28225806451612906,0.2834008097165992
346860,0.25,0.2413793103448276
346861,0.25390625,0.2956204379562044
346862,0.2236842105263158,0.24186046511627907
346864,0.28205128205128205,0.2366412213740458
346866,0.2648221343873518,0.26492537313432835
346867,0.2730263157894737,0.1522633744855967
346868,0.27715355805243447,0.23107569721115537
346869,0.2979591836734694,0.22362869198312235
346870,0.24829931972789115,0.2608695652173913
346871,0.25274725274725274,0.2527881040892193
346872,0.2178988326848249,0.2423076923076923
346873,0.22112211221122113,0.2463768115942029
346874,0.2697841726618705,0.2704626334519573
346875,0.2627450980392157,0.24436090225563908
346876,0.23484848484848486,0.25691699604743085
346878,0.2764505119453925,0.27884615384615385
346879,0.19771863117870722,0.27364864864864863
346880,0.2968197879858657,0.23636363636363636
346881,0.218562874251497,0.2668918918918919
346882,0.2692307692307692,0.2558922558922559
346883,0.28113879003558717,0.2698412698412698
346884,0.2508833922261484,0.2549019607843137
346885,0.15272727272727274,0.2530487804878049
346886,0.2356902356902357,0.28664495114006516
346887,0.29178470254957506,0.3125
346888,0.2654320987654321,0.26582278481012656
346889,0.2767857142857143,0.2611683848797251
346890,0.23232323232323232,0.2598684210526316
346891,0.21262458471760798,0.2719033232628399
346893,0.28104575163398693,0.24025974025974026
346894,0.21724137931034482,0.2581699346405229
346895,0.2636363636363636,0.2768166089965398
346896,0.22485207100591717,0.2710843373493976
346897,0.2639751552795031,0.25449101796407186
346898,0.275974025974026,0.27011494252873564
346899,0.23717948717948717,0.24702380952380953
346900,0.17532467532467533,0.25068870523415976
346901,0.23939393939393938,0.282798833819242
346902,0.2967032967032967,0.30601092896174864
346903,0.254957507082153,0.2678062678062678
346904,0.27197802197802196,0.2546583850931677
346905,0.22727272727272727,0.27089337175792505
346906,0.2195845697329377,0.28012048192771083
346907,0.26517571884984026,0.22695035460992907
346908,0.22289156626506024,0.2702702702702703
346909,0.2692307692307692,0.23976608187134502
346910,0.25977653631284914,0.2578616352201258
346911,0.2087227414330218,0.25872093023255816
346912,0.25846153846153846,0.24702380952380953
346913,0.2774566473988439,0.26744186046511625
346914,0.24057971014492754,0.24188790560471976
346915,0.18892508143322476,0.26912181303116145
346916,0.2552552552552553,0.2886297376093295
346917,0.30434782608695654,0.3087431693989071
