game_pk,home_pitching_qs_rate_rolling_10,away_pitching_qs_rate_rolling_10
346787,,
346183,,
346184,,
346185,,
346186,,
346187,,
346188,,
346189,,
346190,,
346191,,
346752,,
346753,,
346755,,
346754,,
346756,1.0,1.0
346757,1.0,0.0
346758,1.0,0.0
346759,0.0,0.0
346760,,
346761,1.0,0.0
346762,1.0,1.0
346763,0.0,1.0
346764,0.0,1.0
346765,1.0,1.0
346766,0.0,1.0
346767,1.0,1.0
346768,1.0,1.0
346769,0.0,0.0
346770,1.0,0.0
346771,0.5,1.0
346772,0.5,0.5
346773,0.5,0.5
346774,1.0,1.0
346775,0.0,0.0
346776,1.0,0.5
346777,1.0,0.5
346778,0.0,0.5
346779,0.0,0.5
346780,1.0,1.0
346781,0.5,1.0
346782,1.0,0.5
346783,1.0,1.0
346784,0.5,0.0
346785,1.0,0.0
346786,0.6666666666666666,0.6666666666666666
346788,1.0,1.0
346789,0.6666666666666666,0.3333333333333333
346790,0.6666666666666666,1.0
346791,0.0,0.6666666666666666
346792,1.0,0.6666666666666666
346793,0.6666666666666666,0.6666666666666666
346794,0.6666666666666666,0.3333333333333333
346795,0.3333333333333333,0.75
346796,0.3333333333333333,0.3333333333333333
346797,1.0,0.5
346798,0.6666666666666666,0.3333333333333333
346799,0.6666666666666666,1.0
346800,0.3333333333333333,0.6666666666666666
346801,0.6666666666666666,0.3333333333333333
346802,0.0,0.3333333333333333
346803,1.0,1.0
346804,0.75,0.5
346805,0.25,0.5
346806,0.75,0.75
346807,0.25,0.75
346808,1.0,0.5
346809,0.5,0.5
346810,0.75,0.25
346811,0.25,0.8
346812,1.0,1.0
346813,0.5,0.5
346814,0.75,0.4
346815,0.75,0.5
346816,0.75,0.75
346817,0.5,0.25
346818,0.25,0.5
346819,0.6,0.4
346820,0.6,0.6
346821,0.4,0.6
346822,1.0,0.4
346823,0.4,0.4
346824,0.6,0.2
346825,0.4,0.8333333333333334
346826,1.0,1.0
346827,0.6,0.4
346828,0.8,0.3333333333333333
346829,0.6,0.6
346830,0.6,0.6
346831,0.6,0.2
346832,0.4,0.4
346833,0.2,0.6
346834,0.3333333333333333,0.3333333333333333
346835,0.5,0.6666666666666666
346836,0.5,0.16666666666666666
346837,0.3333333333333333,0.5
346838,0.6666666666666666,0.3333333333333333
346839,0.5,0.8333333333333334
346840,0.6666666666666666,0.3333333333333333
346841,0.6666666666666666,0.6666666666666666
346842,0.3333333333333333,1.0
346843,0.3333333333333333,0.6666666666666666
346844,0.2857142857142857,0.3333333333333333
346845,0.5,0.8333333333333334
346846,0.5714285714285714,0.5714285714285714
346847,0.3333333333333333,1.0
346848,0.42857142857142855,0.14285714285714285
346849,0.42857142857142855,0.5714285714285714
346850,0.5714285714285714,0.2857142857142857
346851,0.3333333333333333,0.8571428571428571
346852,0.42857142857142855,0.8571428571428571
346853,0.5714285714285714,0.2857142857142857
346854,0.5,0.5
346855,0.2857142857142857,1.0
346856,0.42857142857142855,0.7142857142857143
346857,0.5714285714285714,0.7142857142857143
346858,0.375,0.42857142857142855
346859,0.42857142857142855,0.42857142857142855
346860,0.42857142857142855,0.7142857142857143
346861,0.5,0.5
346862,0.42857142857142855,0.8571428571428571
346864,0.375,0.5
346866,0.2857142857142857,0.875
346867,0.375,0.75
346868,0.625,0.25
346869,0.5714285714285714,0.42857142857142855
346870,0.625,0.625
346871,0.375,0.875
346872,0.5,0.75
346873,0.3333333333333333,0.375
346874,0.375,0.375
346875,0.5,0.625
346876,0.375,0.875
346878,0.25,0.7777777777777778
346879,0.5,0.5555555555555556
346880,0.5,0.375
346881,0.3,0.6666666666666666
346882,0.4444444444444444,0.7777777777777778
346883,0.375,0.4444444444444444
346884,0.5,0.5555555555555556
346885,0.6666666666666666,0.5555555555555556
346886,0.4444444444444444,0.4444444444444444
346887,0.8,0.5555555555555556
346888,0.2222222222222222,0.4444444444444444
346889,0.4444444444444444,0.8888888888888888
346890,0.5555555555555556,0.7777777777777778
346891,0.5555555555555556,0.5
346893,0.4444444444444444,0.3333333333333333
346894,0.4444444444444444,0.4444444444444444
346895,0.6666666666666666,0.125
346896,0.3,0.7
346897,0.4,0.7
346898,0.4444444444444444,0.5
346899,0.5555555555555556,0.6
346900,0.6,0.5
346901,0.4,0.4
346902,0.8,0.6
346903,0.2,0.5
346904,0.5,0.9
346905,0.5,0.7
346906,0.6,0.5
346907,0.4444444444444444,0.3333333333333333
346908,0.3,0.8
346909,0.4,0.3
346910,0.7,0.2222222222222222
346911,0.5,0.5
346912,0.4,0.8
346913,0.4,0.5
346914,0.6,0.5
346915,0.6,0.5
346916,0.4,0.4
346917,0.8,0.6
346918,0.1,0.4
346919,0.4,0.8
346921,0.6,0.5
346922,0.5,0.4
346923,0.4,0.3
346924,0.5,0.6
346925,0.8,0.2
346926,0.4,0.8
346927,0.5,0.2
346928,0.7,0.4
346930,0.4,0.7
346931,0.5,0.7
346932,0.5,0.4
346933,0.3,0.5
346934,0.5,0.3
346935,0.8,0.5
346929,0.5,0.7
346936,0.5,0.2
346937,0.5,0.5
346938,0.6,0.6
346939,0.7,0.4
346940,0.8,0.5
346941,0.4,0.6
346944,0.6,0.5
346945,0.5,0.7
346946,0.4,0.4
346947,0.5,0.3
346948,0.3,0.4
346949,0.5,0.6
346950,0.7,0.5
346942,0.5,0.6
346952,0.6,0.5
346953,0.5,0.7
346954,0.7,0.4
346955,0.8,0.4
346957,0.5,0.7
346958,0.4,0.7
346959,0.5,0.6
346961,0.4,0.5
346962,0.6,0.3
346963,0.3,0.3
346964,0.5,0.7
346965,0.6,0.5
346966,0.6,0.4
346967,0.4,0.8
346968,0.5,0.8
346969,0.6,0.6
346970,0.3,0.5
346971,0.5,0.6
346972,0.4,0.7
346973,0.4,0.3
346974,0.6,0.7
346975,0.6,0.6
346976,0.3,0.5
346977,0.3,0.4
346978,0.3,0.8
346979,0.3,0.4
346980,0.1,0.8
346983,0.6,0.6
346985,0.5,0.6
346986,0.3,0.6
346987,0.7,0.7
346988,0.4,0.4
346989,0.6,0.6
346990,0.4,0.6
346991,0.4,0.5
346982,0.5,0.5
346992,0.3,0.5
346993,0.4,0.7
346994,0.4,0.5
346995,0.4,0.5
346996,0.2,0.8
346997,0.9,0.5
346998,0.5,0.4
346999,0.6,0.6
347000,0.5,0.4
347001,0.6,0.5
347002,0.3,0.7
347003,0.7,0.6
347004,0.4,0.4
347005,0.4,0.6
347006,0.7,0.5
346981,0.9,0.5
347007,0.4,0.6
