game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
448556,2016-08-10,5.0,5.0,4,3,2,2,1,1,5,3,1,1,3.6,3.6,1.0,0.8,9.0,5.4,5.0,3.0,1.8,1.8,1.8,1.8
448557,2016-08-10,3.9,4.0,3,3,1,0,1,1,3,3,1,0,2.31,0.0,1.03,1.0,6.92,6.75,3.0,3.0,2.31,0.0,2.31,2.25
448558,2016-08-10,1.0,2.0,1,0,0,0,0,1,1,3,0,0,0.0,0.0,1.0,0.5,9.0,13.5,0.0,3.0,0.0,0.0,0.0,4.5
448559,2016-08-10,7.9,6.1,7,8,1,2,2,3,6,7,0,0,1.14,2.95,1.14,1.8,6.84,10.33,3.0,2.33,0.0,0.0,2.28,4.43
448560,2016-08-10,1.0,3.0,0,3,0,0,0,1,1,3,0,0,0.0,0.0,0.0,1.33,9.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0
448561,2016-08-10,4.0,4.0,3,3,0,0,0,0,4,4,0,0,0.0,0.0,0.75,0.75,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
448562,2016-08-10,3.8,3.0,2,2,3,0,2,3,3,2,0,0,7.11,0.0,1.05,1.67,7.11,6.0,1.5,0.67,0.0,0.0,4.74,9.0
448563,2016-08-10,2.0,1.0,1,3,0,2,0,1,2,0,0,1,0.0,18.0,0.5,4.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0
448565,2016-08-10,2.0,2.0,2,1,1,1,0,0,4,0,0,1,4.5,4.5,1.0,0.5,18.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
448566,2016-08-10,3.9,8.0,9,9,8,4,3,6,2,5,1,0,18.46,4.5,3.08,1.88,4.62,5.62,0.67,0.83,2.31,0.0,6.92,6.75
448567,2016-08-10,3.0,4.0,3,5,4,1,2,2,6,4,1,0,12.0,2.25,1.67,1.75,18.0,9.0,3.0,2.0,3.0,0.0,6.0,4.5
448568,2016-08-10,3.0,2.0,3,0,2,0,1,0,4,2,0,0,6.0,0.0,1.33,0.0,12.0,9.0,4.0,0.0,0.0,0.0,3.0,0.0
448570,2016-08-10,3.0,6.8,1,4,0,2,0,1,3,10,0,1,0.0,2.65,0.33,0.74,9.0,13.24,0.0,10.0,0.0,1.32,0.0,1.32
448580,2016-08-10,4.0,3.8,2,2,0,0,2,0,3,4,0,0,0.0,0.0,1.0,0.53,6.75,9.47,1.5,0.0,0.0,0.0,4.5,0.0
