game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
447303,2016-05-07,4.0,5,2,3,3,1,4.5,2.0,6.75,1.0,2.25,6.75,3.3333,5,3,1,3,0,8.1,1.8,8.1,3.0,0.0,2.7
447310,2016-05-07,4.0,5,2,4,4,0,4.5,2.25,9.0,1.0,0.0,9.0,3.0,0,0,1,1,0,0.0,0.33,3.0,1.0,0.0,3.0
447311,2016-05-07,1.0,0,0,0,2,0,0.0,0.0,18.0,0.0,0.0,0.0,3.3333,4,2,1,3,0,5.4,1.5,8.1,3.0,0.0,2.7
447312,2016-05-07,4.6667,4,1,2,1,0,1.93,1.29,1.93,0.5,0.0,3.86,5.6667,6,2,3,3,0,3.18,1.59,4.76,1.0,0.0,4.76
447313,2016-05-07,4.0,6,3,0,4,0,6.75,1.5,9.0,0.0,0.0,0.0,2.0,2,0,0,1,0,0.0,1.0,4.5,0.0,0.0,0.0
447314,2016-05-07,2.0,1,1,1,2,1,4.5,1.0,9.0,2.0,4.5,4.5,2.0,1,0,0,2,0,0.0,0.5,9.0,0.0,0.0,0.0
447315,2016-05-07,5.0,8,7,2,7,2,12.6,2.0,12.6,3.5,3.6,3.6,5.0,3,1,0,5,1,1.8,0.6,9.0,0.0,1.8,0.0
447316,2016-05-07,2.0,1,0,1,3,0,0.0,1.0,13.5,3.0,0.0,4.5,4.6667,6,4,3,2,0,7.71,1.93,3.86,0.67,0.0,5.79
447317,2016-05-07,3.0,4,2,2,3,2,6.0,2.0,9.0,1.5,6.0,6.0,2.3333,2,0,0,4,0,0.0,0.86,15.43,0.0,0.0,0.0
447318,2016-05-07,1.0,0,0,0,1,0,0.0,0.0,9.0,0.0,0.0,0.0,2.6667,0,0,0,6,0,0.0,0.0,20.25,0.0,0.0,0.0
447319,2016-05-07,2.0,3,2,1,1,0,9.0,2.0,4.5,1.0,0.0,4.5,3.6667,2,0,0,3,0,0.0,0.55,7.36,0.0,0.0,0.0
447320,2016-05-07,2.6667,4,0,2,4,0,0.0,2.25,13.5,2.0,0.0,6.75,2.3333,5,3,2,1,1,11.57,3.0,3.86,0.5,3.86,7.71
447321,2016-05-07,3.0,3,1,0,5,1,3.0,1.0,15.0,0.0,3.0,0.0,3.6667,2,1,0,5,1,2.45,0.55,12.27,0.0,2.45,0.0
447322,2016-05-07,3.0,2,2,2,3,0,6.0,1.33,9.0,1.5,0.0,6.0,3.0,2,0,1,2,0,0.0,1.0,6.0,2.0,0.0,3.0
447323,2016-05-07,4.0,3,5,1,1,2,11.25,1.0,2.25,1.0,4.5,2.25,6.3333,7,2,5,7,1,2.84,1.89,9.95,1.4,1.42,7.11
447324,2016-05-07,4.0,2,2,2,5,0,4.5,1.0,11.25,2.5,0.0,4.5,2.3333,4,3,6,4,0,11.57,4.29,15.43,0.67,0.0,23.14
