game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
446903,2016-08-15,1.8,1.8,3,1,0,0,1,1,2,2,0,0,0.0,0.0,2.22,1.11,10.0,10.0,2.0,2.0,0.0,0.0,5.0,5.0
448627,2016-08-15,3.9,2.8,3,1,1,0,2,0,1,3,0,0,2.31,0.0,1.28,0.36,2.31,9.64,0.5,0.0,0.0,0.0,4.62,0.0
448628,2016-08-15,3.9,3.9,2,3,2,0,2,4,4,5,0,0,4.62,0.0,1.03,1.79,9.23,11.54,2.0,1.25,0.0,0.0,4.62,9.23
448629,2016-08-15,4.0,4.0,4,7,4,5,3,0,5,5,1,1,9.0,11.25,1.75,1.75,11.25,11.25,1.67,0.0,2.25,2.25,6.75,0.0
448630,2016-08-15,3.0,3.8,6,3,3,0,2,2,4,4,0,0,9.0,0.0,2.67,1.32,12.0,9.47,2.0,2.0,0.0,0.0,6.0,4.74
448631,2016-08-15,2.0,2.8,2,3,1,5,2,3,1,0,1,1,4.5,16.07,2.0,2.14,4.5,0.0,0.5,0.0,4.5,3.21,9.0,9.64
448632,2016-08-15,3.9,2.8,1,0,0,0,0,0,1,2,0,0,0.0,0.0,0.26,0.0,2.31,6.43,0.0,0.0,0.0,0.0,0.0,0.0
448633,2016-08-15,3.0,3.0,1,4,0,0,1,3,2,3,0,0,0.0,0.0,0.67,2.33,6.0,9.0,2.0,1.0,0.0,0.0,3.0,9.0
448634,2016-08-15,3.0,5.0,4,3,1,0,2,0,4,2,0,0,3.0,0.0,2.0,0.6,12.0,3.6,2.0,0.0,0.0,0.0,6.0,0.0
448643,2016-08-15,2.0,3.8,1,3,0,0,0,2,2,2,0,0,0.0,0.0,0.5,1.32,9.0,4.74,0.0,1.0,0.0,0.0,0.0,4.74
