game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
447694,2016-06-04,2.0,4.8,3,2,1,1,1,1,1,5,1,1,4.5,1.88,2.0,0.62,4.5,9.38,1.0,5.0,4.5,1.88,4.5,1.88
447695,2016-06-04,3.0,3.0,2,3,0,3,1,3,4,1,0,0,0.0,9.0,1.0,2.0,12.0,3.0,4.0,0.33,0.0,0.0,3.0,9.0
447696,2016-06-04,3.0,1.9,4,2,2,2,0,1,4,0,0,0,6.0,9.47,1.33,1.58,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74
447697,2016-06-04,3.8,3.0,1,2,0,0,2,0,6,2,0,0,0.0,0.0,0.79,0.67,14.21,6.0,3.0,0.0,0.0,0.0,4.74,0.0
447698,2016-06-04,2.9,2.0,0,4,0,2,0,1,2,1,0,1,0.0,9.0,0.0,2.5,6.21,4.5,0.0,1.0,0.0,4.5,0.0,4.5
447699,2016-06-04,2.0,3.0,4,4,4,5,1,4,0,3,0,2,18.0,15.0,2.5,2.67,0.0,9.0,0.0,0.75,0.0,6.0,4.5,12.0
447700,2016-06-04,4.0,3.0,3,1,3,0,2,0,3,1,1,0,6.75,0.0,1.25,0.33,6.75,3.0,1.5,0.0,2.25,0.0,4.5,0.0
447701,2016-06-04,3.9,4.0,6,4,4,2,5,3,5,3,0,0,9.23,4.5,2.82,1.75,11.54,6.75,1.0,1.0,0.0,0.0,11.54,6.75
447702,2016-06-04,5.0,3.0,9,1,3,1,0,1,4,3,0,1,5.4,3.0,1.8,0.67,7.2,9.0,0.0,3.0,0.0,3.0,0.0,3.0
447703,2016-06-04,6.9,7.0,7,3,1,1,1,4,6,12,1,0,1.3,1.29,1.16,1.0,7.83,15.43,6.0,3.0,1.3,0.0,1.3,5.14
447704,2016-06-04,4.0,3.0,0,3,0,1,0,0,2,1,0,0,0.0,3.0,0.0,1.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
447705,2016-06-04,3.0,4.0,2,6,1,3,1,2,1,0,0,2,3.0,6.75,1.0,2.0,3.0,0.0,1.0,0.0,0.0,4.5,3.0,4.5
447706,2016-06-04,3.0,4.0,5,3,2,1,1,2,2,5,1,0,6.0,2.25,2.0,1.25,6.0,11.25,2.0,2.5,3.0,0.0,3.0,4.5
447707,2016-06-04,4.0,2.8,1,2,1,0,1,0,3,1,0,0,2.25,0.0,0.5,0.71,6.75,3.21,3.0,0.0,0.0,0.0,2.25,0.0
447708,2016-06-04,2.0,2.9,1,3,1,3,1,1,0,5,1,1,4.5,9.31,1.0,1.38,0.0,15.52,0.0,5.0,4.5,3.1,4.5,3.1
