game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
447921,2016-06-21,3.0,2.9,1,0,1,0,0,0,6,1,1,0,3.0,0.0,0.33,0.0,18.0,3.1,0.0,0.0,3.0,0.0,0.0,0.0
447922,2016-06-21,3.0,4.9,4,1,3,0,1,3,2,8,1,0,9.0,0.0,1.67,0.82,6.0,14.69,2.0,2.67,3.0,0.0,3.0,5.51
447923,2016-06-21,4.0,2.0,2,2,0,0,1,1,4,2,0,0,0.0,0.0,0.75,1.5,9.0,9.0,4.0,2.0,0.0,0.0,2.25,4.5
447924,2016-06-21,4.0,2.0,6,1,2,0,0,1,1,0,1,0,4.5,0.0,1.5,1.0,2.25,0.0,0.0,0.0,2.25,0.0,0.0,4.5
447925,2016-06-21,5.0,3.0,7,2,2,0,0,1,12,3,1,0,3.6,0.0,1.4,1.0,21.6,9.0,0.0,3.0,1.8,0.0,0.0,3.0
447926,2016-06-21,8.9,4.0,7,2,1,0,1,1,11,4,0,0,1.01,0.0,0.9,0.75,11.12,9.0,11.0,4.0,0.0,0.0,1.01,2.25
447927,2016-06-21,2.0,1.9,0,2,0,2,0,4,2,1,0,0,0.0,9.47,0.0,3.16,9.0,4.74,0.0,0.25,0.0,0.0,0.0,18.95
447928,2016-06-21,3.0,3.0,3,7,1,1,0,3,2,2,0,0,3.0,3.0,1.0,3.33,6.0,6.0,0.0,0.67,0.0,0.0,0.0,9.0
447929,2016-06-21,6.0,5.0,7,7,4,6,1,3,7,4,1,1,6.0,10.8,1.33,2.0,10.5,7.2,7.0,1.33,1.5,1.8,1.5,5.4
447930,2016-06-21,3.0,4.0,6,3,4,1,4,3,3,6,0,0,12.0,2.25,3.33,1.5,9.0,13.5,0.75,2.0,0.0,0.0,12.0,6.75
447931,2016-06-21,6.0,2.8,16,5,8,2,3,2,4,2,0,1,12.0,6.43,3.17,2.5,6.0,6.43,1.33,1.0,0.0,3.21,4.5,6.43
447932,2016-06-21,2.0,0.8,2,0,0,0,1,0,1,1,0,0,0.0,0.0,1.5,0.0,4.5,11.25,1.0,0.0,0.0,0.0,4.5,0.0
447933,2016-06-21,3.8,2.8,0,1,0,0,0,3,4,2,0,0,0.0,0.0,0.0,1.43,9.47,6.43,0.0,0.67,0.0,0.0,0.0,9.64
447934,2016-06-21,0.0,1.8,0,3,0,3,0,0,0,2,0,2,0.0,15.0,0.0,1.67,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
447935,2016-06-21,3.0,0.9,3,1,0,0,1,0,1,1,0,0,0.0,0.0,1.33,1.11,3.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0
