balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
3218,778498,2025-04-01,113,140,CIN,TEX,Cincinnati Reds,Texas Rangers,Reds,Rangers,0,0,regular,regular,2025,2025,4,5,133,153,24,16,35,34,4,6,0,0,7,6,24,16,60,58,11,10,30,29,2,3,0.263,0.222,0.319,0.27,0.451,0.379,0.77,0.649,2,3,2,2,3.75,4.09,0,0,0,0,0,0,0,0,36.0,44.0,26,40,15,20,6,6,8,20,34,50,0.0,0.0,0.94,1.36,2,3,0.981,0.977,104,129,102,126,0,0
3216,778497,2025-04-01,146,121,MIA,NYM,Miami Marlins,New York Mets,Marlins,Mets,0,0,regular,regular,2025,2025,5,4,170,124,20,15,43,23,9,7,1,0,4,5,18,15,66,45,19,16,44,31,5,2,0.253,0.185,0.328,0.279,0.388,0.363,0.716,0.642,3,2,2,2,3.75,2.38,0,0,0,0,0,0,0,0,48.0,34.0,36,24,20,9,7,3,28,17,40,35,0.0,0.0,1.33,1.21,6,1,0.958,0.991,142,109,136,108,0,0
3217,778493,2025-04-01,139,134,TB,PIT,Tampa Bay Rays,Pittsburgh Pirates,Rays,Pirates,0,0,regular,regular,2025,2025,4,5,130,167,16,15,38,29,9,5,0,0,2,3,15,14,53,43,14,25,29,46,6,17,0.292,0.174,0.361,0.281,0.408,0.257,0.769,0.538,3,1,1,4,2.0,3.86,0,0,0,0,0,0,0,0,36.0,44.333333333333336,26,44,8,19,1,2,3,20,41,42,0.0,0.0,0.81,1.44,1,3,0.99,0.98,100,147,99,144,0,0
3215,778492,2025-04-01,147,109,NYY,AZ,New York Yankees,Arizona Diamondbacks,Yankees,D-backs,0,0,regular,regular,2025,2025,3,4,102,140,36,27,34,46,3,15,0,0,15,5,35,27,82,76,16,15,21,24,0,3,0.333,0.329,0.424,0.394,0.804,0.543,1.228,0.937,3,2,0,2,3.33,5.25,0,0,0,0,0,0,0,0,27.0,36.0,26,32,10,21,3,6,8,15,32,34,0.0,0.0,1.26,1.31,5,6,0.935,0.944,77,108,72,102,0,0
3219,778491,2025-04-01,141,120,TOR,WSH,Toronto Blue Jays,Washington Nationals,Blue Jays,Nationals,0,0,regular,regular,2025,2025,5,4,160,135,23,16,43,31,13,7,0,0,4,8,21,16,68,62,18,10,35,48,2,5,0.269,0.23,0.343,0.283,0.425,0.459,0.768,0.742,3,1,2,3,5.2,5.75,0,0,0,0,0,0,0,0,45.0,36.0,43,40,26,23,12,6,15,21,46,33,0.0,0.0,1.29,1.69,1,1,0.992,0.991,127,109,126,108,0,0
3222,778490,2025-04-01,145,142,CWS,MIN,Chicago White Sox,Minnesota Twins,White Sox,Twins,0,0,regular,regular,2025,2025,4,4,124,126,19,6,26,18,4,5,0,0,7,2,19,6,51,29,13,9,24,32,3,2,0.21,0.143,0.285,0.2,0.411,0.23,0.696,0.43,2,0,2,4,0.75,7.31,0,0,0,0,0,0,0,0,36.0,32.0,21,38,3,26,2,8,12,17,36,24,0.0,0.0,0.92,1.72,2,2,0.981,0.982,104,110,102,108,0,0
3221,778488,2025-04-01,158,118,MIL,KC,Milwaukee Brewers,Kansas City Royals,Brewers,Royals,0,0,regular,regular,2025,2025,4,4,142,141,15,21,32,36,5,7,0,1,3,4,13,21,46,57,11,12,43,27,3,5,0.225,0.255,0.281,0.314,0.324,0.404,0.605,0.718,0,2,4,2,12.27,3.89,0,0,0,0,0,0,0,0,33.0,37.0,48,32,45,16,17,5,21,16,28,27,0.0,0.0,2.09,1.3,3,0,0.973,1.0,111,108,108,108,0,0
3220,778495,2025-04-01,138,108,STL,LAA,St. Louis Cardinals,Los Angeles Angels,Cardinals,Angels,0,0,regular,regular,2025,2025,4,4,136,124,23,10,41,23,7,2,0,1,7,2,23,10,69,33,17,13,28,33,3,3,0.301,0.185,0.379,0.263,0.507,0.266,0.886,0.529,3,3,1,1,2.43,3.25,0,0,0,0,0,0,0,0,37.0,36.0,20,29,10,13,2,6,10,13,29,28,0.0,0.0,0.81,1.17,1,0,0.99,1.0,103,111,102,111,0,0
3223,778489,2025-04-01,117,137,HOU,SF,Houston Astros,San Francisco Giants,Astros,Giants,0,0,regular,regular,2025,2025,4,4,115,133,8,21,18,30,2,6,0,0,1,6,7,21,23,54,16,9,33,35,0,5,0.157,0.226,0.26,0.275,0.2,0.406,0.46,0.681,2,3,2,1,2.75,3.09,0,0,0,0,0,0,0,0,36.0,35.0,21,24,11,12,2,4,18,10,37,32,0.0,0.0,1.08,0.97,1,0,0.99,1.0,103,108,102,108,0,0
3226,778485,2025-04-01,135,114,SD,CLE,San Diego Padres,Cleveland Guardians,Padres,Guardians,0,0,regular,regular,2025,2025,5,4,155,132,24,18,45,34,12,7,0,1,3,7,24,18,66,64,17,14,32,24,10,0,0.29,0.258,0.36,0.329,0.426,0.485,0.786,0.814,5,2,0,2,1.8,3.86,0,0,0,0,0,0,0,0,45.0,35.0,26,34,9,15,5,2,17,12,44,24,0.0,0.0,0.96,1.31,2,2,0.984,0.982,122,113,120,111,0,0
3227,778486,2025-04-01,136,116,SEA,DET,Seattle Mariners,Detroit Tigers,Mariners,Tigers,0,0,regular,regular,2025,2025,5,4,149,147,14,21,28,43,3,6,1,3,6,4,13,20,51,67,22,19,50,43,5,2,0.188,0.293,0.292,0.373,0.342,0.456,0.634,0.829,2,1,3,3,4.4,6.55,0,0,0,0,0,0,0,0,45.0,34.333333333333336,46,30,22,25,8,12,15,12,35,34,0.0,0.0,1.36,1.22,2,1,0.985,0.991,131,112,129,111,0,0
63876,778494,2025-04-01,133,112,ATH,CHC,Athletics,Chicago Cubs,Athletics,Cubs,0,0,regular,regular,2025,2025,5,7,169,255,17,43,38,64,5,17,0,1,8,10,17,43,67,113,13,33,36,62,0,6,0.225,0.251,0.28,0.337,0.396,0.443,0.676,0.78,2,3,3,4,4.6,5.75,0,0,0,0,0,0,0,0,43.0,61.0,41,70,22,39,7,9,26,32,48,48,0.0,0.0,1.56,1.67,4,3,0.971,0.984,139,192,135,189,0,0
3224,778487,2025-04-01,119,144,LAD,ATL,Los Angeles Dodgers,Atlanta Braves,Dodgers,Braves,0,0,regular,regular,2025,2025,6,5,192,153,36,8,45,22,10,2,0,0,14,4,34,8,97,36,27,20,50,50,2,1,0.234,0.144,0.329,0.243,0.505,0.235,0.834,0.478,6,0,0,5,2.62,5.17,0,0,0,0,0,0,0,0,55.0,40.0,40,42,16,23,4,5,27,18,73,35,0.0,0.0,1.22,1.5,0,0,1.0,1.0,154,135,154,135,0,0
