balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
2744,778506,2025-03-31,145,142,CWS,MIN,Chicago White Sox,Minnesota Twins,White Sox,Twins,0,0,regular,regular,2025,2025,3,3,92,96,10,6,18,16,4,5,0,0,4,2,10,6,34,27,8,5,19,19,1,2,0.196,0.167,0.26,0.208,0.37,0.281,0.63,0.489,1,0,2,3,1.0,6.38,0,0,0,0,0,0,0,0,27.0,24.0,19,30,3,17,2,5,8,12,23,19,0.0,0.0,1.0,1.75,1,1,0.987,0.988,79,82,78,81,0,0
2743,778504,2025-03-31,158,118,MIL,KC,Milwaukee Brewers,Kansas City Royals,Brewers,Royals,0,0,regular,regular,2025,2025,3,3,110,100,14,10,26,22,3,5,0,1,3,2,12,10,38,35,8,7,32,20,3,3,0.236,0.22,0.288,0.271,0.345,0.35,0.633,0.621,0,1,3,2,12.75,4.82,0,0,0,0,0,0,0,0,24.0,28.0,34,26,34,15,15,5,16,13,21,16,0.0,0.0,2.08,1.39,2,0,0.976,1.0,83,81,81,81,0,0
2736,778512,2025-03-31,110,111,BAL,BOS,Baltimore Orioles,Boston Red Sox,Orioles,Red Sox,0,0,regular,regular,2025,2025,4,4,139,134,24,11,38,26,5,5,0,0,10,3,23,10,73,40,12,16,37,42,2,8,0.273,0.194,0.331,0.28,0.525,0.299,0.856,0.579,2,1,2,3,4.5,3.55,0,0,0,0,0,0,0,0,34.0,33.0,33,29,17,13,3,5,15,6,32,20,0.0,0.0,1.41,1.06,3,1,0.973,0.991,111,109,108,108,0,0
2737,778502,2025-03-31,143,115,PHI,COL,Philadelphia Phillies,Colorado Rockies,Phillies,Rockies,0,0,regular,regular,2025,2025,3,3,109,100,19,8,30,22,4,5,1,0,5,1,17,8,51,30,18,3,30,31,1,2,0.275,0.22,0.378,0.243,0.468,0.3,0.846,0.543,2,1,1,2,4.67,3.6,0,0,0,0,0,0,0,0,27.0,25.0,26,28,14,10,6,2,7,9,39,19,0.0,0.0,1.22,1.48,0,2,1.0,0.976,84,83,84,81,0,0
2740,778511,2025-03-31,113,140,CIN,TEX,Cincinnati Reds,Texas Rangers,Reds,Rangers,0,0,regular,regular,2025,2025,3,4,95,121,10,13,21,29,2,4,0,0,4,5,10,13,35,48,7,6,22,20,0,3,0.221,0.24,0.275,0.276,0.368,0.397,0.643,0.673,1,3,2,1,4.0,2.5,0,0,0,0,0,0,0,0,27.0,36.0,21,26,12,10,5,3,4,16,25,42,0.0,0.0,0.93,1.17,2,1,0.975,0.99,80,100,78,99,0,0
2738,778509,2025-03-31,146,121,MIA,NYM,Miami Marlins,New York Mets,Marlins,Mets,0,0,regular,regular,2025,2025,4,3,136,88,16,5,34,12,8,4,1,0,2,1,14,5,50,19,15,13,32,27,5,2,0.25,0.136,0.325,0.248,0.368,0.216,0.693,0.464,3,1,1,2,2.31,1.8,0,0,0,0,0,0,0,0,39.0,25.0,25,15,10,5,3,1,25,13,36,23,0.0,0.0,1.28,1.12,6,1,0.948,0.988,115,82,109,81,0,0
2739,778508,2025-03-31,139,134,TB,PIT,Tampa Bay Rays,Pittsburgh Pirates,Rays,Pirates,0,0,regular,regular,2025,2025,3,4,98,136,10,14,28,25,5,4,0,0,2,3,9,13,39,38,9,25,19,36,4,15,0.286,0.184,0.346,0.311,0.398,0.279,0.744,0.59,2,1,1,3,2.33,3.22,0,0,0,0,0,0,0,0,27.0,36.333333333333336,22,34,7,13,1,2,3,15,31,32,0.0,0.0,0.93,1.35,1,3,0.987,0.975,76,120,75,117,0,0
2741,778507,2025-03-31,141,120,TOR,WSH,Toronto Blue Jays,Washington Nationals,Blue Jays,Nationals,0,0,regular,regular,2025,2025,4,3,128,103,18,14,33,26,8,7,0,0,3,6,16,14,50,51,15,7,32,39,1,5,0.258,0.252,0.336,0.3,0.391,0.495,0.727,0.795,2,1,2,2,6.0,5.79,0,0,0,0,0,0,0,0,36.0,28.0,38,30,24,18,10,5,12,18,37,30,0.0,0.0,1.39,1.71,1,1,0.99,0.988,103,82,102,81,0,0
2742,778503,2025-03-31,138,108,STL,LAA,St. Louis Cardinals,Los Angeles Angels,Cardinals,Angels,0,0,regular,regular,2025,2025,3,3,98,94,19,5,30,19,6,2,0,0,5,2,19,5,51,27,12,8,19,23,3,1,0.306,0.202,0.382,0.265,0.52,0.287,0.902,0.552,3,2,0,1,2.0,3.46,0,0,0,0,0,0,0,0,27.0,26.0,16,18,6,10,2,4,5,8,19,19,0.0,0.0,0.78,1.0,1,0,0.986,1.0,73,81,72,81,0,0
2745,778505,2025-03-31,117,137,HOU,SF,Houston Astros,San Francisco Giants,Astros,Giants,0,0,regular,regular,2025,2025,3,3,85,98,6,14,15,21,1,4,0,0,1,5,5,14,19,40,13,4,23,25,0,2,0.176,0.214,0.286,0.245,0.224,0.408,0.51,0.653,2,2,1,1,1.33,3.46,0,0,0,0,0,0,0,0,27.0,26.0,12,21,4,10,1,4,13,7,27,22,0.0,0.0,0.93,1.08,1,0,0.987,1.0,76,81,75,81,0,0
