game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
776495,2025-09-01,109,140,AZ,TEX,Arizona Diamondbacks,Texas Rangers,D-backs,Rangers,0,0,regular,regular,2025,2025,138,138,4674,4635,680,596,1169,1105,236,214,33,12,190,155,664,574,2041,1808,462,417,1120,1125,100,116,0.25,0.238,0.318,0.301,0.437,0.39,0.754,0.691,68,71,70,67,4.49,3.43,0,0,0,0,0,0,0,0,1227.7,1225.3,1202,1032,612,467,165,145,431,406,1100,1141,0.257,0.223,1.33,1.17,67,41,0.0,0.0,0,0,0,0,0,0
776504,2025-09-01,139,136,TB,SEA,Tampa Bay Rays,Seattle Mariners,Rays,Mariners,0,0,regular,regular,2025,2025,136,137,4596,4652,611,627,1148,1125,204,186,15,7,154,195,579,602,1844,1910,392,459,1166,1221,172,135,0.25,0.242,0.309,0.31,0.401,0.411,0.71,0.72,67,73,69,64,3.89,3.96,0,0,0,0,0,0,0,0,1204.3,1235.7,1070,1137,521,544,177,166,389,409,1179,1170,0.233,0.244,1.21,1.25,64,58,0.0,0.0,0,0,0,0,0,0
776494,2025-09-01,135,110,SD,BAL,San Diego Padres,Baltimore Orioles,Padres,Orioles,0,0,regular,regular,2025,2025,137,137,4576,4608,582,595,1154,1112,224,224,16,17,119,164,547,563,1767,1862,442,385,962,1194,90,95,0.252,0.241,0.318,0.3,0.386,0.404,0.704,0.704,76,61,61,76,3.63,4.73,0,0,0,0,0,0,0,0,1209.0,1209.0,1003,1233,488,636,142,187,449,439,1171,1125,0.219,0.268,1.2,1.38,62,75,0.0,0.0,0,0,0,0,0,0
776500,2025-09-01,158,143,MIL,PHI,Milwaukee Brewers,Philadelphia Phillies,Brewers,Phillies,0,0,regular,regular,2025,2025,138,137,4694,4663,703,650,1217,1197,224,225,15,20,149,170,655,625,1918,1972,473,447,1080,1103,141,113,0.259,0.257,0.327,0.322,0.409,0.423,0.736,0.745,85,79,53,58,3.6,3.81,0,0,0,0,0,0,0,0,1228.7,1216.3,1060,1140,492,515,146,146,454,368,1204,1256,0.226,0.244,1.23,1.24,63,50,0.0,0.0,0,0,0,0,0,0
776492,2025-09-01,115,137,COL,SF,Colorado Rockies,San Francisco Giants,Rockies,Giants,0,0,regular,regular,2025,2025,137,137,4590,4550,516,580,1098,1072,222,205,35,25,138,140,502,551,1804,1747,342,463,1271,1173,71,62,0.239,0.236,0.292,0.306,0.393,0.384,0.685,0.69,39,68,98,69,5.96,3.76,0,0,0,0,0,0,0,0,1194.3,1212.7,1437,1131,791,507,202,121,478,431,912,1151,0.313,0.249,1.6,1.29,101,81,0.0,0.0,0,0,0,0,0,0
776506,2025-09-01,112,144,CHC,ATL,Chicago Cubs,Atlanta Braves,Cubs,Braves,0,0,regular,regular,2025,2025,137,137,4664,4663,676,604,1164,1138,229,207,25,14,186,154,660,584,2001,1835,463,492,1060,1183,135,68,0.25,0.244,0.317,0.316,0.429,0.394,0.746,0.71,78,62,59,75,3.86,4.38,0,0,0,0,0,0,0,0,1214.0,1212.3,1110,1128,521,590,169,165,355,457,1043,1175,0.238,0.242,1.21,1.31,56,48,0.0,0.0,0,0,0,0,0,0
776497,2025-09-01,138,133,STL,ATH,St. Louis Cardinals,Athletics,Cardinals,Athletics,0,0,regular,regular,2025,2025,138,138,4641,4723,603,625,1146,1193,227,250,6,16,132,187,574,607,1781,2036,415,436,1099,1192,77,67,0.247,0.253,0.309,0.316,0.384,0.431,0.692,0.747,68,63,70,75,4.27,4.84,0,0,0,0,0,0,0,0,1218.7,1226.3,1208,1194,578,659,142,195,387,489,1022,1135,0.26,0.253,1.31,1.37,67,76,0.0,0.0,0,0,0,0,0,0
776502,2025-09-01,142,145,MIN,CWS,Minnesota Twins,Chicago White Sox,Twins,White Sox,0,0,regular,regular,2025,2025,136,137,4552,4547,573,536,1083,1060,207,206,16,9,162,136,546,517,1808,1692,415,427,1126,1135,78,78,0.238,0.233,0.302,0.299,0.397,0.372,0.699,0.671,62,49,74,88,4.46,4.24,0,0,0,0,0,0,0,0,1197.0,1198.3,1192,1131,593,564,162,154,380,507,1137,1056,0.262,0.249,1.31,1.37,65,88,0.0,0.0,0,0,0,0,0,0
776499,2025-09-01,117,108,HOU,LAA,Houston Astros,Los Angeles Angels,Astros,Angels,0,0,regular,regular,2025,2025,137,136,4628,4534,572,581,1167,1037,206,187,11,14,151,190,547,561,1848,1822,404,420,1080,1338,66,69,0.252,0.229,0.312,0.294,0.399,0.402,0.712,0.696,75,64,62,72,3.83,4.72,0,0,0,0,0,0,0,0,1220.7,1205.0,1058,1207,519,632,163,186,431,517,1296,1067,0.229,0.266,1.22,1.43,58,78,0.0,0.0,0,0,0,0,0,0
776505,2025-09-01,111,114,BOS,CLE,Boston Red Sox,Cleveland Guardians,Red Sox,Guardians,0,0,regular,regular,2025,2025,138,135,4729,4413,678,519,1192,982,274,192,21,14,166,137,647,500,2006,1613,449,413,1218,1117,116,105,0.252,0.223,0.317,0.289,0.424,0.366,0.741,0.655,76,68,62,67,3.68,3.92,0,0,0,0,0,0,0,0,1236.0,1201.0,1135,1101,506,523,139,149,456,470,1148,1122,0.24,0.249,1.29,1.31,103,86,0.0,0.0,0,0,0,0,0,0
