game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
776805,2025-08-09,136,139,SEA,TB,Seattle Mariners,Tampa Bay Rays,Mariners,Rays,0,0,regular,regular,2025,2025,117,117,3993,3942,534,524,971,990,154,173,6,12,166,128,512,494,1635,1571,395,344,1043,990,122,149,0.243,0.251,0.311,0.311,0.409,0.399,0.721,0.71,64,57,53,60,3.81,3.85,0,0,0,0,0,0,0,0,1062.7,1036.7,958,924,450,444,137,148,352,330,997,985,0.24,0.234,1.23,1.21,47,54,0.0,0.0,0,0,0,0,0,0
776808,2025-08-09,119,141,LAD,TOR,Los Angeles Dodgers,Toronto Blue Jays,Dodgers,Blue Jays,0,0,regular,regular,2025,2025,116,117,3947,4013,598,577,1004,1085,191,214,15,9,171,133,577,553,1738,1716,417,389,979,770,69,56,0.254,0.27,0.326,0.335,0.44,0.428,0.766,0.762,67,68,49,49,4.13,4.23,0,0,0,0,0,0,0,0,1033.3,1037.7,955,940,474,488,138,157,397,355,1024,1039,0.242,0.234,1.31,1.25,56,64,0.0,0.0,0,0,0,0,0,0
776807,2025-08-09,135,111,SD,BOS,San Diego Padres,Boston Red Sox,Padres,Red Sox,0,0,regular,regular,2025,2025,116,117,3880,4015,478,587,972,1020,177,241,16,20,98,143,449,563,1475,1730,374,375,813,1037,75,97,0.251,0.254,0.316,0.318,0.38,0.431,0.697,0.749,64,65,52,52,3.63,3.71,0,0,0,0,0,0,0,0,1026.0,1049.0,866,974,414,432,115,118,381,386,982,966,0.223,0.243,1.22,1.3,55,93,0.0,0.0,0,0,0,0,0,0
776809,2025-08-09,109,115,AZ,COL,Arizona Diamondbacks,Colorado Rockies,D-backs,Rockies,0,0,regular,regular,2025,2025,116,115,3906,3857,561,425,969,910,199,188,27,29,160,118,548,414,1702,1510,406,299,913,1099,76,61,0.248,0.236,0.319,0.291,0.436,0.391,0.755,0.682,55,30,61,85,4.54,6.01,0,0,0,0,0,0,0,0,1031.7,1004.0,1013,1220,520,671,144,171,368,403,953,751,0.259,0.316,1.34,1.62,59,90,0.0,0.0,0,0,0,0,0,0
776810,2025-08-09,140,143,TEX,PHI,Texas Rangers,Philadelphia Phillies,Rangers,Phillies,0,0,regular,regular,2025,2025,117,115,3904,3912,478,544,906,999,174,188,12,16,121,140,456,521,1467,1639,350,390,979,931,101,96,0.232,0.255,0.295,0.323,0.376,0.419,0.671,0.742,60,66,57,49,3.28,3.73,0,0,0,0,0,0,0,0,1040.3,1024.3,869,951,379,425,111,127,351,314,957,1054,0.223,0.243,1.17,1.23,38,43,0.0,0.0,0,0,0,0,0,0
776818,2025-08-09,138,112,STL,CHC,St. Louis Cardinals,Chicago Cubs,Cardinals,Cubs,0,0,regular,regular,2025,2025,117,115,3940,3949,514,588,987,999,202,194,4,21,112,164,490,573,1533,1727,360,386,906,895,65,121,0.251,0.253,0.313,0.319,0.389,0.437,0.702,0.757,59,66,58,49,4.18,3.91,0,0,0,0,0,0,0,0,1032.7,1022.7,1022,950,480,444,113,145,305,297,845,867,0.259,0.241,1.29,1.22,51,48,0.0,0.0,0,0,0,0,0,0
776817,2025-08-09,158,121,MIL,NYM,Milwaukee Brewers,New York Mets,Brewers,Mets,0,0,regular,regular,2025,2025,115,116,3888,3858,573,503,996,920,177,181,12,16,115,142,535,488,1542,1559,392,401,906,931,129,91,0.256,0.238,0.324,0.31,0.397,0.404,0.721,0.714,71,63,44,53,3.61,3.65,0,0,0,0,0,0,0,0,1023.3,1030.0,881,931,410,418,123,103,383,415,998,990,0.227,0.241,1.24,1.31,53,56,0.0,0.0,0,0,0,0,0,0
776814,2025-08-09,145,114,CWS,CLE,Chicago White Sox,Cleveland Guardians,White Sox,Guardians,0,0,regular,regular,2025,2025,116,115,3831,3780,445,459,877,865,183,174,9,12,113,120,428,441,1417,1423,369,366,978,940,72,86,0.229,0.229,0.297,0.297,0.37,0.376,0.667,0.673,42,60,74,55,4.17,3.83,0,0,0,0,0,0,0,0,1012.3,1024.7,956,923,469,436,124,123,430,405,874,976,0.25,0.244,1.37,1.3,72,76,0.0,0.0,0,0,0,0,0,0
776811,2025-08-09,110,133,BAL,ATH,Baltimore Orioles,Athletics,Orioles,Athletics,0,0,regular,regular,2025,2025,116,118,3874,4038,500,518,936,1024,190,205,12,16,142,161,474,503,1576,1744,312,367,1000,1007,80,64,0.242,0.254,0.298,0.316,0.407,0.432,0.705,0.748,53,51,63,67,4.85,4.95,0,0,0,0,0,0,0,0,1017.3,1044.3,1054,1035,548,574,162,168,377,415,950,950,0.272,0.256,1.41,1.39,60,69,0.0,0.0,0,0,0,0,0,0
776812,2025-08-09,134,113,PIT,CIN,Pittsburgh Pirates,Cincinnati Reds,Pirates,Reds,0,0,regular,regular,2025,2025,117,117,3885,3923,417,523,903,964,161,184,17,14,83,117,405,491,1347,1527,372,384,1022,1009,90,85,0.232,0.246,0.3,0.313,0.347,0.389,0.646,0.702,51,60,66,57,3.83,3.89,0,0,0,0,0,0,0,0,1035.0,1032.7,920,912,441,446,112,131,337,370,899,971,0.237,0.232,1.21,1.24,52,60,0.0,0.0,0,0,0,0,0,0
