balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
3340,778480,2025-04-02,113,140,CIN,TEX,Cincinnati Reds,Texas Rangers,Reds,Rangers,0,0,regular,regular,2025,2025,5,6,163,184,24,17,39,38,4,7,0,0,7,7,24,17,64,66,11,14,38,35,2,4,0.239,0.207,0.287,0.263,0.393,0.359,0.68,0.622,2,4,3,2,3.2,3.4,0,0,0,0,0,0,0,0,45.0,53.0,30,44,16,20,7,6,12,20,40,58,0.0,0.0,0.93,1.21,3,3,0.977,0.981,132,156,129,153,0,0
3339,778479,2025-04-02,139,134,TB,PIT,Tampa Bay Rays,Pittsburgh Pirates,Rays,Pirates,0,0,regular,regular,2025,2025,5,6,162,201,23,15,48,38,10,5,1,0,3,3,22,14,69,52,20,25,33,61,7,17,0.296,0.189,0.374,0.279,0.426,0.259,0.8,0.538,4,1,1,5,1.6,4.47,0,0,0,0,0,0,0,0,45.0,52.333333333333336,35,54,8,26,1,3,3,26,56,46,0.0,0.0,0.84,1.53,1,4,0.992,0.977,124,175,123,171,0,0
3343,778477,2025-04-02,158,118,MIL,KC,Milwaukee Brewers,Kansas City Royals,Brewers,Royals,0,0,regular,regular,2025,2025,5,5,172,172,20,21,39,40,5,10,0,1,5,4,18,21,59,64,14,16,51,36,4,5,0.227,0.233,0.285,0.298,0.343,0.372,0.628,0.67,1,2,4,3,9.64,4.0,0,0,0,0,0,0,0,0,42.0,45.0,52,39,45,20,17,7,25,19,37,35,0.0,0.0,1.83,1.29,3,2,0.978,0.985,135,137,132,135,0,0
3342,778473,2025-04-02,138,108,STL,LAA,St. Louis Cardinals,Los Angeles Angels,Cardinals,Angels,0,0,regular,regular,2025,2025,5,5,180,164,30,19,52,33,9,5,0,2,8,2,29,19,85,48,20,15,37,39,5,4,0.289,0.201,0.36,0.268,0.472,0.293,0.832,0.561,3,4,2,1,3.19,3.26,0,0,0,0,0,0,0,0,48.0,47.0,30,40,17,17,2,7,12,16,35,37,0.0,0.0,0.88,1.19,1,1,0.993,0.993,136,145,135,144,0,0
3344,778474,2025-04-02,145,142,CWS,MIN,Chicago White Sox,Minnesota Twins,White Sox,Twins,0,0,regular,regular,2025,2025,5,5,158,161,22,14,35,28,5,6,0,0,8,3,22,14,64,43,14,15,37,39,3,2,0.222,0.174,0.285,0.244,0.405,0.267,0.69,0.511,2,1,3,4,2.2,6.37,0,0,0,0,0,0,0,0,45.0,41.0,31,47,11,29,3,9,18,18,43,37,0.0,0.0,1.09,1.59,2,2,0.985,0.985,131,137,129,135,0,0
3341,778478,2025-04-02,141,120,TOR,WSH,Toronto Blue Jays,Washington Nationals,Blue Jays,Nationals,0,0,regular,regular,2025,2025,6,5,193,166,28,19,55,37,13,10,0,0,4,8,26,19,80,71,20,14,42,60,2,6,0.285,0.223,0.352,0.283,0.415,0.428,0.767,0.711,4,1,2,4,4.83,5.32,0,0,0,0,0,0,0,0,54.0,44.0,49,52,29,26,12,6,19,23,58,40,0.0,0.0,1.26,1.7,1,2,0.993,0.985,151,137,150,135,0,0
63884,778471,2025-04-02,133,112,ATH,CHC,Athletics,Chicago Cubs,Athletics,Cubs,0,0,regular,regular,2025,2025,6,8,202,291,21,50,46,73,5,19,0,1,10,12,21,50,81,130,15,36,42,70,0,7,0.228,0.251,0.281,0.333,0.401,0.447,0.682,0.78,2,4,4,4,4.85,5.53,0,0,0,0,0,0,0,0,52.0,70.0,50,78,28,43,9,11,29,34,56,54,0.0,0.0,1.52,1.6,5,3,0.97,0.986,167,219,162,216,0,0
3348,778476,2025-04-02,135,114,SD,CLE,San Diego Padres,Cleveland Guardians,Padres,Guardians,0,0,regular,regular,2025,2025,6,5,184,161,31,18,55,36,13,7,0,1,4,7,30,18,80,66,24,17,35,40,13,0,0.299,0.224,0.38,0.298,0.435,0.41,0.815,0.708,6,2,0,3,1.5,4.19,0,0,0,0,0,0,0,0,54.0,43.0,28,44,9,20,5,3,20,19,60,27,0.0,0.0,0.89,1.47,2,4,0.986,0.972,146,142,144,138,0,0
3349,778469,2025-04-02,136,116,SEA,DET,Seattle Mariners,Detroit Tigers,Mariners,Tigers,0,0,regular,regular,2025,2025,6,5,175,182,15,25,29,51,3,8,1,3,6,5,14,24,52,80,26,20,57,56,5,4,0.166,0.28,0.274,0.351,0.297,0.44,0.571,0.791,2,2,4,3,4.33,5.4,0,0,0,0,0,0,0,0,54.0,43.333333333333336,54,31,26,26,9,12,16,16,48,41,0.0,0.0,1.3,1.08,2,1,0.987,0.993,158,139,156,138,0,0
3345,778475,2025-04-02,117,137,HOU,SF,Houston Astros,San Francisco Giants,Astros,Giants,0,0,regular,regular,2025,2025,5,5,146,165,9,24,25,34,2,8,0,0,2,7,8,24,33,63,16,13,40,48,0,5,0.171,0.206,0.253,0.264,0.226,0.382,0.479,0.646,2,4,3,1,2.8,2.66,0,0,0,0,0,0,0,0,45.0,44.0,25,31,14,13,3,5,22,10,50,39,0.0,0.0,1.04,0.93,2,0,0.985,1.0,131,135,129,135,0,0
