balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
4133,778458,2025-04-04,116,145,DET,CWS,Detroit Tigers,Chicago White Sox,Tigers,White Sox,0,0,regular,regular,2025,2025,6,6,215,192,27,23,57,41,9,5,3,0,6,9,26,23,90,73,24,15,64,44,4,3,0.265,0.214,0.339,0.271,0.419,0.38,0.758,0.651,2,2,4,4,5.08,2.83,0,0,0,0,0,0,0,0,51.333333333333336,54.0,37,39,29,17,13,5,19,18,50,47,0.0,0.0,1.09,1.06,1,3,0.994,0.981,166,159,165,156,0,0
4137,778463,2025-04-04,111,138,BOS,STL,Boston Red Sox,St. Louis Cardinals,Red Sox,Cardinals,0,0,regular,regular,2025,2025,7,6,240,215,27,42,55,64,11,10,1,0,7,11,26,40,89,107,25,28,75,46,9,5,0.229,0.298,0.302,0.379,0.371,0.498,0.673,0.877,3,4,4,2,3.81,3.47,0,0,0,0,0,0,0,0,59.0,57.0,56,36,25,22,6,4,14,13,47,46,0.0,0.0,1.19,0.86,3,1,0.984,0.994,192,160,189,159,0,0
4140,778460,2025-04-04,112,135,CHC,SD,Chicago Cubs,San Diego Padres,Cubs,Padres,0,0,regular,regular,2025,2025,9,7,329,218,60,36,84,65,20,13,1,0,14,6,60,33,148,96,43,26,79,40,11,15,0.255,0.298,0.341,0.373,0.45,0.44,0.791,0.813,5,7,4,0,5.13,1.57,0,0,0,0,0,0,0,0,79.0,63.0,83,36,45,11,12,5,39,21,62,69,0.0,0.0,1.54,0.9,4,2,0.984,0.988,247,170,243,168,0,0
4131,778465,2025-04-04,121,141,NYM,TOR,New York Mets,Toronto Blue Jays,Mets,Blue Jays,0,0,regular,regular,2025,2025,6,7,197,226,23,32,37,65,11,17,0,0,7,5,22,29,69,97,20,22,46,48,3,2,0.188,0.288,0.263,0.351,0.35,0.429,0.613,0.78,3,5,3,2,2.38,4.43,0,0,0,0,0,0,0,0,53.0,63.0,40,54,14,31,4,13,22,21,55,65,0.0,0.0,1.17,1.19,4,1,0.977,0.994,172,175,168,174,0,0
4142,778456,2025-04-04,115,133,COL,ATH,Colorado Rockies,Athletics,Rockies,Athletics,0,0,regular,regular,2025,2025,6,7,197,233,11,23,40,51,7,6,1,0,3,11,11,23,58,90,11,20,68,50,2,0,0.203,0.219,0.245,0.281,0.294,0.386,0.539,0.667,1,2,5,5,4.04,5.46,0,0,0,0,0,0,0,0,49.0,61.0,62,61,22,37,6,11,16,36,35,65,0.0,0.0,1.59,1.59,4,6,0.976,0.969,166,195,162,189,0,0
4136,778461,2025-04-04,134,147,PIT,NYY,Pittsburgh Pirates,New York Yankees,Pirates,Yankees,0,0,regular,regular,2025,2025,7,6,234,205,19,53,46,57,5,10,1,0,4,22,18,50,65,133,28,24,66,58,19,4,0.197,0.278,0.282,0.354,0.278,0.649,0.56,1.003,2,4,5,2,3.96,4.67,0,0,0,0,0,0,0,0,61.333333333333336,54.0,58,42,27,28,3,7,28,27,54,58,0.0,0.0,1.4,1.28,5,5,0.975,0.968,203,155,198,150,0,0
4144,778444,2025-04-04,137,136,SF,SEA,San Francisco Giants,Seattle Mariners,Giants,Mariners,0,0,regular,regular,2025,2025,6,7,198,204,30,18,40,35,9,5,0,1,10,7,30,17,79,63,18,29,64,66,6,6,0.202,0.172,0.269,0.275,0.399,0.309,0.668,0.584,5,3,1,4,2.72,4.0,0,0,0,0,0,0,0,0,53.0,63.0,38,60,16,28,5,10,15,20,53,56,0.0,0.0,1.0,1.27,0,2,1.0,0.989,162,182,162,180,0,0
4132,778457,2025-04-04,120,109,WSH,AZ,Washington Nationals,Arizona Diamondbacks,Nationals,D-backs,0,0,regular,regular,2025,2025,6,7,197,232,21,45,42,62,11,19,0,0,9,9,21,45,80,108,16,34,67,50,6,5,0.213,0.267,0.272,0.361,0.406,0.466,0.678,0.827,1,4,5,3,5.02,5.23,0,0,0,0,0,0,0,0,52.0,62.0,62,55,29,36,7,13,25,23,46,71,0.0,0.0,1.67,1.26,3,7,0.982,0.963,165,190,162,183,0,0
4134,778459,2025-04-04,143,119,PHI,LAD,Philadelphia Phillies,Los Angeles Dodgers,Phillies,Dodgers,0,0,regular,regular,2025,2025,6,8,210,253,33,45,64,59,12,11,1,0,9,18,30,43,105,124,25,31,46,65,5,4,0.305,0.233,0.379,0.317,0.5,0.49,0.879,0.807,5,8,1,0,2.83,1.97,0,0,0,0,0,0,0,0,54.0,73.0,44,51,17,16,8,4,15,36,76,91,0.0,0.0,1.09,1.19,1,4,0.994,0.981,157,207,156,203,0,0
4135,778464,2025-04-04,144,146,ATL,MIA,Atlanta Braves,Miami Marlins,Braves,Marlins,0,0,regular,regular,2025,2025,7,7,218,242,14,29,33,59,6,12,0,1,4,5,12,26,51,88,29,24,68,64,3,6,0.151,0.244,0.251,0.312,0.234,0.364,0.485,0.676,0,4,7,3,5.11,3.44,0,0,0,0,0,0,0,0,56.333333333333336,68.0,56,50,32,26,9,9,22,32,50,55,0.0,0.0,1.38,1.21,2,7,0.99,0.965,191,200,189,193,0,0
4138,778455,2025-04-04,118,110,KC,BAL,Kansas City Royals,Baltimore Orioles,Royals,Orioles,0,0,regular,regular,2025,2025,6,7,207,235,23,36,44,65,12,10,1,0,4,11,23,35,70,108,17,20,50,64,5,4,0.213,0.277,0.272,0.333,0.338,0.46,0.61,0.793,2,3,4,4,3.42,4.87,0,0,0,0,0,0,0,0,55.333333333333336,61.0,47,62,21,33,8,7,26,24,52,65,0.0,0.0,1.32,1.41,2,4,0.988,0.979,170,190,168,186,0,0
4141,778454,2025-04-04,140,139,TEX,TB,Texas Rangers,Tampa Bay Rays,Rangers,Rays,0,0,regular,regular,2025,2025,7,6,214,193,18,25,41,52,8,10,0,1,7,3,18,24,70,73,16,22,44,41,4,8,0.192,0.269,0.248,0.344,0.327,0.378,0.575,0.722,5,4,2,2,2.9,2.0,0,0,0,0,0,0,0,0,62.0,54.0,47,43,20,12,6,2,20,6,68,61,0.0,0.0,1.08,0.91,4,1,0.978,0.993,184,151,180,150,0,0
