game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
777176,2025-07-09,133,144,ATH,ATL,Athletics,Atlanta Braves,Athletics,Braves,0,0,regular,regular,2025,2025,93,90,3162,3044,394,358,786,737,152,125,11,9,118,93,381,345,1314,1159,301,309,787,775,49,43,0.249,0.242,0.314,0.312,0.416,0.381,0.729,0.693,38,39,55,51,5.28,3.85,0,0,0,0,0,0,0,0,824.0,795.3,863,695,483,340,136,104,344,291,735,828,0.273,0.228,1.46,1.24,63,32,0.0,0.0,0,0,0,0,0,0
777162,2025-07-09,135,109,SD,AZ,San Diego Padres,Arizona Diamondbacks,Padres,D-backs,0,0,regular,regular,2025,2025,91,92,3023,3115,367,467,741,781,129,159,12,20,77,133,342,457,1125,1379,296,328,644,728,61,65,0.245,0.251,0.312,0.322,0.372,0.443,0.685,0.765,49,45,42,47,3.64,4.64,0,0,0,0,0,0,0,0,805.0,820.3,690,791,326,423,89,120,303,294,785,791,0.228,0.254,1.23,1.32,43,47,0.0,0.0,0,0,0,0,0,0
777174,2025-07-09,117,114,HOU,CLE,Houston Astros,Cleveland Guardians,Astros,Guardians,0,0,regular,regular,2025,2025,92,90,3104,2936,407,329,809,659,138,128,10,8,105,90,388,314,1282,1073,269,280,711,737,47,69,0.261,0.224,0.32,0.292,0.413,0.365,0.733,0.657,55,42,37,48,3.57,3.99,0,0,0,0,0,0,0,0,815.7,796.0,680,750,324,353,101,95,271,333,882,756,0.219,0.255,1.17,1.36,40,65,0.0,0.0,0,0,0,0,0,0
777178,2025-07-09,138,120,STL,WSH,St. Louis Cardinals,Washington Nationals,Cardinals,Nationals,0,0,regular,regular,2025,2025,92,91,3115,3067,418,399,784,758,156,147,4,13,93,87,398,382,1227,1192,288,267,712,691,47,78,0.252,0.247,0.315,0.307,0.394,0.389,0.709,0.696,49,37,43,54,4.06,5.15,0,0,0,0,0,0,0,0,815.7,802.0,784,821,368,459,84,113,254,304,668,709,0.252,0.268,1.27,1.4,34,48,0.0,0.0,0,0,0,0,0,0
777173,2025-07-09,142,112,MIN,CHC,Minnesota Twins,Chicago Cubs,Twins,Cubs,0,0,regular,regular,2025,2025,91,91,3048,3147,382,493,731,808,141,158,8,19,105,137,368,482,1203,1415,263,320,753,709,47,106,0.24,0.257,0.3,0.325,0.395,0.45,0.695,0.775,44,54,47,37,4.12,3.83,0,0,0,0,0,0,0,0,798.0,812.7,761,758,365,346,94,110,239,247,775,679,0.25,0.241,1.25,1.24,45,38,0.0,0.0,0,0,0,0,0,0
777177,2025-07-09,118,134,KC,PIT,Kansas City Royals,Pittsburgh Pirates,Royals,Pirates,0,0,regular,regular,2025,2025,93,93,3114,3067,317,316,759,704,157,121,16,14,69,64,313,306,1155,1045,219,294,642,812,69,77,0.244,0.23,0.293,0.297,0.371,0.341,0.664,0.638,45,38,48,55,3.46,3.67,0,0,0,0,0,0,0,0,826.0,820.7,730,709,318,335,95,84,270,270,753,691,0.234,0.231,1.21,1.19,41,43,0.0,0.0,0,0,0,0,0,0
777171,2025-07-09,108,140,LAA,TEX,Los Angeles Angels,Texas Rangers,Angels,Rangers,0,0,regular,regular,2025,2025,91,92,3047,3063,386,358,696,703,121,130,10,8,130,94,372,344,1227,1131,259,274,893,745,40,83,0.228,0.23,0.289,0.293,0.403,0.369,0.692,0.662,44,45,47,47,4.57,3.23,0,0,0,0,0,0,0,0,808.0,816.0,817,693,410,293,115,78,353,257,717,727,0.268,0.226,1.45,1.16,56,29,0.0,0.0,0,0,0,0,0,0
777179,2025-07-09,111,115,BOS,COL,Boston Red Sox,Colorado Rockies,Red Sox,Rockies,0,0,regular,regular,2025,2025,93,92,3223,3081,467,326,823,709,187,149,16,26,116,87,447,318,1390,1171,303,242,851,892,78,52,0.255,0.23,0.319,0.286,0.431,0.38,0.751,0.666,48,21,45,71,3.92,5.58,0,0,0,0,0,0,0,0,833.7,805.0,782,944,363,499,88,122,317,318,782,607,0.243,0.306,1.32,1.57,75,77,0.0,0.0,0,0,0,0,0,0
777184,2025-07-09,147,136,NYY,SEA,New York Yankees,Seattle Mariners,Yankees,Mariners,0,0,regular,regular,2025,2025,91,91,3103,3122,472,405,794,771,160,127,14,4,143,120,451,392,1411,1266,360,308,810,798,63,81,0.256,0.247,0.333,0.315,0.455,0.406,0.788,0.72,50,48,41,43,3.83,3.83,0,0,0,0,0,0,0,0,803.7,825.3,673,756,342,351,96,108,305,279,815,756,0.217,0.242,1.22,1.25,44,36,0.0,0.0,0,0,0,0,0,0
777182,2025-07-09,116,139,DET,TB,Detroit Tigers,Tampa Bay Rays,Tigers,Rays,0,0,regular,regular,2025,2025,93,92,3140,3106,465,434,793,803,147,142,19,9,121,102,446,412,1341,1269,302,273,808,763,35,117,0.253,0.259,0.318,0.318,0.427,0.409,0.745,0.727,59,49,34,43,3.42,3.79,0,0,0,0,0,0,0,0,827.3,821.3,721,729,314,346,93,125,265,258,789,771,0.23,0.235,1.19,1.2,43,45,0.0,0.0,0,0,0,0,0,0
