balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
997869,778195,2025-04-24,118,115,KC,COL,Kansas City Royals,Colorado Rockies,Royals,Rockies,0,0,regular,regular,2025,2025,24,23,788,759,71,74,167,163,35,37,3,7,12,15,71,73,244,259,67,69,183,251,17,10,0.212,0.215,0.274,0.28,0.31,0.341,0.584,0.621,10,5,14,18,3.56,4.75,0,0,0,0,0,0,0,0,212.33333333333334,199.0,187,218,84,105,20,31,83,84,199,155,0.0,0.0,1.27,1.52,11,20,0.983,0.969,656,641,645,621,0,0
10782,778189,2025-04-24,142,145,MIN,CWS,Minnesota Twins,Chicago White Sox,Twins,White Sox,0,0,regular,regular,2025,2025,24,24,787,775,85,75,170,155,41,27,3,1,19,17,80,72,274,235,70,77,197,207,16,16,0.216,0.2,0.28,0.272,0.348,0.303,0.628,0.575,9,5,15,19,3.89,4.35,0,0,0,0,0,0,0,0,208.0,206.66666666666666,194,188,90,100,25,31,64,98,203,178,0.0,0.0,1.24,1.38,17,18,0.974,0.973,653,658,636,640,0,0
10781,778196,2025-04-24,111,136,BOS,SEA,Boston Red Sox,Seattle Mariners,Red Sox,Mariners,0,0,regular,regular,2025,2025,27,24,927,804,126,109,229,183,52,27,3,2,27,34,121,102,368,316,109,103,258,220,32,33,0.247,0.228,0.326,0.315,0.397,0.393,0.723,0.708,15,13,12,11,4.05,3.96,0,0,0,0,0,0,0,0,242.33333333333334,220.33333333333334,234,212,109,97,23,20,86,89,232,203,0.0,0.0,1.32,1.37,27,10,0.964,0.985,752,663,725,653,0,0
10783,778190,2025-04-24,118,115,KC,COL,Kansas City Royals,Colorado Rockies,Royals,Rockies,0,0,regular,regular,2025,2025,25,24,819,794,77,76,176,172,38,37,3,7,12,17,77,75,256,274,71,73,191,260,19,11,0.215,0.217,0.278,0.283,0.313,0.345,0.591,0.628,11,5,14,19,3.5,4.78,0,0,0,0,0,0,0,0,221.33333333333334,207.0,196,227,86,110,22,31,87,88,208,163,0.0,0.0,1.28,1.52,11,21,0.984,0.969,680,669,669,648,0,0
997869,778195,2025-04-24,118,115,KC,COL,Kansas City Royals,Colorado Rockies,Royals,Rockies,0,0,regular,regular,2025,2025,26,25,855,824,84,80,189,176,43,37,3,7,12,19,84,79,274,284,75,76,197,267,19,11,0.221,0.214,0.284,0.28,0.32,0.345,0.604,0.625,12,5,14,20,3.52,4.9,0,0,0,0,0,0,0,0,230.33333333333334,215.0,200,240,90,117,24,31,90,92,215,169,0.0,0.0,1.26,1.54,11,21,0.984,0.97,704,696,693,675,0,0
10784,778194,2025-04-24,137,158,SF,MIL,San Francisco Giants,Milwaukee Brewers,Giants,Brewers,0,0,regular,regular,2025,2025,25,25,836,840,123,127,193,205,46,31,5,4,26,25,116,112,327,319,96,83,223,202,18,34,0.231,0.244,0.31,0.312,0.391,0.38,0.701,0.692,16,13,9,12,3.59,4.14,0,0,0,0,0,0,0,0,218.33333333333334,219.66666666666666,185,194,87,101,22,31,89,95,222,207,0.0,0.0,1.25,1.32,9,15,0.987,0.978,670,670,661,655,0,0
10780,778193,2025-04-24,120,110,WSH,BAL,Washington Nationals,Baltimore Orioles,Nationals,Orioles,0,0,regular,regular,2025,2025,25,23,814,749,105,101,192,170,33,29,3,4,27,31,99,93,312,300,77,69,186,190,27,11,0.236,0.227,0.302,0.292,0.383,0.401,0.685,0.693,11,9,14,14,4.75,5.45,0,0,0,0,0,0,0,0,216.0,200.0,212,235,114,121,23,31,96,81,213,157,0.0,0.0,1.43,1.58,10,12,0.985,0.981,667,621,657,609,0,0
10785,778191,2025-04-24,108,134,LAA,PIT,Los Angeles Angels,Pittsburgh Pirates,Angels,Pirates,0,0,regular,regular,2025,2025,23,25,761,833,91,90,164,185,30,30,2,5,34,18,90,89,300,279,52,91,220,225,9,31,0.216,0.222,0.266,0.299,0.394,0.335,0.66,0.634,11,10,12,15,4.5,3.84,0,0,0,0,0,0,0,0,202.0,227.33333333333334,196,190,101,97,30,16,93,77,165,200,0.0,0.0,1.43,1.17,13,19,0.979,0.973,632,708,619,689,0,0
10786,778188,2025-04-24,109,139,AZ,TB,Arizona Diamondbacks,Tampa Bay Rays,D-backs,Rays,0,0,regular,regular,2025,2025,24,24,805,792,131,102,201,203,49,40,3,3,34,22,127,99,358,315,106,77,177,190,21,28,0.25,0.256,0.337,0.322,0.445,0.398,0.782,0.72,14,10,10,14,4.31,3.76,0,0,0,0,0,0,0,0,215.0,215.66666666666669,193,188,103,90,28,38,69,68,215,217,0.0,0.0,1.22,1.19,13,11,0.98,0.983,654,641,641,630,0,0
64174,778192,2025-04-24,133,140,ATH,TEX,Athletics,Texas Rangers,Athletics,Rangers,0,0,regular,regular,2025,2025,24,24,820,760,105,77,207,169,37,33,4,2,35,27,101,75,357,287,73,53,170,188,8,21,0.252,0.222,0.314,0.273,0.435,0.378,0.749,0.651,11,14,13,10,4.52,3.4,0,0,0,0,0,0,0,0,213.0,209.0,215,170,107,79,28,21,96,61,198,196,0.0,0.0,1.46,1.11,22,11,0.967,0.983,667,631,645,620,0,0
