game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
777468,2025-06-17,140,118,TEX,KC,Texas Rangers,Kansas City Royals,Rangers,Royals,0,0,regular,regular,2025,2025,72,72,2356,2420,265,237,540,603,97,116,6,14,76,46,256,233,877,885,200,168,579,496,62,56,0.229,0.249,0.29,0.298,0.372,0.366,0.662,0.664,36,34,36,38,3.1,3.44,0,0,0,0,0,0,0,0,629.0,641.7,519,567,217,245,59,73,197,212,570,583,0.22,0.234,1.14,1.21,25,31,0.0,0.0,0,0,0,0,0,0
777471,2025-06-17,119,135,LAD,SD,Los Angeles Dodgers,San Diego Padres,Dodgers,Padres,0,0,regular,regular,2025,2025,73,71,2500,2368,405,298,660,587,123,105,12,10,112,61,389,275,1143,895,277,223,600,503,44,53,0.264,0.248,0.337,0.313,0.457,0.378,0.795,0.691,44,39,29,32,4.17,3.53,0,0,0,0,0,0,0,0,652.0,629.3,593,528,302,247,92,70,262,237,646,628,0.237,0.223,1.31,1.22,32,37,0.0,0.0,0,0,0,0,0,0
777469,2025-06-17,133,117,ATH,HOU,Athletics,Houston Astros,Athletics,Astros,0,0,regular,regular,2025,2025,74,72,2534,2393,315,293,642,606,125,105,8,7,92,70,306,280,1059,935,238,203,609,553,41,43,0.253,0.253,0.317,0.312,0.418,0.391,0.735,0.702,30,41,44,31,5.42,3.43,0,0,0,0,0,0,0,0,656.0,635.3,697,511,395,242,105,71,279,217,589,711,0.275,0.214,1.49,1.15,44,30,0.0,0.0,0,0,0,0,0,0
777472,2025-06-17,137,114,SF,CLE,San Francisco Giants,Cleveland Guardians,Giants,Guardians,0,0,regular,regular,2025,2025,72,70,2369,2278,309,270,551,528,108,95,12,6,70,72,294,255,893,851,257,220,609,570,42,56,0.233,0.232,0.308,0.299,0.377,0.374,0.685,0.673,41,35,31,35,3.27,3.99,0,0,0,0,0,0,0,0,635.7,616.3,550,592,231,273,55,76,230,257,614,586,0.232,0.26,1.23,1.38,37,44,0.0,0.0,0,0,0,0,0,0
777473,2025-06-17,136,111,SEA,BOS,Seattle Mariners,Boston Red Sox,Mariners,Red Sox,0,0,regular,regular,2025,2025,71,74,2421,2563,308,355,585,646,93,141,4,11,90,90,298,340,956,1079,258,256,633,687,72,62,0.242,0.252,0.315,0.32,0.395,0.421,0.71,0.741,36,38,35,36,3.93,3.91,0,0,0,0,0,0,0,0,643.0,667.3,620,630,281,290,82,71,219,245,579,629,0.256,0.246,1.3,1.31,28,64,0.0,0.0,0,0,0,0,0,0
777482,2025-06-17,112,158,CHC,MIL,Chicago Cubs,Milwaukee Brewers,Cubs,Brewers,0,0,regular,regular,2025,2025,72,73,2497,2419,385,316,635,572,130,98,15,8,97,65,377,292,1086,881,253,248,571,603,90,89,0.254,0.236,0.323,0.307,0.435,0.364,0.758,0.672,44,39,28,34,3.57,3.78,0,0,0,0,0,0,0,0,645.7,647.3,586,581,256,272,74,76,202,260,556,603,0.235,0.24,1.22,1.3,31,38,0.0,0.0,0,0,0,0,0,0
777467,2025-06-17,145,138,CWS,STL,Chicago White Sox,St. Louis Cardinals,White Sox,Cardinals,0,0,regular,regular,2025,2025,72,72,2353,2444,248,328,523,624,111,125,4,4,55,66,238,312,807,955,235,228,628,562,51,39,0.222,0.255,0.293,0.319,0.343,0.391,0.636,0.71,23,37,49,35,4.13,3.99,0,0,0,0,0,0,0,0,621.3,637.7,604,623,285,283,75,59,265,194,521,516,0.257,0.255,1.4,1.28,43,27,0.0,0.0,0,0,0,0,0,0
777479,2025-06-17,141,109,TOR,AZ,Toronto Blue Jays,Arizona Diamondbacks,Blue Jays,D-backs,0,0,regular,regular,2025,2025,71,71,2394,2401,302,361,609,607,121,127,3,15,70,102,290,354,946,1070,230,260,486,552,38,54,0.254,0.253,0.32,0.326,0.395,0.446,0.715,0.771,38,36,33,35,4.22,4.77,0,0,0,0,0,0,0,0,631.7,634.0,571,615,296,336,99,92,217,241,632,599,0.239,0.256,1.25,1.35,32,33,0.0,0.0,0,0,0,0,0,0
777489,2025-06-17,144,121,ATL,NYM,Atlanta Braves,New York Mets,Braves,Mets,0,0,regular,regular,2025,2025,70,72,2375,2405,290,328,583,595,96,119,6,13,76,91,279,319,919,1013,238,268,604,554,37,59,0.245,0.247,0.314,0.323,0.387,0.421,0.701,0.744,31,45,39,27,3.76,2.97,0,0,0,0,0,0,0,0,618.3,643.3,533,549,258,212,77,52,228,254,638,636,0.224,0.228,1.23,1.25,28,34,0.0,0.0,0,0,0,0,0,0
777478,2025-06-17,113,142,CIN,MIN,Cincinnati Reds,Minnesota Twins,Reds,Twins,0,0,regular,regular,2025,2025,72,71,2424,2387,335,295,601,577,120,112,7,8,82,74,322,283,981,927,251,207,630,591,59,36,0.248,0.242,0.319,0.302,0.405,0.388,0.723,0.691,37,36,35,35,3.84,3.86,0,0,0,0,0,0,0,0,637.0,625.3,551,571,272,268,84,75,217,188,571,618,0.227,0.239,1.21,1.21,34,36,0.0,0.0,0,0,0,0,0,0
