game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
778309,2025-04-15,145,133,CWS,ATH,Chicago White Sox,Athletics,White Sox,Athletics,0,0,regular,regular,2025,2025,15,16,473,538,50,65,95,130,17,23,0,1,10,20,48,61,142,215,47,52,131,113,12,3,0.201,0.242,0.273,0.308,0.3,0.4,0.573,0.708,4,6,11,10,3.55,4.91,0,0,0,0,0,0,0,0,129.3,143.0,105,153,51,78,14,20,60,68,121,147,0.222,0.284,1.28,1.55,8,12,0.0,0.0,0,0,0,0,0,0
778305,2025-04-15,135,112,SD,CHC,San Diego Padres,Chicago Cubs,Padres,Cubs,0,0,regular,regular,2025,2025,17,19,559,667,83,120,160,172,30,36,0,4,18,26,75,117,244,294,59,86,109,154,23,27,0.286,0.258,0.354,0.343,0.436,0.441,0.791,0.783,14,11,3,8,2.7,4.37,0,0,0,0,0,0,0,0,150.0,167.0,101,167,45,81,12,22,60,66,148,143,0.181,0.25,1.07,1.4,8,6,0.0,0.0,0,0,0,0,0,0
778306,2025-04-15,140,108,TEX,LAA,Texas Rangers,Los Angeles Angels,Rangers,Angels,0,0,regular,regular,2025,2025,16,15,504,515,51,75,105,124,18,18,2,2,18,30,51,75,181,236,35,42,122,134,17,8,0.208,0.241,0.26,0.298,0.359,0.458,0.619,0.756,9,9,7,6,3.85,4.87,0,0,0,0,0,0,0,0,138.0,133.0,119,120,59,72,14,24,42,65,129,113,0.236,0.233,1.17,1.39,8,6,0.0,0.0,0,0,0,0,0,0
778308,2025-04-15,138,117,STL,HOU,St. Louis Cardinals,Houston Astros,Cardinals,Astros,0,0,regular,regular,2025,2025,16,16,579,526,90,63,166,116,34,13,1,1,19,13,86,56,259,170,57,62,133,136,11,16,0.287,0.221,0.351,0.303,0.447,0.323,0.798,0.626,8,7,8,9,4.39,3.98,0,0,0,0,0,0,0,0,147.7,144.7,123,109,72,64,11,16,52,53,121,174,0.212,0.207,1.19,1.12,6,8,0.0,0.0,0,0,0,0,0,0
778310,2025-04-15,158,116,MIL,DET,Milwaukee Brewers,Detroit Tigers,Brewers,Tigers,0,0,regular,regular,2025,2025,17,16,571,542,82,80,132,135,22,23,2,5,17,19,73,77,209,225,54,59,149,157,17,5,0.231,0.249,0.298,0.323,0.366,0.415,0.664,0.738,8,10,9,6,4.93,3.4,0,0,0,0,0,0,0,0,149.7,140.3,137,106,82,53,26,17,70,46,142,128,0.24,0.196,1.38,1.08,11,5,0.0,0.0,0,0,0,0,0,0
778302,2025-04-15,119,115,LAD,COL,Los Angeles Dodgers,Colorado Rockies,Dodgers,Rockies,0,0,regular,regular,2025,2025,18,16,583,530,79,43,134,116,20,29,2,2,31,10,77,42,251,179,62,42,154,169,9,8,0.23,0.219,0.304,0.276,0.431,0.338,0.734,0.614,12,3,6,13,3.79,4.99,0,0,0,0,0,0,0,0,159.0,137.0,130,155,67,76,17,23,76,56,166,104,0.223,0.292,1.3,1.54,9,16,0.0,0.0,0,0,0,0,0,0
778307,2025-04-15,142,121,MIN,NYM,Minnesota Twins,New York Mets,Twins,Mets,0,0,regular,regular,2025,2025,17,16,556,523,56,66,113,113,29,33,2,4,12,13,54,62,182,193,44,59,139,121,7,10,0.203,0.216,0.262,0.296,0.327,0.369,0.589,0.665,5,11,12,5,3.86,2.22,0,0,0,0,0,0,0,0,147.0,142.0,133,108,63,35,18,7,45,57,144,151,0.239,0.207,1.21,1.16,14,7,0.0,0.0,0,0,0,0,0,0
778317,2025-04-15,110,114,BAL,CLE,Baltimore Orioles,Cleveland Guardians,Orioles,Guardians,0,0,regular,regular,2025,2025,15,15,493,474,66,59,115,105,19,16,3,1,16,18,59,55,188,177,41,55,122,127,9,6,0.233,0.222,0.292,0.302,0.381,0.373,0.673,0.676,6,8,9,7,4.57,3.6,0,0,0,0,0,0,0,0,130.0,130.0,140,122,66,52,15,16,47,54,107,124,0.284,0.257,1.44,1.35,8,10,0.0,0.0,0,0,0,0,0,0
778312,2025-04-15,147,118,NYY,KC,New York Yankees,Kansas City Royals,Yankees,Royals,0,0,regular,regular,2025,2025,16,17,537,549,99,53,140,116,27,26,3,1,32,9,95,53,269,171,59,46,151,133,13,12,0.261,0.211,0.334,0.272,0.501,0.311,0.835,0.584,9,8,7,9,4.44,3.21,0,0,0,0,0,0,0,0,140.0,151.3,102,129,69,54,19,17,74,54,165,144,0.19,0.235,1.26,1.21,8,9,0.0,0.0,0,0,0,0,0,0
778319,2025-04-15,139,111,TB,BOS,Tampa Bay Rays,Boston Red Sox,Rays,Red Sox,0,0,regular,regular,2025,2025,16,18,526,622,77,78,145,154,24,33,3,2,18,13,74,74,229,230,50,65,122,179,23,23,0.276,0.248,0.339,0.319,0.435,0.37,0.774,0.689,8,8,8,10,3.37,4.41,0,0,0,0,0,0,0,0,141.7,159.3,120,165,53,78,25,15,36,52,154,143,0.228,0.265,1.1,1.36,9,20,0.0,0.0,0,0,0,0,0,0
