balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_sv,away_pitching_sv,home_pitching_cg,away_pitching_cg,home_pitching_sho,away_pitching_sho,home_pitching_qs,away_pitching_qs,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,home_fielding_fp,away_fielding_fp,home_fielding_tc,away_fielding_tc,home_fielding_po,away_fielding_po,home_fielding_a,away_fielding_a
4511,778445,2025-04-05,116,145,DET,CWS,Detroit Tigers,Chicago White Sox,Tigers,White Sox,0,0,regular,regular,2025,2025,7,7,249,226,34,27,67,48,11,9,4,0,9,9,33,27,113,84,29,19,73,55,4,3,0.269,0.212,0.345,0.273,0.454,0.372,0.799,0.645,3,2,4,5,4.92,3.48,0,0,0,0,0,0,0,0,60.333333333333336,62.0,44,49,33,24,13,8,23,23,61,56,0.0,0.0,1.11,1.16,1,4,0.995,0.979,190,187,189,183,0,0
4519,778440,2025-04-05,142,117,MIN,HOU,Minnesota Twins,Houston Astros,Twins,Astros,0,0,regular,regular,2025,2025,7,7,228,215,22,17,41,41,9,5,1,0,5,4,22,16,67,58,15,21,54,66,4,1,0.18,0.191,0.23,0.263,0.294,0.27,0.524,0.533,2,3,5,4,5.34,3.14,0,0,0,0,0,0,0,0,59.0,63.0,62,36,35,22,12,6,19,27,56,77,0.0,0.0,1.37,1.0,3,4,0.984,0.979,192,187,189,183,0,0
4520,778450,2025-04-05,112,135,CHC,SD,Chicago Cubs,San Diego Padres,Cubs,Padres,0,0,regular,regular,2025,2025,10,8,357,250,63,37,87,71,20,15,1,0,14,7,62,34,151,107,50,27,84,46,12,15,0.244,0.284,0.337,0.354,0.423,0.428,0.76,0.782,6,7,4,1,4.7,1.65,0,0,0,0,0,0,0,0,88.0,71.0,89,39,46,13,13,5,40,28,68,74,0.0,0.0,1.47,0.94,4,3,0.985,0.985,271,198,267,195,0,0
4510,778452,2025-04-05,120,109,WSH,AZ,Washington Nationals,Arizona Diamondbacks,Nationals,D-backs,0,0,regular,regular,2025,2025,7,8,231,269,25,51,50,73,11,22,0,0,12,11,25,51,97,128,16,36,73,56,6,7,0.216,0.271,0.267,0.357,0.42,0.476,0.687,0.833,1,5,6,3,5.16,5.07,0,0,0,0,0,0,0,0,61.0,71.0,73,63,35,40,9,16,27,23,52,77,0.0,0.0,1.64,1.21,4,7,0.979,0.968,193,217,189,210,0,0
4512,778448,2025-04-05,143,119,PHI,LAD,Philadelphia Phillies,Los Angeles Dodgers,Phillies,Dodgers,0,0,regular,regular,2025,2025,7,9,237,282,36,47,69,64,14,12,1,0,9,19,32,45,112,133,30,35,53,76,6,7,0.291,0.227,0.371,0.312,0.473,0.472,0.844,0.784,6,8,1,1,2.71,2.0,0,0,0,0,0,0,0,0,63.0,81.0,49,56,19,18,9,4,19,41,87,98,0.0,0.0,1.08,1.2,1,5,0.994,0.979,181,235,180,230,0,0
4514,778449,2025-04-05,134,147,PIT,NYY,Pittsburgh Pirates,New York Yankees,Pirates,Yankees,0,0,regular,regular,2025,2025,8,7,269,243,23,62,55,70,6,12,1,0,6,23,22,59,81,151,31,30,77,69,20,6,0.204,0.288,0.287,0.366,0.301,0.621,0.588,0.987,2,5,6,2,4.61,4.57,0,0,0,0,0,0,0,0,70.33333333333334,63.0,71,51,36,32,4,9,34,30,65,69,0.0,0.0,1.49,1.29,7,5,0.97,0.973,232,182,225,177,0,0
4517,778441,2025-04-05,118,110,KC,BAL,Kansas City Royals,Baltimore Orioles,Royals,Orioles,0,0,regular,regular,2025,2025,7,8,243,266,31,38,55,71,15,12,1,0,4,11,31,36,84,116,19,22,55,69,8,4,0.226,0.267,0.282,0.323,0.346,0.436,0.628,0.759,3,3,4,5,3.08,5.22,0,0,0,0,0,0,0,0,64.33333333333334,69.0,53,73,22,40,8,7,28,26,57,70,0.0,0.0,1.26,1.43,3,5,0.985,0.977,195,218,192,213,0,0
4521,778438,2025-04-05,140,139,TEX,TB,Texas Rangers,Tampa Bay Rays,Rangers,Rays,0,0,regular,regular,2025,2025,8,7,241,225,23,27,47,58,9,11,0,1,8,3,23,24,80,80,18,24,48,52,7,8,0.195,0.258,0.251,0.329,0.332,0.356,0.583,0.685,6,4,2,3,2.79,2.47,0,0,0,0,0,0,0,0,71.0,62.0,53,49,22,17,6,3,22,8,79,65,0.0,0.0,1.06,0.92,4,2,0.981,0.989,208,179,204,177,0,0
4516,778446,2025-04-05,121,141,NYM,TOR,New York Mets,Toronto Blue Jays,Mets,Blue Jays,0,0,regular,regular,2025,2025,7,8,223,257,28,32,41,69,14,17,0,1,8,5,27,29,79,103,24,25,47,58,5,2,0.184,0.268,0.263,0.333,0.354,0.401,0.617,0.734,4,5,3,3,2.03,4.56,0,0,0,0,0,0,0,0,62.0,71.0,44,58,14,36,4,14,25,25,65,66,0.0,0.0,1.11,1.17,4,1,0.98,0.995,196,202,192,201,0,0
4518,778439,2025-04-05,158,113,MIL,CIN,Milwaukee Brewers,Cincinnati Reds,Brewers,Reds,0,0,regular,regular,2025,2025,8,8,267,255,27,26,57,49,10,7,0,0,7,7,25,26,88,77,26,17,77,64,8,4,0.213,0.192,0.283,0.243,0.33,0.302,0.613,0.545,4,2,4,6,5.83,2.57,0,0,0,0,0,0,0,0,71.0,70.0,63,43,46,20,17,8,32,19,67,58,0.0,0.0,1.34,0.89,5,5,0.977,0.977,216,215,211,210,0,0
