game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
347758,2013-06-15,2.3333,4,1,0,3,0,3.86,1.71,11.57,0.0,0.0,0.0,2.0,1,0,1,3,0,0.0,1.0,13.5,3.0,0.0,4.5
347759,2013-06-15,3.6667,1,0,1,5,0,0.0,0.55,12.27,5.0,0.0,2.45,2.0,3,2,0,4,1,9.0,1.5,18.0,0.0,4.5,0.0
347760,2013-06-15,2.3333,1,0,2,4,0,0.0,1.29,15.43,2.0,0.0,7.71,2.0,1,0,0,2,0,0.0,0.5,9.0,0.0,0.0,0.0
347761,2013-06-15,3.3333,5,3,5,1,0,8.1,3.0,2.7,0.2,0.0,13.5,2.0,4,1,0,2,0,4.5,2.0,9.0,0.0,0.0,0.0
347762,2013-06-15,2.0,1,0,1,1,0,0.0,1.0,4.5,1.0,0.0,4.5,4.3333,9,4,0,5,0,8.31,2.08,10.38,0.0,0.0,0.0
347763,2013-06-15,4.6667,4,1,1,8,1,1.93,1.07,15.43,8.0,1.93,1.93,1.0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,9.0
347764,2013-06-15,6.0,3,2,2,4,0,3.0,0.83,6.0,2.0,0.0,3.0,4.0,6,2,3,4,1,4.5,2.25,9.0,1.33,2.25,6.75
347765,2013-06-15,2.0,0,0,2,1,0,0.0,1.0,4.5,0.5,0.0,9.0,3.0,4,0,0,2,0,0.0,1.33,6.0,0.0,0.0,0.0
347766,2013-06-15,2.6667,0,0,0,6,0,0.0,0.0,20.25,0.0,0.0,0.0,2.0,3,2,4,2,0,9.0,3.5,9.0,0.5,0.0,18.0
347767,2013-06-15,4.0,4,3,2,3,1,6.75,1.5,6.75,1.5,2.25,4.5,5.0,8,3,3,4,0,5.4,2.2,7.2,1.33,0.0,5.4
347768,2013-06-15,3.0,1,0,0,0,0,0.0,0.33,0.0,0.0,0.0,0.0,2.0,1,0,1,2,0,0.0,1.0,9.0,2.0,0.0,4.5
347769,2013-06-15,3.0,4,0,1,3,0,0.0,1.67,9.0,3.0,0.0,3.0,3.3333,3,1,3,3,0,2.7,1.8,8.1,1.0,0.0,8.1
347770,2013-06-15,3.0,3,1,2,2,0,3.0,1.67,6.0,1.0,0.0,6.0,3.3333,2,0,0,2,0,0.0,0.6,5.4,0.0,0.0,0.0
347771,2013-06-15,6.3333,4,1,1,5,2,1.42,0.79,7.11,5.0,2.84,1.42,4.0,1,0,2,6,0,0.0,0.75,13.5,3.0,0.0,4.5
347772,2013-06-15,4.3333,9,4,2,4,1,8.31,2.54,8.31,2.0,2.08,4.15,4.0,2,0,0,4,0,0.0,0.5,9.0,0.0,0.0,0.0
