game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
347650,2013-06-07,2.0,1.8,0,0,0,0,1,0,3,1,0,0,0.0,0.0,0.5,0.0,13.5,5.0,3.0,0.0,0.0,0.0,4.5,0.0
347651,2013-06-07,2.0,5.0,3,5,2,1,0,0,1,1,2,0,9.0,1.8,1.5,1.0,4.5,1.8,0.0,0.0,9.0,0.0,0.0,0.0
347652,2013-06-07,2.0,1.0,0,3,0,2,0,1,2,0,0,0,0.0,18.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
347655,2013-06-07,1.9,2.0,1,0,0,0,0,1,3,1,0,0,0.0,0.0,0.53,0.5,14.21,4.5,0.0,1.0,0.0,0.0,0.0,4.5
347656,2013-06-07,3.0,2.0,3,3,1,0,1,0,4,5,0,0,3.0,0.0,1.33,1.5,12.0,22.5,4.0,0.0,0.0,0.0,3.0,0.0
347657,2013-06-07,4.0,5.9,6,5,5,1,2,0,5,2,2,1,11.25,1.53,2.0,0.85,11.25,3.05,2.5,0.0,4.5,1.53,4.5,0.0
347658,2013-06-07,1.9,1.0,1,1,0,2,0,1,1,1,0,1,0.0,18.0,0.53,2.0,4.74,9.0,0.0,1.0,0.0,9.0,0.0,9.0
347659,2013-06-07,4.0,2.0,10,1,6,0,1,0,4,0,0,0,13.5,0.0,2.75,0.5,9.0,0.0,4.0,0.0,0.0,0.0,2.25,0.0
347660,2013-06-07,5.0,1.0,1,1,0,0,0,0,7,0,0,0,0.0,0.0,0.2,1.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347661,2013-06-07,3.9,1.1,0,3,0,1,2,0,2,0,0,0,0.0,8.18,0.51,2.73,4.62,0.0,1.0,0.0,0.0,0.0,4.62,0.0
347662,2013-06-07,2.8,2.0,2,2,0,1,0,1,2,1,0,0,0.0,4.5,0.71,1.5,6.43,4.5,0.0,1.0,0.0,0.0,0.0,4.5
347663,2013-06-07,3.0,1.9,1,1,0,0,1,0,4,1,0,0,0.0,0.0,0.67,0.53,12.0,4.74,4.0,0.0,0.0,0.0,3.0,0.0
