Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
2025-09-08,MIL,TEX,MIL,TEX,0,-1.5,144,-159,,,,,,144,-159,,,,Jose Quintana,Jacob Latz,3.72,3.15,1.31,1.28,121.0,68.2,3.793388429752066,3.6803519061583576,83.0,62.0,0.1808278867102396,0.247011952191235,0.244,0.227,459.0,251.0,3.58,3.48,1.22,1.16,1161.2,1212.9,3.728039958663452,3.7175364828097934,1181.0,1134.0,0.2728112728112728,0.2514970059880239,4329.0,4509.0,560,532,0.1169590643274853,0.1117647058823529,206,202,0.0430242272347535,0.0424369747899159,15,14,0.0031328320802005,0.0029411764705882,148,152,0.0309106098579782,0.0319327731092436,1264,1196,0.2639933166248955,0.2512605042016806,473,419,0.0987886382623224,0.0880252100840336,1105,1081,0.231,0.227,4788,4760,0.305,0.294,0.373,0.371,0.678,0.665,3.59,3.46,1282.2,1281.1,512,492,0.1069340016708437,0.1033613445378151,1.23,1.17,5369,5270,1785,1767,16.45,15.8,144,142,2.67,2.85,8.87,8.4,3.32,2.94,7.75,7.59,3.93,3.74,1.04,1.07,736,614,0.1501734339930626,0.1268595041322314,236,220,0.0481534380738624,0.0454545454545454,16,14,0.0032646398694144,0.002892561983471,154,159,0.0314221587431136,0.0328512396694214,1127,1175,0.2299530708018771,0.2427685950413223,499,438,0.1018159559273617,0.090495867768595,1272,1146,0.26,0.237,4901,4840,0.333,0.305,0.408,0.387,0.741,0.692,149,122,2002,1871,682,591,0.139155274433789,0.1221074380165289
2025-09-08,SD,CIN,SD,CIN,0,-1.5,160,-178,,,,,,160,-178,,,,Yu Darvish,Ryan Bergert,5.75,2.61,1.18,1.09,51.2,69.0,3.73046875,3.6231884057971016,48.0,65.0,0.2513089005235602,0.26,0.23,0.184,191.0,250.0,3.58,3.7,1.22,1.25,1210.8,1203.0,3.712421539478031,3.791354945968412,1184.0,1057.0,0.2634037819799777,0.2317474238105678,4495.0,4561.0,556,617,0.1186513017498933,0.1289985364833786,183,249,0.0390524967989756,0.0520593769600669,15,16,0.0032010243277848,0.0033451808488396,152,170,0.0324370465215535,0.0355425465189211,1232,1217,0.2629107981220657,0.2544428183148651,474,449,0.1011523687580025,0.0938741375705624,1061,1133,0.226,0.237,4686,4783,0.303,0.307,0.369,0.402,0.672,0.709,3.67,3.95,1262.0,1266.2,514,556,0.1096884336320956,0.1162450344971775,1.22,1.25,5279,5357,1730,1924,16.35,16.62,141,140,2.6,2.71,8.79,8.65,3.38,3.19,7.57,8.05,3.97,4.38,1.08,1.21,610,647,0.1274018379281537,0.134343853820598,234,232,0.0488721804511278,0.048172757475083,16,21,0.0033416875522138,0.004360465116279,127,141,0.0265246449456975,0.0292774086378737,1015,1243,0.2119883040935672,0.2580980066445182,461,470,0.096282372598162,0.0975913621262458,1211,1192,0.253,0.248,4788,4816,0.323,0.318,0.388,0.392,0.711,0.71,93,93,1858,1889,573,611,0.1196741854636591,0.1268687707641196
2025-09-08,NYM,PHI,NYM,PHI,0,-1.5,140,-148,,,,,,140,-148,,,,Garrett Crochet,Aaron Nola,2.67,6.78,1.08,1.51,178.1,69.0,3.7450870297585626,4.028985507246377,218.0,72.0,0.3268365817091454,0.2589928057553957,0.225,0.291,667.0,278.0,3.96,3.65,1.32,1.22,1109.9,1199.1,3.790431570411749,3.807021933116504,968.0,1227.0,0.2300927026384597,0.2687842278203724,4207.0,4565.0,618,575,0.1285892634207241,0.118728061119141,223,220,0.0464003329171868,0.0454263886021061,22,14,0.0045776113191843,0.0028907701837703,128,152,0.0266333749479816,0.0313855048523642,1230,1299,0.2559300873907615,0.2682221763369812,507,390,0.1054931335830212,0.0805285979764608,1168,1187,0.243,0.245,4806,4843,0.321,0.306,0.378,0.39,0.699,0.696,3.93,3.82,1265.0,1268.1,552,538,0.114856429463171,0.111088168490605,1.32,1.24,5436,5321,1819,1891,16.96,16.19,142,141,2.43,3.33,8.75,9.22,3.61,2.77,8.31,8.42,4.4,4.08,0.91,1.08,684,682,0.1421151049241637,0.1399261386951169,237,237,0.0492416372324953,0.0486253590480098,19,23,0.0039476418034489,0.0047189167008617,197,178,0.040930812383129,0.0365203118588428,1145,1155,0.2378973613131103,0.2369716864997948,508,470,0.105547475586952,0.0964300369306524,1207,1258,0.251,0.258,4813,4874,0.329,0.328,0.431,0.426,0.76,0.754,129,115,2073,2075,667,657,0.138583004363183,0.1347968814115716
2025-09-08,CLE,KAN,KAN,CLE,1,-1.5,192,-207,,,,,,-207,192,,,,Slade Cecconi,Miles Mikolas,4.78,4.89,1.3,1.33,107.1,136.1,3.949579831932773,3.989713445995592,91.0,86.0,0.2151300236406619,0.1583793738489871,0.27,0.274,423.0,543.0,3.83,4.2,1.31,1.31,1153.9,1136.1,3.76115781263541,3.84121116098935,1086.0,980.0,0.2502304147465438,0.224564619615032,4340.0,4364.0,600,552,0.1259710266638673,0.1147370609020993,222,219,0.0466092798656309,0.0455206817709415,18,23,0.003779130799916,0.0047807108709208,155,145,0.032542515221499,0.0301392641862398,1177,1122,0.2471131639722864,0.2332155477031802,486,423,0.1020365315977325,0.0879235086260652,1170,1155,0.246,0.24,4763,4811,0.319,0.306,0.397,0.386,0.716,0.692,3.91,3.64,1261.0,1272.0,548,514,0.1150535376863321,0.1068384951153606,1.31,1.24,5352,5314,1893,1855,16.64,16.19,141,143,2.42,2.65,8.4,7.94,3.47,2.99,8.35,8.17,4.28,3.91,1.11,1.03,552,551,0.1186076493339063,0.1156591099916037,201,253,0.0431886549204985,0.0531066330814441,15,20,0.0032230339492909,0.0041981528127623,146,138,0.0313708637730984,0.0289672544080604,1179,967,0.2533304684142673,0.2029806884970613,432,380,0.0928233777395788,0.0797649034424853,1042,1168,0.224,0.245,4654,4764,0.295,0.307,0.368,0.394,0.663,0.701,112,99,1711,1875,532,541,0.1143102707348517,0.1135600335852225
2025-09-08,LAA,MIN,LAA,MIN,0,-1.5,165,-182,,,,,,165,-182,,,,Caden Dana,Nabil Crismatt,4.91,2.14,1.36,1.33,11.0,21.0,3.363636363636364,3.9047619047619047,10.0,14.0,0.2702702702702703,0.1707317073170731,0.243,0.268,37.0,82.0,4.81,4.47,1.43,1.32,1255.0,1261.2,3.847808764940239,3.8518870916587375,1107.0,1131.0,0.2292400082832884,0.232811856731165,4829.0,4858.0,728,683,0.1496095355528154,0.1400738310090238,207,247,0.0425400739827373,0.050656275635767,20,11,0.0041101520756267,0.0022559474979491,200,173,0.0411015207562679,0.0354799015586546,1117,1196,0.2295519934237566,0.2452830188679245,547,405,0.1124126592683929,0.0830598851517637,1268,1264,0.261,0.259,4866,4876,0.337,0.321,0.435,0.421,0.772,0.742,4.81,4.56,1266.0,1258.0,676,637,0.1389231401561858,0.1306398687448728,1.43,1.33,5523,5411,2115,2052,16.8,16.77,143,142,2.04,2.95,7.94,8.56,3.89,2.9,9.01,9.04,5.18,4.89,1.42,1.24,608,600,0.1277847835224884,0.1251564455569462,197,218,0.0414039512400168,0.0454735085523571,15,19,0.0031525851197982,0.0039632874426366,198,167,0.0416141235813367,0.0348352106800166,1409,1184,0.2961328289197141,0.2469753858990404,443,439,0.0931063472047078,0.0915727993324989,1084,1145,0.228,0.239,4758,4794,0.303,0.312,0.4,0.397,0.703,0.709,74,88,1905,1902,587,570,0.1233711643547709,0.1188986232790988
2025-09-08,SEA,STL,STL,SEA,1,-1.5,-104,-104,,,,,,-104,-104,,,,Bryan Woo,Chase Dollander,3.02,6.77,0.97,1.6,169.2,93.0,3.705673758865248,3.935483870967742,169.0,77.0,0.2695374800637958,0.2103825136612022,0.207,0.279,627.0,366.0,4.16,5.95,1.3,1.61,1116.0,1155.1,3.8127240143369177,4.047268634750238,1047.0,883.0,0.2460634547591069,0.1888770053475935,4255.0,4675.0,635,662,0.1300696435886931,0.1349093132260036,224,245,0.0458828349037279,0.0499286733238231,16,32,0.0032773453502662,0.0065212961076013,171,148,0.0350266284309709,0.0301609944976564,1216,1066,0.2490782466202376,0.2172406765844711,421,403,0.0862351495288816,0.0821275728551049,1198,1269,0.245,0.259,4882,4907,0.311,0.318,0.403,0.412,0.714,0.73,4.01,4.27,1285.2,1272.2,573,604,0.1173699303564113,0.1230894640309761,1.26,1.31,5436,5421,1967,2022,16.21,15.98,143,142,2.89,2.65,8.51,7.54,2.95,2.85,8.39,8.97,4.45,4.68,1.2,1.05,667,622,0.1372710434245729,0.1289653742483931,193,231,0.0397201070179049,0.0478955007256894,8,7,0.0016464293064416,0.0014513788098693,210,136,0.0432187692940934,0.0281982168774621,1273,1148,0.2619880633875283,0.2380261248185776,480,429,0.0987857583864992,0.0889487870619946,1182,1186,0.243,0.246,4859,4823,0.319,0.315,0.416,0.381,0.735,0.696,140,77,2021,1839,641,592,0.1319201481786376,0.1227451793489529
2025-09-08,SF,ARI,SF,ARI,0,-1.5,121,-137,,,,,,121,-137,,,,Logan Webb,Cade Cavalli,3.17,4.85,1.23,1.48,178.2,29.2,3.838383838383839,4.178082191780822,194.0,28.0,0.283625730994152,0.2295081967213114,0.263,0.295,684.0,122.0,3.86,5.29,1.3,1.43,1086.0,1215.9,3.793738489871087,3.88354305452751,1015.0,1065.0,0.2463592233009708,0.2255400254129606,4120.0,4722.0,592,686,0.1232306411323896,0.1388663967611336,252,289,0.0524562864279766,0.0585020242914979,18,27,0.0037468776019983,0.0054655870445344,123,167,0.0256036636136552,0.0338056680161943,1209,1145,0.2516652789342214,0.2317813765182186,444,447,0.0924229808492922,0.0904858299595141,1184,1248,0.246,0.253,4804,4940,0.316,0.32,0.383,0.423,0.699,0.743,3.76,4.43,1264.2,1282.2,529,632,0.1101165695253955,0.1279352226720647,1.29,1.32,5361,5491,1841,2092,16.38,16.48,142,144,2.72,2.56,8.6,8.03,3.16,3.14,8.43,8.76,4.21,4.81,0.88,1.17,618,711,0.1296956977964323,0.1462361168243521,212,243,0.0444910807974816,0.0499794323323735,26,34,0.0054564533053515,0.0069930069930069,152,197,0.0318992654774396,0.0405183052241875,1218,1164,0.255613850996852,0.239407651172357,482,481,0.1011542497376705,0.0989304812834224,1138,1215,0.239,0.25,4765,4862,0.314,0.323,0.39,0.435,0.704,0.758,64,106,1858,2117,589,692,0.1236096537250787,0.1423282599753188
2025-09-08,BOS,OAK,BOS,OAK,0,-1.5,101,-110,,,,,,101,-110,,,,FAV team pitching,Luis Morales,3.78,1.59,1.29,0.99,1288.0,28.1,3.7841614906832297,3.5231316725978647,1186.0,30.0,0.243331965531391,0.303030303030303,0.245,0.172,4874.0,99.0,3.78,4.86,1.29,1.37,1288.0,1249.0,3.7841614906832297,3.8382706164931935,1186.0,1160.0,0.243331965531391,0.2419691280767626,4874.0,4794.0,614,738,0.1259745588838736,0.1508277130594727,191,257,0.0391875256462864,0.0525240138974044,8,17,0.0016413623307345,0.003474351113836,148,201,0.0303652031185884,0.0410790925812385,1186,1190,0.243331965531391,0.2432045779685264,475,507,0.0974558883873615,0.1036174126302881,1192,1234,0.245,0.252,4874,4893,0.318,0.329,0.378,0.435,0.696,0.764,3.78,4.79,1288.0,1277.1,541,680,0.1109971276159212,0.1389740445534437,1.29,1.36,5477,5543,1843,2128,16.29,17.26,142,144,2.5,2.35,8.29,8.38,3.32,3.57,8.33,8.69,4.29,5.2,1.03,1.42,709,668,0.1434932199959522,0.1350586332389809,289,265,0.0584901841732442,0.0535786494136676,22,16,0.0044525399716656,0.0032349373230893,169,199,0.0342036025096134,0.0402345329559239,1268,1236,0.2566282129123659,0.2498989082086534,463,459,0.093705727585509,0.0928022644561261,1254,1260,0.254,0.255,4941,4946,0.324,0.321,0.424,0.436,0.748,0.757,121,71,2094,2154,675,648,0.1366120218579235,0.1310149615851193
2025-09-08,CHC,ATL,CHC,ATL,0,-1.5,149,-155,,,,,,149,-155,,,,FAV team pitching,Bryce Elder,3.89,5.54,1.2,1.43,1269.0,131.2,3.753349093774626,3.9481707317073176,1101.0,105.0,0.2311568339281965,0.2027027027027027,0.242,0.272,4763.0,518.0,3.89,4.35,1.2,1.3,1269.0,1134.8,3.753349093774626,3.780401832922101,1101.0,1122.0,0.2311568339281965,0.2615384615384615,4763.0,4290.0,586,662,0.123031702708377,0.1376871880199667,200,228,0.0419903422212891,0.0474209650582362,20,21,0.0041990342221289,0.0043677204658901,177,178,0.0371614528658408,0.0370216306156406,1101,1227,0.2311568339281965,0.2551996672212978,368,477,0.0772622296871719,0.0992096505823627,1154,1187,0.242,0.247,4763,4808,0.301,0.321,0.404,0.414,0.705,0.735,3.89,4.47,1269.0,1266.0,548,629,0.1150535376863321,0.1308236272878535,1.2,1.31,5241,5398,1925,1991,15.73,16.75,143,142,2.99,2.57,7.81,8.72,2.61,3.39,8.18,8.44,4.16,4.71,1.26,1.27,703,626,0.1447395511632695,0.1287271231749948,236,215,0.0485896644018941,0.0442113921447666,25,16,0.005147210212065,0.0032901501130989,195,160,0.0401482396541074,0.0329015011309891,1107,1236,0.2279184681902409,0.2541640962368908,490,506,0.1008853201564752,0.104050997326753,1207,1184,0.249,0.243,4857,4863,0.32,0.319,0.428,0.393,0.748,0.712,143,72,2078,1911,687,605,0.1414453366275478,0.1244088011515525
2025-09-08,LAD,COL,LAD,COL,0,-1.5,-154,135,,,,,,-154,135,,,,FAV team pitching,DOG team pitching,4.1,6.01,1.29,1.61,1267.0,1248.1,3.764009471191792,4.0389391875651,1283.0,960.0,0.2690291465716083,0.1904384050783574,0.24,0.299,4769.0,5041.0,4.1,6.01,1.29,1.61,1267.0,1248.1,3.764009471191792,4.0389391875651,1283.0,960.0,0.2690291465716083,0.1904384050783574,4769.0,5041.0,624,912,0.1308450408890752,0.1809164848244396,228,300,0.047808764940239,0.0595120015869867,24,30,0.0050325015726567,0.0059512001586986,163,217,0.0341790731809603,0.0430470144812537,1283,960,0.2690291465716083,0.1904384050783574,485,498,0.1016984692807716,0.0987899226343979,1144,1507,0.24,0.299,4769,5041,0.315,0.365,0.4,0.5,0.715,0.865,4.1,6.01,1267.0,1248.1,577,834,0.1209897253092891,0.165443364411823,1.29,1.61,5374,5665,1909,2518,16.63,17.07,143,143,2.65,1.93,9.11,6.92,3.45,3.59,8.13,10.86,4.43,6.58,1.16,1.56,719,542,0.148830469882012,0.1129637348895373,224,232,0.0463672117574001,0.0483534806169237,19,35,0.0039329331401366,0.0072947061275531,209,143,0.0432622645415027,0.0298040850354314,1206,1327,0.2496377561581453,0.2765735723218007,525,357,0.1086731525564065,0.0744060025010421,1216,1160,0.252,0.242,4831,4798,0.328,0.299,0.436,0.394,0.764,0.693,80,74,2105,1891,690,528,0.1428275719312771,0.110045852438516
