Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
2025-08-19,CHC,MIL,CHC,MIL,0.0,-1.5,154.0,-164.0,,,,,,154.0,-164.0,,,,Matthew Boyd,Chad Patrick,2.46,3.52,1.02,1.3,142.2,94.2,3.6005625879043603,3.853503184713376,126.0,95.0,0.24609375,0.2617079889807162,0.225,0.256,512.0,363.0,4.03,3.56,1.24,1.22,958.0,1012.0,3.792275574112735,3.718379446640317,819.0,982.0,0.2254335260115607,0.2609619984055275,3633.0,3763.0,504.0,477.0,0.1215922798552472,0.1156083373727581,176.0,172.0,0.0424607961399276,0.0416868637905962,13.0,12.0,0.0031363088057901,0.0029083858458555,153.0,134.0,0.0369119420989143,0.0324769752787203,945.0,1077.0,0.2279855247285886,0.2610276296655356,320.0,410.0,0.0772014475271411,0.0993698497333979,1007.0,946.0,0.243,0.229,4145.0,4126.0,0.301,0.304,0.402,0.374,0.703,0.678,3.83,3.56,1100.2,1106.2,469.0,438.0,0.1131483715319662,0.1061560833737275,1.21,1.23,4556.0,4628.0,1668.0,1544.0,15.81,16.39,124.0,124.0,2.95,2.63,7.73,8.76,2.62,3.33,8.23,7.69,4.12,3.88,1.25,1.09,614.0,645.0,0.1449138541420816,0.1530249110320284,204.0,196.0,0.0481472740146329,0.0465005931198102,22.0,14.0,0.0051923530800094,0.0033214709371293,170.0,134.0,0.0401227283455275,0.031791221826809,958.0,979.0,0.226103375029502,0.2322657176749703,416.0,429.0,0.0981826764219967,0.1017793594306049,1059.0,1091.0,0.25,0.259,4237.0,4215.0,0.319,0.333,0.429,0.407,0.748,0.74,131.0,136.0,1817.0,1717.0,598.0,598.0,0.1411375973566202,0.1418742586002372
2025-08-19,SD,SF,SD,SF,0.0,-1.5,104.0,-107.0,,,,,,104.0,-107.0,,,,Jameson Taillon,Brandon Woodruff,4.44,2.06,1.11,0.74,95.1,39.1,3.838065194532072,3.5294117647058822,74.0,49.0,0.2027397260273972,0.3550724637681159,0.236,0.152,365.0,138.0,3.77,3.61,1.22,1.25,1005.1,1067.1,3.76081981892349,3.7372317496017247,871.0,1028.0,0.2304232804232804,0.2577733199598796,3780.0,3988.0,475.0,510.0,0.116108530921535,0.1213996667460128,163.0,217.0,0.0398435590320215,0.0516543680076172,14.0,17.0,0.0034221461745294,0.0040466555582004,124.0,108.0,0.0303104375458323,0.025708164722685,1074.0,1055.0,0.2625274993889024,0.2511306831706736,411.0,392.0,0.1004644341236861,0.0933111164008569,923.0,1026.0,0.226,0.244,4091.0,4201.0,0.302,0.314,0.363,0.381,0.665,0.695,3.58,3.67,1105.0,1108.0,439.0,452.0,0.107308726472745,0.1075934301356819,1.21,1.28,4612.0,4689.0,1486.0,1601.0,16.22,16.28,123.0,124.0,2.61,2.69,8.75,8.57,3.35,3.18,7.52,8.33,3.87,4.14,1.01,0.88,518.0,509.0,0.1239234449760765,0.1228281853281853,200.0,188.0,0.0478468899521531,0.0453667953667953,16.0,23.0,0.0038277511961722,0.005550193050193,106.0,119.0,0.0253588516746411,0.0287162162162162,871.0,1072.0,0.2083732057416268,0.2586872586872586,406.0,422.0,0.0971291866028708,0.1018339768339768,1049.0,966.0,0.251,0.233,4180.0,4144.0,0.321,0.309,0.383,0.376,0.704,0.685,83.0,56.0,1599.0,1557.0,485.0,488.0,0.1160287081339712,0.1177606177606177
2025-08-19,CIN,LAA,CIN,LAA,0.0,-1.5,130.0,-139.0,,,,,,130.0,-139.0,,,,Nick Pivetta,Kyle Hendricks,2.87,4.88,0.95,1.28,141.1,120.0,3.614457831325301,3.8916666666666666,144.0,82.0,0.2823529411764706,0.1755888650963597,0.192,0.261,510.0,467.0,3.68,4.67,1.25,1.45,963.9,989.0,3.7151156758999897,3.842264914054601,930.0,910.0,0.2597039932979614,0.2394736842105263,3581.0,3800.0,522.0,626.0,0.1239904988123515,0.1467072884930864,218.0,174.0,0.0517814726840855,0.0407780642137333,13.0,19.0,0.0030878859857482,0.0044527771267869,138.0,173.0,0.0327790973871734,0.0405437075228497,1041.0,992.0,0.2472684085510688,0.2324818373564565,395.0,480.0,0.0938242280285035,0.1124912116240918,986.0,1110.0,0.234,0.26,4210.0,4267.0,0.305,0.337,0.39,0.431,0.695,0.768,3.8,4.69,1116.2,1109.0,471.0,578.0,0.11187648456057,0.1354581673306772,1.24,1.43,4706.0,4836.0,1644.0,1841.0,16.53,16.87,123.0,125.0,2.64,2.07,8.39,8.05,3.18,3.9,7.95,9.01,4.21,5.08,1.11,1.4,574.0,552.0,0.135377358490566,0.1319942611190817,199.0,174.0,0.0469339622641509,0.0416068866571018,17.0,14.0,0.0040094339622641,0.0033476805356288,126.0,176.0,0.0297169811320754,0.0420851267336202,1090.0,1220.0,0.2570754716981132,0.2917264466762315,411.0,388.0,0.0969339622641509,0.0927785748445719,1049.0,974.0,0.247,0.233,4240.0,4182.0,0.318,0.307,0.392,0.407,0.71,0.714,87.0,61.0,1660.0,1704.0,541.0,534.0,0.1275943396226415,0.127690100430416
2025-08-19,LAD,COL,LAD,COL,0.0,-1.5,-184.0,173.0,,,,,,-184.0,173.0,,,,FAV team pitching,Austin Gomber,4.12,6.75,1.3,1.61,1111.2,54.2,3.780597552195824,4.317343173431734,1109.0,32.0,0.2639847655320161,0.1367521367521367,0.243,0.312,4201.0,234.0,4.12,5.92,1.3,1.6,1111.2,1036.9,3.780597552195824,4.026424920435915,1109.0,798.0,0.2639847655320161,0.1911377245508982,4201.0,4175.0,556.0,799.0,0.1323494406093787,0.1812202313449762,204.0,264.0,0.0485598666984051,0.059877523247902,23.0,26.0,0.0054748869316829,0.0058970288047176,149.0,180.0,0.0354677457748155,0.0408255840326604,1109.0,830.0,0.2639847655320161,0.188251304150601,430.0,431.0,0.1023565817662461,0.0977545928782036,1020.0,1317.0,0.243,0.299,4201.0,4409.0,0.319,0.364,0.409,0.493,0.728,0.857,4.12,5.96,1111.2,1091.1,509.0,723.0,0.1211616281837657,0.1639827625311862,1.3,1.6,4738.0,4948.0,1717.0,2173.0,16.71,17.0,125.0,125.0,2.58,1.93,8.98,6.84,3.48,3.55,8.26,10.86,4.5,6.59,1.21,1.48,643.0,473.0,0.1519017245452397,0.1127801621363853,198.0,204.0,0.0467753366406803,0.0486409155937052,16.0,31.0,0.0037798251830852,0.0073915116833571,185.0,129.0,0.0437042286794235,0.0307582260371959,1065.0,1165.0,0.2515946137491141,0.2777777777777778,464.0,319.0,0.1096149303094731,0.0760610395803528,1071.0,1001.0,0.253,0.239,4233.0,4194.0,0.33,0.297,0.438,0.394,0.768,0.691,76.0,66.0,1856.0,1654.0,620.0,461.0,0.1464682258445546,0.1099189318073438
2025-08-19,ARI,CLE,CLE,ARI,1.0,-1.5,170.0,-189.0,,,,,,-189.0,170.0,,,,FAV team pitching,Merrill Kelly,4.57,3.36,1.34,1.09,1119.0,144.2,3.865058087578195,3.730929264909848,1012.0,136.0,0.2339884393063583,0.2527881040892193,0.255,0.212,4325.0,538.0,4.57,3.46,1.34,1.2,1119.0,974.9,3.865058087578195,3.7183300851369374,1012.0,895.0,0.2339884393063583,0.2468965517241379,4325.0,3625.0,616.0,523.0,0.1424277456647399,0.1257513825438807,262.0,189.0,0.0605780346820809,0.0454436162539071,20.0,15.0,0.0046242774566473,0.0036066362106275,156.0,132.0,0.0360693641618497,0.0317383986535224,1012.0,1044.0,0.2339884393063583,0.2510218802596778,392.0,442.0,0.090635838150289,0.1062755470064919,1103.0,1006.0,0.255,0.242,4325.0,4159.0,0.323,0.318,0.433,0.39,0.756,0.708,4.57,3.86,1119.0,1104.2,568.0,474.0,0.1313294797687861,0.1139697042558307,1.34,1.31,4812.0,4696.0,1873.0,1621.0,16.45,16.7,126.0,123.0,2.58,2.36,8.14,8.51,3.15,3.6,8.87,8.2,4.95,4.26,1.25,1.08,619.0,491.0,0.1451348182883939,0.1206091869319577,220.0,184.0,0.0515826494724501,0.0451977401129943,28.0,13.0,0.0065650644783118,0.0031933185949398,176.0,131.0,0.0412661195779601,0.0321788258413166,999.0,1012.0,0.234232121922626,0.2485875706214689,435.0,389.0,0.1019929660023446,0.0955539179562761,1068.0,924.0,0.25,0.227,4265.0,4071.0,0.326,0.299,0.439,0.375,0.765,0.674,90.0,100.0,1872.0,1527.0,604.0,472.0,0.1416178194607268,0.1159420289855072
2025-08-19,KAN,TEX,TEX,KAN,1.0,-1.5,190.0,-214.0,,,,,,-214.0,190.0,,,,Eduardo Rodriguez,Jacob Lopez,5.4,3.3,1.64,1.19,110.0,84.2,4.127272727272727,3.7767220902612815,111.0,103.0,0.2444933920704846,0.3238993710691824,0.302,0.223,454.0,318.0,4.48,5.02,1.31,1.4,1009.0,1032.9,3.836471754212091,3.8532287733565687,901.0,932.0,0.2327563936967192,0.2341708542713567,3871.0,3980.0,478.0,466.0,0.1136741973840665,0.1119385058851789,191.0,170.0,0.0454221165279429,0.0408359356233485,20.0,12.0,0.0047562425683709,0.0028825366322363,125.0,132.0,0.0297265160523186,0.0317079029546,982.0,1031.0,0.2335315101070154,0.2476579389863079,376.0,376.0,0.0894173602853745,0.0903194811434062,1004.0,952.0,0.239,0.229,4205.0,4163.0,0.305,0.297,0.383,0.37,0.688,0.667,3.6,3.45,1113.0,1119.1,445.0,429.0,0.1058263971462544,0.1030506846024501,1.24,1.19,4650.0,4621.0,1610.0,1542.0,16.12,15.84,125.0,124.0,2.61,2.74,7.94,8.29,3.04,3.02,8.12,7.65,3.87,3.75,1.01,1.06,475.0,515.0,0.1135005973715651,0.1221537001897533,221.0,190.0,0.0528076463560334,0.045066413662239,19.0,12.0,0.0045400238948626,0.0028462998102466,116.0,132.0,0.0277180406212664,0.0313092979127134,863.0,1038.0,0.2062126642771804,0.2462049335863377,321.0,377.0,0.0767025089605734,0.0894212523719165,1029.0,982.0,0.246,0.233,4185.0,4216.0,0.305,0.301,0.391,0.378,0.696,0.679,97.0,108.0,1636.0,1592.0,467.0,493.0,0.1115890083632019,0.1169354838709677
2025-08-19,MIN,OAK,OAK,MIN,1.0,-1.5,157.0,-169.0,,,,,,-169.0,157.0,,,,Seth Lugo,Shane Smith,3.77,4.01,1.24,1.28,131.1,101.0,3.7299771167048057,3.722772277227723,110.0,98.0,0.2249488752556237,0.2606382978723404,0.237,0.223,489.0,376.0,3.58,4.19,1.24,1.38,981.9,989.1,3.784499439861493,3.814578910120311,872.0,857.0,0.2346609257265877,0.2271402067320434,3716.0,3773.0,554.0,661.0,0.1319676036207717,0.1537924616100512,203.0,231.0,0.0483563601715102,0.0537459283387622,11.0,14.0,0.0026202953787517,0.003257328990228,143.0,178.0,0.0340638399237732,0.0414146114471847,1045.0,1035.0,0.2489280609814197,0.2408096789204281,337.0,447.0,0.0802763220581229,0.1040018613308515,1062.0,1098.0,0.253,0.255,4198.0,4298.0,0.313,0.331,0.409,0.44,0.722,0.771,4.24,4.89,1092.0,1117.1,515.0,607.0,0.1226774654597427,0.1412284783620288,1.28,1.38,4648.0,4873.0,1716.0,1891.0,16.53,17.34,123.0,126.0,3.1,2.32,8.61,8.34,2.78,3.6,8.75,8.84,4.57,5.32,1.18,1.43,517.0,566.0,0.1247285886610373,0.1314139772463431,192.0,221.0,0.0463208685162846,0.0513118179707453,16.0,16.0,0.003860072376357,0.0037148827490132,144.0,174.0,0.0347406513872135,0.0403993498955189,1028.0,1073.0,0.2480096501809409,0.2491293243557,369.0,399.0,0.0890229191797346,0.0926398885535175,986.0,1094.0,0.238,0.254,4145.0,4307.0,0.309,0.32,0.396,0.434,0.705,0.754,61.0,65.0,1642.0,1869.0,493.0,549.0,0.1189384800965018,0.1274669143255166
2025-08-19,NYY,TB,NYY,TB,0.0,-1.5,142.0,-154.0,,,,,,142.0,-154.0,,,,Joe Ryan,Shane Baz,2.72,4.93,0.92,1.33,139.0,135.0,3.618705035971223,3.814814814814815,153.0,140.0,0.3041749502982107,0.2718446601941747,0.201,0.252,503.0,515.0,4.46,3.78,1.33,1.19,953.0,969.2,3.877229800629591,3.749484110606686,892.0,924.0,0.2414073071718538,0.2542652724270776,3695.0,3634.0,537.0,517.0,0.1298355899419729,0.1246083393588816,185.0,181.0,0.0447292069632495,0.0436249698722583,18.0,8.0,0.0043520309477756,0.0019281754639672,140.0,159.0,0.0338491295938104,0.0383224873463485,1104.0,1064.0,0.2669245647969052,0.2564473367076404,429.0,354.0,0.1037234042553191,0.0853217642805495,948.0,985.0,0.229,0.237,4136.0,4149.0,0.306,0.304,0.384,0.4,0.69,0.704,4.02,3.92,1098.2,1104.2,491.0,481.0,0.1187137330754352,0.1159315497710291,1.25,1.21,4644.0,4587.0,1589.0,1659.0,16.55,15.87,124.0,124.0,2.57,3.01,9.04,8.67,3.51,2.88,7.77,8.03,4.4,4.21,1.15,1.3,636.0,556.0,0.1514285714285714,0.1318472847996205,202.0,186.0,0.048095238095238,0.0441071852027507,18.0,13.0,0.0042857142857142,0.0030827602561062,195.0,137.0,0.0464285714285714,0.0324875503912734,1081.0,1068.0,0.2573809523809524,0.2532606118093431,481.0,362.0,0.1145238095238095,0.0858430163623429,1050.0,1055.0,0.25,0.25,4200.0,4217.0,0.33,0.313,0.446,0.398,0.776,0.711,97.0,158.0,1873.0,1678.0,611.0,525.0,0.1454761904761904,0.1244960872658288
2025-08-19,ATL,CWS,CWS,ATL,1.0,-1.5,130.0,-142.0,,,,,,-142.0,130.0,,,,FAV team pitching,Bryce Miller,4.29,5.73,1.3,1.54,1106.2,48.2,3.778701862231061,3.879668049792531,1095.0,39.0,0.2619617224880383,0.2085561497326203,0.243,0.278,4180.0,187.0,4.29,3.84,1.3,1.24,1106.2,1090.9,3.778701862231061,3.7831148592904937,1095.0,1036.0,0.2619617224880383,0.2510298037315241,4180.0,4127.0,557.0,560.0,0.1332535885167464,0.1349722824777054,202.0,228.0,0.0483253588516746,0.0549530007230658,16.0,19.0,0.0038277511961722,0.0045794167269221,146.0,138.0,0.0349282296650717,0.0332610267534345,1095.0,955.0,0.2619617224880383,0.230175946011087,419.0,458.0,0.1002392344497607,0.1103880453121234,1017.0,1032.0,0.243,0.249,4180.0,4149.0,0.318,0.33,0.404,0.413,0.722,0.743,4.29,4.17,1106.2,1090.1,527.0,505.0,0.1260765550239234,0.1217160761629308,1.3,1.37,4697.0,4722.0,1689.0,1712.0,16.73,16.77,124.0,125.0,2.61,2.09,8.91,7.88,3.41,3.78,8.27,8.52,4.53,4.62,1.19,1.14,545.0,480.0,0.1280244303500117,0.11605415860735,187.0,190.0,0.0439276485788113,0.0459381044487427,14.0,9.0,0.0032887009631195,0.0021760154738878,141.0,124.0,0.033121916842847,0.0299806576402321,1087.0,1047.0,0.2553441390650693,0.2531431334622824,451.0,399.0,0.1059431524547803,0.0964700193423597,1040.0,954.0,0.244,0.231,4257.0,4136.0,0.32,0.301,0.394,0.371,0.714,0.672,62.0,74.0,1678.0,1534.0,526.0,463.0,0.1235611933286351,0.1119439071566731
2025-08-19,TOR,PIT,TOR,PIT,0.0,-1.5,119.0,-123.0,,,,,,119.0,-123.0,,,,Bryce Elder,Mitch Keller,5.89,4.13,1.52,1.27,107.0,141.2,3.990654205607477,3.930594900849859,87.0,112.0,0.2037470725995316,0.2018018018018018,0.286,0.254,427.0,555.0,4.12,4.0,1.28,1.24,999.2,969.8,3.756004803843074,3.752320065992989,1008.0,863.0,0.2685851318944844,0.2371530640285792,3753.0,3639.0,567.0,528.0,0.1346153846153846,0.1258941344778254,191.0,238.0,0.045346628679962,0.0567477348593228,11.0,20.0,0.0026115859449192,0.0047687172150691,170.0,122.0,0.040360873694207,0.0290891750119217,1111.0,975.0,0.2637701804368471,0.2324749642346208,404.0,370.0,0.0959164292497625,0.0882212684787792,1008.0,1006.0,0.239,0.24,4212.0,4194.0,0.313,0.307,0.411,0.393,0.724,0.7,4.25,4.02,1116.2,1111.0,527.0,496.0,0.1251187084520418,0.1182641869337148,1.26,1.24,4728.0,4672.0,1731.0,1650.0,16.43,16.31,125.0,125.0,2.75,2.64,8.95,7.9,3.26,3.0,8.12,8.15,4.57,4.28,1.37,0.99,617.0,444.0,0.14338833372066,0.1061946902654867,227.0,177.0,0.0527538926330467,0.042334369767998,9.0,17.0,0.0020915640250987,0.0040660129155704,148.0,88.0,0.0343946084127353,0.0210475962688352,848.0,1090.0,0.1970718103648617,0.2607031810571633,413.0,401.0,0.0959795491517545,0.0959100693613968,1155.0,968.0,0.268,0.232,4303.0,4181.0,0.338,0.303,0.429,0.345,0.767,0.648,58.0,98.0,1844.0,1443.0,593.0,428.0,0.1378108296537299,0.1023678545802439
