Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
2025-08-26,DET,OAK,DET,OAK,0,-1.5,121,-128,,,,,,121,-128,,,,Charlie Morton,Osvaldo Bido,5.09,5.37,1.47,1.58,123.2,65.1,3.896103896103896,3.947772657450077,130.0,49.0,0.2708333333333333,0.1906614785992217,0.263,0.304,480.0,257.0,3.65,4.79,1.19,1.36,1056.9,1115.0,3.7515375153751536,3.831390134529148,1004.0,1041.0,0.2532156368221942,0.2436797752808988,3965.0,4272.0,551,687,0.1239595050618672,0.1516891145948333,195,243,0.0438695163104611,0.0536542283064694,16,14,0.0035995500562429,0.0030911901081916,149,187,0.0335208098987626,0.0412894678737028,1134,1090,0.2551181102362205,0.2406712298520644,383,471,0.086164229471316,0.1039964672113049,1059,1147,0.238,0.253,4445,4529,0.304,0.329,0.39,0.437,0.694,0.766,3.8,4.82,1180.1,1180.1,498,632,0.1120359955005624,0.1395451534555089,1.22,1.37,4931,5131,1733,1979,16.12,17.28,132,133,2.96,2.31,8.65,8.31,2.92,3.59,8.07,8.75,4.2,5.24,1.14,1.43,644,600,0.1440393647953478,0.1318391562294001,207,237,0.0462983672556475,0.052076466710613,30,16,0.0067099082979199,0.003515710832784,171,183,0.0382464772981435,0.040210942649967,1168,1147,0.2612390963990159,0.2520325203252032,414,421,0.092596734511295,0.092507141287629,1121,1150,0.251,0.253,4471,4551,0.319,0.319,0.425,0.432,0.744,0.751,58,67,1901,1968,619,583,0.1384477745470811,0.1281037134695671
2025-08-26,LAD,CIN,LAD,CIN,0,-1.5,120,-133,,,,,,120,-133,,,,Clayton Kershaw,MacKenzie Gore,3.13,4.11,1.2,1.35,83.1,142.1,3.7424789410348978,3.793103448275862,52.0,170.0,0.1672025723472668,0.3153988868274582,0.254,0.258,311.0,539.0,4.18,5.51,1.31,1.45,1088.1,1007.0,3.775388291517324,3.922542204568024,1108.0,826.0,0.2697176241480039,0.2091139240506329,4108.0,3950.0,582,552,0.131704005431093,0.1252552756977535,214,228,0.0484272459832541,0.0517358747447243,24,15,0.0054310930074677,0.0034036759700476,153,148,0.0346232179226069,0.0335829362378034,1160,1110,0.2625028286942747,0.2518720217835262,448,409,0.1013804028060647,0.0928068981166326,1072,1033,0.243,0.234,4419,4407,0.318,0.304,0.406,0.394,0.724,0.698,4.11,3.81,1171.2,1168.2,535,495,0.1210681149581353,0.1123213070115725,1.3,1.23,4982,4924,1793,1735,16.64,16.56,132,129,2.59,2.71,8.91,8.55,3.44,3.15,8.23,7.96,4.47,4.25,1.18,1.14,683,593,0.1528306108749161,0.1335585585585585,209,211,0.0467666144551353,0.0475225225225225,17,19,0.0038039829939583,0.0042792792792792,199,128,0.0445289773998657,0.0288288288288288,1116,1135,0.2497202953680913,0.2556306306306306,486,428,0.1087491608861042,0.0963963963963964,1130,1094,0.253,0.246,4469,4440,0.33,0.317,0.441,0.389,0.771,0.706,78,91,1970,1727,657,558,0.147012754531215,0.1256756756756756
2025-08-26,KAN,CWS,KAN,CWS,0,-1.5,144,-164,,,,,,144,-164,,,,Hurston Waldrep,Martín Pérez,0.73,2.51,0.77,1.15,24.2,28.2,3.388429752066116,3.652482269503546,24.0,27.0,0.2926829268292683,0.2621359223300971,0.159,0.194,82.0,103.0,4.45,4.17,1.32,1.37,1135.0,1113.9,3.79295154185022,3.8091390609569977,1108.0,971.0,0.2573751451800232,0.2288475135517322,4305.0,4243.0,516,584,0.1161116111611161,0.1343764381040036,204,237,0.0459045904590459,0.0545329038196042,21,19,0.0047254725472547,0.0043718361711919,137,144,0.0308280828082808,0.0331339162448228,1029,998,0.2315481548154815,0.2296364473078693,393,478,0.0884338433843384,0.1099861942015646,1071,1075,0.241,0.247,4444,4346,0.307,0.329,0.389,0.41,0.696,0.739,3.68,4.13,1173.0,1142.1,479,524,0.1077857785778577,0.1205706396686608,1.25,1.36,4911,4942,1728,1782,16.19,16.74,132,131,2.62,2.09,7.9,7.86,3.02,3.77,8.22,8.47,3.96,4.6,1.05,1.13,506,519,0.1146872166817769,0.1196128140124452,233,200,0.0528105167724388,0.0460935699469923,19,9,0.0043064369900271,0.0020742106476146,126,131,0.028558476881233,0.03019128831528,900,1080,0.2039891205802357,0.2489052777137589,346,415,0.0784224841341795,0.0956441576400092,1085,1014,0.246,0.234,4412,4339,0.307,0.303,0.393,0.375,0.7,0.678,99,77,1734,1625,497,501,0.1126473254759746,0.1154643927172159
2025-08-26,NYY,WAS,NYY,WAS,0,-1.5,123,-127,,,,,,123,-127,,,,Luis Gil,Brandon Pfaadt,4.26,4.95,1.68,1.34,19.0,140.0,3.684210526315789,4.021428571428571,17.0,113.0,0.2428571428571428,0.2007104795737122,0.271,0.277,70.0,563.0,4.03,4.48,1.26,1.33,1143.2,1035.0,3.7683694891532538,3.8367149758454095,1152.0,941.0,0.2674094707520891,0.236968018131453,4308.0,3971.0,570,720,0.1301964367291,0.1603920695032301,197,222,0.0449977158519872,0.0494542214301626,19,26,0.0043398812243033,0.0057919358431721,145,167,0.0331201461854728,0.0372020494542214,1169,996,0.2670169026952946,0.221875696146135,463,445,0.1057560529922339,0.0991312096235241,1009,1215,0.23,0.271,4378,4489,0.309,0.343,0.384,0.443,0.693,0.786,4.03,5.34,1162.2,1149.1,520,682,0.1187756966651439,0.1519269325016707,1.27,1.44,4928,5076,1679,1990,16.6,17.07,131,131,2.52,2.24,9.05,7.8,3.58,3.48,7.81,9.51,4.41,5.64,1.12,1.31,676,562,0.1523208652546192,0.1280765724703737,208,216,0.0468679585398828,0.0492251595259799,19,21,0.0042812077512392,0.0047857793983591,218,125,0.0491212257773771,0.0284867821330902,1147,1044,0.2584497521406039,0.2379216043755697,504,376,0.113564668769716,0.0856882406563354,1112,1070,0.251,0.244,4438,4388,0.33,0.309,0.453,0.388,0.783,0.697,102,108,2012,1703,651,540,0.1466876971608832,0.1230628988149498
2025-08-26,ATL,MIA,ATL,MIA,0,-1.5,137,-148,,,,,,137,-148,,,,Lucas Giolito,Sandy Alcantara,3.72,6.04,1.27,1.38,111.1,134.0,3.7983798379837994,3.895522388059701,91.0,106.0,0.2156398104265403,0.2030651340996168,0.246,0.261,422.0,522.0,3.72,4.27,1.29,1.28,1070.9,1029.1,3.777196750396862,3.810125352249538,997.0,925.0,0.2464771322620519,0.2359092068349911,4045.0,3921.0,593,627,0.1351720993845452,0.1411208642808913,212,229,0.0483245953954866,0.0515417510690974,18,19,0.0041030316845224,0.0042763898266936,156,142,0.0355596079325279,0.0319603871258158,1132,1031,0.2580351037155231,0.2320504163853252,440,402,0.1002963300661044,0.0904794058068872,1074,1097,0.245,0.247,4387,4443,0.319,0.315,0.408,0.403,0.727,0.718,4.37,4.47,1159.2,1163.1,563,578,0.1283337132436744,0.130092279990997,1.31,1.29,4931,4960,1790,1790,16.73,16.51,130,131,2.57,2.56,8.79,7.98,3.41,3.11,8.34,8.49,4.6,4.85,1.21,1.1,571,564,0.1282857784767468,0.1262875055978504,197,215,0.0442597169175466,0.048141513658755,14,25,0.0031453605931251,0.0055978504254366,145,128,0.0325769490002246,0.0286609941782355,1135,1032,0.254998876656931,0.2310792655620241,468,394,0.1051449112558975,0.0882221227048813,1083,1114,0.243,0.249,4451,4466,0.319,0.314,0.392,0.395,0.711,0.709,67,108,1743,1763,551,540,0.1237924062008537,0.1209135691894312
2025-08-26,CLE,TB,TB,CLE,1,-1.5,182,-209,,,,,,-209,182,,,,Parker Messick,Tanner Gordon,1.35,7.11,1.2,1.67,6.2,44.1,4.032258064516129,4.353741496598639,6.0,27.0,0.24,0.140625,0.28,0.333,25.0,192.0,3.98,5.96,1.32,1.61,1148.8,1098.0,3.776114206128134,4.031876138433516,1075.0,842.0,0.247810050714615,0.1901965213462841,4338.0,4427.0,560,551,0.1283520513408205,0.1263761467889908,202,186,0.0462984185193674,0.0426605504587156,18,8,0.0041256016502406,0.0018348623853211,144,176,0.0330048132019252,0.0403669724770642,1081,1122,0.2477652991061196,0.2573394495412844,459,372,0.1052028420811368,0.0853211009174312,1065,1036,0.244,0.238,4363,4360,0.32,0.304,0.398,0.405,0.718,0.709,3.97,3.97,1155.0,1159.2,509,512,0.1166628466651386,0.1174311926605504,1.32,1.21,4920,4818,1735,1766,16.71,15.88,129,130,2.36,3.02,8.42,8.71,3.58,2.89,8.3,8.04,4.36,4.28,1.12,1.37,501,593,0.1175228712174525,0.1337694563501015,189,199,0.0443349753694581,0.04489059327769,14,14,0.0032840722495894,0.0031581321903902,132,148,0.0309641097818437,0.0333859688698398,1073,1120,0.2517006802721088,0.2526505752312204,401,384,0.0940652122918132,0.0866230543649898,955,1117,0.224,0.252,4263,4433,0.296,0.315,0.368,0.403,0.664,0.718,101,172,1568,1788,482,561,0.113065916021581,0.1265508684863523
2025-08-26,MIL,ARI,ARI,MIL,1,-1.5,151,-158,,,,,,-158,151,,,,Jacob Misiorowski,Yusei Kikuchi,4.19,3.42,1.11,1.42,38.2,150.0,3.534031413612565,3.86,55.0,153.0,0.4074074074074074,0.2642487046632124,0.17,0.263,135.0,579.0,3.56,4.86,1.23,1.43,1137.0,1013.0,3.737906772207564,3.8361303060217176,1102.0,883.0,0.2592941176470588,0.2272259392691714,4250.0,3886.0,512,642,0.1167616875712656,0.1415968239964711,181,269,0.0412770809578107,0.0593295103661226,13,23,0.0029646522234891,0.0050727834142037,143,160,0.0326111744583808,0.035288928098809,1157,1054,0.2638540478905359,0.2324658138509042,441,411,0.100570125427594,0.0906484340538156,1002,1151,0.229,0.254,4385,4534,0.304,0.321,0.374,0.429,0.678,0.75,3.58,4.54,1175.2,1175.0,468,593,0.10672748004561,0.1307895897662108,1.23,1.33,4922,5043,1638,1946,16.45,16.4,132,132,2.62,2.56,8.86,8.07,3.38,3.15,7.67,8.82,3.92,4.92,1.09,1.23,673,650,0.1503910614525139,0.1455767077267637,210,225,0.0469273743016759,0.0503919372900335,14,33,0.0031284916201117,0.0073908174692049,140,183,0.0312849162011173,0.0409854423292273,1033,1062,0.2308379888268156,0.2378499440089585,459,448,0.1025698324022346,0.1003359462486002,1152,1116,0.257,0.25,4475,4465,0.332,0.324,0.404,0.438,0.736,0.762,139,96,1810,1956,625,635,0.1396648044692737,0.1422172452407615
2025-08-26,TOR,MIN,MIN,TOR,1,-1.5,118,-133,,,,,,-133,118,,,,Chris Bassitt,Mitch Keller,4.18,4.34,1.34,1.31,144.1,145.0,3.95558639833449,3.937931034482759,142.0,116.0,0.2491228070175438,0.2031523642732049,0.267,0.259,570.0,571.0,4.19,3.91,1.25,1.21,1027.1,1019.2,3.744523415441535,3.745094191522763,1027.0,918.0,0.2670306812272491,0.2405030128373068,3846.0,3817.0,589,604,0.1333786231884058,0.1359441818591042,198,218,0.0448369565217391,0.0490659464325905,12,11,0.0027173913043478,0.0024758046365068,175,153,0.0396286231884058,0.0344361917623227,1169,1097,0.2647192028985507,0.2469052442043664,421,363,0.0953351449275362,0.0817015530047265,1053,1135,0.238,0.255,4416,4443,0.312,0.316,0.408,0.413,0.72,0.729,4.19,4.39,1171.2,1153.0,546,563,0.123641304347826,0.1267161827593968,1.26,1.3,4952,4925,1800,1834,16.41,16.59,131,130,2.78,3.02,8.98,8.56,3.23,2.83,8.09,8.86,4.52,4.71,1.34,1.19,650,541,0.1442521083000444,0.1234596074851665,238,202,0.0528184642698624,0.0460976722957553,9,16,0.0019973368841544,0.0036513007759014,156,152,0.0346205059920106,0.0346873573710634,884,1086,0.1961828672880603,0.2478320401643085,434,395,0.0963160230803373,0.0901414879050661,1202,1037,0.267,0.237,4506,4382,0.337,0.309,0.427,0.394,0.764,0.703,66,66,1926,1727,626,516,0.1389258766089658,0.1177544500228206
2025-08-26,PHI,NYM,PHI,NYM,0,-1.5,155,-173,,,,,,155,-173,,,,FAV team pitching,Sean Manaea,3.81,5.15,1.23,1.12,1163.1,36.2,3.8191041183045313,3.922651933701657,1207.0,45.0,0.2717244484466456,0.3169014084507042,0.244,0.232,4442.0,142.0,3.81,3.78,1.23,1.32,1163.1,1123.8,3.8191041183045313,3.783591386367681,1207.0,1074.0,0.2717244484466456,0.2525870178739416,4442.0,4252.0,529,549,0.1190904997748761,0.124943104233045,202,201,0.0454750112561909,0.0457441966317705,13,20,0.0029266096352994,0.004551661356395,143,118,0.0321927059882935,0.0268548020027309,1207,1119,0.2717244484466456,0.2546654528903049,353,466,0.0794687077892841,0.1060537096040054,1083,1054,0.244,0.24,4442,4394,0.304,0.32,0.392,0.375,0.696,0.695,3.81,3.82,1163.1,1160.0,493,492,0.1109860423232778,0.111970869367319,1.23,1.31,4875,4972,1740,1649,16.14,16.95,129,130,3.42,2.4,9.34,8.68,2.73,3.62,8.38,8.18,4.09,4.26,1.11,0.92,620,606,0.1391694725028058,0.137915339098771,218,215,0.0489337822671156,0.0489303595812471,18,17,0.004040404040404,0.0038689121529358,160,176,0.0359147025813692,0.0400546199362767,1047,1048,0.235016835016835,0.2385070550751024,431,460,0.0967452300785634,0.1046882111970869,1144,1086,0.257,0.247,4455,4394,0.327,0.325,0.422,0.424,0.749,0.749,108,108,1878,1863,595,591,0.1335578002244669,0.1345015930814747
2025-08-26,HOU,COL,COL,HOU,1,-1.5,-161,153,,,,,,153,-161,,,,Hunter Brown,DOG team pitching,2.36,6.0,1.01,1.61,149.0,1142.1,3.5369127516778525,4.044304351632957,170.0,869.0,0.3225806451612903,0.1881359601645378,0.199,0.3,527.0,4619.0,4.14,6.0,1.26,1.61,1017.2,1142.1,3.7829335430593782,4.044304351632957,1059.0,869.0,0.2752079002079002,0.1881359601645378,3848.0,4619.0,541,840,0.1236571428571428,0.1818575449231435,205,281,0.0468571428571428,0.0608356787183373,15,28,0.0034285714285714,0.0060619181641047,158,191,0.0361142857142857,0.0413509417622862,1229,869,0.2809142857142857,0.1881359601645378,406,454,0.0928,0.0982896730894132,1026,1384,0.235,0.3,4375,4619,0.305,0.365,0.397,0.497,0.702,0.862,3.91,6.0,1166.2,1142.1,507,762,0.1158857142857142,0.1649707728945659,1.23,1.61,4893,5187,1735,2294,16.36,17.06,128,131,3.03,1.91,9.48,6.85,3.13,3.58,7.91,10.9,4.17,6.62,1.22,1.5,560,491,0.126012601260126,0.1117941712204007,200,213,0.045004500450045,0.0484972677595628,11,32,0.0024752475247524,0.0072859744990892,145,133,0.0326282628262826,0.0302823315118397,1038,1217,0.2335733573357335,0.2770947176684881,381,327,0.0857335733573357,0.0744535519125683,1127,1048,0.254,0.239,4444,4392,0.318,0.296,0.401,0.393,0.719,0.689,64,67,1784,1724,535,478,0.1203870387038703,0.1088342440801457
