game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
448517,2016-08-06,118,141,Kansas City Royals,Toronto Blue Jays,108,110,361.0,304.7,337,291,0.93,0.96,139,133,0.39,0.44,128,86,0.35,0.28,342,300,0.95,0.98,40,40,0.11,0.13,3.47,3.93,1.29,1.24,8.53,8.86,2.67,3.49,1.0,1.18,3.19,2.54
448516,2016-08-06,117,140,Houston Astros,Texas Rangers,107,109,359.0,345.7,302,367,0.84,1.06,123,180,0.34,0.52,84,121,0.23,0.35,397,266,1.11,0.77,37,54,0.1,0.16,3.08,4.69,1.08,1.41,9.95,6.93,4.73,2.2,0.93,1.41,2.11,3.15
448515,2016-08-06,120,137,Washington Nationals,San Francisco Giants,108,101,309.7,313.7,265,291,0.86,0.93,102,125,0.33,0.4,102,110,0.33,0.35,320,267,1.03,0.85,27,31,0.09,0.1,2.96,3.59,1.19,1.28,9.3,7.66,3.14,2.43,0.78,0.89,2.96,3.16
448514,2016-08-06,135,143,San Diego Padres,Philadelphia Phillies,109,108,378.0,355.0,354,354,0.94,1.0,180,171,0.48,0.48,157,133,0.42,0.37,364,340,0.96,0.96,45,51,0.12,0.14,4.29,4.34,1.35,1.37,8.67,8.62,2.32,2.56,1.07,1.29,3.74,3.37
448513,2016-08-06,116,121,Detroit Tigers,New York Mets,107,108,341.0,328.0,343,273,1.01,0.83,157,119,0.46,0.36,114,124,0.33,0.38,286,348,0.84,1.06,34,33,0.1,0.1,4.14,3.27,1.34,1.21,7.55,9.55,2.51,2.81,0.9,0.91,3.01,3.4
448512,2016-08-06,139,142,Tampa Bay Rays,Minnesota Twins,107,106,316.3,367.0,330,386,1.04,1.05,158,174,0.5,0.47,109,117,0.34,0.32,286,353,0.9,0.96,48,54,0.15,0.15,4.5,4.27,1.39,1.37,8.14,8.66,2.62,3.02,1.37,1.32,3.1,2.87
448511,2016-08-06,109,158,Arizona Diamondbacks,Milwaukee Brewers,108,107,365.3,356.3,387,355,1.06,1.0,204,151,0.56,0.42,168,149,0.46,0.42,326,342,0.89,0.96,46,42,0.13,0.12,5.03,3.81,1.52,1.41,8.03,8.64,1.94,2.3,1.13,1.06,4.14,3.76
448510,2016-08-06,115,146,Colorado Rockies,Miami Marlins,109,109,350.0,360.3,361,306,1.03,0.85,186,147,0.53,0.41,121,164,0.35,0.46,300,379,0.86,1.05,43,35,0.12,0.1,4.78,3.67,1.38,1.3,7.71,9.47,2.48,2.31,1.11,0.87,3.11,4.1
448508,2016-08-06,147,114,New York Yankees,Cleveland Indians,109,102,328.7,325.7,260,301,0.79,0.92,121,135,0.37,0.41,98,132,0.3,0.41,394,308,1.2,0.95,40,37,0.12,0.11,3.31,3.73,1.09,1.33,10.79,8.51,4.02,2.33,1.1,1.02,2.68,3.65
448507,2016-08-06,134,113,Pittsburgh Pirates,Cincinnati Reds,105,107,380.7,388.3,358,383,0.94,0.99,148,222,0.39,0.57,150,201,0.39,0.52,327,354,0.86,0.91,36,74,0.09,0.19,3.5,5.15,1.33,1.5,7.73,8.2,2.18,1.76,0.85,1.72,3.55,4.66
448506,2016-08-06,133,112,Oakland Athletics,Chicago Cubs,108,104,382.0,308.0,354,244,0.93,0.79,164,123,0.43,0.4,125,131,0.33,0.43,357,324,0.93,1.05,45,36,0.12,0.12,3.86,3.59,1.25,1.22,8.41,9.47,2.86,2.47,1.06,1.05,2.95,3.83
448505,2016-08-06,119,111,Los Angeles Dodgers,Boston Red Sox,106,101,375.3,320.0,277,282,0.74,0.88,130,131,0.35,0.41,126,125,0.34,0.39,376,342,1.0,1.07,37,34,0.1,0.11,3.12,3.68,1.07,1.27,9.02,9.62,2.98,2.74,0.89,0.96,3.02,3.52
448504,2016-08-06,145,110,Chicago White Sox,Baltimore Orioles,104,108,312.3,369.3,305,323,0.98,0.87,133,127,0.43,0.34,158,148,0.51,0.4,290,338,0.93,0.92,30,33,0.1,0.09,3.83,3.09,1.48,1.28,8.36,8.24,1.84,2.28,0.86,0.8,4.55,3.61
448503,2016-08-06,138,144,St. Louis Cardinals,Atlanta Braves,107,108,324.0,371.3,261,348,0.81,0.94,122,166,0.38,0.45,119,178,0.37,0.48,314,363,0.97,0.98,34,35,0.1,0.09,3.39,4.02,1.17,1.42,8.72,8.8,2.64,2.04,0.94,0.85,3.31,4.31
448509,2016-08-06,136,108,Seattle Mariners,Los Angeles Angels,107,106,340.7,364.3,297,354,0.87,0.97,145,157,0.43,0.43,127,126,0.37,0.35,381,294,1.12,0.81,48,45,0.14,0.12,3.83,3.88,1.24,1.32,10.07,7.26,3.0,2.33,1.27,1.11,3.36,3.11
