game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
447702,2016-06-04,110,147,Baltimore Orioles,New York Yankees,53,54,177.7,160.7,166,133,0.93,0.83,54,67,0.3,0.42,66,47,0.37,0.29,160,191,0.9,1.19,16,20,0.09,0.12,2.74,3.75,1.31,1.12,8.11,10.7,2.42,4.06,0.81,1.12,3.34,2.63
447708,2016-06-04,113,120,Cincinnati Reds,Washington Nationals,54,54,193.0,149.0,205,115,1.06,0.77,141,45,0.73,0.3,118,44,0.61,0.3,175,153,0.91,1.03,42,13,0.22,0.09,6.58,2.72,1.67,1.07,8.16,9.24,1.48,3.48,1.96,0.79,5.5,2.66
447707,2016-06-04,111,141,Boston Red Sox,Toronto Blue Jays,52,56,169.0,142.0,147,142,0.87,1.0,71,59,0.42,0.42,74,44,0.44,0.31,190,135,1.12,0.95,17,20,0.1,0.14,3.78,3.74,1.31,1.31,10.12,8.56,2.57,3.07,0.91,1.27,3.94,2.79
447706,2016-06-04,142,139,Minnesota Twins,Tampa Bay Rays,53,52,186.7,158.0,202,155,1.08,0.98,91,71,0.49,0.45,60,50,0.32,0.32,190,140,1.02,0.89,30,24,0.16,0.15,4.39,4.04,1.4,1.3,9.16,7.97,3.17,2.8,1.45,1.37,2.89,2.85
447704,2016-06-04,138,137,St. Louis Cardinals,San Francisco Giants,54,53,159.3,159.3,139,150,0.87,0.94,71,65,0.45,0.41,61,52,0.38,0.33,172,130,1.08,0.82,23,16,0.14,0.1,4.01,3.67,1.26,1.27,9.72,7.34,2.82,2.5,1.3,0.9,3.45,2.94
447703,2016-06-04,117,133,Houston Astros,Oakland Athletics,55,55,193.0,192.0,167,183,0.87,0.95,73,86,0.38,0.45,44,53,0.23,0.28,218,184,1.13,0.96,21,23,0.11,0.12,3.4,4.03,1.09,1.23,10.17,8.63,4.95,3.47,0.98,1.08,2.05,2.48
447701,2016-06-04,146,121,Miami Marlins,New York Mets,55,53,181.0,158.7,168,130,0.93,0.82,79,54,0.44,0.34,88,55,0.49,0.35,181,176,1.0,1.11,18,15,0.1,0.09,3.93,3.06,1.41,1.17,9.0,9.98,2.06,3.2,0.9,0.85,4.38,3.12
447705,2016-06-04,140,136,Texas Rangers,Seattle Mariners,54,53,167.3,166.3,188,128,1.12,0.77,93,53,0.56,0.32,62,53,0.37,0.32,133,186,0.79,1.12,31,17,0.19,0.1,5.0,2.87,1.49,1.09,7.15,10.06,2.15,3.51,1.67,0.92,3.33,2.87
447699,2016-06-04,134,108,Pittsburgh Pirates,Los Angeles Angels,53,53,180.7,179.7,169,161,0.94,0.9,76,76,0.42,0.42,79,65,0.44,0.36,142,145,0.79,0.81,18,19,0.1,0.11,3.79,3.81,1.37,1.26,7.07,7.26,1.8,2.23,0.9,0.95,3.94,3.26
447694,2016-06-04,112,109,Chicago Cubs,Arizona Diamondbacks,50,57,139.3,198.7,101,199,0.72,1.0,51,95,0.37,0.48,60,86,0.43,0.43,151,171,1.08,0.86,17,16,0.12,0.08,3.29,4.3,1.16,1.43,9.75,7.75,2.52,1.99,1.1,0.72,3.88,3.9
447695,2016-06-04,119,144,Los Angeles Dodgers,Atlanta Braves,53,54,168.3,185.3,117,179,0.7,0.97,61,87,0.36,0.47,58,87,0.34,0.47,168,197,1.0,1.06,16,17,0.1,0.09,3.26,4.22,1.04,1.44,8.98,9.57,2.9,2.26,0.86,0.83,3.1,4.22
447696,2016-06-04,116,145,Detroit Tigers,Chicago White Sox,53,52,158.0,155.7,171,133,1.08,0.85,82,58,0.52,0.37,53,69,0.34,0.44,130,134,0.82,0.86,16,9,0.1,0.06,4.67,3.35,1.42,1.3,7.41,7.75,2.45,1.94,0.91,0.52,3.02,3.99
447700,2016-06-04,143,158,Philadelphia Phillies,Milwaukee Brewers,54,55,170.7,187.3,147,180,0.86,0.96,72,83,0.42,0.44,76,84,0.45,0.45,171,177,1.0,0.94,27,28,0.16,0.15,3.8,3.99,1.31,1.41,9.02,8.5,2.25,2.11,1.42,1.35,4.01,4.04
447697,2016-06-04,135,115,San Diego Padres,Colorado Rockies,56,54,197.7,186.7,198,193,1.0,1.03,109,91,0.55,0.49,94,58,0.48,0.31,193,157,0.98,0.84,27,22,0.14,0.12,4.96,4.39,1.48,1.34,8.79,7.57,2.05,2.71,1.23,1.06,4.28,2.8
447698,2016-06-04,114,118,Cleveland Indians,Kansas City Royals,52,54,165.0,185.3,141,157,0.85,0.85,64,51,0.39,0.28,66,63,0.4,0.34,155,187,0.94,1.01,20,9,0.12,0.05,3.49,2.48,1.25,1.19,8.45,9.08,2.35,2.97,1.09,0.44,3.6,3.06
