Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
14.0,Merrill Kelly,36.0,ARI,NL,2.2,6.0,3.0,0.667,3.41,15.0,15.0,0.0,0.0,0.0,0.0,87.0,67.0,36.0,33.0,9.0,22.0,0.0,86.0,1.0,0.0,0.0,347.0,121.0,3.23,1.023,6.9,0.9,2.3,8.9,3.91,
15.0,Zac Gallen,29.0,ARI,NL,0.4,4.0,8.0,0.333,5.19,15.0,15.0,0.0,0.0,0.0,0.0,86.2,77.0,53.0,50.0,15.0,40.0,1.0,81.0,2.0,0.0,1.0,373.0,79.0,4.91,1.35,8.0,1.6,4.2,8.4,2.03,
16.0,Zack Littell,29.0,TBR,AL,0.9,6.0,6.0,0.5,3.84,14.0,14.0,0.0,1.0,0.0,0.0,86.2,85.0,37.0,37.0,21.0,11.0,1.0,58.0,4.0,0.0,1.0,347.0,101.0,5.4,1.108,8.8,2.2,1.1,6.0,5.27,
17.0,Hunter Brown,26.0,HOU,AL,3.3,8.0,3.0,0.727,1.88,14.0,14.0,0.0,1.0,0.0,0.0,86.0,54.0,19.0,18.0,7.0,26.0,0.0,105.0,2.0,0.0,0.0,325.0,214.0,2.67,0.93,5.7,0.7,2.7,11.0,4.04,
18.0,Jake Irvin,28.0,WSN,NL,1.7,5.0,3.0,0.625,4.21,14.0,14.0,0.0,0.0,0.0,0.0,83.1,79.0,39.0,39.0,13.0,25.0,0.0,54.0,2.0,0.0,1.0,352.0,94.0,4.78,1.248,8.5,1.4,2.7,5.8,2.16,
19.0,Freddy Peralta,29.0,MIL,NL,2.3,6.0,4.0,0.6,2.6,15.0,15.0,0.0,0.0,0.0,0.0,83.0,62.0,25.0,24.0,9.0,32.0,0.0,84.0,4.0,0.0,3.0,343.0,152.0,3.76,1.133,6.7,1.0,3.5,9.1,2.63,
20.0,Yusei Kikuchi*,34.0,LAA,AL,2.3,2.0,6.0,0.25,3.05,15.0,15.0,0.0,0.0,0.0,0.0,82.2,79.0,33.0,28.0,9.0,43.0,3.0,78.0,1.0,0.0,3.0,359.0,134.0,4.2,1.476,8.6,1.0,4.7,8.5,1.81,
21.0,Jameson Taillon,33.0,CHC,NL,0.7,7.0,3.0,0.7,3.48,14.0,14.0,0.0,0.0,0.0,0.0,82.2,65.0,33.0,32.0,16.0,16.0,0.0,65.0,0.0,0.0,0.0,325.0,109.0,4.6,0.98,7.1,1.7,1.7,7.1,4.06,
22.0,Jacob deGrom,37.0,TEX,AL,2.4,6.0,2.0,0.75,2.19,14.0,14.0,0.0,0.0,0.0,0.0,82.1,58.0,20.0,20.0,9.0,17.0,0.0,80.0,2.0,0.0,1.0,315.0,170.0,3.24,0.911,6.3,1.0,1.9,8.7,4.71,
23.0,Bryan Woo,25.0,SEA,AL,1.6,5.0,4.0,0.556,3.39,13.0,13.0,0.0,0.0,0.0,0.0,82.1,69.0,31.0,31.0,11.0,12.0,0.0,72.0,2.0,0.0,2.0,326.0,107.0,3.57,0.984,7.5,1.2,1.3,7.9,6.0,
24.0,Kevin Gausman,34.0,TOR,AL,0.9,5.0,5.0,0.5,4.08,14.0,14.0,0.0,0.0,0.0,0.0,81.2,66.0,38.0,37.0,10.0,21.0,1.0,80.0,1.0,1.0,0.0,324.0,102.0,3.51,1.065,7.3,1.1,2.3,8.8,3.81,
25.0,Ryan Pepiot,27.0,TBR,AL,1.2,3.0,6.0,0.333,3.31,14.0,14.0,0.0,0.0,0.0,0.0,81.2,69.0,31.0,30.0,13.0,24.0,0.0,73.0,1.0,0.0,3.0,327.0,117.0,4.27,1.139,7.6,1.4,2.6,8.0,3.04,
26.0,Robbie Ray*,33.0,SFG,NL,2.0,8.0,1.0,0.889,2.55,14.0,14.0,0.0,0.0,0.0,0.0,81.1,58.0,25.0,23.0,6.0,33.0,0.0,92.0,0.0,0.0,4.0,327.0,149.0,2.99,1.119,6.4,0.7,3.7,10.2,2.79,
27.0,Tanner Bibee,26.0,CLE,AL,1.2,4.0,6.0,0.4,3.79,14.0,14.0,0.0,0.0,0.0,0.0,80.2,72.0,36.0,34.0,14.0,26.0,1.0,65.0,4.0,1.0,0.0,334.0,107.0,4.83,1.215,8.0,1.6,2.9,7.3,2.5,
28.0,Matthew Boyd*,34.0,CHC,NL,1.2,6.0,3.0,0.667,2.79,14.0,14.0,0.0,0.0,0.0,0.0,80.2,75.0,30.0,25.0,9.0,19.0,0.0,73.0,5.0,0.0,1.0,327.0,136.0,3.61,1.165,8.4,1.0,2.1,8.1,3.84,
29.0,Davis Martin,28.0,CHW,AL,1.3,2.0,7.0,0.222,3.79,14.0,13.0,0.0,0.0,0.0,0.0,80.2,80.0,38.0,34.0,12.0,19.0,0.0,53.0,4.0,0.0,1.0,334.0,109.0,4.55,1.227,8.9,1.3,2.1,5.9,2.79,
30.0,Chris Sale*,36.0,ATL,NL,1.8,4.0,4.0,0.5,2.79,14.0,14.0,0.0,0.0,0.0,0.0,80.2,73.0,27.0,25.0,7.0,25.0,0.0,107.0,7.0,0.0,2.0,338.0,146.0,2.74,1.215,8.1,0.8,2.8,11.9,4.28,
31.0,Chris Bassitt,36.0,TOR,AL,1.2,7.0,3.0,0.7,3.7,14.0,14.0,0.0,0.0,0.0,0.0,80.1,86.0,34.0,33.0,10.0,19.0,0.0,78.0,4.0,1.0,2.0,346.0,113.0,3.61,1.307,9.6,1.1,2.1,8.7,4.11,
32.0,Nick Martinez,34.0,CIN,NL,1.2,4.0,7.0,0.364,3.92,14.0,14.0,0.0,0.0,0.0,0.0,80.1,80.0,36.0,35.0,10.0,18.0,0.0,58.0,3.0,0.0,5.0,328.0,113.0,4.03,1.22,9.0,1.1,2.0,6.5,3.22,
33.0,Joe Ryan,29.0,MIN,AL,2.4,7.0,2.0,0.778,2.93,14.0,13.0,0.0,0.0,0.0,0.0,80.0,55.0,27.0,26.0,10.0,17.0,0.0,89.0,9.0,2.0,0.0,315.0,142.0,3.45,0.9,6.2,1.1,1.9,10.0,5.24,
34.0,Tomoyuki Sugano,35.0,BAL,AL,1.5,5.0,4.0,0.556,3.38,14.0,14.0,0.0,0.0,0.0,0.0,80.0,77.0,31.0,30.0,13.0,14.0,0.0,46.0,4.0,0.0,1.0,327.0,113.0,4.71,1.138,8.7,1.5,1.6,5.2,3.29,
35.0,Michael Wacha,33.0,KCR,AL,1.6,3.0,6.0,0.333,3.38,14.0,14.0,0.0,0.0,0.0,0.0,80.0,77.0,30.0,30.0,9.0,21.0,0.0,60.0,2.0,0.0,0.0,335.0,121.0,3.9,1.225,8.7,1.0,2.4,6.8,2.86,
36.0,Kris Bubic*,27.0,KCR,AL,3.1,5.0,4.0,0.556,1.92,13.0,13.0,0.0,0.0,0.0,0.0,79.2,59.0,19.0,17.0,3.0,26.0,1.0,82.0,2.0,0.0,1.0,317.0,212.0,2.56,1.067,6.7,0.3,2.9,9.3,3.15,
37.0,Sonny Gray,35.0,STL,NL,1.2,7.0,2.0,0.778,3.84,14.0,14.0,0.0,0.0,0.0,0.0,79.2,79.0,36.0,34.0,10.0,15.0,0.0,85.0,2.0,0.0,1.0,326.0,106.0,3.21,1.18,8.9,1.1,1.7,9.6,5.67,
38.0,David Peterson*,29.0,NYM,NL,2.1,5.0,2.0,0.714,2.49,13.0,13.0,0.0,1.0,1.0,0.0,79.2,70.0,25.0,22.0,4.0,25.0,1.0,71.0,4.0,0.0,2.0,330.0,153.0,3.04,1.192,7.9,0.5,2.8,8.0,2.84,
39.0,Cristopher SÃ¡nchez*,28.0,PHI,NL,2.6,5.0,2.0,0.714,3.05,14.0,14.0,0.0,0.0,0.0,0.0,79.2,71.0,28.0,27.0,7.0,28.0,0.0,88.0,5.0,0.0,4.0,335.0,136.0,3.25,1.243,8.0,0.8,3.2,9.9,3.14,
40.0,Jeffrey Springs*,32.0,ATH,AL,0.3,5.0,5.0,0.5,4.52,15.0,13.0,0.0,0.0,0.0,0.0,79.2,72.0,49.0,40.0,12.0,31.0,0.0,66.0,1.0,2.0,0.0,343.0,91.0,4.58,1.293,8.1,1.4,3.5,7.5,2.13,
41.0,Luis Castillo,32.0,SEA,AL,0.9,4.0,4.0,0.5,3.29,14.0,14.0,0.0,0.0,0.0,0.0,79.1,75.0,31.0,29.0,9.0,26.0,0.0,67.0,1.0,0.0,1.0,335.0,111.0,3.88,1.273,8.5,1.0,2.9,7.6,2.58,
42.0,Grant Holmes,29.0,ATL,NL,0.8,3.0,6.0,0.333,3.97,15.0,14.0,1.0,0.0,0.0,0.0,79.1,59.0,36.0,35.0,14.0,34.0,0.0,92.0,3.0,0.0,2.0,327.0,103.0,4.45,1.172,6.7,1.6,3.9,10.4,2.71,
43.0,Dean Kremer,29.0,BAL,AL,0.0,5.0,7.0,0.417,4.99,14.0,13.0,0.0,0.0,0.0,0.0,79.1,88.0,46.0,44.0,12.0,21.0,0.0,61.0,1.0,0.0,5.0,342.0,76.0,4.33,1.374,10.0,1.4,2.4,6.9,2.9,
44.0,Nick Pivetta,32.0,SDP,NL,1.8,7.0,2.0,0.778,3.4,14.0,14.0,0.0,0.0,0.0,0.0,79.1,61.0,32.0,30.0,9.0,22.0,0.0,88.0,1.0,0.0,0.0,318.0,120.0,3.2,1.046,6.9,1.0,2.5,10.0,4.0,
45.0,JosÃ© Soriano,26.0,LAA,AL,1.3,4.0,5.0,0.444,3.86,14.0,14.0,0.0,0.0,0.0,0.0,79.1,80.0,37.0,34.0,3.0,39.0,0.0,64.0,2.0,0.0,3.0,342.0,106.0,3.5,1.5,9.1,0.3,4.4,7.3,1.64,
46.0,Erick Fedde,32.0,STL,NL,1.3,3.0,6.0,0.333,3.65,14.0,14.0,0.0,1.0,1.0,0.0,79.0,67.0,34.0,32.0,6.0,34.0,0.0,51.0,2.0,0.0,1.0,329.0,112.0,4.14,1.278,7.6,0.7,3.9,5.8,1.5,
47.0,Nick Lodolo*,27.0,CIN,NL,1.5,4.0,5.0,0.444,3.76,14.0,14.0,0.0,0.0,0.0,0.0,79.0,73.0,35.0,33.0,10.0,16.0,0.0,70.0,9.0,1.0,2.0,328.0,118.0,3.9,1.127,8.3,1.1,1.8,8.0,4.38,
48.0,Taj Bradley,24.0,TBR,AL,-0.4,4.0,5.0,0.444,4.35,14.0,14.0,0.0,0.0,0.0,0.0,78.2,68.0,45.0,38.0,10.0,33.0,0.0,71.0,4.0,0.0,0.0,331.0,89.0,4.33,1.284,7.8,1.1,3.8,8.1,2.15,
49.0,JesÃºs Luzardo*,27.0,PHI,NL,1.6,6.0,2.0,0.75,4.23,14.0,14.0,0.0,0.0,0.0,0.0,78.2,86.0,40.0,37.0,6.0,24.0,0.0,93.0,1.0,1.0,1.0,337.0,98.0,2.65,1.398,9.8,0.7,2.7,10.6,3.88,
50.0,Andrew Heaney*,34.0,PIT,NL,1.7,3.0,5.0,0.375,3.33,14.0,14.0,0.0,0.0,0.0,0.0,78.1,63.0,29.0,29.0,11.0,24.0,0.0,59.0,3.0,0.0,2.0,319.0,126.0,4.43,1.111,7.2,1.3,2.8,6.8,2.46,
51.0,Clay Holmes,32.0,NYM,NL,1.4,7.0,3.0,0.7,2.87,14.0,14.0,0.0,0.0,0.0,0.0,78.1,67.0,27.0,25.0,9.0,25.0,0.0,68.0,4.0,1.0,5.0,322.0,132.0,3.94,1.174,7.7,1.0,2.9,7.8,2.72,
52.0,Yoshinobu Yamamoto,26.0,LAD,NL,1.9,6.0,5.0,0.545,2.64,14.0,14.0,0.0,0.0,0.0,0.0,78.1,55.0,26.0,23.0,8.0,30.0,0.0,90.0,2.0,0.0,4.0,315.0,148.0,3.33,1.085,6.3,0.9,3.4,10.3,3.0,
53.0,Shane Baz,26.0,TBR,AL,0.1,6.0,3.0,0.667,4.54,14.0,14.0,0.0,0.0,0.0,0.0,77.1,72.0,39.0,39.0,13.0,30.0,0.0,71.0,5.0,0.0,0.0,328.0,86.0,4.78,1.319,8.4,1.5,3.5,8.3,2.37,
54.0,Michael Lorenzen,33.0,KCR,AL,-0.3,4.0,7.0,0.364,4.91,14.0,14.0,0.0,0.0,0.0,0.0,77.0,80.0,44.0,42.0,14.0,25.0,0.0,65.0,2.0,0.0,9.0,334.0,83.0,4.8,1.364,9.4,1.6,2.9,7.6,2.6,
55.0,Tyler Mahle,30.0,TEX,AL,1.9,6.0,3.0,0.667,2.34,14.0,14.0,0.0,0.0,0.0,0.0,77.0,60.0,20.0,20.0,4.0,27.0,0.0,56.0,0.0,1.0,0.0,308.0,159.0,3.35,1.13,7.0,0.5,3.2,6.5,2.07,
56.0,Andre Pallante,26.0,STL,NL,0.0,4.0,3.0,0.571,4.83,14.0,14.0,0.0,0.0,0.0,0.0,76.1,79.0,43.0,41.0,11.0,26.0,0.0,54.0,1.0,2.0,5.0,331.0,84.0,4.59,1.376,9.3,1.3,3.1,6.4,2.08,
57.0,Jack Flaherty,29.0,DET,AL,0.9,5.0,7.0,0.417,4.03,14.0,14.0,0.0,0.0,0.0,0.0,76.0,58.0,35.0,34.0,14.0,28.0,0.0,90.0,2.0,0.0,0.0,310.0,99.0,4.28,1.132,6.9,1.7,3.3,10.7,3.21,
58.0,Dylan Cease,29.0,SDP,NL,0.7,2.0,5.0,0.286,4.28,14.0,14.0,0.0,0.0,0.0,0.0,75.2,69.0,38.0,36.0,8.0,29.0,1.0,96.0,1.0,0.0,2.0,321.0,95.0,3.1,1.295,8.2,1.0,3.4,11.4,3.31,
59.0,Luis Ortiz,26.0,CLE,AL,0.2,3.0,8.0,0.273,4.64,14.0,14.0,0.0,0.0,0.0,0.0,75.2,72.0,40.0,39.0,10.0,39.0,0.0,81.0,1.0,0.0,0.0,331.0,87.0,4.24,1.467,8.6,1.2,4.6,9.6,2.08,
60.0,Chris Paddack,29.0,MIN,AL,0.7,2.0,6.0,0.25,4.3,14.0,14.0,0.0,0.0,0.0,0.0,75.1,70.0,39.0,36.0,10.0,23.0,0.0,53.0,1.0,0.0,2.0,315.0,97.0,4.35,1.235,8.4,1.2,2.7,6.3,2.3,
61.0,Tyler Anderson*,35.0,LAA,AL,1.0,2.0,4.0,0.333,4.44,14.0,14.0,0.0,0.0,0.0,0.0,75.0,74.0,41.0,37.0,13.0,29.0,3.0,61.0,3.0,2.0,5.0,332.0,92.0,4.98,1.373,8.9,1.6,3.5,7.3,2.1,
62.0,Bailey Falter*,28.0,PIT,NL,0.9,5.0,3.0,0.625,3.36,14.0,14.0,0.0,0.0,0.0,0.0,75.0,59.0,33.0,28.0,7.0,25.0,0.0,46.0,1.0,0.0,2.0,298.0,125.0,4.1,1.12,7.1,0.8,3.0,5.5,1.84,
63.0,Chad Patrick,26.0,MIL,NL,1.3,3.0,6.0,0.333,3.25,15.0,14.0,0.0,0.0,0.0,0.0,74.2,70.0,27.0,27.0,7.0,24.0,1.0,71.0,3.0,0.0,0.0,314.0,122.0,3.47,1.259,8.4,0.8,2.9,8.6,2.96,
64.0,Brady Singer,28.0,CIN,NL,0.5,7.0,4.0,0.636,4.34,14.0,14.0,0.0,0.0,0.0,0.0,74.2,68.0,39.0,36.0,9.0,32.0,0.0,60.0,2.0,0.0,0.0,317.0,102.0,4.4,1.339,8.2,1.1,3.9,7.2,1.88,
65.0,Mitchell Parker*,25.0,WSN,NL,0.2,4.0,7.0,0.364,4.84,14.0,14.0,0.0,0.0,0.0,0.0,74.1,69.0,44.0,40.0,8.0,31.0,0.0,50.0,3.0,0.0,2.0,321.0,82.0,4.5,1.345,8.4,1.0,3.8,6.1,1.61,
66.0,Drew Rasmussen,29.0,TBR,AL,2.0,6.0,4.0,0.6,2.55,14.0,14.0,0.0,0.0,0.0,0.0,74.0,55.0,21.0,21.0,8.0,15.0,0.0,62.0,3.0,0.0,2.0,283.0,152.0,3.53,0.946,6.7,1.0,1.8,7.5,4.13,
67.0,Kyle Freeland*,32.0,COL,NL,-0.1,1.0,8.0,0.111,5.13,14.0,14.0,0.0,0.0,0.0,0.0,73.2,97.0,54.0,42.0,8.0,15.0,1.0,57.0,2.0,0.0,1.0,328.0,89.0,3.63,1.52,11.9,1.0,1.8,7.0,3.8,
68.0,Bailey Ober,29.0,MIN,AL,0.8,4.0,3.0,0.571,4.4,14.0,14.0,0.0,0.0,0.0,0.0,73.2,81.0,37.0,36.0,13.0,21.0,0.0,57.0,3.0,2.0,1.0,323.0,95.0,4.8,1.385,9.9,1.6,2.6,7.0,2.71,
69.0,Kodai Senga,32.0,NYM,NL,2.8,7.0,3.0,0.7,1.47,13.0,13.0,0.0,0.0,0.0,0.0,73.2,51.0,15.0,12.0,4.0,31.0,0.0,70.0,1.0,0.0,4.0,293.0,259.0,3.18,1.113,6.2,0.5,3.8,8.6,2.26,
70.0,Matthew Liberatore*,25.0,STL,NL,0.5,3.0,6.0,0.333,4.17,13.0,13.0,0.0,0.0,0.0,0.0,73.1,76.0,36.0,34.0,7.0,11.0,0.0,62.0,2.0,0.0,2.0,306.0,98.0,3.15,1.186,9.3,0.9,1.4,7.6,5.64,
71.0,Dustin May,27.0,LAD,NL,-0.1,4.0,4.0,0.5,4.46,13.0,13.0,0.0,0.0,0.0,0.0,72.2,67.0,40.0,36.0,8.0,30.0,2.0,67.0,7.0,0.0,1.0,315.0,88.0,4.19,1.335,8.3,1.0,3.7,8.3,2.23,
72.0,JP Sears*,29.0,ATH,AL,0.7,5.0,5.0,0.5,5.08,14.0,14.0,0.0,0.0,0.0,0.0,72.2,77.0,41.0,41.0,15.0,14.0,0.0,58.0,4.0,0.0,1.0,310.0,81.0,4.9,1.252,9.5,1.9,1.7,7.2,4.14,
73.0,Miles Mikolas,36.0,STL,NL,0.4,4.0,4.0,0.5,4.35,14.0,14.0,0.0,0.0,0.0,0.0,72.1,76.0,36.0,35.0,6.0,18.0,0.0,45.0,2.0,0.0,1.0,308.0,94.0,3.74,1.3,9.5,0.7,2.2,5.6,2.5,
74.0,Jack Kochanowicz,24.0,LAA,AL,0.2,3.0,8.0,0.273,5.53,14.0,14.0,0.0,0.0,0.0,0.0,71.2,81.0,45.0,44.0,13.0,33.0,2.0,50.0,5.0,0.0,3.0,317.0,74.0,5.63,1.591,10.2,1.6,4.1,6.3,1.52,
75.0,Kyle Hendricks,35.0,LAA,AL,0.5,4.0,6.0,0.4,5.2,13.0,13.0,0.0,0.0,0.0,0.0,71.0,73.0,42.0,41.0,12.0,21.0,3.0,44.0,4.0,0.0,0.0,303.0,79.0,5.09,1.324,9.3,1.5,2.7,5.6,2.1,
76.0,Sean Burke,25.0,CHW,AL,0.2,3.0,7.0,0.3,4.71,14.0,12.0,0.0,0.0,0.0,0.0,70.2,69.0,42.0,37.0,11.0,33.0,0.0,54.0,4.0,0.0,2.0,311.0,87.0,5.14,1.443,8.8,1.4,4.2,6.9,1.64,
77.0,Seth Lugo,35.0,KCR,AL,1.4,3.0,5.0,0.375,3.18,12.0,12.0,0.0,0.0,0.0,0.0,70.2,59.0,27.0,25.0,12.0,22.0,1.0,52.0,1.0,0.0,3.0,281.0,128.0,4.79,1.146,7.5,1.5,2.8,6.6,2.36,
78.0,Brandon Pfaadt,26.0,ARI,NL,0.2,8.0,4.0,0.667,5.5,14.0,14.0,0.0,0.0,0.0,0.0,70.1,82.0,45.0,43.0,14.0,18.0,1.0,55.0,6.0,0.0,2.0,310.0,75.0,5.12,1.422,10.5,1.8,2.3,7.0,3.06,
79.0,Landen Roupp,26.0,SFG,NL,-0.2,4.0,5.0,0.444,3.99,14.0,14.0,0.0,0.0,0.0,0.0,70.0,73.0,39.0,31.0,7.0,29.0,1.0,63.0,1.0,0.0,5.0,310.0,95.0,3.86,1.457,9.4,0.9,3.7,8.1,2.17,
80.0,Ben Brown,25.0,CHC,NL,-0.9,3.0,5.0,0.375,5.71,14.0,12.0,0.0,0.0,0.0,0.0,69.1,79.0,45.0,44.0,8.0,23.0,0.0,83.0,3.0,0.0,1.0,310.0,66.0,3.3,1.471,10.3,1.0,3.0,10.8,3.61,
81.0,Nathan Eovaldi,35.0,TEX,AL,2.7,4.0,3.0,0.571,1.56,12.0,12.0,0.0,1.0,1.0,0.0,69.1,46.0,14.0,12.0,4.0,10.0,0.0,73.0,4.0,0.0,4.0,266.0,239.0,2.32,0.808,6.0,0.5,1.3,9.5,7.3,
82.0,Gavin Williams,25.0,CLE,AL,0.6,5.0,3.0,0.625,3.89,14.0,14.0,0.0,0.0,0.0,0.0,69.1,63.0,34.0,30.0,10.0,39.0,0.0,72.0,1.0,1.0,5.0,303.0,104.0,4.6,1.471,8.2,1.3,5.1,9.3,1.85,
83.0,Trevor Williams,33.0,WSN,NL,-0.3,3.0,8.0,0.273,5.71,14.0,14.0,0.0,0.0,0.0,0.0,69.1,82.0,46.0,44.0,8.0,17.0,0.0,52.0,2.0,0.0,1.0,306.0,69.0,3.9,1.428,10.6,1.0,2.2,6.8,3.06,
84.0,Griffin Canning,29.0,NYM,NL,0.8,6.0,3.0,0.667,3.8,14.0,14.0,0.0,0.0,0.0,0.0,68.2,63.0,31.0,29.0,8.0,33.0,0.0,63.0,0.0,0.0,2.0,295.0,100.0,4.19,1.398,8.3,1.0,4.3,8.3,1.91,
85.0,Tylor Megill,29.0,NYM,NL,0.0,5.0,5.0,0.5,3.95,14.0,14.0,0.0,0.0,0.0,0.0,68.1,60.0,37.0,30.0,6.0,33.0,0.0,89.0,7.0,0.0,3.0,305.0,96.0,3.37,1.361,7.9,0.8,4.3,11.7,2.7,
86.0,Shane Smith,25.0,CHW,AL,2.0,3.0,3.0,0.5,2.37,13.0,13.0,0.0,0.0,0.0,0.0,68.1,53.0,25.0,18.0,4.0,27.0,0.0,64.0,7.0,0.0,5.0,286.0,174.0,3.45,1.171,7.0,0.5,3.6,8.4,2.37,
87.0,GermÃ¡n MÃ¡rquez,30.0,COL,NL,-0.7,2.0,8.0,0.2,6.62,14.0,14.0,0.0,0.0,0.0,0.0,68.0,91.0,56.0,50.0,7.0,22.0,0.0,48.0,5.0,0.0,4.0,317.0,69.0,4.19,1.662,12.0,0.9,2.9,6.4,2.18,
88.0,Colin Rea,34.0,CHC,NL,0.1,4.0,2.0,0.667,3.84,15.0,11.0,3.0,0.0,0.0,1.0,68.0,72.0,30.0,29.0,9.0,18.0,0.0,52.0,2.0,0.0,2.0,285.0,99.0,4.15,1.324,9.5,1.2,2.4,6.9,2.89,
89.0,Randy VÃ¡squez,26.0,SDP,NL,1.3,3.0,4.0,0.429,3.57,14.0,14.0,0.0,0.0,0.0,0.0,68.0,60.0,28.0,27.0,9.0,35.0,0.0,41.0,5.0,1.0,2.0,295.0,114.0,5.35,1.397,7.9,1.2,4.6,5.4,1.17,
90.0,Quinn Priester,24.0,MIL,NL,0.9,5.0,2.0,0.714,3.46,13.0,9.0,1.0,0.0,0.0,0.0,67.2,58.0,28.0,26.0,6.0,26.0,0.0,46.0,1.0,0.0,2.0,280.0,114.0,4.06,1.241,7.7,0.8,3.5,6.1,1.77,
91.0,Patrick Corbin*,35.0,TEX,AL,0.5,4.0,5.0,0.444,3.66,12.0,12.0,0.0,1.0,0.0,0.0,66.1,60.0,27.0,27.0,10.0,21.0,0.0,49.0,1.0,0.0,3.0,273.0,102.0,4.55,1.221,8.1,1.4,2.8,6.6,2.33,
92.0,Antonio Senzatela,30.0,COL,NL,-0.9,1.0,10.0,0.091,7.23,14.0,13.0,0.0,0.0,0.0,0.0,66.0,110.0,59.0,53.0,12.0,24.0,0.0,35.0,1.0,0.0,5.0,324.0,63.0,5.51,2.03,15.0,1.6,3.3,4.8,1.46,
