Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1.0,Paul Skenes,23.0,PIT,NL,3.2,4.0,6.0,0.4,2.05,13.0,13.0,0.0,1.0,0.0,0.0,83.1,54.0,21.0,19.0,5.0,19.0,0.0,85.0,2.0,0.0,1.0,320.0,203.0,2.57,0.876,5.8,0.5,2.1,9.2,4.47,
2.0,Garrett Crochet*,26.0,BOS,AL,2.8,5.0,4.0,0.556,1.98,13.0,13.0,0.0,0.0,0.0,0.0,82.0,61.0,21.0,18.0,7.0,26.0,0.0,101.0,0.0,2.0,0.0,327.0,210.0,2.67,1.061,6.7,0.8,2.9,11.1,3.88,
3.0,Logan Webb,28.0,SFG,NL,1.7,5.0,5.0,0.5,2.55,13.0,13.0,0.0,0.0,0.0,0.0,81.1,78.0,27.0,23.0,4.0,17.0,0.0,91.0,1.0,0.0,1.0,331.0,151.0,2.14,1.168,8.6,0.4,1.9,10.1,5.35,
4.0,Carlos RodÃ³n*,32.0,NYY,AL,2.5,8.0,3.0,0.727,2.49,13.0,13.0,0.0,0.0,0.0,0.0,79.2,47.0,24.0,22.0,8.0,27.0,0.0,98.0,0.0,0.0,2.0,310.0,159.0,2.93,0.929,5.3,0.9,3.1,11.1,3.63,
5.0,Framber Valdez*,31.0,HOU,AL,2.0,5.0,4.0,0.556,3.12,12.0,12.0,0.0,2.0,0.0,0.0,78.0,59.0,27.0,27.0,6.0,24.0,0.0,73.0,3.0,0.0,3.0,307.0,129.0,3.24,1.064,6.8,0.7,2.8,8.4,3.04,
6.0,Luis Severino,31.0,ATH,AL,1.4,1.0,5.0,0.167,4.54,13.0,13.0,0.0,0.0,0.0,0.0,77.1,75.0,41.0,39.0,4.0,23.0,1.0,55.0,5.0,0.0,1.0,333.0,90.0,3.41,1.267,8.7,0.5,2.7,6.4,2.39,
7.0,Zack Wheeler,35.0,PHI,NL,2.3,6.0,2.0,0.75,2.96,12.0,12.0,0.0,0.0,0.0,0.0,76.0,52.0,25.0,25.0,9.0,18.0,0.0,94.0,2.0,0.0,0.0,293.0,140.0,2.93,0.921,6.2,1.1,2.1,11.1,5.22,
8.0,Tarik Skubal*,28.0,DET,AL,2.6,5.0,2.0,0.714,2.26,12.0,12.0,0.0,1.0,1.0,0.0,75.2,53.0,19.0,19.0,6.0,7.0,0.0,99.0,3.0,1.0,1.0,285.0,175.0,1.88,0.793,6.3,0.7,0.8,11.8,14.14,
9.0,Kris Bubic*,27.0,KCR,AL,3.5,5.0,3.0,0.625,1.43,12.0,12.0,0.0,0.0,0.0,0.0,75.1,53.0,14.0,12.0,3.0,22.0,1.0,79.0,2.0,0.0,1.0,294.0,286.0,2.45,0.996,6.3,0.4,2.6,9.4,3.59,
10.0,Max Fried*,31.0,NYY,AL,2.4,7.0,1.0,0.875,1.92,12.0,12.0,0.0,0.0,0.0,0.0,75.0,57.0,21.0,16.0,5.0,16.0,0.0,70.0,4.0,1.0,4.0,299.0,206.0,2.87,0.973,6.8,0.6,1.9,8.4,4.38,
