Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1.0,Paul Skenes,23.0,PIT,NL,3.6,4.0,6.0,0.4,1.88,14.0,14.0,0.0,1.0,0.0,0.0,91.0,56.0,22.0,19.0,5.0,20.0,0.0,92.0,2.0,0.0,1.0,345.0,218.0,2.48,0.835,5.5,0.5,2.0,9.1,4.6,
2.0,Garrett Crochet*,26.0,BOS,AL,2.5,6.0,4.0,0.6,2.35,14.0,14.0,0.0,0.0,0.0,0.0,88.0,67.0,26.0,23.0,8.0,27.0,0.0,110.0,0.0,3.0,0.0,352.0,175.0,2.67,1.068,6.9,0.8,2.8,11.3,4.07,
3.0,Logan Webb,28.0,SFG,NL,1.8,5.0,5.0,0.5,2.58,14.0,14.0,0.0,0.0,0.0,0.0,87.1,84.0,29.0,25.0,5.0,17.0,0.0,101.0,1.0,0.0,1.0,355.0,148.0,2.12,1.156,8.7,0.5,1.8,10.4,5.94,
4.0,Framber Valdez*,31.0,HOU,AL,2.1,6.0,4.0,0.6,3.07,13.0,13.0,0.0,2.0,0.0,0.0,85.0,63.0,29.0,29.0,6.0,27.0,0.0,84.0,3.0,0.0,3.0,335.0,131.0,3.07,1.059,6.7,0.6,2.9,8.9,3.11,
5.0,Carlos RodÃ³n*,32.0,NYY,AL,2.4,8.0,4.0,0.667,2.87,14.0,14.0,0.0,0.0,0.0,0.0,84.2,50.0,29.0,27.0,10.0,30.0,0.0,103.0,1.0,0.0,2.0,332.0,139.0,3.27,0.945,5.3,1.1,3.2,10.9,3.43,
6.0,Tarik Skubal*,28.0,DET,AL,3.1,6.0,2.0,0.75,2.16,13.0,13.0,0.0,1.0,1.0,0.0,83.1,61.0,20.0,20.0,6.0,7.0,0.0,105.0,3.0,1.0,1.0,314.0,185.0,1.84,0.816,6.6,0.6,0.8,11.3,15.0,
7.0,Luis Severino,31.0,ATH,AL,1.0,1.0,6.0,0.143,4.77,14.0,14.0,0.0,0.0,0.0,0.0,83.0,83.0,47.0,44.0,6.0,27.0,1.0,60.0,5.0,0.0,1.0,361.0,85.0,3.72,1.325,9.0,0.7,2.9,6.5,2.22,
8.0,Max Fried*,31.0,NYY,AL,2.9,8.0,1.0,0.889,1.78,13.0,13.0,0.0,0.0,0.0,0.0,81.0,58.0,21.0,16.0,5.0,18.0,0.0,77.0,4.0,1.0,4.0,319.0,225.0,2.78,0.938,6.4,0.6,2.0,8.6,4.28,
9.0,Zack Littell,29.0,TBR,AL,0.9,6.0,5.0,0.545,3.68,13.0,13.0,0.0,1.0,0.0,0.0,80.2,77.0,33.0,33.0,17.0,11.0,1.0,52.0,3.0,0.0,1.0,320.0,105.0,5.04,1.091,8.6,1.9,1.2,5.8,4.73,
10.0,Spencer Schwellenbach,25.0,ATL,NL,0.7,4.0,4.0,0.5,3.24,13.0,13.0,0.0,0.0,0.0,0.0,80.2,71.0,35.0,29.0,9.0,14.0,1.0,75.0,2.0,0.0,2.0,327.0,124.0,3.25,1.054,7.9,1.0,1.6,8.4,5.36,
11.0,Zac Gallen,29.0,ARI,NL,0.4,4.0,8.0,0.333,5.15,14.0,14.0,0.0,0.0,0.0,0.0,80.1,71.0,49.0,46.0,14.0,36.0,1.0,75.0,2.0,0.0,1.0,346.0,79.0,4.88,1.332,8.0,1.6,4.0,8.4,2.08,
12.0,Hunter Brown,26.0,HOU,AL,3.1,8.0,3.0,0.727,1.82,13.0,13.0,0.0,1.0,0.0,0.0,79.0,51.0,17.0,16.0,6.0,25.0,0.0,93.0,1.0,0.0,0.0,299.0,221.0,2.69,0.962,5.8,0.7,2.8,10.6,3.72,
13.0,Jake Irvin,28.0,WSN,NL,1.7,5.0,2.0,0.714,4.02,13.0,13.0,0.0,0.0,0.0,0.0,78.1,74.0,35.0,35.0,11.0,22.0,0.0,50.0,1.0,0.0,1.0,328.0,98.0,4.5,1.226,8.5,1.3,2.5,5.7,2.27,
14.0,Robbie Ray*,33.0,SFG,NL,2.3,8.0,1.0,0.889,2.44,13.0,13.0,0.0,0.0,0.0,0.0,77.1,52.0,21.0,21.0,6.0,31.0,0.0,87.0,0.0,0.0,3.0,306.0,156.0,3.03,1.073,6.1,0.7,3.6,10.1,2.81,
15.0,Freddy Peralta,29.0,MIL,NL,2.1,5.0,4.0,0.556,2.69,14.0,14.0,0.0,0.0,0.0,0.0,77.0,58.0,24.0,23.0,9.0,31.0,0.0,78.0,3.0,0.0,3.0,319.0,146.0,3.89,1.156,6.8,1.1,3.6,9.1,2.52,
16.0,Kevin Gausman,34.0,TOR,AL,1.0,5.0,4.0,0.556,3.87,13.0,13.0,0.0,0.0,0.0,0.0,76.2,62.0,34.0,33.0,9.0,17.0,1.0,73.0,1.0,1.0,0.0,302.0,107.0,3.39,1.03,7.3,1.1,2.0,8.6,4.29,
17.0,Jacob deGrom,37.0,TEX,AL,2.5,6.0,2.0,0.75,2.12,13.0,13.0,0.0,0.0,0.0,0.0,76.1,53.0,18.0,18.0,9.0,17.0,0.0,74.0,2.0,0.0,1.0,293.0,179.0,3.41,0.917,6.2,1.1,2.0,8.7,4.35,
18.0,Mitch Keller,29.0,PIT,NL,0.5,1.0,8.0,0.111,4.13,13.0,13.0,0.0,0.0,0.0,0.0,76.1,77.0,38.0,35.0,5.0,20.0,0.0,61.0,4.0,0.0,1.0,324.0,99.0,3.26,1.271,9.1,0.6,2.4,7.2,3.05,
19.0,Jameson Taillon,33.0,CHC,NL,0.7,6.0,3.0,0.667,3.54,13.0,13.0,0.0,0.0,0.0,0.0,76.1,60.0,31.0,30.0,16.0,14.0,0.0,58.0,0.0,0.0,0.0,301.0,107.0,4.82,0.969,7.1,1.9,1.7,6.8,4.14,
20.0,Bryan Woo,25.0,SEA,AL,1.7,5.0,3.0,0.625,3.07,12.0,12.0,0.0,0.0,0.0,0.0,76.1,62.0,26.0,26.0,9.0,11.0,0.0,69.0,2.0,0.0,2.0,300.0,119.0,3.3,0.956,7.3,1.1,1.3,8.1,6.27,
21.0,JosÃ© BerrÃ­os,31.0,TOR,AL,1.4,2.0,2.0,0.5,3.67,13.0,13.0,0.0,0.0,0.0,0.0,76.0,67.0,31.0,31.0,11.0,30.0,1.0,70.0,3.0,1.0,1.0,316.0,113.0,4.41,1.276,7.9,1.3,3.6,8.3,2.33,
22.0,Merrill Kelly,36.0,ARI,NL,1.8,6.0,2.0,0.75,3.43,13.0,13.0,0.0,0.0,0.0,0.0,76.0,56.0,32.0,29.0,8.0,19.0,0.0,72.0,1.0,0.0,0.0,302.0,119.0,3.33,0.987,6.6,0.9,2.3,8.5,3.79,
23.0,Ryan Pepiot,27.0,TBR,AL,1.1,3.0,5.0,0.375,3.2,13.0,13.0,0.0,0.0,0.0,0.0,76.0,64.0,28.0,27.0,12.0,22.0,0.0,64.0,1.0,0.0,3.0,303.0,121.0,4.34,1.132,7.6,1.4,2.6,7.6,2.91,
24.0,Zack Wheeler,35.0,PHI,NL,2.4,6.0,2.0,0.75,2.96,12.0,12.0,0.0,0.0,0.0,0.0,76.0,52.0,25.0,25.0,9.0,18.0,0.0,94.0,2.0,0.0,0.0,293.0,140.0,2.92,0.921,6.2,1.1,2.1,11.1,5.22,
25.0,Tanner Bibee,26.0,CLE,AL,1.1,4.0,6.0,0.4,3.81,13.0,13.0,0.0,0.0,0.0,0.0,75.2,68.0,34.0,32.0,14.0,23.0,1.0,62.0,2.0,0.0,0.0,311.0,106.0,4.82,1.203,8.1,1.7,2.7,7.4,2.7,
