Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1.0,Paul Skenes,23.0,PIT,NL,2.8,4.0,5.0,0.444,2.15,12.0,12.0,0.0,1.0,0.0,0.0,75.1,51.0,20.0,18.0,4.0,18.0,0.0,77.0,2.0,0.0,1.0,293.0,195.0,2.51,0.916,6.1,0.5,2.2,9.2,4.28,
2.0,Garrett Crochet*,26.0,BOS,AL,2.3,4.0,4.0,0.5,2.04,12.0,12.0,0.0,0.0,0.0,0.0,75.0,56.0,20.0,17.0,6.0,24.0,0.0,89.0,0.0,2.0,0.0,299.0,201.0,2.7,1.067,6.7,0.7,2.9,10.7,3.71,
3.0,Logan Webb,28.0,SFG,NL,1.2,5.0,5.0,0.5,2.82,12.0,12.0,0.0,0.0,0.0,0.0,73.1,72.0,27.0,23.0,4.0,17.0,0.0,84.0,0.0,0.0,1.0,301.0,137.0,2.18,1.214,8.8,0.5,2.1,10.3,4.94,
4.0,Carlos RodÃ³n*,32.0,NYY,AL,2.1,7.0,3.0,0.7,2.6,12.0,12.0,0.0,0.0,0.0,0.0,72.2,42.0,23.0,21.0,8.0,26.0,0.0,90.0,0.0,0.0,2.0,284.0,150.0,3.1,0.936,5.2,1.0,3.2,11.1,3.46,
5.0,Luis Severino,31.0,ATH,AL,2.1,1.0,4.0,0.2,3.89,12.0,12.0,0.0,0.0,0.0,0.0,71.2,66.0,33.0,31.0,4.0,22.0,1.0,54.0,4.0,0.0,1.0,305.0,106.0,3.38,1.228,8.3,0.5,2.8,6.8,2.45,
6.0,Zack Wheeler,35.0,PHI,NL,2.7,6.0,1.0,0.857,2.42,11.0,11.0,0.0,0.0,0.0,0.0,70.2,48.0,19.0,19.0,8.0,14.0,0.0,88.0,2.0,0.0,0.0,269.0,170.0,2.73,0.877,6.1,1.0,1.8,11.2,6.29,
7.0,Max Fried*,31.0,NYY,AL,2.6,7.0,0.0,1.0,1.29,11.0,11.0,0.0,0.0,0.0,0.0,70.0,49.0,15.0,10.0,3.0,16.0,0.0,67.0,4.0,0.0,4.0,277.0,303.0,2.57,0.929,6.3,0.4,2.1,8.6,4.19,
8.0,Nathan Eovaldi,35.0,TEX,AL,2.6,4.0,3.0,0.571,1.56,12.0,12.0,0.0,1.0,1.0,0.0,69.1,46.0,14.0,12.0,4.0,10.0,0.0,73.0,4.0,0.0,4.0,266.0,240.0,2.32,0.808,6.0,0.5,1.3,9.5,7.3,
9.0,Framber Valdez*,31.0,HOU,AL,1.6,4.0,4.0,0.5,3.39,11.0,11.0,0.0,1.0,0.0,0.0,69.0,56.0,26.0,26.0,5.0,23.0,0.0,64.0,3.0,0.0,2.0,278.0,116.0,3.29,1.145,7.3,0.7,3.0,8.3,2.78,
10.0,Tarik Skubal*,28.0,DET,AL,2.2,5.0,2.0,0.714,2.49,11.0,11.0,0.0,1.0,1.0,0.0,68.2,51.0,19.0,19.0,6.0,7.0,0.0,92.0,3.0,1.0,1.0,263.0,157.0,1.96,0.845,6.7,0.8,0.9,12.1,13.14,
11.0,Kris Bubic*,27.0,KCR,AL,3.1,5.0,2.0,0.714,1.45,11.0,11.0,0.0,0.0,0.0,0.0,68.1,49.0,13.0,11.0,3.0,20.0,1.0,70.0,2.0,0.0,0.0,268.0,280.0,2.56,1.01,6.5,0.4,2.6,9.2,3.5,
12.0,Jake Irvin,28.0,WSN,NL,2.0,4.0,1.0,0.8,3.42,11.0,11.0,0.0,0.0,0.0,0.0,68.1,56.0,26.0,26.0,10.0,19.0,0.0,47.0,1.0,0.0,1.0,278.0,116.0,4.47,1.098,7.4,1.3,2.5,6.2,2.47,
13.0,Spencer Schwellenbach,25.0,ATL,NL,0.5,3.0,4.0,0.429,3.42,11.0,11.0,0.0,0.0,0.0,0.0,68.1,60.0,31.0,26.0,9.0,12.0,1.0,60.0,2.0,0.0,1.0,276.0,119.0,3.64,1.054,7.9,1.2,1.6,7.9,5.0,
