Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1.0,Paul Skenes,23.0,PIT,NL,3.2,4.0,6.0,0.4,2.05,13.0,13.0,0.0,1.0,0.0,0.0,83.1,54.0,21.0,19.0,5.0,19.0,0.0,85.0,2.0,0.0,1.0,320.0,202.0,2.57,0.876,5.8,0.5,2.1,9.2,4.47,
2.0,Garrett Crochet*,26.0,BOS,AL,2.7,5.0,4.0,0.556,1.98,13.0,13.0,0.0,0.0,0.0,0.0,82.0,61.0,21.0,18.0,7.0,26.0,0.0,101.0,0.0,2.0,0.0,327.0,210.0,2.67,1.061,6.7,0.8,2.9,11.1,3.88,
3.0,Logan Webb,28.0,SFG,NL,1.7,5.0,5.0,0.5,2.55,13.0,13.0,0.0,0.0,0.0,0.0,81.1,78.0,27.0,23.0,4.0,17.0,0.0,91.0,1.0,0.0,1.0,331.0,152.0,2.14,1.168,8.6,0.4,1.9,10.1,5.35,
4.0,Carlos RodÃ³n*,32.0,NYY,AL,2.5,8.0,3.0,0.727,2.49,13.0,13.0,0.0,0.0,0.0,0.0,79.2,47.0,24.0,22.0,8.0,27.0,0.0,98.0,0.0,0.0,2.0,310.0,159.0,2.94,0.929,5.3,0.9,3.1,11.1,3.63,
5.0,Framber Valdez*,31.0,HOU,AL,2.0,5.0,4.0,0.556,3.12,12.0,12.0,0.0,2.0,0.0,0.0,78.0,59.0,27.0,27.0,6.0,24.0,0.0,73.0,3.0,0.0,3.0,307.0,129.0,3.24,1.064,6.8,0.7,2.8,8.4,3.04,
6.0,Luis Severino,31.0,ATH,AL,1.4,1.0,5.0,0.167,4.54,13.0,13.0,0.0,0.0,0.0,0.0,77.1,75.0,41.0,39.0,4.0,23.0,1.0,55.0,5.0,0.0,1.0,333.0,90.0,3.41,1.267,8.7,0.5,2.7,6.4,2.39,
7.0,JosÃ© BerrÃ­os,31.0,TOR,AL,1.4,2.0,2.0,0.5,3.67,13.0,13.0,0.0,0.0,0.0,0.0,76.0,67.0,31.0,31.0,11.0,30.0,1.0,70.0,3.0,1.0,1.0,316.0,113.0,4.42,1.276,7.9,1.3,3.6,8.3,2.33,
8.0,Merrill Kelly,36.0,ARI,NL,1.7,6.0,2.0,0.75,3.43,13.0,13.0,0.0,0.0,0.0,0.0,76.0,56.0,32.0,29.0,8.0,19.0,0.0,72.0,1.0,0.0,0.0,302.0,120.0,3.34,0.987,6.6,0.9,2.3,8.5,3.79,
9.0,Zack Wheeler,35.0,PHI,NL,2.3,6.0,2.0,0.75,2.96,12.0,12.0,0.0,0.0,0.0,0.0,76.0,52.0,25.0,25.0,9.0,18.0,0.0,94.0,2.0,0.0,0.0,293.0,139.0,2.93,0.921,6.2,1.1,2.1,11.1,5.22,
10.0,Tarik Skubal*,28.0,DET,AL,2.6,5.0,2.0,0.714,2.26,12.0,12.0,0.0,1.0,1.0,0.0,75.2,53.0,19.0,19.0,6.0,7.0,0.0,99.0,3.0,1.0,1.0,285.0,175.0,1.88,0.793,6.3,0.7,0.8,11.8,14.14,
11.0,Kris Bubic*,27.0,KCR,AL,3.5,5.0,3.0,0.625,1.43,12.0,12.0,0.0,0.0,0.0,0.0,75.1,53.0,14.0,12.0,3.0,22.0,1.0,79.0,2.0,0.0,1.0,294.0,286.0,2.45,0.996,6.3,0.4,2.6,9.4,3.59,
12.0,MacKenzie Gore*,26.0,WSN,NL,2.6,3.0,5.0,0.375,2.87,13.0,13.0,0.0,0.0,0.0,0.0,75.1,64.0,24.0,24.0,8.0,22.0,0.0,108.0,3.0,0.0,4.0,305.0,138.0,2.58,1.142,7.6,1.0,2.6,12.9,4.91,
13.0,Max Fried*,31.0,NYY,AL,2.4,7.0,1.0,0.875,1.92,12.0,12.0,0.0,0.0,0.0,0.0,75.0,57.0,21.0,16.0,5.0,16.0,0.0,70.0,4.0,1.0,4.0,299.0,206.0,2.87,0.973,6.8,0.6,1.9,8.4,4.38,
14.0,Zack Littell,29.0,TBR,AL,0.6,5.0,5.0,0.5,3.86,12.0,12.0,0.0,1.0,0.0,0.0,74.2,71.0,32.0,32.0,16.0,11.0,1.0,48.0,3.0,0.0,1.0,297.0,100.0,5.14,1.098,8.6,1.9,1.3,5.8,4.36,
15.0,Spencer Schwellenbach,25.0,ATL,NL,0.9,4.0,4.0,0.5,3.13,12.0,12.0,0.0,0.0,0.0,0.0,74.2,65.0,31.0,26.0,9.0,12.0,1.0,71.0,2.0,0.0,1.0,300.0,129.0,3.3,1.031,7.8,1.1,1.4,8.6,5.92,
16.0,Hunter Brown,26.0,HOU,AL,2.9,8.0,3.0,0.727,1.83,12.0,12.0,0.0,1.0,0.0,0.0,73.2,47.0,16.0,15.0,6.0,20.0,0.0,84.0,0.0,0.0,0.0,274.0,220.0,2.67,0.91,5.7,0.7,2.4,10.3,4.2,
17.0,Zac Gallen,29.0,ARI,NL,0.4,4.0,7.0,0.364,5.13,13.0,13.0,0.0,0.0,0.0,0.0,73.2,65.0,45.0,42.0,11.0,33.0,1.0,70.0,2.0,0.0,1.0,319.0,80.0,4.54,1.33,7.9,1.3,4.0,8.6,2.12,
18.0,Chris Sale*,36.0,ATL,NL,1.5,3.0,4.0,0.429,2.93,13.0,13.0,0.0,0.0,0.0,0.0,73.2,68.0,26.0,24.0,7.0,23.0,0.0,96.0,7.0,0.0,2.0,311.0,137.0,2.92,1.235,8.3,0.9,2.8,11.7,4.17,
19.0,Jake Irvin,28.0,WSN,NL,1.6,5.0,1.0,0.833,3.93,12.0,12.0,0.0,0.0,0.0,0.0,73.1,66.0,32.0,32.0,10.0,20.0,0.0,47.0,1.0,0.0,1.0,302.0,101.0,4.42,1.173,8.1,1.2,2.5,5.8,2.35,
20.0,JosÃ© Soriano,26.0,LAA,AL,0.7,4.0,5.0,0.444,4.11,13.0,13.0,0.0,0.0,0.0,0.0,72.1,78.0,36.0,33.0,3.0,37.0,0.0,52.0,2.0,0.0,3.0,317.0,100.0,3.79,1.59,9.7,0.4,4.6,6.5,1.41,
21.0,Tyler Mahle,30.0,TEX,AL,2.1,5.0,3.0,0.625,2.02,13.0,13.0,0.0,0.0,0.0,0.0,71.1,50.0,16.0,16.0,3.0,26.0,0.0,53.0,0.0,1.0,0.0,282.0,188.0,3.23,1.065,6.3,0.4,3.3,6.7,2.04,
22.0,Freddy Peralta,29.0,MIL,NL,1.6,5.0,4.0,0.556,2.92,13.0,13.0,0.0,0.0,0.0,0.0,71.0,57.0,24.0,23.0,9.0,29.0,0.0,75.0,3.0,0.0,3.0,299.0,138.0,3.96,1.211,7.2,1.1,3.7,9.5,2.59,
23.0,Tomoyuki Sugano,35.0,BAL,AL,1.8,5.0,3.0,0.625,3.04,12.0,12.0,0.0,0.0,0.0,0.0,71.0,63.0,24.0,24.0,12.0,11.0,0.0,40.0,2.0,0.0,1.0,281.0,125.0,4.69,1.042,8.0,1.5,1.4,5.1,3.64,
24.0,Taj Bradley,24.0,TBR,AL,0.3,4.0,5.0,0.444,3.95,12.0,12.0,0.0,0.0,0.0,0.0,70.2,58.0,33.0,31.0,9.0,27.0,0.0,64.0,4.0,0.0,0.0,291.0,98.0,4.23,1.203,7.4,1.1,3.4,8.2,2.37,
25.0,Kevin Gausman,34.0,TOR,AL,1.0,5.0,4.0,0.556,3.82,12.0,12.0,0.0,0.0,0.0,0.0,70.2,58.0,31.0,30.0,8.0,14.0,1.0,68.0,0.0,1.0,0.0,278.0,109.0,3.22,1.019,7.4,1.0,1.8,8.7,4.86,
26.0,JesÃºs Luzardo*,27.0,PHI,NL,1.7,5.0,1.0,0.833,3.58,12.0,12.0,0.0,0.0,0.0,0.0,70.1,72.0,31.0,28.0,5.0,22.0,0.0,81.0,1.0,1.0,1.0,296.0,115.0,2.68,1.336,9.2,0.6,2.8,10.4,3.68,
