Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1.0,Garrett Crochet*,26.0,BOS,AL,2.7,5.0,4.0,0.556,1.98,13.0,13.0,0.0,0.0,0.0,0.0,82.0,61.0,21.0,18.0,7.0,26.0,0.0,101.0,0.0,2.0,0.0,327.0,209.0,2.68,1.061,6.7,0.8,2.9,11.1,3.88,
2.0,Framber Valdez*,31.0,HOU,AL,2.0,5.0,4.0,0.556,3.12,12.0,12.0,0.0,2.0,0.0,0.0,78.0,59.0,27.0,27.0,6.0,24.0,0.0,73.0,3.0,0.0,3.0,307.0,129.0,3.24,1.064,6.8,0.7,2.8,8.4,3.04,
3.0,Zack Wheeler,35.0,PHI,NL,2.3,6.0,2.0,0.75,2.96,12.0,12.0,0.0,0.0,0.0,0.0,76.0,52.0,25.0,25.0,9.0,18.0,0.0,94.0,2.0,0.0,0.0,293.0,140.0,2.93,0.921,6.2,1.1,2.1,11.1,5.22,
4.0,Tarik Skubal*,28.0,DET,AL,2.7,5.0,2.0,0.714,2.26,12.0,12.0,0.0,1.0,1.0,0.0,75.2,53.0,19.0,19.0,6.0,7.0,0.0,99.0,3.0,1.0,1.0,285.0,176.0,1.89,0.793,6.3,0.7,0.8,11.8,14.14,
5.0,Kris Bubic*,27.0,KCR,AL,3.5,5.0,3.0,0.625,1.43,12.0,12.0,0.0,0.0,0.0,0.0,75.1,53.0,14.0,12.0,3.0,22.0,1.0,79.0,2.0,0.0,1.0,294.0,285.0,2.45,0.996,6.3,0.4,2.6,9.4,3.59,
6.0,Paul Skenes,23.0,PIT,NL,2.8,4.0,5.0,0.444,2.15,12.0,12.0,0.0,1.0,0.0,0.0,75.1,51.0,20.0,18.0,4.0,18.0,0.0,77.0,2.0,0.0,1.0,293.0,195.0,2.52,0.916,6.1,0.5,2.2,9.2,4.28,
7.0,Max Fried*,31.0,NYY,AL,2.4,7.0,1.0,0.875,1.92,12.0,12.0,0.0,0.0,0.0,0.0,75.0,57.0,21.0,16.0,5.0,16.0,0.0,70.0,4.0,1.0,4.0,299.0,205.0,2.88,0.973,6.8,0.6,1.9,8.4,4.38,
8.0,Zack Littell,29.0,TBR,AL,0.5,5.0,5.0,0.5,3.86,12.0,12.0,0.0,1.0,0.0,0.0,74.2,71.0,32.0,32.0,16.0,11.0,1.0,48.0,3.0,0.0,1.0,297.0,101.0,5.14,1.098,8.6,1.9,1.3,5.8,4.36,
9.0,Spencer Schwellenbach,25.0,ATL,NL,0.9,4.0,4.0,0.5,3.13,12.0,12.0,0.0,0.0,0.0,0.0,74.2,65.0,31.0,26.0,9.0,12.0,1.0,71.0,2.0,0.0,1.0,300.0,130.0,3.31,1.031,7.8,1.1,1.4,8.6,5.92,
10.0,Hunter Brown,26.0,HOU,AL,2.9,8.0,3.0,0.727,1.83,12.0,12.0,0.0,1.0,0.0,0.0,73.2,47.0,16.0,15.0,6.0,20.0,0.0,84.0,0.0,0.0,0.0,274.0,219.0,2.67,0.91,5.7,0.7,2.4,10.3,4.2,
11.0,Jake Irvin,28.0,WSN,NL,1.6,5.0,1.0,0.833,3.93,12.0,12.0,0.0,0.0,0.0,0.0,73.1,66.0,32.0,32.0,10.0,20.0,0.0,47.0,1.0,0.0,1.0,302.0,102.0,4.43,1.173,8.1,1.2,2.5,5.8,2.35,
12.0,Logan Webb,28.0,SFG,NL,1.3,5.0,5.0,0.5,2.82,12.0,12.0,0.0,0.0,0.0,0.0,73.1,72.0,27.0,23.0,4.0,17.0,0.0,84.0,0.0,0.0,1.0,301.0,138.0,2.19,1.214,8.8,0.5,2.1,10.3,4.94,
13.0,Carlos RodÃ³n*,32.0,NYY,AL,2.2,7.0,3.0,0.7,2.6,12.0,12.0,0.0,0.0,0.0,0.0,72.2,42.0,23.0,21.0,8.0,26.0,0.0,90.0,0.0,0.0,2.0,284.0,151.0,3.11,0.936,5.2,1.0,3.2,11.1,3.46,
14.0,Luis Severino,31.0,ATH,AL,1.8,1.0,4.0,0.2,3.89,12.0,12.0,0.0,0.0,0.0,0.0,71.2,66.0,33.0,31.0,4.0,22.0,1.0,54.0,4.0,0.0,1.0,305.0,104.0,3.38,1.228,8.3,0.5,2.8,6.8,2.45,
15.0,Taj Bradley,24.0,TBR,AL,0.2,4.0,5.0,0.444,3.95,12.0,12.0,0.0,0.0,0.0,0.0,70.2,58.0,33.0,31.0,9.0,27.0,0.0,64.0,4.0,0.0,0.0,291.0,99.0,4.24,1.203,7.4,1.1,3.4,8.2,2.37,
