Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1.0,Framber Valdez*,31.0,HOU,AL,2.2,6.0,4.0,0.6,3.07,13.0,13.0,0.0,2.0,0.0,0.0,85.0,63.0,29.0,29.0,6.0,27.0,0.0,84.0,3.0,0.0,3.0,335.0,131.0,3.08,1.059,6.7,0.6,2.9,8.9,3.11,
2.0,Paul Skenes,23.0,PIT,NL,3.3,4.0,6.0,0.4,2.05,13.0,13.0,0.0,1.0,0.0,0.0,83.1,54.0,21.0,19.0,5.0,19.0,0.0,85.0,2.0,0.0,1.0,320.0,203.0,2.57,0.876,5.8,0.5,2.1,9.2,4.47,
3.0,Garrett Crochet*,26.0,BOS,AL,2.7,5.0,4.0,0.556,1.98,13.0,13.0,0.0,0.0,0.0,0.0,82.0,61.0,21.0,18.0,7.0,26.0,0.0,101.0,0.0,2.0,0.0,327.0,209.0,2.68,1.061,6.7,0.8,2.9,11.1,3.88,
4.0,Logan Webb,28.0,SFG,NL,1.8,5.0,5.0,0.5,2.55,13.0,13.0,0.0,0.0,0.0,0.0,81.1,78.0,27.0,23.0,4.0,17.0,0.0,91.0,1.0,0.0,1.0,331.0,151.0,2.14,1.168,8.6,0.4,1.9,10.1,5.35,
5.0,Max Fried*,31.0,NYY,AL,2.7,8.0,1.0,0.889,1.78,13.0,13.0,0.0,0.0,0.0,0.0,81.0,58.0,21.0,16.0,5.0,18.0,0.0,77.0,4.0,1.0,4.0,319.0,219.0,2.79,0.938,6.4,0.6,2.0,8.6,4.28,
6.0,Carlos RodÃ³n*,32.0,NYY,AL,2.5,8.0,3.0,0.727,2.49,13.0,13.0,0.0,0.0,0.0,0.0,79.2,47.0,24.0,22.0,8.0,27.0,0.0,98.0,0.0,0.0,2.0,310.0,157.0,2.94,0.929,5.3,0.9,3.1,11.1,3.63,
7.0,Jake Irvin,28.0,WSN,NL,1.6,5.0,2.0,0.714,4.02,13.0,13.0,0.0,0.0,0.0,0.0,78.1,74.0,35.0,35.0,11.0,22.0,0.0,50.0,1.0,0.0,1.0,328.0,99.0,4.51,1.226,8.5,1.3,2.5,5.7,2.27,
8.0,Robbie Ray*,33.0,SFG,NL,2.4,8.0,1.0,0.889,2.44,13.0,13.0,0.0,0.0,0.0,0.0,77.1,52.0,21.0,21.0,6.0,31.0,0.0,87.0,0.0,0.0,3.0,306.0,157.0,3.04,1.073,6.1,0.7,3.6,10.1,2.81,
9.0,Luis Severino,31.0,ATH,AL,1.3,1.0,5.0,0.167,4.54,13.0,13.0,0.0,0.0,0.0,0.0,77.1,75.0,41.0,39.0,4.0,23.0,1.0,55.0,5.0,0.0,1.0,333.0,89.0,3.41,1.267,8.7,0.5,2.7,6.4,2.39,
10.0,Mitch Keller,29.0,PIT,NL,0.7,1.0,8.0,0.111,4.13,13.0,13.0,0.0,0.0,0.0,0.0,76.1,77.0,38.0,35.0,5.0,20.0,0.0,61.0,4.0,0.0,1.0,324.0,101.0,3.27,1.271,9.1,0.6,2.4,7.2,3.05,
11.0,Bryan Woo,25.0,SEA,AL,1.8,5.0,3.0,0.625,3.07,12.0,12.0,0.0,0.0,0.0,0.0,76.1,62.0,26.0,26.0,9.0,11.0,0.0,69.0,2.0,0.0,2.0,300.0,120.0,3.31,0.956,7.3,1.1,1.3,8.1,6.27,
12.0,JosÃ© BerrÃ­os,31.0,TOR,AL,1.4,2.0,2.0,0.5,3.67,13.0,13.0,0.0,0.0,0.0,0.0,76.0,67.0,31.0,31.0,11.0,30.0,1.0,70.0,3.0,1.0,1.0,316.0,113.0,4.42,1.276,7.9,1.3,3.6,8.3,2.33,
