Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1.0,Garrett Crochet*,26.0,BOS,AL,2.6,6.0,4.0,0.6,2.35,14.0,14.0,0.0,0.0,0.0,0.0,88.0,67.0,26.0,23.0,8.0,27.0,0.0,110.0,0.0,3.0,0.0,352.0,177.0,2.67,1.068,6.9,0.8,2.8,11.3,4.07,
2.0,Logan Webb,28.0,SFG,NL,1.8,5.0,5.0,0.5,2.58,14.0,14.0,0.0,0.0,0.0,0.0,87.1,84.0,29.0,25.0,5.0,17.0,0.0,101.0,1.0,0.0,1.0,355.0,148.0,2.12,1.156,8.7,0.5,1.8,10.4,5.94,
3.0,Framber Valdez*,31.0,HOU,AL,2.1,6.0,4.0,0.6,3.07,13.0,13.0,0.0,2.0,0.0,0.0,85.0,63.0,29.0,29.0,6.0,27.0,0.0,84.0,3.0,0.0,3.0,335.0,132.0,3.07,1.059,6.7,0.6,2.9,8.9,3.11,
4.0,Paul Skenes,23.0,PIT,NL,3.2,4.0,6.0,0.4,2.05,13.0,13.0,0.0,1.0,0.0,0.0,83.1,54.0,21.0,19.0,5.0,19.0,0.0,85.0,2.0,0.0,1.0,320.0,202.0,2.56,0.876,5.8,0.5,2.1,9.2,4.47,
5.0,Tarik Skubal*,28.0,DET,AL,3.1,6.0,2.0,0.75,2.16,13.0,13.0,0.0,1.0,1.0,0.0,83.1,61.0,20.0,20.0,6.0,7.0,0.0,105.0,3.0,1.0,1.0,314.0,185.0,1.84,0.816,6.6,0.6,0.8,11.3,15.0,
6.0,Luis Severino,31.0,ATH,AL,1.0,1.0,6.0,0.143,4.77,14.0,14.0,0.0,0.0,0.0,0.0,83.0,83.0,47.0,44.0,6.0,27.0,1.0,60.0,5.0,0.0,1.0,361.0,86.0,3.72,1.325,9.0,0.7,2.9,6.5,2.22,
7.0,Max Fried*,31.0,NYY,AL,2.8,8.0,1.0,0.889,1.78,13.0,13.0,0.0,0.0,0.0,0.0,81.0,58.0,21.0,16.0,5.0,18.0,0.0,77.0,4.0,1.0,4.0,319.0,225.0,2.78,0.938,6.4,0.6,2.0,8.6,4.28,
8.0,Zack Littell,29.0,TBR,AL,0.9,6.0,5.0,0.545,3.68,13.0,13.0,0.0,1.0,0.0,0.0,80.2,77.0,33.0,33.0,17.0,11.0,1.0,52.0,3.0,0.0,1.0,320.0,105.0,5.04,1.091,8.6,1.9,1.2,5.8,4.73,
9.0,Spencer Schwellenbach,25.0,ATL,NL,0.7,4.0,4.0,0.5,3.24,13.0,13.0,0.0,0.0,0.0,0.0,80.2,71.0,35.0,29.0,9.0,14.0,1.0,75.0,2.0,0.0,2.0,327.0,124.0,3.25,1.054,7.9,1.0,1.6,8.4,5.36,
10.0,Carlos RodÃ³n*,32.0,NYY,AL,2.6,8.0,3.0,0.727,2.49,13.0,13.0,0.0,0.0,0.0,0.0,79.2,47.0,24.0,22.0,8.0,27.0,0.0,98.0,0.0,0.0,2.0,310.0,161.0,2.93,0.929,5.3,0.9,3.1,11.1,3.63,
