favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
NYM,TEX,NYM,TEX,694,630,0.14037216828478966,0.12776313121070776,243,224,0.0491504854368932,0.04542689109714054,19,15,0.003843042071197411,0.003041979314540661,199,163,0.040250809061488674,0.033056175218008514,1192,1201,0.24110032362459546,0.24356114378422228,517,450,0.10457119741100324,0.09125937943621984,1234,1165,0.25,0.236,4944,4931,0.328,0.305,0.427,0.387,0.755,0.692,133,123,2112,1908,677,606,0.1369336569579288,0.1228959643074427
ATL,HOU,HOU,ATL,633,615,0.1276982045592092,0.12339486356340289,220,226,0.04438168246923543,0.04534510433386838,16,12,0.0032277587250353038,0.002407704654895666,162,162,0.03268105709098245,0.032504012841091494,1254,1169,0.25297559007464193,0.2345505617977528,508,434,0.10248133951987089,0.08707865168539326,1202,1254,0.242,0.252,4957,4984,0.317,0.317,0.391,0.399,0.708,0.716,73,75,1940,1990,612,587,0.12346177123260037,0.117776886035313
CHC,TB,CHC,TB,713,655,0.14386602098466506,0.13302193338748985,239,219,0.04822437449556093,0.04447603574329813,25,15,0.005044390637610976,0.0030463038180341185,196,166,0.03954802259887006,0.033712428919577576,1140,1246,0.23002421307506055,0.2530463038180341,500,418,0.10088781275221953,0.08489033306255077,1230,1239,0.248,0.252,4956,4924,0.319,0.313,0.425,0.403,0.744,0.716,149,181,2107,1986,696,623,0.14043583535108958,0.12652315190901706
CLE,CWS,CWS,CLE,570,597,0.1191720677399122,0.1219611848825332,213,228,0.044532720050177714,0.04657814096016343,15,10,0.003136107045787163,0.0020429009193054137,149,150,0.03115199665481915,0.030643513789581207,1209,1226,0.25277022789044534,0.2504596527068437,445,461,0.0930378423583525,0.09417773237997958,1077,1153,0.225,0.236,4783,4895,0.296,0.305,0.369,0.378,0.665,0.683,112,82,1767,1851,550,577,0.11499059167886264,0.11787538304392237
OAK,CIN,CIN,OAK,673,656,0.13332012678288432,0.13336043911364098,271,233,0.05368462757527734,0.047367351087619435,16,21,0.003169572107765452,0.0042691603984549705,201,146,0.039817749603803486,0.029680829436877415,1268,1275,0.25118858954041207,0.25919902419190893,463,477,0.09171949286846276,0.09697092905062005,1285,1211,0.255,0.246,5048,4919,0.32,0.316,0.434,0.391,0.754,0.707,72,96,2191,1924,653,620,0.12935816164817748,0.12604187843057532
LAD,SF,LAD,SF,738,637,0.14972611077297626,0.13109693352541676,230,217,0.04666260904848854,0.04465939493722988,19,26,0.003854737269222966,0.005350895245935378,215,159,0.04361939541489146,0.032722782465527886,1222,1236,0.24792047068370865,0.25437332784523564,531,490,0.10772976262933658,0.10084379501955135,1243,1161,0.252,0.239,4929,4859,0.328,0.314,0.437,0.392,0.765,0.706,82,64,2156,1907,708,608,0.1436396835057821,0.12512862728956575
TOR,BAL,BAL,TOR,727,628,0.14583751253761285,0.12803261977573904,267,234,0.05356068204613842,0.047706422018348627,10,17,0.0020060180541624875,0.0034658511722731908,176,173,0.03530591775325978,0.03527013251783894,988,1297,0.19819458375125376,0.26442405708460753,475,424,0.09528585757271815,0.08644240570846075,1337,1177,0.268,0.24,4985,4905,0.337,0.307,0.432,0.4,0.769,0.707,72,103,2152,1964,702,595,0.1408224674022066,0.12130479102956167
DET,MIA,DET,MIA,721,641,0.14556834241873612,0.127765596970301,229,246,0.0462346052897234,0.04903328682479569,35,26,0.007066424389259035,0.00518237990831174,185,139,0.03735110034322633,0.027705800279051226,1296,1146,0.2616596002422774,0.22842336057404825,463,444,0.09347869977791237,0.08849910304963125,1241,1256,0.251,0.25,4953,5017,0.32,0.315,0.423,0.393,0.743,0.708,58,118,2095,1971,689,610,0.13910761154855644,0.12158660554116006
NYY,BOS,NYY,BOS,761,726,0.1540174053835256,0.14376237623762375,230,300,0.04654928152195912,0.0594059405940594,19,22,0.0038453754300748835,0.004356435643564357,249,173,0.050394656952034,0.03425742574257426,1302,1293,0.26350941105039466,0.25603960396039604,569,470,0.11515887472171625,0.09306930693069307,1231,1284,0.249,0.254,4941,5050,0.33,0.324,0.455,0.425,0.785,0.749,119,125,2246,2147,734,692,0.14855292450920865,0.13702970297029704
MIN,ARI,ARI,MIN,617,724,0.1259183673469388,0.1458207452165156,223,246,0.04551020408163265,0.04954682779456193,19,35,0.0038775510204081634,0.007049345417925478,173,199,0.03530612244897959,0.04008056394763344,1217,1190,0.24836734693877552,0.23967774420946628,453,490,0.09244897959183673,0.0986908358509567,1169,1242,0.239,0.25,4900,4965,0.312,0.323,0.398,0.434,0.71,0.757,91,109,1949,2155,585,705,0.11938775510204082,0.1419939577039275
MIL,STL,STL,MIL,743,629,0.14848121502797762,0.12750861544698966,239,234,0.04776179056754596,0.04743563754307723,16,7,0.0031974420463629096,0.0014190147982971822,157,138,0.03137490007993605,0.027974863166430164,1147,1185,0.2292166266986411,0.24021893371173728,504,433,0.10071942446043165,0.08777620109466856,1300,1206,0.26,0.244,5004,4933,0.333,0.313,0.408,0.379,0.741,0.692,153,80,2042,1868,689,599,0.1376898481215028,0.12142712345428745
