favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
LAD,TB,LAD,TB,573,505,0.1527185501066098,0.13488247863247863,180,167,0.04797441364605544,0.044604700854700856,15,11,0.003997867803837953,0.002938034188034188,164,118,0.04371002132196162,0.031517094017094016,935,926,0.2492004264392324,0.24732905982905984,399,334,0.10634328358208955,0.08920940170940171,955,949,0.255,0.253,3752,3744,0.33,0.318,0.442,0.399,0.772,0.717,63,143,1657,1492,553,475,0.14738805970149255,0.1268696581196581
CHC,BAL,CHC,BAL,571,482,0.15218550106609807,0.13083604777415853,190,183,0.05063965884861407,0.0496742671009772,20,12,0.005330490405117271,0.003257328990228013,158,136,0.04211087420042644,0.03691639522258415,848,944,0.2260127931769723,0.256243213897937,372,303,0.09914712153518124,0.08224755700325732,955,899,0.255,0.244,3752,3684,0.324,0.308,0.442,0.411,0.766,0.719,121,78,1659,1514,556,456,0.14818763326226012,0.1237785016286645
BOS,HOU,HOU,BOS,547,474,0.14323121235925634,0.1276595744680851,228,165,0.05970149253731343,0.04443845946673849,20,10,0.005236973029588898,0.00269323996768112,137,121,0.03587326525268395,0.03258820360894156,1002,864,0.2623723487824038,0.2326959332076488,355,318,0.09295627127520294,0.08564503097225963,965,953,0.253,0.257,3819,3713,0.323,0.321,0.43,0.404,0.753,0.725,95,56,1644,1501,525,452,0.13747054202670855,0.12173444653918664
TOR,KAN,KAN,TOR,523,402,0.13854304635761588,0.1090613130765057,199,194,0.05271523178807947,0.05263157894736842,7,18,0.0018543046357615894,0.0048833423765599565,120,96,0.031788079470198675,0.026044492674986434,738,753,0.19549668874172185,0.20428648941942484,371,268,0.09827814569536424,0.0727075420510038,996,901,0.264,0.244,3775,3686,0.334,0.301,0.416,0.385,0.75,0.686,54,83,1569,1419,499,396,0.13218543046357617,0.10743353228431904
MIL,WAS,MIL,WAS,533,472,0.1449551264617895,0.1287506819421713,163,178,0.04432961653521893,0.048554282596835786,11,17,0.002991569214033179,0.004637206764866339,108,105,0.029371770465053033,0.028641571194762683,867,853,0.2357900462333424,0.2326786688488816,366,318,0.09953766657601305,0.0867430441898527,936,899,0.255,0.245,3677,3666,0.327,0.311,0.393,0.389,0.72,0.7,122,95,1445,1426,498,453,0.1354364971444112,0.12356792144026187
PIT,COL,PIT,COL,385,405,0.10533515731874145,0.1107162383816293,152,178,0.04158686730506156,0.04866047020229634,16,29,0.004377564979480164,0.007927829414980863,74,112,0.02024623803009576,0.0306178239475123,960,1047,0.26265389876880985,0.28622197922361947,348,283,0.09521203830369357,0.07736468015308912,851,863,0.233,0.236,3655,3658,0.304,0.295,0.344,0.392,0.648,0.687,86,55,1257,1435,373,394,0.10205198358413133,0.10770913067249863
SEA,TEX,TEX,SEA,502,455,0.1323490640653836,0.12313937753721245,150,162,0.039546533087266016,0.04384303112313938,6,12,0.0015818613234906407,0.003247631935047361,155,116,0.04086475085684155,0.03139377537212449,983,926,0.25916161349854994,0.2506089309878214,374,328,0.09860268916424994,0.08876860622462787,928,855,0.245,0.231,3793,3695,0.32,0.3,0.41,0.376,0.73,0.676,107,100,1555,1389,482,434,0.12707619298708148,0.11745602165087957
ATL,CIN,ATL,CIN,457,510,0.12321380425990833,0.1371336380747513,163,173,0.04394715556753842,0.046517881150847,13,14,0.00350498786734969,0.003764452809895133,117,115,0.03154489080614721,0.03092229093842431,947,951,0.25532488541385817,0.25571390158644797,393,375,0.10595847937449447,0.10083355740790535,899,918,0.242,0.247,3709,3719,0.318,0.321,0.388,0.394,0.706,0.715,51,81,1439,1464,443,479,0.11943920194122405,0.12879806399569776
SD,STL,SD,STL,449,484,0.12237666939220496,0.12968917470525188,168,195,0.04578904333605887,0.0522508038585209,13,4,0.0035431997819569366,0.0010718113612004287,92,106,0.025074952303079857,0.02840300107181136,771,846,0.21013900245298447,0.2266881028938907,346,346,0.09430362496593077,0.09271168274383708,918,928,0.25,0.249,3669,3732,0.318,0.319,0.378,0.388,0.696,0.707,74,62,1388,1449,420,462,0.11447260834014718,0.12379421221864952
LAA,CWS,LAA,CWS,478,422,0.12971506105834463,0.11647805685895667,150,174,0.0407055630936228,0.04802649737786365,12,9,0.0032564450474898234,0.0024841291747170853,156,103,0.042333785617367704,0.02842947833287331,1065,920,0.28900949796472186,0.25393320452663537,330,347,0.08955223880597014,0.09577698040298095,859,831,0.233,0.229,3685,3623,0.305,0.3,0.407,0.368,0.712,0.668,56,68,1501,1332,462,406,0.1253731343283582,0.11206182721501518
