favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
CIN,PIT,CIN,PIT,525,418,0.1327098078867543,0.10682340914899055,188,162,0.047522750252780584,0.04140046000511117,14,17,0.003538928210313448,0.00434449271658574,117,83,0.029575328614762385,0.021211346792742142,1020,1026,0.25783619817997977,0.26220291336570406,386,376,0.09757330637007078,0.09608995655507284,971,907,0.245,0.232,3956,3913,0.317,0.303,0.389,0.346,0.706,0.649,86,90,1538,1352,493,406,0.12462082912032356,0.1037567084078712
PIT,CIN,CIN,PIT,418,525,0.10682340914899055,0.1327098078867543,162,188,0.04140046000511117,0.047522750252780584,17,14,0.00434449271658574,0.003538928210313448,83,117,0.021211346792742142,0.029575328614762385,1026,1020,0.26220291336570406,0.25783619817997977,376,386,0.09608995655507284,0.09757330637007078,907,971,0.232,0.245,3913,3956,0.303,0.317,0.346,0.389,0.649,0.706,90,86,1352,1538,406,493,0.1037567084078712,0.12462082912032356
CLE,CWS,CLE,CWS,462,446,0.12119622245540398,0.11548420507509062,176,183,0.046169989506820566,0.047384774728120145,12,9,0.0031479538300104933,0.002330398757120663,121,114,0.03174186778593914,0.029518384256861728,951,984,0.24947534102833158,0.2547902641118591,371,374,0.09732423924449109,0.09684101501812532,872,881,0.229,0.228,3812,3862,0.302,0.3,0.376,0.369,0.678,0.669,87,73,1435,1424,444,429,0.11647429171038824,0.11108234075608493
CLE,CWS,CLE,CWS,462,446,0.12119622245540398,0.11548420507509062,176,183,0.046169989506820566,0.047384774728120145,12,9,0.0031479538300104933,0.002330398757120663,121,114,0.03174186778593914,0.029518384256861728,951,984,0.24947534102833158,0.2547902641118591,371,374,0.09732423924449109,0.09684101501812532,872,881,0.229,0.228,3812,3862,0.302,0.3,0.376,0.369,0.678,0.669,87,73,1435,1424,444,429,0.11647429171038824,0.11108234075608493
SF,WAS,SF,WAS,488,490,0.1258705184420944,0.12615859938208032,178,188,0.045911787464534434,0.04840370751802266,22,17,0.005674490585504256,0.004376930998970134,112,110,0.028888315708021667,0.02832131822863028,984,912,0.2538044880061904,0.23480947476828012,406,334,0.10472014444157854,0.08599382080329557,908,940,0.234,0.242,3877,3884,0.312,0.308,0.378,0.384,0.69,0.692,51,98,1466,1492,467,471,0.12045395924684034,0.12126673532440782
SF,WAS,SF,WAS,488,490,0.1258705184420944,0.12615859938208032,178,188,0.045911787464534434,0.04840370751802266,22,17,0.005674490585504256,0.004376930998970134,112,110,0.028888315708021667,0.02832131822863028,984,912,0.2538044880061904,0.23480947476828012,406,334,0.10472014444157854,0.08599382080329557,908,940,0.234,0.242,3877,3884,0.312,0.308,0.378,0.384,0.69,0.692,51,98,1466,1492,467,471,0.12045395924684034,0.12126673532440782
ARI,COL,COL,ARI,567,430,0.14390862944162436,0.11051143664867644,203,189,0.05152284263959391,0.04857363145720894,27,29,0.006852791878172589,0.007453096890259574,161,119,0.04086294416243655,0.030583397584168594,919,1105,0.233248730964467,0.2839886918529941,410,305,0.10406091370558376,0.07838601901824724,980,919,0.249,0.236,3940,3891,0.325,0.296,0.437,0.391,0.762,0.687,77,62,1720,1523,554,419,0.14060913705583755,0.10768439989719866
MIL,NYM,NYM,MIL,580,507,0.14795918367346939,0.1302337528898022,178,182,0.045408163265306126,0.04675057796044182,12,16,0.003061224489795918,0.004109940919599281,117,145,0.029846938775510205,0.037246339583868485,912,943,0.23265306122448978,0.2422296429488826,394,404,0.10051020408163265,0.10377600821988184,1003,928,0.256,0.238,3920,3893,0.329,0.317,0.397,0.405,0.726,0.722,129,91,1556,1577,540,492,0.1377551020408163,0.12638068327767787
MIL,NYM,NYM,MIL,580,507,0.14795918367346939,0.1302337528898022,178,182,0.045408163265306126,0.04675057796044182,12,16,0.003061224489795918,0.004109940919599281,117,145,0.029846938775510205,0.037246339583868485,912,943,0.23265306122448978,0.2422296429488826,394,404,0.10051020408163265,0.10377600821988184,1003,928,0.256,0.238,3920,3893,0.329,0.317,0.397,0.405,0.726,0.722,129,91,1556,1577,540,492,0.1377551020408163,0.12638068327767787
PHI,TEX,PHI,TEX,547,480,0.1386916835699797,0.12188928390045708,190,176,0.048174442190669374,0.0446927374301676,16,12,0.004056795131845842,0.0030472320975114273,140,122,0.035496957403651115,0.030980192991366177,942,985,0.23884381338742394,0.250126968004063,392,351,0.09939148073022312,0.08913153885220924,1006,915,0.255,0.232,3944,3938,0.327,0.301,0.418,0.376,0.745,0.677,96,101,1648,1481,524,458,0.1328600405679513,0.11630269172168614
PHI,TEX,PHI,TEX,547,480,0.1386916835699797,0.12188928390045708,190,176,0.048174442190669374,0.0446927374301676,16,12,0.004056795131845842,0.0030472320975114273,140,122,0.035496957403651115,0.030980192991366177,942,985,0.23884381338742394,0.250126968004063,392,351,0.09939148073022312,0.08913153885220924,1006,915,0.255,0.232,3944,3938,0.327,0.301,0.418,0.376,0.745,0.677,96,101,1648,1481,524,458,0.1328600405679513,0.11630269172168614
CHC,STL,CHC,STL,597,515,0.14966156931561794,0.129624968537629,196,204,0.04913512158435698,0.051346589478983136,22,4,0.0055151667084482325,0.0010067958721369243,166,112,0.0416144397092003,0.02819028441983388,901,916,0.22587114565053898,0.23055625471935565,389,364,0.09751817498119829,0.0916184243644601,1012,994,0.254,0.25,3989,3973,0.322,0.32,0.439,0.388,0.761,0.708,123,65,1750,1542,581,491,0.14565053898220107,0.12358419330480745
CHC,STL,CHC,STL,597,515,0.14966156931561794,0.129624968537629,196,204,0.04913512158435698,0.051346589478983136,22,4,0.0055151667084482325,0.0010067958721369243,166,112,0.0416144397092003,0.02819028441983388,901,916,0.22587114565053898,0.23055625471935565,389,364,0.09751817498119829,0.0916184243644601,1012,994,0.254,0.25,3989,3973,0.322,0.32,0.439,0.388,0.761,0.708,123,65,1750,1542,581,491,0.14565053898220107,0.12358419330480745
LAD,TOR,LAD,TOR,607,578,0.15243596182822702,0.14289245982694684,193,216,0.048468106479156205,0.05339925834363412,15,9,0.0037669512807634357,0.0022249690976514215,173,134,0.043445504771471626,0.03312731767614339,987,784,0.24786539427423404,0.1938195302843016,422,394,0.10597689603214465,0.09740420271940667,1014,1090,0.255,0.269,3982,4045,0.33,0.339,0.441,0.427,0.771,0.766,69,56,1756,1726,586,554,0.14716223003515821,0.1369592088998764
LAD,TOR,LAD,TOR,607,578,0.15243596182822702,0.14289245982694684,193,216,0.048468106479156205,0.05339925834363412,15,9,0.0037669512807634357,0.0022249690976514215,173,134,0.043445504771471626,0.03312731767614339,987,784,0.24786539427423404,0.1938195302843016,422,394,0.10597689603214465,0.09740420271940667,1014,1090,0.255,0.269,3982,4045,0.33,0.339,0.441,0.427,0.771,0.766,69,56,1756,1726,586,554,0.14716223003515821,0.1369592088998764
SD,BOS,SD,BOS,483,591,0.12343470483005367,0.14581791265729088,178,244,0.04548939432660363,0.060202319269676785,16,20,0.004088934321492461,0.004934616333580064,99,143,0.025300281114234602,0.03528250678509746,817,1052,0.2087912087912088,0.25956081914631135,382,381,0.09762330692563251,0.09400444115470022,979,1029,0.25,0.254,3913,4053,0.32,0.324,0.38,0.43,0.7,0.754,78,98,1486,1742,454,566,0.11602351137234858,0.1396496422403158
SD,BOS,SD,BOS,483,591,0.12343470483005367,0.14581791265729088,178,244,0.04548939432660363,0.060202319269676785,16,20,0.004088934321492461,0.004934616333580064,99,143,0.025300281114234602,0.03528250678509746,817,1052,0.2087912087912088,0.25956081914631135,382,381,0.09762330692563251,0.09400444115470022,979,1029,0.25,0.254,3913,4053,0.32,0.324,0.38,0.43,0.7,0.754,78,98,1486,1742,454,566,0.11602351137234858,0.1396496422403158
SEA,TB,TB,SEA,541,528,0.13444333996023858,0.132897055122074,156,173,0.03876739562624255,0.043543921469921976,6,12,0.0014910536779324055,0.003020387616410773,169,130,0.041998011928429425,0.03272086584445004,1053,999,0.2616799204771372,0.25144726906619685,403,348,0.10014910536779324,0.08759124087591241,978,995,0.243,0.25,4024,3973,0.319,0.314,0.411,0.398,0.73,0.712,124,149,1653,1582,518,498,0.12872763419483102,0.12534608608104708
SEA,TB,TB,SEA,541,528,0.13444333996023858,0.132897055122074,156,173,0.03876739562624255,0.043543921469921976,6,12,0.0014910536779324055,0.003020387616410773,169,130,0.041998011928429425,0.03272086584445004,1053,999,0.2616799204771372,0.25144726906619685,403,348,0.10014910536779324,0.08759124087591241,978,995,0.243,0.25,4024,3973,0.319,0.314,0.411,0.398,0.73,0.712,124,149,1653,1582,518,498,0.12872763419483102,0.12534608608104708
KAN,MIN,KAN,MIN,431,489,0.10975299210593328,0.1259335565284574,209,182,0.05322128851540616,0.0468709760494463,19,13,0.004838298955946015,0.003347926860674736,102,136,0.025974025974025976,0.03502446561936647,805,951,0.20499108734402852,0.24491372650012877,283,344,0.07206518971224854,0.08859129539016225,958,941,0.244,0.242,3927,3883,0.301,0.314,0.385,0.401,0.686,0.715,90,57,1511,1557,424,467,0.10797046091163738,0.12026783414885397
KAN,MIN,KAN,MIN,431,489,0.10975299210593328,0.1259335565284574,209,182,0.05322128851540616,0.0468709760494463,19,13,0.004838298955946015,0.003347926860674736,102,136,0.025974025974025976,0.03502446561936647,805,951,0.20499108734402852,0.24491372650012877,283,344,0.07206518971224854,0.08859129539016225,958,941,0.244,0.242,3927,3883,0.301,0.314,0.385,0.401,0.686,0.715,90,57,1511,1557,424,467,0.10797046091163738,0.12026783414885397
NYY,HOU,NYY,HOU,595,506,0.15002521432173474,0.1275844679778114,192,182,0.048411497730711045,0.04589006555723651,17,11,0.004286434694906707,0.002773575390821987,183,129,0.046142208774583963,0.03252647503782148,1018,912,0.2566817952597075,0.22995461422087746,440,340,0.11094301563287948,0.08572869389813415,990,1022,0.25,0.258,3966,3966,0.328,0.322,0.445,0.407,0.773,0.729,84,58,1765,1613,570,484,0.1437216338880484,0.12203731719616742
BAL,OAK,OAK,BAL,503,529,0.1287762416794675,0.1297522688251165,190,209,0.04864311315924219,0.05126318371351484,12,16,0.0030721966205837174,0.003924454255580083,143,163,0.036610343061955965,0.0399803777287221,1008,1016,0.25806451612903225,0.2492028452293353,313,372,0.08013312852022529,0.09124356144223694,940,1037,0.241,0.254,3906,4077,0.304,0.319,0.405,0.433,0.709,0.752,80,64,1583,1767,477,514,0.12211981566820276,0.12607309296051017
