favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
CHC,WAS,CHC,WAS,688,588,0.1444467772412345,0.12650602409638553,232,229,0.04870879697669536,0.049268502581755594,25,22,0.005248792777661138,0.004733218588640275,189,130,0.0396808733991182,0.027969018932874356,1084,1123,0.22758765483938695,0.2416092943201377,471,398,0.09888725593113584,0.08562822719449226,1186,1131,0.249,0.243,4763,4648,0.319,0.308,0.427,0.386,0.746,0.694,139,119,2035,1794,672,565,0.1410875498635314,0.12155765920826161
NYM,CIN,NYM,CIN,674,634,0.14294803817603394,0.13409475465313028,231,229,0.04899257688229056,0.04843485617597293,19,21,0.004029692470837752,0.004441624365482234,193,138,0.04093319194061506,0.02918781725888325,1114,1216,0.23626723223753976,0.2571912013536379,497,456,0.10540827147401909,0.09644670050761421,1185,1173,0.251,0.248,4715,4728,0.33,0.318,0.431,0.393,0.761,0.711,125,92,2033,1858,658,598,0.1395546129374337,0.12648054145516074
DET,CWS,CWS,DET,680,569,0.14321819713563605,0.12108959353053841,216,217,0.04549283909014322,0.04618003830602256,33,9,0.0069502948609941025,0.001915301127899553,177,145,0.03727885425442291,0.03085762928282613,1242,1175,0.2615838247683235,0.2500532028091083,440,440,0.09267059814658804,0.09363694403064482,1191,1106,0.251,0.235,4748,4699,0.32,0.304,0.422,0.378,0.742,0.682,58,80,2004,1776,653,549,0.13753159224936815,0.11683336880187274
ATL,SEA,SEA,ATL,618,638,0.1296684851028116,0.13445732349841938,210,188,0.04406210658833403,0.03962065331928346,15,7,0.003147293327738145,0.0014752370916754477,158,200,0.0331514897188418,0.04214963119072708,1213,1245,0.25451112043642465,0.2623814541622761,501,468,0.10511959714645405,0.09863013698630137,1162,1145,0.244,0.241,4766,4745,0.32,0.317,0.394,0.41,0.714,0.727,70,136,1876,1947,597,613,0.12526227444397817,0.1291886195995785
STL,SF,STL,SF,613,605,0.12959830866807612,0.12980047200171638,229,206,0.048414376321353064,0.04419652435099764,7,25,0.0014799154334038055,0.005363655867839519,135,150,0.02854122621564482,0.03218193520703712,1121,1193,0.23699788583509515,0.2559536580133019,421,473,0.08900634249471459,0.1014803690195237,1166,1108,0.247,0.238,4730,4661,0.315,0.313,0.384,0.389,0.699,0.702,77,63,1814,1814,584,576,0.12346723044397463,0.12357863119502253
BOS,ARI,BOS,ARI,696,692,0.14380165289256197,0.14516467379903503,283,240,0.058471074380165286,0.05034612964128383,21,34,0.0043388429752066115,0.0071323683658485425,169,194,0.03491735537190083,0.04069645479337109,1245,1144,0.2572314049586777,0.23998321795678623,456,468,0.09421487603305785,0.09817495280050346,1231,1189,0.254,0.249,4840,4767,0.325,0.322,0.426,0.436,0.751,0.758,118,102,2063,2079,664,676,0.1371900826446281,0.14180826515628278
TB,CLE,TB,CLE,640,540,0.13527795392094694,0.11868131868131868,212,198,0.04481082223631368,0.04351648351648352,15,14,0.0031705770450221942,0.003076923076923077,157,145,0.033185373071232295,0.031868131868131866,1196,1148,0.2528006763897696,0.2523076923076923,401,421,0.08476009300359331,0.09252747252747252,1195,1015,0.253,0.223,4731,4550,0.314,0.294,0.403,0.368,0.717,0.662,176,106,1908,1676,608,519,0.1285140562248996,0.11406593406593407
MIL,PIT,MIL,PIT,717,517,0.14962437395659434,0.1107066381156317,229,211,0.04778797996661102,0.04518201284796574,16,18,0.00333889816360601,0.003854389721627409,152,102,0.03171953255425709,0.02184154175588865,1102,1227,0.22996661101836394,0.2627408993576017,486,463,0.10141903171953255,0.09914346895074946,1240,1095,0.259,0.234,4792,4670,0.332,0.308,0.408,0.353,0.74,0.661,144,104,1957,1648,667,497,0.13919031719532554,0.10642398286937901
LAD,BAL,LAD,BAL,710,612,0.15013744977796575,0.1297709923664122,221,228,0.046732924508352716,0.04834605597964377,17,17,0.003594840346796363,0.003604749787955895,205,170,0.04334954535842673,0.03604749787955895,1185,1230,0.2505815182913935,0.2608142493638677,515,400,0.10890251638824276,0.08481764206955046,1191,1141,0.252,0.242,4729,4716,0.329,0.308,0.436,0.406,0.765,0.714,78,98,2061,1913,682,580,0.14421653626559527,0.12298558100084818
KAN,MIN,MIN,KAN,537,592,0.11511254019292605,0.1260915867944622,244,213,0.05230439442658092,0.04536741214057508,20,18,0.004287245444801715,0.0038338658146964857,136,165,0.02915326902465166,0.03514376996805112,948,1159,0.2032154340836013,0.2468583599574015,368,431,0.07888531618435156,0.09179978700745474,1142,1124,0.245,0.239,4665,4695,0.306,0.312,0.393,0.398,0.699,0.71,99,84,1834,1868,527,563,0.11296891747052519,0.11991480298189564
