favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
CHC,TB,CHC,TB,723,664,0.14393788572566196,0.13295955146175412,243,222,0.04837746366713119,0.04445334401281538,27,16,0.005375273740792355,0.0032038446135362435,199,169,0.03961775831176588,0.03384060873047657,1161,1260,0.23113677085407128,0.2523027633159792,510,421,0.10153294843718894,0.08430116139367241,1248,1258,0.248,0.252,5023,4994,0.32,0.313,0.426,0.404,0.746,0.717,151,181,2142,2019,706,632,0.140553454111089,0.12655186223468162
TOR,BAL,BAL,TOR,738,633,0.14608076009501186,0.12744111133480973,269,237,0.05324623911322249,0.0477149184618482,10,17,0.001979414093428345,0.0034225890879806724,177,174,0.03503562945368171,0.03503120595933159,1000,1315,0.19794140934283452,0.26474733239379905,483,432,0.09560570071258907,0.08697402858868532,1360,1187,0.269,0.239,5052,4967,0.338,0.307,0.432,0.399,0.77,0.706,74,105,2180,1980,712,600,0.14093428345209819,0.12079726192872961
HOU,ATL,HOU,ATL,632,638,0.12492587467879028,0.12709163346613545,228,221,0.045068195295512946,0.04402390438247012,12,16,0.0023720102787112077,0.0031872509960159364,165,165,0.03261514133227911,0.03286852589641434,1189,1264,0.23502668511563551,0.251792828685259,442,511,0.08736904526586282,0.10179282868525896,1277,1213,0.252,0.242,5059,5020,0.318,0.316,0.4,0.391,0.718,0.707,76,73,2024,1961,604,617,0.11939118402846412,0.12290836653386454
NYM,TEX,NYM,TEX,699,641,0.1394931151466773,0.12812312612432541,244,231,0.04869287567351826,0.046172296622026786,19,15,0.003791658351626422,0.0029982010793523886,201,164,0.04011175414089004,0.03278033180091945,1210,1210,0.24146876870884054,0.24185488706775934,520,456,0.10377170225503891,0.09114531281231261,1250,1187,0.249,0.237,5011,5003,0.327,0.306,0.426,0.388,0.753,0.694,133,124,2135,1940,681,617,0.13590101776092597,0.12332600439736158
MIL,STL,STL,MIL,760,639,0.1498422712933754,0.12764682381142628,242,237,0.04771293375394322,0.04734318817419097,16,8,0.0031545741324921135,0.0015980823012385138,158,140,0.031151419558359622,0.02796644027167399,1161,1200,0.22890378548895898,0.23971234518577705,514,441,0.10134069400630914,0.08809428685577307,1322,1227,0.261,0.245,5072,5006,0.334,0.314,0.408,0.38,0.742,0.694,153,80,2070,1900,705,607,0.13899842271293375,0.12125449460647224
MIN,ARI,ARI,MIN,628,737,0.1263327298330316,0.14625917840841438,227,250,0.045664856165761415,0.049613018456042865,19,35,0.0038221685777509555,0.006945822583846001,176,202,0.03540535103600885,0.040087318912482635,1231,1208,0.24763629048481192,0.23973010517959914,461,499,0.09273787970227318,0.09902758483826156,1192,1261,0.24,0.25,4971,5039,0.313,0.323,0.399,0.434,0.712,0.757,93,113,1985,2187,597,717,0.12009656004828002,0.14229013693193093
LAD,SF,LAD,SF,752,649,0.15030981411153307,0.13177664974619288,236,221,0.047171696981810916,0.044873096446700504,19,26,0.003797721367179692,0.005279187817258883,217,160,0.04337397561463122,0.03248730964467005,1234,1261,0.24665200879472315,0.25604060913705584,542,501,0.10833499900059965,0.1017258883248731,1264,1172,0.253,0.238,5003,4925,0.329,0.313,0.438,0.391,0.767,0.704,83,64,2189,1925,721,619,0.14411353188087148,0.12568527918781727
SD,COL,SD,COL,632,552,0.12695861791884291,0.11073219658976931,240,238,0.04821213338690237,0.047743229689067204,18,35,0.0036159100040176776,0.007021063189568706,134,146,0.02691844114102049,0.029287863590772317,1063,1403,0.2135395741261551,0.281444332998997,475,368,0.09541984732824428,0.07382146439317953,1249,1189,0.251,0.239,4978,4985,0.32,0.295,0.387,0.388,0.707,0.683,98,79,1927,1935,595,538,0.11952591402169546,0.10792377131394182
SEA,LAA,LAA,SEA,694,637,0.13712704999012054,0.12837565497783152,208,202,0.041098597115194625,0.04070939137444579,8,17,0.0015807152736613318,0.0034260378879484078,215,205,0.04248172297964829,0.04131398629584845,1320,1478,0.26081802015411976,0.2978637646110439,505,458,0.09978265164987157,0.09230149133413947,1226,1133,0.242,0.228,5061,4962,0.319,0.303,0.414,0.4,0.733,0.703,147,81,2095,1984,665,615,0.1313969571230982,0.12394195888754535
BOS,NYY,NYY,BOS,730,770,0.14268960125097732,0.1536926147704591,301,234,0.05883502736512901,0.046706586826347304,22,19,0.004300234558248631,0.0037924151696606787,176,251,0.03440187646598905,0.050099800399201595,1313,1317,0.25664581704456607,0.262874251497006,477,577,0.09323690383111806,0.11516966067864272,1296,1250,0.253,0.25,5116,5010,0.323,0.33,0.424,0.454,0.747,0.784,125,122,2169,2275,696,743,0.13604378420641125,0.14830339321357286
PHI,KAN,KAN,PHI,725,567,0.14282899921197795,0.11431451612903226,252,260,0.04964539007092199,0.05241935483870968,24,20,0.004728132387706856,0.004032258064516129,188,141,0.037037037037037035,0.02842741935483871,1208,1008,0.23798266351457842,0.2032258064516129,489,393,0.09633569739952719,0.07923387096774194,1329,1207,0.262,0.243,5076,4960,0.332,0.305,0.432,0.389,0.764,0.694,117,104,2193,1930,700,557,0.13790386130811663,0.1122983870967742
CLE,CWS,CWS,CLE,577,598,0.11919024994835778,0.12063748234819448,214,229,0.04420574261516216,0.04619729675206778,15,10,0.0030985333608758523,0.0020173492031470646,153,150,0.031605040280933694,0.03026023804720597,1218,1245,0.2516009089031192,0.25115997579180954,448,462,0.09254286304482545,0.0932015331853944,1089,1163,0.225,0.235,4841,4957,0.296,0.304,0.37,0.376,0.666,0.68,113,82,1792,1862,557,578,0.11505887213385664,0.11660278394190034
CIN,OAK,CIN,OAK,661,687,0.1325977933801404,0.1344159655644688,233,274,0.04674022066198596,0.05360986108393661,22,16,0.0044132397191574725,0.003130502837018196,148,207,0.029689067201604816,0.04050088045392291,1292,1281,0.25917753259779336,0.2506358833887693,486,471,0.09749247743229689,0.09215417726472315,1225,1303,0.246,0.255,4985,5111,0.316,0.321,0.39,0.436,0.706,0.757,99,76,1946,2230,625,666,0.12537612838515547,0.13030718059088242
DET,MIA,DET,MIA,727,655,0.14467661691542288,0.12878489972473456,231,250,0.04597014925373134,0.04915454187966968,35,26,0.006965174129353234,0.005112072355485647,187,144,0.037213930348258706,0.028313016122689737,1316,1158,0.2618905472636816,0.22768383798662997,469,450,0.09333333333333334,0.08847817538340542,1255,1272,0.25,0.25,5025,5086,0.319,0.315,0.421,0.394,0.74,0.709,58,118,2117,2006,694,624,0.13810945273631842,0.12268973653165552
