favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
SEA,COL,COL,SEA,754,589,0.14048816843674305,0.11163760424564063,229,248,0.04266815725731321,0.04700530705079606,9,36,0.0016769144773616546,0.006823351023502654,236,156,0.04397242407303894,0.029567854435178165,1399,1484,0.2606670393143283,0.2812736921910538,530,387,0.09875163033351966,0.07335102350265353,1314,1255,0.245,0.238,5367,5276,0.321,0.294,0.423,0.387,0.744,0.681,154,86,2269,2043,723,573,0.13471212968138624,0.10860500379075057
TB,BAL,TB,BAL,702,664,0.13168261114237478,0.12559107244183848,239,248,0.04483211404989683,0.04690750898430111,16,18,0.0030013130744700805,0.0034045772649895973,179,183,0.03357719002063403,0.0346132021940609,1354,1413,0.2539861189270306,0.2672593153016834,453,469,0.08497467642093416,0.08870815207111783,1337,1249,0.251,0.236,5331,5287,0.313,0.305,0.402,0.394,0.715,0.699,189,120,2145,2082,668,631,0.12530482085912586,0.11934934745602421
TEX,MIN,MIN,TEX,667,667,0.12573044297832234,0.1259203322635454,238,244,0.044863336475023566,0.04606380970360582,15,19,0.002827521206409048,0.0035869360015102886,172,185,0.03242224316682375,0.034925429488389656,1288,1325,0.24278982092365692,0.250141589579007,482,488,0.09085768143261075,0.09212761940721163,1247,1264,0.235,0.239,5305,5297,0.304,0.311,0.383,0.397,0.687,0.708,133,112,2031,2101,641,632,0.12082940622054665,0.11931281857655276
KAN,LAA,KAN,LAA,626,662,0.11840363154908265,0.12614329268292682,283,209,0.053527520332892,0.03982469512195122,22,17,0.004161149990542841,0.0032393292682926828,154,220,0.029128049933799888,0.041920731707317076,1065,1590,0.20143748817855117,0.30297256097560976,420,474,0.07944013618309059,0.09032012195121951,1304,1185,0.247,0.226,5287,5248,0.308,0.299,0.396,0.398,0.704,0.697,107,87,2093,2088,615,638,0.11632305655381124,0.12157012195121951
NYY,CWS,NYY,CWS,827,621,0.15460833800710413,0.11860198624904507,252,236,0.04711160964666293,0.04507257448433919,20,10,0.003739016638624042,0.0019098548510313217,266,157,0.049728921293699754,0.02998472116119175,1429,1326,0.2671527388296878,0.2532467532467532,621,490,0.1160964666292765,0.09358288770053476,1341,1213,0.251,0.232,5349,5236,0.332,0.301,0.454,0.371,0.786,0.672,133,82,2431,1940,798,600,0.14918676388109928,0.11459129106187929
NYM,CHC,NYM,CHC,751,767,0.14105935386927124,0.1429903057419836,256,262,0.04808414725770098,0.0488441461595824,19,27,0.0035687453042824945,0.0050335570469798654,220,211,0.04132231404958678,0.03933631618195377,1288,1239,0.24192336589030805,0.23098434004474272,545,544,0.10236664162283997,0.10141685309470544,1330,1336,0.25,0.249,5324,5364,0.327,0.32,0.429,0.426,0.756,0.746,142,159,2284,2285,732,745,0.13749060856498874,0.1388888888888889
TOR,BOS,BOS,TOR,770,776,0.14312267657992564,0.14275202354672553,286,316,0.053159851301115245,0.058130978660779986,11,23,0.0020446096654275093,0.004231052244297278,183,184,0.03401486988847584,0.03384841795437822,1067,1381,0.1983271375464684,0.25404709345106696,506,510,0.09405204460966543,0.09381898454746136,1425,1386,0.265,0.255,5380,5436,0.333,0.325,0.424,0.423,0.757,0.748,74,137,2282,2300,743,738,0.13810408921933084,0.1357615894039735
HOU,OAK,HOU,OAK,660,720,0.12345679012345678,0.133086876155268,239,287,0.04470632248410026,0.05304990757855822,12,16,0.002244668911335578,0.0029574861367837337,172,216,0.032173587729143284,0.03992606284658041,1263,1364,0.2362514029180696,0.2521256931608133,458,489,0.08567153011597456,0.09038817005545287,1336,1370,0.25,0.253,5346,5410,0.315,0.318,0.396,0.432,0.711,0.75,78,79,2115,2337,630,696,0.11784511784511785,0.12865064695009243
LAD,ARI,LAD,ARI,803,782,0.15034637708294327,0.14619555057020003,250,271,0.046807713911252574,0.05066367545335577,21,37,0.003931847968545216,0.006917180781454478,235,210,0.04399925107657742,0.03925967470555244,1313,1271,0.2458341134618985,0.23761450738455786,568,527,0.10634712600636585,0.0985230884277435,1352,1348,0.253,0.252,5341,5349,0.328,0.325,0.44,0.434,0.768,0.759,87,120,2349,2323,770,761,0.14416775884665792,0.1422695830996448
PHI,MIA,MIA,PHI,772,699,0.14317507418397626,0.12896678966789668,267,268,0.04951780415430267,0.04944649446494465,24,27,0.004451038575667656,0.004981549815498155,210,153,0.03894658753709199,0.028228782287822878,1291,1224,0.2394287833827893,0.22583025830258302,522,470,0.09681008902077151,0.08671586715867159,1402,1363,0.26,0.251,5392,5420,0.33,0.315,0.435,0.396,0.765,0.711,122,133,2347,2144,747,667,0.1385385756676558,0.12306273062730627
