favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
OAK,PIT,OAK,PIT,705,545,0.1342090234151913,0.10757994472956968,279,225,0.05311250713877784,0.04441373864982234,16,21,0.0030458785455929945,0.0041452822739834186,212,108,0.04035789072910718,0.021318594551914725,1321,1342,0.25147534742052163,0.26490327674694036,481,505,0.0915667237768894,0.09968416896960126,1340,1165,0.255,0.23,5253,5066,0.321,0.304,0.435,0.347,0.756,0.651,79,111,2287,1756,682,524,0.1298305730059014,0.10343466245558626
DET,ATL,ATL,DET,735,677,0.1425800193986421,0.12999231950844853,236,232,0.0457807953443259,0.0445468509984639,35,17,0.006789524733268671,0.0032642089093701996,190,173,0.03685741998060136,0.03321812596006144,1355,1298,0.26285160038797284,0.24923195084485408,484,531,0.09388942774005819,0.10195852534562212,1277,1275,0.248,0.245,5155,5208,0.317,0.319,0.418,0.396,0.735,0.715,59,76,2153,2060,701,655,0.13598448108632397,0.12576804915514592
TOR,KAN,TOR,KAN,758,589,0.14521072796934867,0.11544492355938847,279,268,0.05344827586206897,0.052528420227361816,10,21,0.0019157088122605363,0.004116032928263426,180,148,0.034482758620689655,0.029008232065856527,1039,1034,0.19904214559386973,0.2026656213249706,491,404,0.09406130268199234,0.07918463347706782,1398,1246,0.268,0.244,5220,5102,0.335,0.306,0.429,0.392,0.764,0.698,74,104,2237,2000,732,579,0.14022988505747128,0.11348490787926303
TEX,MIA,MIA,TEX,653,678,0.1270675228643705,0.12966150315547906,235,258,0.04572874100019459,0.04934021801491681,15,26,0.002918855808523059,0.0049722700325109965,167,148,0.03249659466822339,0.028303690954293362,1242,1177,0.24168126094570927,0.22509083954867087,470,462,0.09145748200038918,0.08835341365461848,1221,1313,0.238,0.251,5139,5229,0.307,0.316,0.387,0.395,0.694,0.711,131,121,1987,2067,629,647,0.1223973535707336,0.12373302734748517
LAA,COL,LAA,COL,645,574,0.12674395755551188,0.1119126535387015,204,243,0.04008646099430144,0.047377656463248194,17,35,0.003340538416191786,0.006823942288945214,212,154,0.04165847907250934,0.03002534607135894,1540,1439,0.30261348005502064,0.28056151296549037,463,376,0.09098054627628217,0.07330863716124,1151,1227,0.226,0.239,5089,5129,0.3,0.296,0.398,0.39,0.698,0.686,84,82,2025,2002,623,559,0.12242090784044017,0.10898810684343926
MIL,STL,MIL,STL,785,653,0.1509034986543637,0.12716650438169425,251,243,0.048250672818146864,0.04732229795520935,17,8,0.0032679738562091504,0.001557935735150925,162,142,0.031141868512110725,0.02765335929892892,1187,1240,0.22818146866589772,0.24148003894839337,533,451,0.10246059207996924,0.0878286270691334,1357,1255,0.261,0.244,5202,5135,0.334,0.314,0.409,0.378,0.743,0.692,155,85,2128,1940,729,620,0.14013840830449828,0.12074001947419669
ARI,PHI,PHI,ARI,758,743,0.14650173946656359,0.1428022294829906,260,255,0.05025125628140704,0.049010186430905246,37,24,0.007151140316969463,0.0046127234287910825,205,197,0.03962118283726324,0.03786277147799347,1235,1245,0.23869346733668342,0.2392850278685374,513,504,0.0991495941244685,0.09686719200461272,1297,1350,0.251,0.259,5174,5203,0.324,0.33,0.434,0.431,0.758,0.761,116,119,2246,2244,737,718,0.14244298415152687,0.13799730924466655
HOU,SEA,SEA,HOU,652,724,0.12572310065561126,0.13917723952326028,234,221,0.04512148091014269,0.042483660130718956,12,9,0.0023139220979560356,0.0017301038062283738,169,223,0.03258773621288083,0.04286812764321415,1220,1349,0.23524874662553028,0.2593233371780085,451,516,0.08696490551484767,0.09919261822376009,1308,1271,0.252,0.244,5186,5202,0.318,0.32,0.4,0.419,0.718,0.739,77,150,2073,2179,622,693,0.11993829541072117,0.13321799307958476
CHC,CIN,CHC,CIN,743,683,0.14310477657935286,0.1325956125024267,252,240,0.0485362095531587,0.046592894583576,27,23,0.005200308166409861,0.0044651523975927,205,153,0.03948382126348228,0.0297029702970297,1199,1333,0.2309322033898305,0.25878470199961173,529,501,0.10188751926040061,0.0972626674432149,1292,1263,0.249,0.245,5192,5151,0.321,0.316,0.426,0.39,0.747,0.706,154,100,2213,2008,724,645,0.13944530046224962,0.1252184041933605
SD,CWS,SD,CWS,652,609,0.12751809114023077,0.1198111351564037,244,231,0.04772149423039312,0.045445602990360025,18,10,0.0035204380989634267,0.0019673421207948064,140,154,0.027381185214159984,0.030297068660240015,1085,1287,0.21220418540973987,0.2531969309462916,484,472,0.0946606688832388,0.09285854810151485,1288,1184,0.252,0.233,5113,5083,0.321,0.302,0.389,0.373,0.71,0.675,100,82,1988,1897,615,588,0.12028163504791707,0.11567971670273461
