favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
NYM,MIA,NYM,MIA,649,594,0.14182692307692307,0.12771447000645023,224,227,0.04895104895104895,0.04880670823478822,18,26,0.003933566433566434,0.005590195656847989,188,130,0.04108391608391608,0.02795097828423995,1088,1066,0.23776223776223776,0.22919802193076758,481,407,0.10511363636363637,0.08750806278219737,1147,1168,0.251,0.251,4576,4651,0.329,0.315,0.431,0.395,0.76,0.71,116,112,1971,1837,633,565,0.13833041958041958,0.12147925177381208
BOS,PIT,PIT,BOS,673,498,0.1432829465616351,0.10957095709570958,272,205,0.057909303810943155,0.045104510451045104,21,18,0.004470938897168405,0.0039603960396039604,165,99,0.0351288056206089,0.02178217821782178,1209,1189,0.25739833936555245,0.2616061606160616,446,444,0.09495422610176708,0.09768976897689768,1184,1065,0.252,0.234,4697,4545,0.323,0.307,0.424,0.353,0.747,0.66,116,102,1993,1603,642,479,0.13668298914200552,0.10539053905390539
TEX,OAK,TEX,OAK,587,619,0.12763644270493585,0.13206742052485598,211,246,0.04587953903022396,0.052485598463836144,12,16,0.002609262883235486,0.0034136974610625135,153,187,0.033268101761252444,0.039897589076168125,1114,1181,0.24222657099369427,0.25197354384467674,410,434,0.08914981517721243,0.09259654363132068,1095,1184,0.238,0.253,4599,4687,0.306,0.319,0.389,0.432,0.695,0.751,115,67,1789,2023,565,601,0.12285279408567079,0.12822701088116065
MIN,SD,SD,MIN,566,580,0.1251935412519354,0.12772517066725392,206,221,0.0455651404556514,0.04866769434045364,16,16,0.0035390400353904005,0.0035234529839242457,161,119,0.035611590356115906,0.026205681567936578,1116,953,0.2468480424684804,0.20986566835498788,411,440,0.09090909090909091,0.09689495705791676,1076,1146,0.238,0.252,4521,4541,0.311,0.323,0.397,0.387,0.708,0.71,78,90,1797,1756,539,545,0.1192214111922141,0.12001761726491962
NYY,CWS,NYY,CWS,717,533,0.15543030565792326,0.1179725542275343,218,204,0.047257749837416,0.0451527224435591,19,9,0.004118794710600477,0.00199203187250996,232,134,0.05029265120312161,0.029659141212926073,1200,1126,0.26013440277476696,0.24922532093846836,533,425,0.11554303056579232,0.09406817175741479,1156,1055,0.251,0.234,4613,4518,0.331,0.302,0.457,0.372,0.788,0.674,109,78,2108,1679,690,514,0.149577281595491,0.11376715360779106
HOU,LAA,LAA,HOU,572,578,0.12434782608695652,0.1284159075760942,205,185,0.04456521739130435,0.041101977338369254,11,14,0.002391304347826087,0.003110419906687403,151,189,0.03282608695652174,0.041990668740279936,1070,1329,0.2326086956521739,0.2952677182848256,401,415,0.08717391304347825,0.09220173294823372,1165,1031,0.253,0.229,4600,4501,0.319,0.303,0.401,0.402,0.72,0.705,66,68,1845,1811,547,559,0.11891304347826087,0.12419462341701844
SF,BAL,SF,BAL,567,593,0.12563704852647906,0.12967417450251476,202,223,0.04475958342565921,0.04876448720752241,24,17,0.005317970307999114,0.0037174721189591076,139,164,0.030799911367161533,0.03586267220642904,1167,1184,0.2585863062264569,0.2589109993439755,456,379,0.10104143585198316,0.08287776076973541,1056,1103,0.234,0.241,4513,4573,0.31,0.306,0.382,0.405,0.692,0.711,62,94,1723,1852,540,561,0.11965433192998005,0.12267657992565056
LAD,ARI,LAD,ARI,695,676,0.15135017421602787,0.1456896551724138,216,236,0.047038327526132406,0.05086206896551724,17,33,0.0037020905923344947,0.007112068965517242,201,189,0.04377177700348432,0.04073275862068965,1148,1109,0.25,0.23900862068965517,504,461,0.10975609756097561,0.09935344827586207,1156,1162,0.252,0.25,4592,4640,0.329,0.324,0.438,0.438,0.767,0.762,78,100,2009,2031,668,660,0.14547038327526132,0.14224137931034483
TOR,MIL,MIL,TOR,667,699,0.14378098728174177,0.15019338203695745,244,222,0.052597542573830564,0.047700902449505804,9,15,0.0019400732916576848,0.0032230339492909325,162,147,0.03492131924983833,0.031585732703051136,917,1073,0.19767191205001078,0.23055436183927805,442,473,0.09527915499029964,0.10163300386764074,1240,1204,0.267,0.259,4639,4654,0.336,0.332,0.429,0.408,0.765,0.74,67,141,1988,1897,643,651,0.13860745850398792,0.13987967339922647
CHC,COL,CHC,COL,671,510,0.1449244060475162,0.11189118034225537,227,220,0.049028077753779695,0.04826678367705134,25,33,0.005399568034557235,0.007240017551557701,185,138,0.03995680345572354,0.030276437033786747,1048,1264,0.2263498920086393,0.2773146116717859,461,339,0.09956803455723542,0.07437472575691093,1157,1087,0.25,0.238,4630,4558,0.32,0.296,0.43,0.392,0.75,0.688,135,71,1989,1787,655,496,0.14146868250539957,0.10881965774462483
TB,WAS,TB,WAS,604,567,0.13234005258545137,0.1254980079681275,203,222,0.04447852760736196,0.049136786188579015,14,21,0.003067484662576687,0.004648074369189907,153,126,0.033523225241016655,0.027888446215139442,1155,1083,0.25306748466257667,0.23970783532536521,390,391,0.08545135845749342,0.0865427180168216,1142,1100,0.25,0.243,4564,4518,0.313,0.309,0.401,0.386,0.714,0.695,172,112,1832,1742,572,545,0.12532865907099036,0.12062859672421425
SEA,CLE,SEA,CLE,623,517,0.13487767915133145,0.11792883211678833,186,191,0.040268456375838924,0.04356751824817518,7,14,0.0015154795410261962,0.0031934306569343066,194,136,0.04200043299415458,0.03102189781021898,1216,1109,0.26326044598397924,0.2529653284671533,456,412,0.0987226672439922,0.09397810218978102,1115,980,0.241,0.224,4619,4384,0.317,0.295,0.411,0.367,0.728,0.662,134,105,1897,1607,598,498,0.12946525221909505,0.1135948905109489
DET,KAN,DET,KAN,656,529,0.1423611111111111,0.11621265377855887,209,240,0.045355902777777776,0.05272407732864675,31,19,0.006727430555555556,0.0041739894551845345,174,132,0.037760416666666664,0.02899824253075571,1206,926,0.26171875,0.20342706502636204,426,357,0.09244791666666667,0.07842706502636204,1150,1125,0.25,0.247,4608,4552,0.318,0.308,0.422,0.395,0.74,0.703,58,99,1943,1799,631,520,0.1369357638888889,0.11423550087873462
PHI,ATL,ATL,PHI,649,601,0.14014251781472684,0.12977758583459295,225,207,0.04858561865687756,0.04469876916432736,19,14,0.004102785575469661,0.0030231051608723817,169,153,0.03649319801338804,0.03303822068667674,1090,1173,0.23537033038220687,0.2532930252645217,443,488,0.09565968473331894,0.10537680846469445,1192,1132,0.257,0.244,4631,4631,0.327,0.321,0.424,0.394,0.751,0.715,112,68,1962,1826,624,581,0.13474411574174044,0.12545886417620383
