favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
NYY,TOR,NYY,TOR,742,711,0.155003133486526,0.14741861911673232,225,257,0.047002297890119074,0.05328633630520423,19,9,0.003969082932943388,0.0018660584698320546,242,174,0.050553582619594736,0.03607713041675306,1246,956,0.26028828076039273,0.1982168774621605,552,461,0.11531230415709212,0.09558366162139748,1197,1302,0.25,0.27,4787,4823,0.331,0.339,0.457,0.435,0.788,0.774,112,71,2186,2099,715,685,0.14936285773971172,0.1420277835372175
CHC,WAS,CHC,WAS,699,593,0.14577685088633993,0.1267635741769987,234,230,0.04880083420229406,0.049166310389055154,25,24,0.005213764337851929,0.005130397605814451,193,131,0.04025026068821689,0.028003420265070543,1089,1132,0.22711157455683004,0.2419837537409149,479,400,0.09989572471324296,0.08550662676357418,1196,1137,0.249,0.243,4795,4678,0.32,0.308,0.429,0.386,0.749,0.694,141,119,2059,1808,683,570,0.1424400417101147,0.1218469431380932
PHI,MIA,PHI,MIA,674,609,0.14021219055543999,0.12645348837209303,231,235,0.04805491990846682,0.048795681063122924,22,26,0.004576659038901602,0.005398671096345515,176,133,0.036613272311212815,0.027616279069767442,1141,1110,0.23736218015394217,0.23048172757475083,463,421,0.09631786977324734,0.08741694352159468,1242,1202,0.258,0.25,4807,4816,0.328,0.313,0.425,0.392,0.753,0.705,114,112,2045,1888,649,578,0.13501144164759726,0.12001661129568106
NYM,CIN,NYM,CIN,679,638,0.14294736842105263,0.13397732045359093,233,231,0.04905263157894737,0.04850902981940361,19,21,0.004,0.004409911801763965,194,138,0.040842105263157895,0.02897942041159177,1122,1227,0.23621052631578948,0.25766484670306594,501,460,0.10547368421052632,0.09659806803863923,1195,1182,0.252,0.248,4750,4762,0.33,0.318,0.431,0.392,0.761,0.71,127,92,2048,1869,663,602,0.13957894736842105,0.126417471650567
MIL,PIT,MIL,PIT,722,519,0.1494824016563147,0.11037856231390898,230,214,0.047619047619047616,0.045512547851977884,16,18,0.0033126293995859213,0.0038281582305401958,152,102,0.03146997929606625,0.021692896639727774,1110,1235,0.22981366459627328,0.2626541897065079,491,464,0.10165631469979296,0.09868141216503616,1250,1101,0.259,0.234,4830,4702,0.332,0.307,0.407,0.352,0.739,0.659,147,105,1968,1657,670,499,0.13871635610766045,0.10612505316886431
SF,STL,SF,STL,613,615,0.13034233467999148,0.12914741705165897,209,229,0.044439719328088455,0.048089038219235616,26,7,0.005528386136508611,0.0014699706005879883,152,136,0.03231979587497342,0.028559428811423773,1202,1128,0.2555815436955135,0.2368752624947501,476,422,0.1012119923453115,0.08861822763544729,1126,1171,0.239,0.246,4703,4762,0.315,0.314,0.392,0.383,0.707,0.697,63,77,1843,1822,584,586,0.1241760578354242,0.12305753884922302
DET,CWS,CWS,DET,685,576,0.14327546538381092,0.12167300380228137,219,220,0.04580631667015269,0.04647232784114914,33,9,0.006902321690023008,0.0019011406844106464,178,147,0.037230704873457435,0.031051964512040557,1253,1180,0.26207906295754024,0.24926066751161807,444,443,0.09286760092030956,0.09357836924376849,1198,1117,0.251,0.236,4781,4734,0.32,0.305,0.422,0.379,0.742,0.684,58,80,2017,1796,656,556,0.13720978874712403,0.11744824672581326
TB,CLE,TB,CLE,641,547,0.13457904681923158,0.11917211328976035,214,199,0.04492966617677934,0.04335511982570806,15,14,0.003149275666596683,0.0030501089324618735,158,146,0.03317237035481839,0.0318082788671024,1201,1158,0.25215200503884105,0.2522875816993464,405,423,0.08503044299811044,0.09215686274509804,1202,1028,0.252,0.224,4763,4590,0.314,0.294,0.403,0.369,0.717,0.663,176,108,1920,1693,609,527,0.12786059206382533,0.11481481481481481
ATL,SEA,SEA,ATL,622,639,0.1296103354865597,0.13376596190077455,214,189,0.04459262346322151,0.03956458028051078,16,7,0.003334027922483851,0.001465354825204103,158,200,0.032923525734528024,0.04186728072011723,1223,1256,0.25484475932485934,0.2629265229223362,502,468,0.10460512606793082,0.09796943688507431,1172,1151,0.244,0.241,4799,4777,0.32,0.317,0.394,0.409,0.714,0.726,72,136,1892,1954,601,614,0.12523442383829964,0.1285325518107599
BOS,ARI,BOS,ARI,701,702,0.143853888774882,0.14628047509897896,286,241,0.05869074492099323,0.050218795582413,22,34,0.004514672686230248,0.007084809335278183,169,197,0.03468089472604145,0.04105021879558241,1253,1149,0.25713113072029553,0.23942488018337155,459,475,0.09419248922634928,0.09897895394873932,1239,1200,0.254,0.25,4873,4799,0.325,0.323,0.426,0.438,0.751,0.761,119,103,2076,2100,669,685,0.13728709214036527,0.14273807043133988
